,PCNP (57092)
ACH-000272,-0.582267156831
ACH-000273,-0.276902864824
ACH-000274,-0.43053253371699995
ACH-000277,-0.267565806603
ACH-000278,-0.279628473874
ACH-000279,-0.415766370096
ACH-000280,-0.288702626139
ACH-000281,-0.323256250841
ACH-000288,-0.45666041312600003
ACH-000291,-0.176625935914
ACH-000293,-0.44785990214500004
ACH-000294,-0.25028536114
ACH-000295,-0.382132748111
ACH-000296,-0.41392058980700003
ACH-000302,-0.32486398602899996
ACH-000304,-0.614366798408
ACH-000307,-0.21076014151099998
ACH-000308,-0.27609663477699997
ACH-000310,-0.155450135089
ACH-000311,-0.422235300765
ACH-000312,-0.173813106355
ACH-000315,-0.20568291542999997
ACH-000316,-0.251335585484
ACH-000317,-0.39835901571099996
ACH-000318,-0.376242680452
ACH-000319,-0.129959469691
ACH-000320,-0.33114772494100003
ACH-000322,-0.41772817272
ACH-000323,-0.335816438478
ACH-000324,-0.300227251436
ACH-000329,-0.420012431796
ACH-000330,-0.395151327448
ACH-000331,-0.519392741775
ACH-000332,-0.21206044738200003
ACH-000334,-0.441069701215
ACH-000335,-0.34306583680200003
ACH-000336,-0.00621078001094
ACH-000337,-0.6857331644410001
ACH-000339,-0.536826479845
ACH-000341,-0.392952021025
ACH-000348,-0.200128854109
ACH-000350,-0.29648035207699996
ACH-000352,-0.36484646081100003
ACH-000356,-0.296718169895
ACH-000361,-0.522190170007
ACH-000362,-0.496778520366
ACH-000363,-0.280896786036
ACH-000364,-0.310235925892
ACH-000365,-0.49464106873400004
ACH-000366,-0.26141891583099996
ACH-000368,-0.626460189282
ACH-000374,0.0125752051776
ACH-000375,-0.530745896949
ACH-000376,-0.28211845482500003
ACH-000381,-0.334138668536
ACH-000383,-0.28960811765
ACH-000387,-0.33499992378800003
ACH-000389,-0.294358393416
ACH-000390,-0.314217540572
ACH-000393,-0.261324762197
ACH-000395,-0.49711013134900006
ACH-000397,-0.481615478349
ACH-000401,-0.349086052446
ACH-000402,-0.443543173062
ACH-000403,-0.262321386823
ACH-000404,-0.554570033541
ACH-000406,-0.216350154481
ACH-000407,-0.622270833403
ACH-000408,-0.33959421422499997
ACH-000410,-0.41429083717500004
ACH-000411,-0.43704605230300003
ACH-000414,-0.347664272214
ACH-000415,-0.285420479911
ACH-000416,-0.310097453593
ACH-000420,-0.51873259751
ACH-000421,-0.376016058319
ACH-000424,-0.445183701813
ACH-000425,-0.415773533542
ACH-000426,-0.00720760790614
ACH-000427,-0.32307684383900004
ACH-000433,-0.48974740054099997
ACH-000436,-0.132359232331
ACH-000444,-0.213037788656
ACH-000445,-0.475994641984
ACH-000448,-0.433300457419
ACH-000450,-0.257227212448
ACH-000452,-0.418616520125
ACH-000454,-0.565051540713
ACH-000458,-0.266818728603
ACH-000459,-0.229138081844
ACH-000460,-0.393303651194
ACH-000461,-0.436720266031
ACH-000463,-0.327583908395
ACH-000464,-0.6668243896630001
ACH-000466,-0.198055759192
ACH-000467,-0.27498297996800003
ACH-000468,-0.24524499357500001
ACH-000469,-0.2718105923
ACH-000470,-0.38703668246100004
ACH-000471,-0.256524421135
ACH-000472,-0.358984324781
ACH-000473,-0.195646132247
ACH-000475,-0.350582633791
ACH-000476,-0.346147762829
ACH-000477,-0.283477597903
ACH-000480,-0.284269178911
ACH-000481,-0.357130099268
ACH-000483,-0.46931233983099996
ACH-000484,-0.5624923128980001
ACH-000485,-0.347759734145
ACH-000486,-0.40452009011999995
ACH-000487,-0.062416802735099995
ACH-000488,-0.283351298706
ACH-000490,-0.35483280507299997
ACH-000491,-0.291741033843
ACH-000495,-0.6508783898520001
ACH-000496,-0.597355089565
ACH-000499,-0.357328597685
ACH-000500,-0.257005761805
ACH-000502,-0.197448908387
ACH-000503,-0.6256035171600001
ACH-000505,-0.341145921238
ACH-000507,-0.243939302242
ACH-000510,-0.169646259567
ACH-000511,-0.192160466908
ACH-000512,-0.384041500107
ACH-000516,-0.38431263619999995
ACH-000517,-0.284295303941
ACH-000518,-0.27645533602
ACH-000520,-0.544856618817
ACH-000521,-0.2848824224
ACH-000522,-0.34902055138899996
ACH-000524,-0.389507139072
ACH-000527,-0.28124417581300004
ACH-000528,-0.368335980435
ACH-000537,-0.532915141394
ACH-000541,-0.529198554638
ACH-000542,-0.350095510563
ACH-000544,-0.311528243218
ACH-000545,-0.18432099187399997
ACH-000547,-0.35013941461
ACH-000548,-0.28188855842599997
ACH-000549,-0.287964203908
ACH-000550,-0.492351720705
ACH-000552,-0.17231094313700002
ACH-000556,-0.313490232553
ACH-000557,0.00318470317079
ACH-000570,-0.367809684727
ACH-000571,-0.209310258381
ACH-000573,-0.250052753552
ACH-000576,-0.155525412869
ACH-000580,-0.204435182719
ACH-000584,-0.5501012051349999
ACH-000585,-0.39214054448299995
ACH-000588,-0.0368272772325
ACH-000589,-0.342188955775
ACH-000591,-0.281588407718
ACH-000593,-0.27827123374400003
ACH-000600,-0.0797697290399
ACH-000601,-0.40075605886200005
ACH-000604,-0.205148601211
ACH-000605,-0.489990551984
ACH-000606,-0.271653335986
ACH-000608,-0.287996501869
ACH-000614,-0.288693612157
ACH-000616,-0.36004012238300004
ACH-000618,-0.223219433807
ACH-000619,-0.33466440618
ACH-000620,-0.274780641467
ACH-000621,-0.48866723748499996
ACH-000622,-0.303764955701
ACH-000623,-0.434557378952
ACH-000624,-0.23254024353799999
ACH-000627,-0.394706701051
ACH-000630,-0.333744232073
ACH-000632,-0.346215818175
ACH-000633,-0.15461358265699998
ACH-000637,-0.20844222912799998
ACH-000638,-0.356415637884
ACH-000646,-0.257167929844
ACH-000647,-0.355206952294
ACH-000648,-0.279552803167
ACH-000649,-0.30350319032699996
ACH-000651,-0.37408207486
ACH-000652,-0.398354385621
ACH-000653,-0.301128263112
ACH-000657,-0.429532049965
ACH-000658,-0.218874652707
ACH-000661,-0.35433068499
ACH-000662,-0.649604284723
ACH-000663,-0.339179889414
ACH-000665,-0.458056406822
ACH-000671,-0.19495283749000003
ACH-000673,-0.303079845035
ACH-000676,-0.470853393042
ACH-000677,-0.396721619397
ACH-000681,-0.373062280176
ACH-000682,-0.46160539279
ACH-000683,-0.15561723349099998
ACH-000684,-0.39912933133
ACH-000688,-0.5669917237300001
ACH-000693,-0.323160347012
ACH-000694,-0.228054377185
ACH-000695,0.0610387291935
ACH-000696,-0.309195550156
ACH-000697,-0.45401710451099997
ACH-000699,-0.325178005586
ACH-000701,-0.384795510878
ACH-000706,-0.260670573767
ACH-000711,-0.348036186622
ACH-000713,-0.254517151211
ACH-000714,-0.400013004002
ACH-000718,-0.30320244630300003
ACH-000720,-0.418587036515
ACH-000721,-0.40848017796999997
ACH-000724,-0.23502683559700002
ACH-000725,-0.24849268918499998
ACH-000732,-0.40597268068000003
ACH-000734,-0.320757178769
ACH-000735,-0.606624261841
ACH-000736,-0.305618552363
ACH-000738,-0.44210827675399994
ACH-000746,-0.332373350099
ACH-000747,-0.533350747195
ACH-000748,-0.628129512842
ACH-000753,-0.260468719573
ACH-000756,-0.481411056393
ACH-000757,-0.9130126766769999
ACH-000758,-0.6277554129290001
ACH-000760,-0.317559051753
ACH-000763,-0.161166451336
ACH-000764,-0.598995049353
ACH-000765,-0.361665805312
ACH-000766,-0.384095750892
ACH-000767,-0.11331841495999999
ACH-000768,-0.37201026664399994
ACH-000769,-0.19868628093
ACH-000770,-0.34218604437100003
ACH-000771,-0.312827720764
ACH-000773,-0.34964047726400005
ACH-000776,-0.08440255988810001
ACH-000777,-0.26591849225200004
ACH-000778,-0.11944971940600001
ACH-000781,-0.193812847949
ACH-000782,-0.260139960343
ACH-000783,-0.40791631744
ACH-000784,-0.309389708431
ACH-000785,-0.579118518629
ACH-000787,-0.412339484049
ACH-000788,-0.432154698916
ACH-000791,-0.300876919073
ACH-000792,-0.372927625054
ACH-000794,-0.20321002279
ACH-000796,-0.410969864183
ACH-000799,-0.594490043545
ACH-000800,-0.45289738042499994
ACH-000802,-0.310574192847
ACH-000804,-0.11691658276799999
ACH-000805,-0.41087769238300004
ACH-000809,-0.28199220757
ACH-000810,-0.24645559770599998
ACH-000811,-0.16112858032400001
ACH-000817,-0.165521199807
ACH-000819,-0.24415920033500002
ACH-000820,-0.51279205518
ACH-000821,0.0354648663664
ACH-000822,-0.527555344664
ACH-000823,-0.268474517851
ACH-000824,-0.211639759712
ACH-000827,-0.338248350565
ACH-000829,-0.35698064596999995
ACH-000831,-0.29475334411299997
ACH-000832,-0.438238834388
ACH-000833,-0.513390860908
ACH-000834,-0.350778857417
ACH-000835,-0.275733209127
ACH-000836,-0.359369994629
ACH-000837,-0.396625003658
ACH-000838,-0.0342697905018
ACH-000839,-0.373938003091
ACH-000840,-0.220481258818
ACH-000841,-0.518021918896
ACH-000843,-0.233243839476
ACH-000846,-0.349449948105
ACH-000847,-0.47402134358599995
ACH-000848,-0.401117177363
ACH-000849,-0.542149040232
ACH-000851,-0.539958511047
ACH-000855,-0.201718853759
ACH-000856,-0.356137840099
ACH-000858,-0.269371871583
ACH-000859,-0.534872036894
ACH-000861,-0.36560408569700004
ACH-000862,-0.256237066684
ACH-000865,-0.16422530282199999
ACH-000866,-0.22423062240299999
ACH-000867,-0.253406850414
ACH-000869,-0.499866960876
ACH-000872,-0.305552646011
ACH-000873,-0.493088936226
ACH-000876,-0.501653045066
ACH-000878,-0.36085574795599995
ACH-000880,-0.278135781477
ACH-000881,-0.37595284079
ACH-000882,-0.36385967425399995
ACH-000884,-0.264047430968
ACH-000885,-0.48204525236400003
ACH-000887,-0.33532600488200004
ACH-000888,-0.18837082917300002
ACH-000889,-0.297434187897
ACH-000890,-0.149689096982
ACH-000896,-0.383249695994
ACH-000898,-0.447111985379
ACH-000900,-0.545773080324
ACH-000901,-0.41620730706299996
ACH-000905,-0.473354397856
ACH-000906,-0.340247137843
ACH-000907,-0.547603534965
ACH-000910,-0.291847054445
ACH-000911,-0.377937780176
ACH-000912,-0.414399880848
ACH-000913,-0.44338944726199997
ACH-000915,-0.309256567305
ACH-000916,-0.337389052994
ACH-000917,-0.315877011779
ACH-000921,-0.361933721272
ACH-000924,-0.263709608831
ACH-000926,-0.310143487396
ACH-000928,-0.21018754918699997
ACH-000929,-0.342050116958
ACH-000932,-0.267040656805
ACH-000935,-0.34664370590099997
ACH-000936,-0.497102352298
ACH-000937,-0.271125187107
ACH-000938,-0.18758000284
ACH-000939,-0.056379711102099994
ACH-000941,-0.303170492689
ACH-000943,-0.386017501522
ACH-000946,-0.736837712057
ACH-000947,-0.282662756636
ACH-000948,-0.390321926614
ACH-000950,-0.45386239661000005
ACH-000953,-0.471150617095
ACH-000957,-0.134145968615
ACH-000958,-0.0883457114404
ACH-000960,-0.0794269365305
ACH-000963,-0.354830869032
ACH-000968,-0.219323031313
ACH-000969,-0.251680573858
ACH-000973,-0.442711246348
ACH-000974,-0.281228206154
ACH-000975,-0.39717172818
ACH-000976,-0.36724223618199997
ACH-000978,-0.297549990357
ACH-000980,-0.156986194545
ACH-000984,-0.642183727557
ACH-000986,-0.46077283574699995
ACH-000988,-0.13422000191199998
ACH-000993,-0.48630700152199996
ACH-000994,-0.176828898906
ACH-000996,-0.176470383974
ACH-001001,-0.213353716492
ACH-001020,-0.285336965597
ACH-001028,-0.464835979517
ACH-001031,-0.310861339993
ACH-001038,-0.491177638011
ACH-001048,-0.30370140926600003
ACH-001050,-0.5750718810000001
ACH-001053,-0.39150074360299997
ACH-001054,-0.39700248820699996
ACH-001061,-0.24566455251400002
ACH-001067,-0.651207074643
ACH-001075,-0.32966560965999997
ACH-001096,-0.20462157907900003
ACH-001128,-0.42886661708499996
ACH-001134,-0.43145234760300005
ACH-001151,-0.22230219983399999
ACH-001163,-0.176979300016
ACH-001164,-0.294985308768
ACH-001173,-0.334118452335
ACH-001183,-0.257888342189
ACH-001184,-0.318148766894
ACH-001190,-0.261984574066
ACH-001192,-0.314974494484
ACH-001193,-0.173573662886
ACH-001196,-0.46721872041999996
ACH-001197,-0.303695993096
ACH-001205,-0.465941037473
ACH-001211,-0.484444091888
ACH-001212,-0.576531252257
ACH-001228,-0.0238784628881
ACH-001232,-0.357933766703
ACH-001239,-0.348590327923
ACH-001274,-0.260508737068
ACH-001275,-0.584052559535
ACH-001277,-0.165794131815
ACH-001278,-0.35215598526999997
ACH-001280,-0.372568037086
ACH-001283,-0.431391870771
ACH-001289,-0.164101810114
ACH-001295,-0.292269274927
ACH-001300,-0.180158009963
ACH-001301,-0.283383976184
ACH-001302,-0.26682401445799997
ACH-001303,-0.450457212302
ACH-001306,-0.423303322611
ACH-001318,-0.37189566000600005
ACH-001322,-0.47648731072800005
ACH-001328,-0.161432710541
ACH-001332,-0.440152190635
ACH-001333,-0.45146310261000006
ACH-001336,-0.370516407856
ACH-001340,-0.41638858888999997
ACH-001346,-0.418502461004
ACH-001353,-0.219460729875
ACH-001354,-0.429657427255
ACH-001367,-0.644892089263
ACH-001368,-0.41279882265699996
ACH-001374,-0.217294017825
ACH-001375,-0.39838144367600004
ACH-001377,-0.284601007686
ACH-001380,-0.389195253406
ACH-001391,-0.204994404662
ACH-001407,-0.448771826622
ACH-001408,-0.37673759812200003
ACH-001413,-0.398715855193
ACH-001430,-0.541672785071
ACH-001431,-0.275826391878
ACH-001450,-0.352485477394
ACH-001496,-0.238740690697
ACH-001500,-0.354803821806
ACH-001521,-0.158047662556
ACH-001523,-0.128337015748
ACH-001532,-0.45732853377300003
ACH-001536,-0.176769284776
ACH-001550,-0.273235219214
ACH-001552,-0.36331823666100005
ACH-001554,-0.293166565024
ACH-001645,-0.368199180603
ACH-001654,-0.271986291763
ACH-001715,-0.5140068200110001
ACH-001735,-0.40494112790200004
ACH-001736,-0.17130715732299998
ACH-001737,-0.024179786545799997
ACH-001740,-0.155821877742
ACH-001745,-0.19269261846900002
ACH-001750,-0.31737096017
ACH-001765,-0.265379400892
ACH-001956,-0.25585305996
ACH-001957,-0.45548280123400003
