,C2CD2L (9854)
ACH-000004,-0.22160575094999999
ACH-000007,0.041697481496800005
ACH-000009,0.0237715100209
ACH-000011,0.120109941271
ACH-000012,0.07768407349789999
ACH-000013,0.13556097365
ACH-000014,-0.06033885974219999
ACH-000015,0.131112768379
ACH-000017,-0.134838141629
ACH-000018,0.185593644769
ACH-000019,-0.211057499751
ACH-000021,0.121592871918
ACH-000022,0.0952352786588
ACH-000025,0.257633320619
ACH-000028,-0.15251703844
ACH-000030,0.03728215602
ACH-000035,0.120727862488
ACH-000036,0.051159528690400004
ACH-000037,0.0280886346276
ACH-000039,0.0226801497822
ACH-000040,0.154578406305
ACH-000041,-0.13743116085100002
ACH-000042,0.0991051944637
ACH-000045,-0.060107876737
ACH-000047,0.0543702714329
ACH-000052,0.177707846467
ACH-000053,0.116201368252
ACH-000054,-0.05809630775909999
ACH-000055,0.0700130154075
ACH-000060,0.147235791127
ACH-000067,0.400831050379
ACH-000070,0.0992405308845
ACH-000075,0.184547167869
ACH-000078,0.111909242174
ACH-000082,0.063724098961
ACH-000085,0.09453164006269998
ACH-000086,0.0428100783307
ACH-000087,0.455984494242
ACH-000092,0.217097889227
ACH-000095,0.118852266593
ACH-000097,0.0552106018284
ACH-000098,0.144047676518
ACH-000099,0.140854192037
ACH-000108,0.0493507801586
ACH-000113,0.15628541800100001
ACH-000115,0.050157096620300004
ACH-000116,-0.14417897723200002
ACH-000118,0.0530978585127
ACH-000120,0.13917845224199998
ACH-000123,0.00571428540562
ACH-000127,-0.0006164450579519999
ACH-000128,0.280383795939
ACH-000132,0.0994800354464
ACH-000133,0.131125818423
ACH-000137,0.17664805834800001
ACH-000138,0.08038405171900001
ACH-000142,0.0724306100475
ACH-000143,0.0194257826549
ACH-000146,0.0324566672122
ACH-000148,0.07170217824189999
ACH-000150,0.0734586069321
ACH-000152,0.0822049713025
ACH-000153,0.0242568129678
ACH-000159,0.287519239153
ACH-000160,-0.0795448497473
ACH-000163,0.21659996073499999
ACH-000167,-0.0251395606184
ACH-000168,-0.0818292360906
ACH-000169,0.200628976203
ACH-000178,0.0277443073522
ACH-000182,0.18400162559099997
ACH-000183,-0.0562669762846
ACH-000188,-0.0167828040569
ACH-000189,0.07718020058569999
ACH-000190,-0.0363586717583
ACH-000198,0.21080006551600003
ACH-000204,0.0909227687339
ACH-000206,0.12797304658800002
ACH-000207,0.12580323143400002
ACH-000211,0.166375297948
ACH-000215,0.030853766044999998
ACH-000221,0.0849809663598
ACH-000222,0.265355420114
ACH-000223,0.16778043044799998
ACH-000226,0.0328780312696
ACH-000227,0.034577029001
ACH-000228,0.0597411359215
ACH-000231,0.0762287779236
ACH-000232,0.14281284993899998
ACH-000233,0.08744654115530001
ACH-000234,-0.125720236348
ACH-000235,0.043877556805999994
ACH-000237,0.062007816337099994
ACH-000238,0.107601464549
ACH-000243,0.115218191128
ACH-000244,-0.285184228595
