,PGS1 (9489)
ACH-000004,-0.96702171676
ACH-000007,-1.23565273356
ACH-000009,-1.19140706208
ACH-000011,-1.19758706724
ACH-000012,-0.957564151983
ACH-000013,-0.968639710813
ACH-000014,-1.13756697856
ACH-000015,-1.15882522091
ACH-000017,-1.12308863775
ACH-000018,-1.3768599814500002
ACH-000019,-1.09306294051
ACH-000021,-1.0678479219099999
ACH-000022,-1.2498287808
ACH-000025,-0.9383653790790001
ACH-000028,-1.0502223926799998
ACH-000030,-1.2042142570999999
ACH-000035,-1.2790975805299998
ACH-000036,-0.9683038458550001
ACH-000037,-1.46350385748
ACH-000039,-0.845115142131
ACH-000040,-1.40377887592
ACH-000041,-1.3211794161100001
ACH-000042,-1.1051102696600001
ACH-000045,-0.79645558617
ACH-000047,-1.01692900513
ACH-000052,-1.40069004991
ACH-000053,-0.754630284696
ACH-000054,-0.692349295153
ACH-000055,-0.952239642195
ACH-000060,-1.2271154231799999
ACH-000067,-0.9427158255239999
ACH-000070,-0.985853118927
ACH-000075,-0.5922465753980001
ACH-000078,-0.62141965639
ACH-000082,-0.615362043693
ACH-000085,-0.958098673803
ACH-000086,-1.20189269005
ACH-000087,-1.22468759913
ACH-000092,-1.01565632771
ACH-000095,-0.8763635811030001
ACH-000097,-0.929528173591
ACH-000098,-1.1475342912
ACH-000099,-0.9678878464470001
ACH-000108,-0.96627092299
ACH-000113,-1.06085644246
ACH-000115,-1.1600237575499999
ACH-000116,-0.932712755479
ACH-000118,-1.0181194877700002
ACH-000120,-1.02655572878
ACH-000123,-0.9420743285
ACH-000127,-1.0604276992200001
ACH-000128,-1.2266788683399998
ACH-000132,-1.08732166281
ACH-000133,-1.2165525448799999
ACH-000137,-0.941542915357
ACH-000138,-1.02679834777
ACH-000142,-1.06532708843
ACH-000143,-1.19256373312
ACH-000146,-0.8639683787190001
ACH-000148,-1.15841654365
ACH-000150,-1.2914213302200002
ACH-000152,-1.27974232281
ACH-000153,-0.902377681041
ACH-000159,-0.748472225034
ACH-000160,-0.946995308412
ACH-000163,-1.26548442015
ACH-000167,-1.07533871103
ACH-000168,-1.1131084204700001
ACH-000169,-1.29854316082
ACH-000178,-1.1274451217299999
ACH-000182,-0.923833915038
ACH-000183,-1.0781933231899998
ACH-000188,-1.2377118758399999
ACH-000189,-1.28550260016
ACH-000190,-1.17837909107
ACH-000198,-0.9925981802030001
ACH-000204,-1.19405352756
ACH-000206,-1.00769334564
ACH-000207,-1.25631992115
ACH-000211,-1.1814759103899999
ACH-000215,-1.3334425942700001
ACH-000221,-0.834877732957
ACH-000222,-1.2814837789799998
ACH-000223,-0.949205690653
ACH-000226,-1.10041934468
ACH-000227,-1.30504904385
ACH-000228,-0.945173305859
ACH-000231,-1.46078206567
ACH-000232,-1.18459258891
ACH-000233,-1.2701402872
ACH-000234,-0.9171332910200002
ACH-000235,-1.01557336338
ACH-000237,-0.777992629359
ACH-000238,-1.0988248108299998
ACH-000243,-1.1863362628899998
ACH-000244,-1.0188507922499999
ACH-000246,-0.6718926471009999
ACH-000248,-1.3494853419400001
ACH-000250,-0.9406006922310001
ACH-000251,-1.25354870805
ACH-000253,-0.741004499603
ACH-000255,-1.03310034958
ACH-000256,-0.882342847813
ACH-000257,-0.951249396364
ACH-000258,-1.47914405651
ACH-000259,-0.989428380412
ACH-000260,-0.926990931921
ACH-000261,-1.10199786346
ACH-000262,-0.928381934157
ACH-000263,-1.0772306022700002
ACH-000264,-0.985373946443
ACH-000265,-1.16190973982
ACH-000266,-0.764392328679
ACH-000272,-0.946574050399
ACH-000273,-1.33187702433
ACH-000274,-1.0426202142399998
ACH-000277,-0.9891554119149999
ACH-000278,-0.917627855499
ACH-000279,-1.26014836191
ACH-000280,-1.07984413801
ACH-000281,-1.0379495939
ACH-000288,-1.43184601735
ACH-000291,-1.1292367782100001
ACH-000293,-1.4360719382299998
ACH-000294,-0.946716087511
ACH-000295,-1.19766520611
ACH-000296,-1.15512448529
ACH-000302,-0.6996570639759999
ACH-000304,-0.7613600812899999
ACH-000307,-0.9890739182089999
ACH-000308,-0.969956458283
ACH-000310,-1.05955601325
ACH-000311,-0.5996215097559999
ACH-000312,-0.884712483268
ACH-000315,-1.2257254204299999
ACH-000316,-1.40783443433
ACH-000317,-1.0594663583600001
ACH-000318,-1.0368804737100001
ACH-000319,-0.941829288626
ACH-000320,-1.4129009397499999
ACH-000322,-1.0820146420899999
ACH-000323,-1.2566536581799999
ACH-000324,-1.03736867814
ACH-000329,-0.9241505441760001
ACH-000330,-1.18525930559
ACH-000331,-1.19663164354
ACH-000332,-1.30841999828
ACH-000334,-0.923927132887
ACH-000335,-1.18981191057
ACH-000336,-0.916602052455
ACH-000337,-1.4637619677399998
ACH-000339,-1.2676387522399999
ACH-000341,-0.845105496558
ACH-000348,-0.998689201766
ACH-000350,-0.7588442865870001
ACH-000352,-0.869681811083
ACH-000356,-1.25475247912
ACH-000361,-1.40360484022
ACH-000362,-1.06719868239
ACH-000363,-0.600718646508
ACH-000364,-0.909270299574
ACH-000365,-1.23134867707
ACH-000366,-1.2417576958399998
ACH-000368,-1.2321587122700002
ACH-000374,-1.33244855016
ACH-000375,-1.34614485839
ACH-000376,-1.17769914979
ACH-000381,-1.05230394254
ACH-000383,-0.917200787282
ACH-000387,-1.1740359948999999
ACH-000389,-1.15525507259
ACH-000390,-1.1256313611700002
ACH-000393,-0.781461557523
ACH-000395,-1.46037238063
ACH-000397,-0.475112886611
ACH-000401,-1.00748594606
ACH-000402,-1.2899444100700002
ACH-000403,-0.622939694409
ACH-000404,-1.0606084717200002
ACH-000406,-1.35161473049
ACH-000407,-1.00621290256
ACH-000408,-1.19152719756
ACH-000410,-0.781391541047
ACH-000411,-1.0123436788299998
ACH-000414,-1.0344918595200001
ACH-000415,-1.27082064004
ACH-000416,-0.745307398555
ACH-000420,-1.0488368269700001
ACH-000421,-0.911329784149
ACH-000424,-1.2126012622700002
ACH-000425,-1.15022393362
ACH-000426,-0.660145576176
ACH-000427,-1.31546933829
ACH-000433,-1.1473249788
ACH-000436,-0.846523407877
ACH-000444,-0.939690627308
ACH-000445,-1.39305113727
ACH-000448,-0.874855540592
ACH-000450,-1.1686457012
ACH-000452,-1.21557858776
ACH-000454,-1.04083186934
ACH-000458,-1.0372837013200003
ACH-000459,-1.27044299485
ACH-000460,-1.09896845407
ACH-000461,-1.2963270935299998
ACH-000463,-0.934418199006
ACH-000464,-1.0857259827299999
ACH-000466,-1.25839769811
ACH-000467,-0.7822329774979999
ACH-000468,-1.4092997390000002
ACH-000469,-1.2238676418899999
ACH-000470,-0.92831633966
ACH-000471,-1.32509828248
ACH-000472,-0.7131481110160001
ACH-000473,-1.3416836651200001
ACH-000475,-1.31002486665
ACH-000476,-0.797469630176
ACH-000477,-0.736577872445
ACH-000480,-1.49099782027
ACH-000481,-0.75908085616
ACH-000483,-1.15085159844
ACH-000484,-1.05133864323
ACH-000485,-1.1471170656799998
ACH-000486,-1.15775527505
ACH-000487,-1.05289411881
ACH-000488,-1.08406717044
ACH-000490,-1.25153306648
ACH-000491,-1.28838257887
ACH-000495,-0.8226864549089999
ACH-000496,-1.04365889144
ACH-000499,-1.46542316945
ACH-000500,-1.25577833867
ACH-000502,-1.0969821256299999
ACH-000503,-1.2196170979799998
ACH-000505,-1.3574152104799997
ACH-000507,-1.33383930335
ACH-000510,-1.30845421974
ACH-000511,-1.136696291
ACH-000512,-1.37732552904
ACH-000516,-1.3246171099600001
ACH-000517,-0.724183781159
ACH-000518,-1.26592522278
ACH-000520,-0.92742688201
ACH-000521,-1.33869309026
ACH-000522,-1.0556700900700002
ACH-000524,-0.804315391601
ACH-000527,-1.21777675659
ACH-000528,-0.728962151892
ACH-000537,-1.2747557623
ACH-000541,-0.745788900868
ACH-000542,-1.1766550144299999
ACH-000544,-1.24943659681
ACH-000545,-1.11831780434
ACH-000547,-0.814129106417
ACH-000548,-0.9886694819230001
ACH-000549,-1.3847388596799999
ACH-000550,-1.03043926945
ACH-000552,-1.16608291104
ACH-000556,-1.20076689092
ACH-000557,-0.519321165976
ACH-000570,-1.24129370753
ACH-000571,-0.7363075820530001
ACH-000573,-1.0555608842200002
ACH-000576,-0.845554464719
ACH-000580,-1.2026884042200001
ACH-000584,-0.9282364459450001
ACH-000585,-0.812519990432
ACH-000588,-0.940052652543
ACH-000589,-0.8662435731739999
ACH-000591,-1.32530521357
ACH-000593,-1.2940823985799998
ACH-000600,-0.960740002391
ACH-000601,-1.01356385788
ACH-000604,-0.820951348103
ACH-000605,-1.26789724742
ACH-000606,-0.9840314130050001
ACH-000608,-0.8376198143119999
ACH-000614,-1.15695198984
ACH-000616,-1.10222804696
ACH-000618,-1.1526238812799998
ACH-000619,-1.29923327749
ACH-000620,-0.933822454278
ACH-000621,-0.923322903119
ACH-000622,-1.0877081535600002
ACH-000623,-1.11746999607
ACH-000624,-0.992324290402
ACH-000627,-1.2879592274
ACH-000630,-1.2078885718
ACH-000632,-1.4091973798700002
ACH-000633,-0.953845641545
ACH-000637,-1.4748709068399999
ACH-000638,-1.13412256112
ACH-000646,-1.0339327375799998
ACH-000647,-1.23329130375
ACH-000648,-0.798099434275
ACH-000649,-1.17087463184
ACH-000651,-1.28255670352
ACH-000652,-1.3490553137099999
ACH-000653,-0.941011661576
ACH-000657,-0.980755399021
ACH-000658,-0.946619693075
ACH-000661,-1.29609016676
ACH-000662,-0.8934465547329999
ACH-000663,-1.14648128539
ACH-000665,-0.8586363599850001
ACH-000671,-1.39459614181
ACH-000673,-0.785514760214
ACH-000676,-1.36625585901
ACH-000677,-0.980052518328
ACH-000681,-1.22177016758
ACH-000682,-1.2689070016500001
ACH-000683,-0.855988184363
ACH-000684,-1.28187390433
ACH-000688,-1.08388813411
ACH-000693,-1.0400039191500001
ACH-000694,-1.14308185434
ACH-000695,-1.02646233479
ACH-000696,-1.02619006486
ACH-000697,-0.9749787513249999
ACH-000699,-0.788116814257
ACH-000701,-1.03175300104
ACH-000706,-1.2270567479799999
ACH-000711,-1.04755860614
ACH-000713,-0.996616549451
ACH-000714,-0.8961209024079999
ACH-000718,-0.9756566347050001
ACH-000720,-1.25004876755
ACH-000721,-1.0938754124799999
ACH-000724,-0.583378645093
ACH-000725,-0.996792032619
ACH-000732,-1.09141250984
ACH-000734,-1.16963778323
ACH-000735,-1.30508505518
ACH-000736,-0.922166642772
ACH-000738,-1.18346308567
ACH-000746,-1.1948947464700002
ACH-000747,-1.12536187762
ACH-000748,-0.9761315960539999
ACH-000753,-1.2247760936499998
ACH-000756,-1.41238506109
ACH-000757,-1.08225149384
ACH-000758,-1.10893318577
ACH-000760,-1.2126010670799998
ACH-000763,-0.942963922579
ACH-000764,-1.0074362233
ACH-000765,-1.26666503514
ACH-000766,-1.32577699489
ACH-000767,-0.880472090466
ACH-000768,-1.16264860368
ACH-000769,-1.00557503349
ACH-000770,-1.07652244076
ACH-000771,-1.2486779916600002
ACH-000773,-1.06064298162
ACH-000776,-1.1887483113200001
ACH-000777,-1.39053121322
ACH-000778,-1.04579882023
ACH-000781,-1.1845264856
ACH-000782,-1.1707229592200001
ACH-000783,-0.736261865803
ACH-000784,-1.2084702523200002
ACH-000785,-1.05357716332
ACH-000787,-1.0258576925799998
ACH-000788,-1.2403842387000001
ACH-000791,-1.07141711797
ACH-000792,-0.904471577202
ACH-000794,-1.1703359083
ACH-000796,-0.703770735317
ACH-000799,-0.7195825890530001
ACH-000800,-1.05623014098
ACH-000802,-1.24896839165
ACH-000804,-0.9348804539460001
ACH-000805,-1.23735317305
ACH-000809,-1.18295211551
ACH-000810,-1.60356724262
ACH-000811,-0.8975280708310001
ACH-000817,-1.18484407027
ACH-000819,-0.995854399246
ACH-000820,-1.5889255009399998
ACH-000821,-0.907008153139
ACH-000822,-0.65050417936
ACH-000823,-1.24594916731
ACH-000824,-1.09423173468
ACH-000827,-1.06948375955
ACH-000829,-0.884271899035
ACH-000831,-1.0849720624299999
ACH-000832,-1.22021027668
ACH-000833,-1.55441169087
ACH-000834,-1.16417255302
ACH-000835,-1.11369406244
ACH-000836,-1.11769104905
ACH-000837,-1.1525768381000001
ACH-000838,-0.876933138599
ACH-000839,-1.0775406081299999
ACH-000840,-1.2518150401600001
ACH-000841,-1.1678460222700002
ACH-000843,-1.14950899388
ACH-000846,-0.955527101299
ACH-000847,-1.12876521792
ACH-000848,-1.3140962680700001
ACH-000849,-1.17266181165
ACH-000851,-0.840045379243
ACH-000855,-1.44998990169
ACH-000856,-0.819318487709
ACH-000858,-1.14274061062
ACH-000859,-1.2442785171100001
ACH-000861,-1.01453299764
ACH-000862,-1.27575106485
ACH-000865,-1.29818474384
ACH-000866,-1.18712841808
ACH-000867,-1.03922560489
ACH-000869,-1.04509582399
ACH-000872,-1.0609555613500001
ACH-000873,-1.30195858538
ACH-000876,-1.0998169565
ACH-000878,-1.01548684526
ACH-000880,-0.912890637229
ACH-000881,-0.9597668536149999
ACH-000882,-1.10245933368
ACH-000884,-1.4160508540299999
ACH-000885,-0.807365457346
ACH-000887,-1.16877418954
ACH-000888,-1.17759254928
ACH-000889,-1.05321220274
ACH-000890,-1.3000006500599999
ACH-000896,-1.0049977558499998
ACH-000898,-0.6783792460510001
ACH-000900,-0.993659391593
ACH-000901,-0.898444076903
ACH-000905,-1.3923436454499998
ACH-000906,-1.0660792394399998
ACH-000907,-1.1817164760799999
ACH-000910,-1.24787733625
ACH-000911,-0.7439499179350001
ACH-000912,-1.1156532780600001
ACH-000913,-1.06244479467
ACH-000915,-1.27634461268
ACH-000916,-1.15908262282
ACH-000917,-1.5013095215
ACH-000921,-1.21404027465
ACH-000924,-1.2971930250100001
ACH-000926,-0.87272557015
ACH-000928,-1.17148545129
ACH-000929,-1.4351661996899998
ACH-000932,-0.919240198697
ACH-000935,-1.25430174404
ACH-000936,-1.22667966479
ACH-000937,-1.20628453489
ACH-000938,-1.30546808733
ACH-000939,-1.4519320951899999
ACH-000941,-0.6453117079649999
ACH-000943,-0.9752895580299998
ACH-000946,-0.9420053511959999
ACH-000947,-1.19818292675
ACH-000948,-0.915827397006
ACH-000950,-1.4210449316299998
ACH-000953,-0.940841201062
ACH-000957,-0.828552688242
ACH-000958,-0.902191406241
ACH-000960,-1.22309857294
ACH-000963,-1.14822369116
ACH-000968,-0.9652454598569999
ACH-000969,-0.774966209868
ACH-000973,-1.27983106164
ACH-000974,-1.0987639180600002
ACH-000975,-1.09188759049
ACH-000976,-0.9566607206799999
ACH-000978,-1.12687853889
ACH-000980,-1.10502432247
ACH-000984,-1.4083821772999998
ACH-000986,-1.0559650919799999
ACH-000988,-1.1073088340600001
ACH-000993,-0.996997877907
ACH-000994,-1.03551626256
ACH-000996,-0.7504967092329999
ACH-001001,-1.3854278966
ACH-001020,-1.30341043575
ACH-001028,-1.30367529385
ACH-001031,-1.10545322219
ACH-001038,-0.656988887108
ACH-001048,-1.08411951249
ACH-001050,-0.7743193570389999
ACH-001053,-1.1514113263099999
ACH-001054,-1.1969207502099999
ACH-001061,-1.01409264936
ACH-001067,-0.9197050872020001
ACH-001075,-1.5117240249200001
ACH-001096,-1.06981416011
ACH-001128,-0.8974040004680001
ACH-001134,-0.587272107264
ACH-001151,-1.3159964954999999
ACH-001163,-1.2699155442
ACH-001164,-1.28615677247
ACH-001173,-1.16130942352
ACH-001183,-1.28276335591
ACH-001184,-1.0196637075700001
ACH-001190,-0.657940459873
ACH-001192,-1.27218689607
ACH-001193,-0.517207102345
ACH-001196,-1.0554758199
ACH-001197,-1.06480246419
ACH-001205,-0.94049942014
ACH-001211,-1.04246883371
ACH-001212,-1.0561987801700001
ACH-001228,-0.603580920586
ACH-001232,-0.995480787073
ACH-001239,-1.42717055399
ACH-001274,-1.05551955118
ACH-001275,-0.798905879765
ACH-001277,-0.995651757574
ACH-001278,-0.9848804960490001
ACH-001280,-0.805606921477
ACH-001283,-0.9408562707639999
ACH-001289,-1.16169156579
ACH-001295,-1.03898089206
ACH-001300,-1.01487006034
ACH-001301,-0.942667331644
ACH-001302,-0.976931604829
ACH-001303,-0.866352226531
ACH-001306,-1.18923470384
ACH-001318,-1.27061897083
ACH-001322,-1.3891019439399999
ACH-001328,-1.14632186309
ACH-001332,-1.48840616035
ACH-001333,-0.936218328248
ACH-001336,-1.0
ACH-001340,-0.616165828134
ACH-001346,-1.08713980432
ACH-001353,-0.8024313378219999
ACH-001354,-0.9564428620409999
ACH-001367,-1.06584921403
ACH-001368,-0.941952046825
ACH-001374,-1.27964329908
ACH-001375,-0.5679500478630001
ACH-001377,-1.01329057373
ACH-001380,-0.9888663284839999
ACH-001391,-0.727579919155
ACH-001407,-1.07296088442
ACH-001408,-1.2665552953700001
ACH-001413,-1.0753637676999999
ACH-001430,-0.8723446965710001
ACH-001431,-0.960565606455
ACH-001450,-1.65031635507
ACH-001496,-1.00175312242
ACH-001500,-1.21702929278
ACH-001521,-1.1053058238700002
ACH-001523,-1.36703236683
ACH-001532,-0.989268790931
ACH-001536,-1.0105636816099999
ACH-001550,-1.12767946175
ACH-001552,-1.20194964675
ACH-001554,-0.876547393463
ACH-001645,-0.684421370071
ACH-001654,-1.28539742627
ACH-001715,-1.11648845663
ACH-001735,-1.1359999084299999
ACH-001736,-1.16912061072
ACH-001737,-1.0036766214
