,FTSJ3 (117246)
ACH-000207,-0.564258832685
ACH-000211,-0.45128067092600005
ACH-000215,-0.482446782204
ACH-000221,-0.6498093334480001
ACH-000222,-0.767566531381
ACH-000223,-0.628795218006
ACH-000226,-0.8011892376790001
ACH-000227,-0.8016028441769999
ACH-000228,-0.738795948036
ACH-000231,-0.833165052643
ACH-000232,-0.873020567811
ACH-000233,-0.581456491862
ACH-000234,-0.719702565317
ACH-000235,-0.546609227488
ACH-000237,-0.48583671363
ACH-000238,-0.7661053681000001
ACH-000243,-0.6726646530060001
ACH-000244,-0.861162126247
ACH-000246,-0.413401157422
ACH-000248,-0.503350448358
ACH-000250,-0.756356931305
ACH-000251,-0.41415652937799996
ACH-000253,-0.6778121737530001
ACH-000255,-0.7718930371189999
ACH-000256,-0.5604940958
ACH-000257,-0.58624819315
ACH-000258,-0.9960395900560001
ACH-000259,-0.501240910875
ACH-000260,-0.679018049521
ACH-000261,-0.69340640009
ACH-000262,-0.710218279478
ACH-000263,-0.518266336923
ACH-000264,-0.607997024918
ACH-000265,-0.7642358322059999
ACH-000266,-0.668847189608
ACH-000272,-0.554604539648
ACH-000273,-0.8789214821349999
ACH-000274,-0.669975656142
ACH-000277,-0.648755650548
ACH-000278,-0.600055100757
ACH-000279,-0.755372690862
ACH-000280,-0.719998502763
ACH-000281,-0.8084525280930001
ACH-000288,-0.768747125072
ACH-000291,-0.950138837818
ACH-000293,-0.8104708948999999
ACH-000294,-1.23377630471
ACH-000295,-0.6391255012039999
ACH-000296,-0.788335330239
ACH-000302,-0.668833659566
ACH-000304,-0.485728043103
ACH-000307,-0.7460927912109999
ACH-000308,-0.904442540783
ACH-000310,-0.7090308834710001
ACH-000311,-0.6778435134399999
ACH-000312,-0.729302626013
ACH-000315,-0.311311522475
ACH-000316,-0.7077106126
ACH-000317,-0.566227347577
ACH-000318,-0.7092744920730001
ACH-000319,-0.618538576757
ACH-000320,-0.536794091817
ACH-000322,-0.813410383589
ACH-000323,-0.834922541272
ACH-000324,-0.550701914008
ACH-000329,-0.582482473629
ACH-000330,-0.868802599012
ACH-000331,-0.6297407559830001
ACH-000332,-0.673991772737
ACH-000334,-0.658976674533
ACH-000335,-0.882105677035
ACH-000336,-1.0026910542
ACH-000337,-0.593093528433
ACH-000339,-0.68706567411
ACH-000341,-0.4410891086
ACH-000348,-0.679109910519
ACH-000350,-0.6964403895769999
ACH-000352,-0.402891084648
ACH-000356,-0.653352187129
ACH-000361,-0.651394885102
ACH-000362,-1.01846441587
ACH-000363,-0.656740948803
ACH-000364,-0.512573074417
ACH-000365,-0.49559886931900005
ACH-000366,-0.478109690652
ACH-000368,-0.830636737691
ACH-000374,-0.267144790625
ACH-000375,-0.759075844599
ACH-000376,-0.594796230821
ACH-000381,-0.655558309453
ACH-000383,-0.718566169129
ACH-000387,-0.9611401791099999
ACH-000389,-0.744442761751
ACH-000390,-0.574726314983
ACH-000393,-0.46877598136999993
ACH-000395,-0.7182767407680001
ACH-000397,-0.482428951378
ACH-000401,-0.526603944627
ACH-000402,-0.7986284736750001
ACH-000403,-0.43343771915299995
ACH-000404,-0.5109802910600001
ACH-000406,-0.716168654646
ACH-000407,-0.39426161920599995
ACH-000408,-0.649053695742
ACH-000410,-0.40898714466799996
ACH-000411,-0.707962749991
ACH-000414,-0.763081470828
ACH-000415,-0.909802420829
ACH-000416,-0.7537669963120001
ACH-000420,-0.390267568386
ACH-000421,-0.582075951857
ACH-000424,-0.589341442329
ACH-000425,-0.8194038413529999
ACH-000426,-0.383818052051
ACH-000427,-0.693885200383
ACH-000433,-0.669448739351
ACH-000436,-0.38856474893200005
ACH-000444,-0.814744480333
ACH-000445,-0.5563941789810001
ACH-000448,-0.5475478826569999
ACH-000450,-0.40459017886999993
ACH-000452,-0.8621130942
ACH-000454,-0.744933600811
ACH-000458,-0.799948331981
ACH-000459,-0.7321041864419999
ACH-000460,-0.449018015871
ACH-000461,-0.48013133694700005
ACH-000463,-0.7488749473299999
ACH-000464,-0.682994051426
ACH-000466,-0.818606990906
ACH-000467,-0.503268408037
ACH-000468,-1.0389518684999999
ACH-000469,-0.599077768353
ACH-000470,-0.975152853928
ACH-000471,-0.627253487991
ACH-000472,-0.401021072272
ACH-000473,-0.786602547939
ACH-000475,-0.757535000127
ACH-000476,-0.198069140242
ACH-000477,-0.534960155146
ACH-000480,-0.49732445630000005
ACH-000481,-0.8222103900419999
ACH-000483,-0.696660107621
ACH-000484,-0.760003275355
ACH-000485,-0.686533437971
ACH-000486,-0.633559095022
ACH-000487,-0.33186618228500003
ACH-000488,-0.561372893344
ACH-000490,-0.429615739157
ACH-000491,-0.5524077875360001
ACH-000495,-0.7101432760840001
ACH-000496,-0.5850971582360001
ACH-000499,-0.98726853276
ACH-000500,-0.7543083168800001
ACH-000502,-0.445560480805
ACH-000503,-0.737630947217
ACH-000505,-0.796947428144
ACH-000507,-0.8387360158030001
ACH-000510,-0.555902724478
ACH-000511,-0.679164270336
ACH-000512,-0.434264871652
ACH-000516,-0.919701918842
ACH-000517,-0.786690881157
ACH-000518,-0.8707933510179999
ACH-000520,-0.764658901286
ACH-000521,-0.6837238799300001
ACH-000522,-0.48896496330300004
ACH-000524,-0.86864151486
ACH-000527,-0.509211713317
ACH-000528,-0.611451148599
ACH-000537,-0.62368273556
ACH-000541,-0.653400678739
ACH-000542,-0.849489887555
ACH-000544,-0.938084893844
ACH-000545,-0.784157392194
ACH-000547,-0.761307594136
ACH-000548,-0.57801381836
ACH-000549,-0.5287404845929999
ACH-000550,-0.8734691215260001
ACH-000552,-0.665802501374
ACH-000556,-0.665598153402
ACH-000557,-0.589749491991
ACH-000570,-0.6941138185860001
ACH-000571,-0.339786216492
ACH-000573,-0.7015897686220001
ACH-000576,-0.634836011879
ACH-000580,-0.521084405048
ACH-000584,-0.7497468378129999
ACH-000585,-0.49693371295
ACH-000588,-0.401608882969
ACH-000589,-0.628344783608
ACH-000591,-0.838868201204
ACH-000593,-0.592515169706
ACH-000600,-0.720679178822
ACH-000601,-0.87073415187
ACH-000604,-0.708326559605
ACH-000605,-0.7172314528679999
ACH-000606,-0.918471585515
ACH-000608,-0.541956571493
ACH-000614,-0.669652521881
ACH-000616,-0.43727534736100004
ACH-000618,-0.633194661979
ACH-000619,-0.400251533553
ACH-000620,-0.405196871104
ACH-000621,-0.841046675086
ACH-000622,-0.703446292577
ACH-000623,-0.70339013177
ACH-000624,-0.7247400082719999
ACH-000627,-0.669794977077
ACH-000630,-0.75720509735
ACH-000632,-0.565712131969
ACH-000633,-0.47953634409699997
ACH-000637,-0.77575111862
ACH-000638,-0.517023189659
ACH-000646,-0.522153161541
ACH-000647,-0.8161119705169999
ACH-000648,-0.415638261548
ACH-000649,-0.590915202859
ACH-000651,-0.613932889415
ACH-000652,-0.544898838966
ACH-000653,-0.675684937456
ACH-000657,-0.8249419405600001
ACH-000658,-0.314463258405
ACH-000661,-0.599809051986
ACH-000662,-0.389969302354
ACH-000663,-0.607494659488
ACH-000665,-0.437490063321
ACH-000671,-0.746693586937
ACH-000673,-0.8378013909630001
ACH-000676,-0.7645815299869999
ACH-000677,-0.802777234481
ACH-000681,-0.7147203734280001
ACH-000682,-0.639546281651
ACH-000683,-0.49614127056
ACH-000684,-0.7994659831640001
ACH-000688,-0.28961651365400004
ACH-000693,-0.7643492216419999
ACH-000694,-0.659460945454
ACH-000695,-0.6775684292030001
ACH-000696,-0.83787928073
ACH-000697,-0.46487933533200004
ACH-000699,-0.914462542509
ACH-000701,-0.565737839657
ACH-000706,-0.6438799829649999
ACH-000711,-0.628945615483
ACH-000713,-0.536860142436
ACH-000714,-0.510338889968
ACH-000718,-0.6850100257889999
ACH-000720,-0.504012945453
ACH-000721,-0.6083963919150001
ACH-000724,-0.326791224155
ACH-000725,-0.511046170929
ACH-000732,-0.927580092627
ACH-000734,-0.455434204406
ACH-000735,-0.9088672059819999
ACH-000736,-0.726361538609
ACH-000738,-0.7023445115989999
ACH-000746,-0.233465099245
ACH-000747,-0.599599266851
ACH-000748,-0.533278927237
ACH-000753,-0.7812167129269999
ACH-000756,-0.494088894809
ACH-000757,-0.545555820578
ACH-000758,-0.735607924214
ACH-000760,-0.68934828472
ACH-000763,-0.540614580829
ACH-000764,-0.9486692166940001
ACH-000765,-0.77219236454
ACH-000766,-0.731821391127
ACH-000767,-0.7448277392810001
ACH-000768,-0.66142524307
ACH-000769,-0.646559775965
ACH-000770,-0.7085852874099999
ACH-000771,-0.724598644505
ACH-000773,-1.1339086189
ACH-000776,-0.651233344406
ACH-000777,-0.814648645193
ACH-000778,-0.6826633192039999
ACH-000781,-0.6177881126370001
ACH-000782,-0.554041718176
ACH-000783,-0.775453116805
ACH-000784,-0.745928500166
ACH-000785,-0.716167267185
ACH-000787,-0.516418118214
ACH-000788,-0.518084231138
ACH-000791,-0.728350282187
ACH-000792,-0.831658347002
ACH-000794,-0.525697358521
ACH-000796,-0.5849196494569999
ACH-000799,-0.911570181769
ACH-000800,-0.898922785738
ACH-000802,-0.7855481016179999
ACH-000804,-0.656955446865
ACH-000805,-0.53593571236
ACH-000809,-0.56035611357
ACH-000810,-0.8255256147910001
ACH-000811,-0.786868749856
ACH-000817,-0.727426555423
ACH-000819,-0.560707632218
ACH-000820,-0.917407124201
ACH-000821,-0.433704900703
ACH-000822,-0.25092193153299996
ACH-000823,-0.678004083034
ACH-000824,-0.7495583870710001
ACH-000827,-0.834708637842
ACH-000829,-0.6054891123089999
ACH-000831,-0.763108927088
ACH-000832,-0.8761704444059999
ACH-000833,-0.471352944103
ACH-000834,-0.7776647293860001
ACH-000835,-0.694309018912
ACH-000836,-0.6598146762389999
ACH-000837,-0.641900992005
ACH-000838,-0.28012242450999997
ACH-000839,-0.775510018265
ACH-000840,-0.665245176276
ACH-000841,-0.808312567272
ACH-000843,-0.679273307049
ACH-000846,-0.684515053615
ACH-000847,-0.656567470689
ACH-000848,-0.922553408214
ACH-000849,-0.706768364315
ACH-000851,-0.5174382512160001
ACH-000855,-0.74524540354
ACH-000856,-0.665585184207
ACH-000858,-0.78611001502
ACH-000859,-0.831415457356
ACH-000861,-0.5927347827030001
ACH-000862,-0.7186191418539999
ACH-000865,-0.866017717832
ACH-000866,-0.548477547209
ACH-000867,-0.9701627607109999
ACH-000869,-0.565485071081
ACH-000872,-0.641059687994
ACH-000873,-0.673379485557
ACH-000876,-0.655073649696
ACH-000878,-0.929394645405
ACH-000880,-0.714804766066
ACH-000881,-0.676000640379
ACH-000882,-0.38938600276999996
ACH-000884,-0.818102152466
ACH-000885,-0.663450973688
ACH-000887,-0.857344111057
ACH-000888,-0.6275705335149999
ACH-000889,-0.486105059411
ACH-000890,-0.704766715097
ACH-000896,-0.38586657055600004
ACH-000898,-0.5903369112319999
ACH-000900,-0.6516718692419999
ACH-000901,-0.6994098892820001
ACH-000905,-0.37667734662299995
ACH-000906,-0.830137706086
ACH-000907,-0.651588167975
ACH-000910,-0.596467736584
ACH-000911,-0.739347306108
ACH-000912,-0.817375283582
ACH-000913,-0.869994710643
ACH-000915,-0.549052622639
ACH-000916,-1.0846891680700002
ACH-000917,-0.650561795617
ACH-000921,-0.684255543267
ACH-000924,-0.719925802987
ACH-000926,-0.973390005477
ACH-000928,-0.8280510166339999
ACH-000929,-0.8201116485959999
ACH-000932,-0.683420489832
ACH-000935,-0.6632786679020001
ACH-000936,-0.8364172535780001
ACH-000937,-0.5281934586320001
ACH-000938,-0.692714449329
ACH-000939,-0.72183134971
ACH-000941,-0.522537451387
ACH-000943,-0.7741974993359999
ACH-000946,-0.717355616337
ACH-000947,-0.498297993156
ACH-000948,-0.725853627587
ACH-000950,-0.847044923608
ACH-000953,-0.56776406538
ACH-000957,-0.618946773206
ACH-000958,-0.652726963618
ACH-000960,-0.708922519844
ACH-000963,-0.760140368986
ACH-000968,-0.34320260262100005
ACH-000969,-0.476843593205
ACH-000973,-0.9506645909039999
ACH-000974,-0.716940839681
ACH-000975,-0.827067358073
ACH-000976,-0.605393608112
ACH-000978,-0.7449171416979999
ACH-000980,-0.636702786529
ACH-000984,-0.701877495648
ACH-000986,-0.607418589708
ACH-000988,-0.480496316057
ACH-000993,-0.7545808022499999
ACH-000994,-0.760024399198
ACH-000996,-0.747308621483
ACH-001001,-0.614008703028
ACH-001020,-0.65008106499
ACH-001028,-0.7971569491089999
ACH-001031,-0.801533856408
ACH-001038,-0.7086086910259999
ACH-001048,-0.424738932508
ACH-001050,-0.535897642206
ACH-001053,-0.261008768902
ACH-001054,-0.570707033324
ACH-001061,-0.626844820625
ACH-001067,-0.751873243
ACH-001075,-0.397314605679
ACH-001096,-0.676881445954
ACH-001128,-0.46892487682499995
ACH-001134,-0.630265704379
ACH-001151,-0.46020605198
ACH-001163,-0.6740245633699999
ACH-001164,-0.5146255267109999
ACH-001173,-0.780527924086
ACH-001183,-0.528577225053
ACH-001184,-0.541083134143
ACH-001190,-0.339322718067
ACH-001192,-0.537223246595
ACH-001193,-0.691605688178
ACH-001196,-0.724425273948
ACH-001197,-0.658502931286
ACH-001205,-0.829291482116
ACH-001211,-0.8236321199500001
ACH-001212,-0.508046456044
ACH-001228,-0.5843757215290001
ACH-001232,-0.9173319910240001
ACH-001239,-0.539967152715
ACH-001274,-1.1337354463299998
ACH-001275,-0.547762197333
ACH-001277,-0.6031952794600001
ACH-001278,-0.611783565625
ACH-001280,-1.1213073588299998
ACH-001283,-0.47215840164800005
ACH-001289,-0.774688933943
ACH-001295,-0.65878644461
ACH-001300,-0.6552539024490001
ACH-001301,-0.661843009759
ACH-001302,-0.48830609848800005
ACH-001303,-0.5994487678679999
ACH-001306,-0.690728780535
ACH-001318,-0.546362333759
ACH-001322,-0.82587553896
ACH-001328,-0.650990583626
ACH-001332,-0.496173945141
ACH-001333,-0.508522200427
ACH-001336,-0.942909932458
ACH-001340,-0.770693079439
ACH-001346,-0.577006898609
ACH-001353,-0.644331429525
ACH-001354,-0.6986283053389999
ACH-001367,-0.407153638315
ACH-001368,-0.7158280427860001
ACH-001374,-0.578303971321
ACH-001375,-0.610917527357
ACH-001377,-0.5395469301160001
ACH-001380,-0.539106686878
ACH-001391,-0.59797205622
ACH-001407,-0.482267779736
ACH-001408,-0.624386044221
ACH-001413,-0.6321876075689999
ACH-001430,-0.63409334554
ACH-001431,-0.538850911748
ACH-001450,-0.722518665802
ACH-001496,-0.6461469021630001
ACH-001500,-0.716602347444
ACH-001521,-0.632118325164
ACH-001523,-1.03562052745
ACH-001532,-0.777775741145
ACH-001536,-0.646292702
ACH-001550,-0.797792329507
ACH-001552,-0.882727813275
ACH-001554,-0.571848874017
ACH-001645,-0.7011042867630001
ACH-001654,-0.583033602697
ACH-001715,-0.520807340534
ACH-001735,-0.5899853659709999
ACH-001736,-0.689105977138
ACH-001737,-0.49547773656099997
ACH-001740,-0.63762991687
ACH-001745,-0.391264856867
ACH-001750,-0.785179911147
ACH-001765,-0.609576333097
ACH-001956,-0.647114497612
ACH-001957,-0.767305439076
