,LURAP1L (286343)
ACH-000004,-0.6023595241749999
ACH-000007,-0.0869155228693
ACH-000009,0.09306576190410001
ACH-000011,0.20997351654399998
ACH-000012,0.24915179346000002
ACH-000013,0.22368221620099998
ACH-000014,0.169526620876
ACH-000015,0.215342760033
ACH-000017,0.27133916389699997
ACH-000018,0.41641874287299996
ACH-000019,0.0975660971428
ACH-000021,0.224527955892
ACH-000022,-0.0613962227425
ACH-000025,0.11324432830600001
ACH-000028,0.374342671426
ACH-000030,0.07783135009660001
ACH-000035,0.086765673431
ACH-000036,0.17097999310800002
ACH-000037,0.349958361756
ACH-000039,-0.165414011186
ACH-000040,0.17108671765
ACH-000041,0.132451870394
ACH-000042,0.234222336945
ACH-000045,0.157249598713
ACH-000047,0.0966297747184
ACH-000052,0.0535875458369
ACH-000053,0.20733962681499998
ACH-000054,0.217174274824
ACH-000055,0.360790001759
ACH-000060,0.262395876581
ACH-000067,0.08632314237260001
ACH-000070,0.323522574209
ACH-000075,0.150634709636
ACH-000078,0.187157791842
ACH-000082,0.10451270005
ACH-000085,0.0475955919051
ACH-000086,0.18461299304
ACH-000087,0.17944234298099998
ACH-000092,0.106699767096
ACH-000095,0.181113388032
ACH-000097,0.174099421137
ACH-000098,0.134076865799
ACH-000099,0.10419417254499999
ACH-000108,0.23123674467799998
ACH-000113,0.0825736492327
ACH-000115,0.21861978743500002
ACH-000116,0.16802758872200002
ACH-000118,0.188126312097
ACH-000120,0.194564477465
ACH-000123,0.0775714263903
ACH-000127,0.12345314605900001
ACH-000128,0.224995217621
ACH-000132,0.114168145519
ACH-000133,0.0774047237159
ACH-000137,0.18294117799000004
ACH-000138,0.08802733746480002
ACH-000142,0.283962603871
ACH-000143,0.161767978747
ACH-000146,0.12030614060599999
ACH-000148,-0.00811415652571
ACH-000150,0.04927909451669999
ACH-000152,0.125822320106
ACH-000153,0.051548961755
ACH-000159,0.18225672172000001
ACH-000160,0.162366732292
ACH-000163,0.012607464265799999
ACH-000167,0.276708588533
ACH-000168,0.09364218246860001
ACH-000169,0.21802899759599997
ACH-000178,0.210743056156
ACH-000182,0.219721260467
ACH-000183,0.0177669011583
ACH-000188,0.147098733045
ACH-000189,0.141276881755
ACH-000190,-0.0401965867694
ACH-000198,0.17086772427400002
ACH-000204,0.4270390775
ACH-000206,-0.0297643747163
ACH-000207,0.015194254739000001
ACH-000211,0.18076789256700002
ACH-000215,0.105709578227
ACH-000221,0.328412092888
ACH-000222,0.10526440303500001
ACH-000223,0.257204290129
ACH-000226,-0.129402763101
ACH-000227,-0.12737480021199998
ACH-000228,0.156381898933
ACH-000231,0.19248079787900002
ACH-000232,0.11768369354000001
ACH-000233,0.135042047331
ACH-000234,0.012105838159399999
ACH-000235,0.17691832333500002
ACH-000237,0.0472299965865
ACH-000238,0.26728321836
ACH-000243,0.0429830363238
ACH-000244,0.352100782898
ACH-000246,0.0168552220352
ACH-000248,0.201570943118
ACH-000250,0.28022226388300003
ACH-000251,0.127958129538
ACH-000253,0.11239701528200001
ACH-000255,0.0666725796639
ACH-000256,0.0640866562931
ACH-000257,0.273821878418
ACH-000258,0.35583043864
ACH-000259,0.29540287726799996
ACH-000260,0.126678101524
ACH-000261,0.104046591635
ACH-000262,-0.00186946648709
ACH-000263,0.195666978149
ACH-000264,0.18897351660999998
ACH-000265,0.0255002566102
ACH-000266,0.0665994204125
ACH-000272,0.215177982257
ACH-000273,0.360149882481
ACH-000274,0.0725272124292
ACH-000277,0.30801374593499997
ACH-000278,-0.0075856735194
ACH-000279,0.145890155577
ACH-000280,0.058173160284099995
ACH-000281,0.195946312733
ACH-000288,0.129345131798
ACH-000291,0.221203170205
ACH-000293,0.0973586400663
ACH-000294,0.149964000161
ACH-000295,0.23948799260899997
ACH-000296,0.316158656293
ACH-000302,0.249448458792
ACH-000304,-0.09050158427539999
ACH-000307,0.233046877586
ACH-000308,0.113176310847
ACH-000310,0.167762014943
ACH-000311,0.0736045679339
ACH-000312,0.23238465464400002
ACH-000315,0.23816518704700002
ACH-000316,0.112355007961
ACH-000317,0.12424302763
ACH-000318,-0.024482451849599997
ACH-000319,0.153962037123
ACH-000320,0.238961239967
ACH-000322,0.416450250135
ACH-000323,0.305735278906
ACH-000324,0.12041886523600001
ACH-000329,0.26446134354600004
ACH-000330,0.224605285954
ACH-000331,0.0835558975834
ACH-000332,0.10032882633500001
ACH-000334,0.249056130156
ACH-000335,0.21642610529
ACH-000336,0.240794479237
ACH-000337,-0.0155298702025
ACH-000339,0.148838839888
ACH-000341,0.193200114958
ACH-000348,0.135093189157
ACH-000350,0.170091931774
ACH-000352,-0.007983748314500001
ACH-000356,0.08575177806590001
ACH-000361,0.07727181121349999
ACH-000362,0.174968238157
ACH-000363,0.12093395665699999
ACH-000364,0.0722081553293
ACH-000365,0.24333714641399998
ACH-000366,0.06652944693580001
ACH-000368,0.44834706456600004
ACH-000374,-0.0155333839288
ACH-000375,-0.117283946154
ACH-000376,0.21674001061
ACH-000381,0.039143667421
ACH-000383,0.126137753893
ACH-000387,0.119965076699
ACH-000389,0.28274212300900003
ACH-000390,0.21464815203499998
ACH-000393,0.135347350689
ACH-000395,0.19946973790800002
ACH-000397,0.215743532445
ACH-000401,0.28772066838000004
ACH-000402,0.359310771074
ACH-000403,0.15902061915100002
ACH-000404,0.365896990122
ACH-000406,0.159644768278
ACH-000407,0.121052397697
ACH-000408,0.220683795925
ACH-000410,0.204067922372
ACH-000411,0.115534197538
ACH-000414,0.253323873551
ACH-000415,0.11597995386700001
ACH-000416,0.12735386964
ACH-000420,0.17222195566799997
ACH-000421,0.0787916376897
ACH-000424,-0.043585674802099995
ACH-000425,0.18335195858699999
ACH-000426,-0.137978944254
ACH-000427,0.18236082797800002
ACH-000433,0.5381857317350001
ACH-000436,0.149342538934
ACH-000444,0.0505024297994
ACH-000445,0.344205928446
ACH-000448,0.10752138846300001
ACH-000450,0.39138802029299996
ACH-000452,0.19201224444499998
ACH-000454,0.154028488735
ACH-000458,0.272336695357
ACH-000459,0.233719654362
