,ASF1A (25842)
ACH-000468,-0.786657677905
ACH-000469,-0.608274620293
ACH-000470,-0.542885782551
ACH-000471,-0.8592264619009999
ACH-000472,-0.248554071995
ACH-000473,-0.0392587819237
ACH-000475,-0.367348361163
ACH-000476,-0.49850280973899996
ACH-000477,-0.159551062108
ACH-000480,0.07833565026160001
ACH-000481,-0.257163197273
ACH-000483,-0.46442773381499997
ACH-000484,0.190724005264
ACH-000485,-0.364525014284
ACH-000486,-0.122592075759
ACH-000487,-0.801180972982
ACH-000488,-0.166206751091
ACH-000490,-0.537278423227
ACH-000491,-0.428764896515
ACH-000495,-0.195024945785
ACH-000496,-0.422573570886
ACH-000499,0.140074377835
ACH-000500,-0.189660858856
ACH-000502,-0.285043054102
ACH-000503,-0.233812159685
ACH-000505,-0.493202217632
ACH-000507,-0.298051891369
ACH-000510,-0.171939886697
ACH-000511,-0.42295148123099996
ACH-000512,-0.149868033787
ACH-000516,-0.44977789534400003
ACH-000517,-0.42673652588399996
ACH-000518,-0.288565184902
ACH-000520,-0.167234491352
ACH-000521,-0.6744805328200001
ACH-000522,-0.412551289059
ACH-000524,-0.319881473304
ACH-000527,-0.286846270251
ACH-000528,-0.339560304314
ACH-000537,-0.115108569086
ACH-000541,-0.30495501989
ACH-000542,-0.29957055514
ACH-000544,-0.245247159231
ACH-000545,-0.309650777394
ACH-000547,-0.131324418107
ACH-000548,-0.534635782879
ACH-000549,-0.280145228165
ACH-000550,0.06710725132090001
ACH-000552,-0.36676475896399996
ACH-000556,-0.283289664568
ACH-000557,-0.302988306746
ACH-000570,-0.162211007594
ACH-000571,-0.247933132404
ACH-000573,-0.419666626015
ACH-000576,-0.30473547319
ACH-000580,-0.16136177739600002
ACH-000584,-1.0712961142
ACH-000585,-0.37944327065399996
ACH-000588,0.0549017461757
ACH-000589,-0.416031529383
ACH-000591,-0.0661674074592
ACH-000593,-0.306873933132
ACH-000600,-0.181776863233
ACH-000601,-0.219731007681
ACH-000604,-0.627335714506
ACH-000605,-0.417795000755
ACH-000606,-0.24553981880999998
ACH-000608,-0.312738804745
ACH-000614,-0.038440419059599995
ACH-000616,-0.0914107925926
ACH-000618,-0.223656268459
ACH-000619,-0.468870367414
ACH-000620,-0.191465871677
ACH-000621,-0.129578669998
ACH-000622,-0.760101373978
ACH-000623,-0.49338396571800003
ACH-000624,-0.7797714988869999
ACH-000627,-0.598423182909
ACH-000630,-0.208513857163
ACH-000632,-0.7712921062070001
ACH-000633,-0.224633696073
ACH-000637,-0.17424447222
ACH-000638,-0.348765149379
ACH-000646,-0.38336502261100003
ACH-000647,-0.264340911428
ACH-000648,-0.34131457686800004
ACH-000649,-0.215131528317
ACH-000651,-0.31055241525
ACH-000652,-0.47050846375
ACH-000653,-0.258176824734
ACH-000657,-0.250751219126
ACH-000658,-0.36316622612300004
ACH-000661,-0.586495875561
ACH-000662,-0.681256532221
ACH-000663,-0.042069953904800006
ACH-000665,-0.152251353758
ACH-000671,-0.147523304693
ACH-000673,-0.314088567147
ACH-000676,-0.7803928754260001
ACH-000677,-0.220028361161
ACH-000681,-0.43149691218099995
ACH-000682,-0.283314675302
ACH-000683,-0.132322050772
ACH-000684,-0.8762895675489999
ACH-000688,-0.644651428968
ACH-000693,-0.279889997028
ACH-000694,-0.306247561994
ACH-000695,-0.378034765119
ACH-000696,-0.29568632376299997
ACH-000697,-0.49672842787199994
ACH-000699,-0.514134573153
ACH-000701,-0.378203093409
ACH-000706,-0.461011989366
ACH-000711,-0.41522568724299996
ACH-000713,-0.265847393702
ACH-000714,-0.256221482142
ACH-000718,-0.222920643747
ACH-000720,-0.395148157735
ACH-000721,-0.186618274379
ACH-000724,0.0100630385206
ACH-000725,-0.161300747377
ACH-000732,-0.00818786156055
ACH-000734,-0.322112319368
ACH-000735,-0.114659199999
ACH-000736,-0.24102799670800001
ACH-000738,-0.202197995556
ACH-000746,-0.531450289538
ACH-000747,-0.579985255942
ACH-000748,-0.084291003926
ACH-000753,-0.193302339263
ACH-000756,-0.326179782594
ACH-000757,-0.13249374011600001
ACH-000758,-0.544208403233
ACH-000760,-0.230358696829
ACH-000763,-0.34103451187399997
ACH-000764,-0.570345536652
ACH-000765,-0.52684902185
ACH-000766,-0.284155326491
ACH-000767,-0.35823005923199996
ACH-000768,-0.314694594981
ACH-000769,-0.283656473418
ACH-000770,-0.296565171345
ACH-000771,-0.258824697607
ACH-000773,0.050480443978699996
ACH-000776,-0.146759272887
ACH-000777,-0.114332657883
ACH-000778,-0.0214702906055
ACH-000781,-0.24878257234499998
ACH-000782,-0.464807017958
ACH-000783,-0.664154315517
ACH-000784,-0.0355225039781
ACH-000785,-0.38203435844300004
ACH-000787,-0.247509626655
ACH-000788,-0.32153828665199996
ACH-000791,-0.313505899026
ACH-000792,-0.463915602739
ACH-000794,-0.273273941854
ACH-000796,-0.267570312008
ACH-000799,-0.633341206535
ACH-000800,-0.683451438466
ACH-000802,-0.568809673479
ACH-000804,-0.132090757482
ACH-000805,-0.5468793906080001
ACH-000809,-0.180471278991
ACH-000810,-0.755168753534
ACH-000811,-0.34028572299500004
ACH-000817,-0.23727089277199997
ACH-000819,-0.635206481848
ACH-000820,-0.64654904388
ACH-000821,-0.29017426917100003
ACH-000822,-0.172704941069
ACH-000823,-0.284858244511
ACH-000824,-0.159604308875
ACH-000827,-0.397143981247
ACH-000829,-0.402447602877
ACH-000831,-0.21530226964699997
ACH-000832,-0.34802149006800004
ACH-000833,-0.141152845296
ACH-000834,-0.130575902086
ACH-000835,-0.333748219427
ACH-000836,-0.0676390806624
ACH-000837,-0.424311630634
ACH-000838,-0.36033073419699996
ACH-000839,-0.6776917260750001
ACH-000840,-0.494856618473
ACH-000841,-0.522916810115
ACH-000843,-0.103854176711
ACH-000846,-0.26801019914
ACH-000847,-0.147056230753
ACH-000848,-0.366816110611
ACH-000849,-0.111937157127
ACH-000851,-0.35486194005099997
ACH-000855,-0.10133557344
ACH-000856,-0.792253148014
ACH-000858,-0.535277018303
ACH-000859,-0.111887249765
ACH-000861,-0.348051830954
ACH-000862,-0.14587879319900002
ACH-000865,-0.180947419901
ACH-000866,-0.42541935807099995
ACH-000867,-0.24155382406800002
ACH-000869,-0.13241276433399998
ACH-000872,-0.592704036342
ACH-000873,-0.360654895683
ACH-000876,-0.248253423255
ACH-000878,-0.474251564124
ACH-000880,0.0771965452794
ACH-000881,-0.118752372981
ACH-000882,-0.0971167596137
ACH-000884,-0.23907540448000003
ACH-000885,-0.20814769066
ACH-000887,-0.5472709702699999
ACH-000888,-0.6020017370530001
ACH-000889,-0.659198768288
ACH-000890,-0.442389751762
ACH-000896,-0.23512222217700002
ACH-000898,-0.19096725816399998
ACH-000900,-0.292626666057
ACH-000901,-0.25779943050299997
ACH-000905,-0.515225170401
ACH-000906,-0.0792965786311
ACH-000907,-0.773864873695
ACH-000910,-0.134707426221
ACH-000911,-0.358005677673
ACH-000912,-0.69512800627
ACH-000913,-0.269977522276
ACH-000915,-0.217671279533
ACH-000916,-0.0247044580772
ACH-000917,-0.8771292182279999
ACH-000921,-0.881444134602
ACH-000924,-0.173950883691
ACH-000926,-0.444331716854
ACH-000928,-0.336244192875
ACH-000929,-0.190729990777
ACH-000932,-0.29023173301800004
ACH-000935,-0.36168042792099997
ACH-000936,-0.271859218603
ACH-000937,-0.339768795162
ACH-000938,-0.235140270222
ACH-000939,0.26086216673900003
ACH-000941,-0.486348138168
ACH-000943,-0.391651763547
ACH-000946,-0.347150939385
ACH-000947,-0.38303067457400003
ACH-000948,-0.35954515342
ACH-000950,-0.32354232347600004
ACH-000953,-0.220767332647
ACH-000957,-0.24657529134
ACH-000958,-0.702892905334
ACH-000960,-0.264794390275
ACH-000963,0.11285601564400001
ACH-000968,-0.320149608894
ACH-000969,-0.185969365868
ACH-000973,-0.220522124994
ACH-000974,-0.27880590610100003
ACH-000975,-0.34790502735
ACH-000976,-0.31488094088
ACH-000978,-0.0724599295933
ACH-000980,-0.145593459698
ACH-000984,-0.21331387959800002
ACH-000986,-0.151883945447
ACH-000988,-0.36296478893399997
ACH-000993,-0.591636954514
ACH-000994,-0.09804508279539999
ACH-000996,-0.307978621118
ACH-001001,-0.31275992195999996
ACH-001020,-0.07437372964599999
ACH-001028,-0.322464584919
ACH-001031,-0.532508108597
ACH-001038,-0.24872370530299998
ACH-001048,-0.249141931763
ACH-001050,-0.221934270815
ACH-001053,-0.471428226651
ACH-001054,-0.569655524355
ACH-001061,-0.154999432031
ACH-001067,-0.50317418456
ACH-001075,-0.432502482767
ACH-001096,-0.434954064003
ACH-001128,0.45224735856299997
ACH-001134,-0.162281876094
ACH-001151,-0.0879481738439
ACH-001163,0.147851704599
ACH-001164,-0.5277816290389999
ACH-001173,-0.648940846584
ACH-001183,-0.34863790623
ACH-001184,-0.541725982642
ACH-001190,-0.573494397513
ACH-001192,-0.220586081831
ACH-001193,-0.170801842562
ACH-001196,-0.147391075894
ACH-001197,-0.164239995075
ACH-001205,-0.35663885586599997
ACH-001211,-0.356397332438
ACH-001212,-0.517824109827
ACH-001228,-0.217748064207
ACH-001232,-0.226217976244
ACH-001239,-0.249022291142
ACH-001274,-0.529832175175
ACH-001275,-0.0986897254517
ACH-001277,-0.0581291596189
ACH-001278,-0.47107807580600003
ACH-001280,-0.274684917881
ACH-001283,-0.242308725654
ACH-001289,-0.44832942402500003
ACH-001295,-0.369682691856
ACH-001300,-0.131595276756
ACH-001301,-0.755848545833
ACH-001302,-0.102655738242
ACH-001303,-0.341886394491
ACH-001306,-0.112958935711
ACH-001318,-0.5160024577000001
ACH-001322,-0.23547631438799999
ACH-001328,-0.291293095003
ACH-001332,-0.324380869475
ACH-001333,-0.261002397511
ACH-001336,-0.365225723416
ACH-001340,-0.5518134409309999
ACH-001346,-0.268358411856
ACH-001353,-0.226366172917
ACH-001354,-0.679594855676
ACH-001367,-0.7201910442030001
ACH-001368,-0.17464271719000002
ACH-001374,-0.5161692176780001
ACH-001375,-0.334374862205
ACH-001377,-0.482121514033
ACH-001380,-0.290554699698
ACH-001391,-0.139756823544
ACH-001407,-0.219968186652
ACH-001408,-0.346601088504
ACH-001413,-0.41737754544600003
ACH-001430,-0.103236047782
ACH-001431,-0.399274297947
ACH-001450,-0.000151225006374
ACH-001496,-0.22597049527399998
ACH-001500,-0.00031853589953299995
ACH-001521,-0.564020275595
ACH-001523,-0.26164546998599997
ACH-001532,-0.5600970602049999
ACH-001536,-0.32268500828200003
ACH-001550,-0.0006913839330660002
ACH-001552,-0.38875967866899996
ACH-001554,-0.254021134865
ACH-001645,-0.346362900127
ACH-001654,-0.159969572824
ACH-001715,-0.189215635617
ACH-001735,-0.288890057251
ACH-001736,-0.149165976407
ACH-001737,0.021516686930299997
ACH-001740,-0.233632192638
ACH-001745,-0.533774308328
ACH-001750,-0.544470962469
ACH-001765,-0.537169300973
ACH-001956,-0.402830692308
ACH-001957,-0.312342747613
