,STBD1 (8987)
ACH-000004,-0.0914311321844
ACH-000007,-0.08574232985619999
ACH-000009,0.0828472237204
ACH-000011,0.113275770409
ACH-000012,-0.028281190872400004
ACH-000013,0.011967505438899998
ACH-000014,-0.206422226624
ACH-000015,-0.017865336198
ACH-000017,0.0269513887043
ACH-000018,0.08179007009530001
ACH-000019,-0.08079759411939999
ACH-000021,0.0713129579422
ACH-000022,0.0115031592222
ACH-000025,0.09688664916369999
ACH-000028,0.034084969284799996
ACH-000030,0.0476563233741
ACH-000035,-0.10392167947
ACH-000036,-0.0802804945729
ACH-000037,-0.0851317539607
ACH-000039,0.145382087336
ACH-000040,-0.0030806753031499996
ACH-000041,-0.151681425206
ACH-000042,0.00971351733435
ACH-000045,0.06975809817430001
ACH-000047,0.0247636189079
ACH-000052,-0.0205145196177
ACH-000053,0.0639279636056
ACH-000054,-0.048945547188300007
ACH-000055,-0.140647660643
ACH-000060,0.11519990476500001
ACH-000067,-0.022482252851
ACH-000070,0.11589563790999999
ACH-000075,-0.114778272136
ACH-000078,-0.00503591388188
ACH-000082,-0.049964068558
ACH-000085,0.119136174451
ACH-000086,0.00747612689245
ACH-000087,0.178922606853
ACH-000092,0.06646596290620001
ACH-000095,0.143796897497
ACH-000097,0.00397143103022
ACH-000098,-0.026831701466900004
ACH-000099,0.030700340826500003
ACH-000108,0.012094926257799999
ACH-000113,0.061980844753
ACH-000115,0.014303347352200001
ACH-000116,0.0719175813147
ACH-000118,0.07181118278469999
ACH-000120,-0.000793773464354
ACH-000123,0.0566614869661
ACH-000127,-0.005411732843439999
ACH-000128,0.12254037786800001
ACH-000132,-0.00921096138808
ACH-000133,0.0704588569022
ACH-000137,-0.041197130886
ACH-000138,0.154290650388
ACH-000142,-0.19100765694400001
ACH-000143,-0.0675124478539
ACH-000146,0.0407422768524
ACH-000148,0.08218329715469999
ACH-000150,0.08077192309930001
ACH-000152,-0.16026782584899998
ACH-000153,-0.00902179808876
ACH-000159,0.0117703629408
ACH-000160,-0.0612054766431
ACH-000163,-0.106327546195
ACH-000167,-0.13299096451099998
ACH-000168,0.022588134766000002
ACH-000169,0.0030097535206300005
ACH-000178,0.0334381300575
ACH-000182,0.0689837641728
ACH-000183,-0.10357672416500001
ACH-000188,-0.0152659259797
ACH-000189,-0.190488497325
ACH-000190,0.0338933996324
ACH-000198,-0.107419534126
ACH-000204,-0.00742447828855
ACH-000206,-0.0379479516073
ACH-000207,0.313737385698
ACH-000211,-0.06874705915960001
ACH-000215,0.031626917675400004
ACH-000221,-0.0500414588949
ACH-000222,0.0217183393231
ACH-000223,0.0110618005864
ACH-000226,0.0356898004725
ACH-000227,-0.0789742896274
ACH-000228,0.121888527969
ACH-000231,-0.0498305279028
ACH-000232,-0.0602794353074
ACH-000233,0.203606775229
ACH-000234,-0.0784559809054
ACH-000235,0.0085548430609
ACH-000237,0.0709763744438
ACH-000238,-0.0460607956655
ACH-000243,-0.029149965527699998
ACH-000244,-0.43748774165700005
ACH-000246,0.184663414431
ACH-000248,-0.0286358071215
ACH-000250,0.0494321357319
ACH-000251,0.034260748785799995
ACH-000253,0.0552513840582
ACH-000255,0.0145546266109
ACH-000256,0.0926546485643
ACH-000257,-0.0368955485962
ACH-000258,-0.272213270487
ACH-000259,-0.04559176721969999
ACH-000260,0.0714330489981
ACH-000261,0.036855919530300006
ACH-000262,0.124555576951
