,GPR37L1 (9283)
ACH-000004,-0.2598349527
ACH-000007,0.0635439290632
ACH-000009,-0.314940480024
ACH-000011,-0.14985436853599998
ACH-000012,-0.183899557265
ACH-000013,-0.0692699300871
ACH-000014,-0.032942911557
ACH-000015,-0.211986433552
ACH-000017,-0.233616961506
ACH-000018,-0.24822807711800002
ACH-000019,-0.16145461702
ACH-000021,-0.104660048435
ACH-000022,-0.0797648803065
ACH-000025,-0.138042087447
ACH-000028,-0.28153989223000003
ACH-000030,-0.14620162272
ACH-000035,-0.201250098101
ACH-000036,-0.342000966039
ACH-000037,-0.310201050237
ACH-000039,-0.0709273586205
ACH-000040,-0.040372272783499995
ACH-000041,-0.117982186195
ACH-000042,-0.198872950938
ACH-000045,0.0670200080461
ACH-000047,-0.0581635540335
ACH-000052,-0.257826101263
ACH-000053,-0.22697462327399998
ACH-000054,0.011206307070799998
ACH-000055,-0.115834962425
ACH-000060,0.0236470760437
ACH-000067,0.0701211881697
ACH-000070,-0.274814001673
ACH-000075,-0.130526925668
ACH-000078,-0.121315326128
ACH-000082,-0.21080909448399998
ACH-000085,0.100544179238
ACH-000086,-0.09362456602839998
ACH-000087,0.07191661579599999
ACH-000092,-0.13099165313799999
ACH-000095,-0.275621693523
ACH-000097,-0.169191489622
ACH-000098,-0.176890628232
ACH-000099,-0.0403066748006
ACH-000108,-0.15930847359
ACH-000113,-0.198135355908
ACH-000115,-0.16853700807900002
ACH-000116,-0.0984227418674
ACH-000118,-0.146705894877
ACH-000120,-0.228567433236
ACH-000123,-0.0803421422457
ACH-000127,0.0246907965056
ACH-000128,-0.0302243007493
ACH-000132,-0.309216981088
ACH-000133,-0.326887849743
ACH-000137,-0.0975222334506
ACH-000138,-0.0474699167623
ACH-000142,0.0158471205278
ACH-000143,-0.0956985441681
ACH-000146,-0.113194241386
ACH-000148,-0.248565298527
ACH-000150,-0.10483593075200001
ACH-000152,-0.15558894501700002
ACH-000153,-0.236907681151
ACH-000159,-0.20068997109099998
ACH-000160,-0.121156433173
ACH-000163,-0.34034916946599997
ACH-000167,-0.29644465140799997
ACH-000168,-0.173559243186
ACH-000169,-0.0553981211954
ACH-000178,-0.17822900075800002
ACH-000182,-0.122318781653
ACH-000183,-0.16903465615600002
ACH-000188,-0.08562257295060001
ACH-000189,-0.416603718818
ACH-000190,0.0768657538899
ACH-000198,-0.16071137154100001
