,PNISR (25957)
ACH-000004,-0.41855515926200004
ACH-000007,-0.621175846703
ACH-000009,-0.38884373351199997
ACH-000011,-0.40156229396700005
ACH-000012,-0.432969703484
ACH-000013,-0.405000582205
ACH-000014,-0.23970935455200001
ACH-000015,-0.44557859557999996
ACH-000017,-0.804907578356
ACH-000018,-0.33904957049900003
ACH-000019,-0.435015899141
ACH-000021,-0.6091691034000001
ACH-000022,-0.373652328631
ACH-000025,-0.355034080022
ACH-000028,-0.282574918485
ACH-000030,-0.326426611673
ACH-000035,-0.799946145917
ACH-000036,-0.48229891407700004
ACH-000037,-0.759464518113
ACH-000039,-0.312237350122
ACH-000040,-0.42823494732699996
ACH-000041,-0.147365653726
ACH-000042,-0.563155560251
ACH-000045,-0.181938518775
ACH-000047,-0.44814278200499996
ACH-000052,-0.7346978450820001
ACH-000053,-0.86718635425
ACH-000054,-0.32113249205899996
ACH-000055,-0.45623187727
ACH-000060,-0.571508636224
ACH-000067,-0.274233033417
ACH-000070,-0.649230555308
ACH-000075,-0.514112374327
ACH-000078,-0.240439154269
ACH-000082,-0.654325331756
ACH-000085,-0.5004435155210001
ACH-000086,-0.41730359946900003
ACH-000087,-0.59232890478
ACH-000092,-0.46313296041100005
ACH-000095,-0.540313683687
ACH-000097,-0.584380606807
ACH-000098,-0.365350401919
ACH-000099,-0.558267333616
ACH-000108,-0.411572081777
ACH-000113,-0.492582743724
ACH-000115,-0.9573823090000001
ACH-000116,-0.407863607698
ACH-000118,-0.763688748297
ACH-000120,-0.62441324438
ACH-000123,-0.533881259319
ACH-000127,-0.581959287925
ACH-000128,-0.20364536548300002
ACH-000132,-0.477956614534
ACH-000133,-0.576031211472
ACH-000137,-0.517457965503
ACH-000138,-0.511950169001
ACH-000142,-0.6538883667700001
ACH-000143,-0.298946209945
ACH-000146,-0.2764886418
ACH-000148,-0.48713252795900003
ACH-000150,-0.31247696633
ACH-000152,-0.862573503864
ACH-000153,-0.534332327932
ACH-000159,-0.43190964860799996
ACH-000160,-0.41972243862400005
ACH-000163,-0.455714638567
ACH-000167,-0.487870790935
ACH-000168,-0.528880182578
ACH-000169,-0.54292294552
ACH-000178,-0.573169713637
ACH-000182,-0.254047590314
ACH-000183,-0.5147264146130001
ACH-000188,-0.413121233307
ACH-000189,-0.679444649638
ACH-000190,-0.7880902623989999
ACH-000198,-0.5937112037169999
ACH-000204,-0.667422737475
ACH-000206,-0.103606903051
ACH-000207,-0.566149730111
ACH-000211,-0.48554335071099997
ACH-000215,-0.45802347985200004
ACH-000221,-0.549063800714
ACH-000222,-0.290546917161
ACH-000223,-0.6985299860199999
ACH-000226,-0.475141846492
ACH-000227,-0.38216805422
ACH-000228,-0.45050250460100005
ACH-000231,-0.504942128445
ACH-000232,-0.38719682173799996
ACH-000233,-0.6381240347630001
ACH-000234,-1.05138411021
ACH-000235,-0.592480596012
ACH-000237,-0.48573350609300003
ACH-000238,-0.523689616635
ACH-000243,-0.438222938651
ACH-000244,-0.744712596065
ACH-000246,-0.506459641808
ACH-000248,-0.44469130071999996
ACH-000250,-0.280102048138
ACH-000251,-0.34431829102399997
ACH-000253,-0.647804532315
ACH-000255,-0.5755032961550001
ACH-000256,-0.36000943670100005
ACH-000257,-0.6279017868869999
ACH-000258,-0.604962812489
ACH-000259,-0.542778955658
ACH-000260,-0.464057338393
ACH-000261,-0.471034353696
ACH-000262,-0.246612758029
ACH-000263,-0.42124263558700004
ACH-000264,-0.42134985779899997
ACH-000265,-0.417024395902
ACH-000266,-0.708083619164
ACH-000272,-0.348403775344
ACH-000273,-0.374428298211
ACH-000274,-0.602593678267
ACH-000277,-0.327589403963
ACH-000278,-0.7415173792380001
ACH-000279,-0.0406935974024
ACH-000280,-0.370702848318
ACH-000281,-0.553638339463
ACH-000288,-0.335172788308
ACH-000291,-0.364575997658
ACH-000293,-0.77608586801
ACH-000294,-0.10203466927999999
ACH-000295,-0.22257519662099998
ACH-000296,-0.531837929277
ACH-000302,-0.178362006284
ACH-000304,-0.28251484469300003
ACH-000307,-0.681099861157
ACH-000308,-0.689363796312
ACH-000310,-0.395435488997
ACH-000311,-0.640722543864
ACH-000312,-0.536005828397
ACH-000315,-0.27656765551
ACH-000316,-0.14228041970799998
ACH-000317,-0.439376206906
ACH-000318,-0.35612320082099996
ACH-000319,-1.0054115937299999
ACH-000320,-0.398302197232
ACH-000322,-0.632212218053
ACH-000323,-0.49307966255
ACH-000324,-0.45783196806299997
ACH-000329,-0.343575738948
ACH-000330,-0.49863838365099994
ACH-000331,-0.582924799995
ACH-000332,-0.540266635347
ACH-000334,-0.331903310948
ACH-000335,-0.288981867547
ACH-000336,-0.617901630278
ACH-000337,-0.0514411229244
ACH-000339,-0.377385043978
ACH-000341,-0.420621040609
ACH-000348,-0.380976282361
ACH-000350,-0.580333037129
ACH-000352,-0.440744293017
ACH-000356,-0.807296725225
ACH-000361,-0.345088236054
ACH-000362,-0.241518357604
ACH-000363,-0.759898432608
ACH-000364,-0.44333527668899997
ACH-000365,-0.416030043332
ACH-000366,-0.41439144451899995
ACH-000368,-0.380568177183
ACH-000374,-0.532107383452
ACH-000375,-0.41092961837499997
ACH-000376,-0.450565166914
ACH-000381,-0.4833846287
ACH-000383,-0.35580681503300005
ACH-000387,-0.36452997299400003
ACH-000389,-0.324113162315
ACH-000390,-0.44587300376
ACH-000393,-0.367156900609
ACH-000395,-0.531484318052
ACH-000397,-0.466460269094
ACH-000401,-0.226782036346
ACH-000402,-0.179738289309
ACH-000403,-0.7646360076279999
ACH-000404,-0.45147056485200004
ACH-000406,-0.41850696265500004
ACH-000407,-0.478386869954
ACH-000408,-0.45254041731399997
ACH-000410,-0.35727303552199996
ACH-000411,-0.438191018398
ACH-000414,-0.505487735161
ACH-000415,-0.38909387589100003
ACH-000416,-0.703538176639
ACH-000420,-0.37703361767800003
ACH-000421,-0.661942271493
ACH-000424,-0.267033329804
ACH-000425,-0.5606516172739999
ACH-000426,-0.654655238513
ACH-000427,-0.7854417577249999
ACH-000433,-0.404096539087
ACH-000436,-0.39507098163500004
ACH-000444,-0.682113130605
ACH-000445,-0.600046609185
ACH-000448,-0.318811062143
ACH-000450,-0.389328327759
ACH-000452,-0.352723341048
ACH-000454,-0.480554563408
ACH-000458,-0.789410262984
ACH-000459,-0.304355281068
ACH-000460,-0.544420721467
ACH-000461,-0.34592675963299996
ACH-000463,-0.501490452418
ACH-000464,-0.211758359338
ACH-000466,-0.32834368997200003
ACH-000467,-0.644893633672
ACH-000468,-0.359069532693
ACH-000469,-0.542745253909
ACH-000470,-0.34553417847199996
ACH-000471,-0.344106661448
ACH-000472,-0.42060555973499997
ACH-000473,-0.0884541510876
ACH-000475,-0.517872305756
ACH-000476,-0.55943987763
ACH-000477,-0.054527605450599995
ACH-000480,-0.557064507441
ACH-000481,-0.38566948948
ACH-000483,-0.31123396742
ACH-000484,-0.442353864904
ACH-000485,-0.535189199486
ACH-000486,-0.414828216667
ACH-000487,-0.533320596786
ACH-000488,-0.631470185566
ACH-000490,-0.605687678948
ACH-000491,-0.648356609958
ACH-000495,-0.530324957448
ACH-000496,-0.367962481433
ACH-000499,-0.274834699959
ACH-000500,-0.672787803655
ACH-000502,-0.6172376707280001
ACH-000503,-0.300982743546
ACH-000505,-0.219154864715
ACH-000507,-0.544142256125
ACH-000510,-0.22787626760899998
ACH-000511,-0.491376661244
ACH-000512,-0.537976866335
ACH-000516,-0.960523893373
ACH-000517,-0.502724074977
ACH-000518,-0.41266709379
ACH-000520,-0.510636971078
ACH-000521,-0.528168949872
ACH-000522,-0.497975008058
ACH-000524,-0.48219559875
ACH-000527,-0.53571631789
ACH-000528,-0.49545674880699997
ACH-000537,-0.461590149656
ACH-000541,-0.400764644089
ACH-000542,-0.438536560784
ACH-000544,-0.562894969859
ACH-000545,-0.39695230282099997
ACH-000547,-0.7035408791769999
ACH-000548,-0.551200764516
ACH-000549,-0.394397607521
ACH-000550,-0.490079465874
ACH-000552,-0.513691069548
ACH-000556,-0.358075885583
ACH-000557,-0.410372282461
ACH-000570,-0.416637733292
ACH-000571,-0.6001038995019999
ACH-000573,-0.43748520200900004
ACH-000576,-0.8827809235449999
ACH-000580,-0.23145627000900001
ACH-000584,-0.40582760929399997
ACH-000585,-0.44983328207900003
ACH-000588,-0.442915819123
ACH-000589,-0.487057364524
ACH-000591,-0.307656395068
ACH-000593,-0.364532406812
ACH-000600,-0.060284821194099995
ACH-000601,-0.415762928623
ACH-000604,-0.43312282877700004
ACH-000605,-0.637290339669
ACH-000606,-0.43247227512599995
ACH-000608,-0.494124753741
ACH-000614,-0.16274733411199999
ACH-000616,-0.21871657051899998
ACH-000618,-0.838856634488
ACH-000619,-0.52349531557
ACH-000620,-0.6865729418100001
ACH-000621,-0.7135413433750001
ACH-000622,-0.538754897175
ACH-000623,-0.402305023803
ACH-000624,-0.7205273203
ACH-000627,-0.27530630593100003
ACH-000630,-0.40300284993
ACH-000632,-0.454463115339
ACH-000633,-0.36752789767300004
ACH-000637,-0.60123654491
ACH-000638,-0.469967734452
ACH-000646,-1.0050530370100001
ACH-000647,-0.278015698512
ACH-000648,-0.581679262071
ACH-000649,-0.32154344425799997
ACH-000651,-0.6750989701610001
ACH-000652,-0.391056330711
ACH-000653,-0.532650426628
ACH-000657,-0.410173695902
ACH-000658,-0.590696087433
ACH-000661,-0.41233694413800004
ACH-000662,-0.102734238243
ACH-000663,-0.301623380639
ACH-000665,-0.560609618974
ACH-000671,-0.462961533825
ACH-000673,-0.509003985784
ACH-000676,-0.426049211722
ACH-000677,-0.5205879090600001
ACH-000681,-0.439115570472
ACH-000682,-0.520509241226
ACH-000683,-0.311367663594
ACH-000684,-0.591063381212
ACH-000688,-0.753371414067
ACH-000693,-0.488531861997
ACH-000694,-0.532347777223
ACH-000695,-0.5773059498740001
ACH-000696,-0.5536544874229999
ACH-000697,-0.477936226919
ACH-000699,-0.384779200078
ACH-000701,-0.48024031103799997
ACH-000706,-0.415340711375
ACH-000711,-0.599921746524
ACH-000713,-0.472471176088
ACH-000714,-0.53284552872
ACH-000718,-0.349991289911
ACH-000720,-0.602020720309
ACH-000721,-0.5678257322370001
ACH-000724,-0.426890032916
ACH-000725,-0.63257180661
ACH-000732,-0.391388990343
ACH-000734,-0.436609581052
ACH-000735,-0.16671462605999998
ACH-000736,-0.228245440015
ACH-000738,-0.491413819326
ACH-000746,-0.41325743413599997
ACH-000747,-0.377233545684
ACH-000748,-0.40542177373899996
ACH-000753,-0.37784857473800004
ACH-000756,-0.468817639673
ACH-000757,-0.322374698387
ACH-000758,-0.38312608626500005
ACH-000760,-0.665030305849
ACH-000763,-0.545173531345
ACH-000764,-0.0758161958236
ACH-000765,-0.540818605738
ACH-000766,-0.36792673792499997
ACH-000767,-0.39093288050499997
ACH-000768,-0.607980089251
ACH-000769,-0.314954278737
ACH-000770,-0.7292252910670001
ACH-000771,-0.505732595118
ACH-000773,-0.302879352577
ACH-000776,-0.219535726839
ACH-000777,-0.339298920158
ACH-000778,-0.572806154078
ACH-000781,-0.368081924154
ACH-000782,-0.65450365912
ACH-000783,-0.763697142237
ACH-000784,-0.436426889304
ACH-000785,-0.577342217538
ACH-000787,-0.541447801769
ACH-000788,-0.479378415324
ACH-000791,-0.462384911188
ACH-000792,-0.456143922209
ACH-000794,-0.393251809242
ACH-000796,-0.38358568693000006
ACH-000799,-0.708506309162
ACH-000800,-0.619400625617
ACH-000802,-0.395562242214
ACH-000804,-0.617773621167
ACH-000805,-0.634460462262
ACH-000809,-0.472090298024
ACH-000810,-0.590525801596
ACH-000811,-0.558702851279
ACH-000817,-0.546757741578
ACH-000819,-0.313101244909
ACH-000820,-0.320993023079
ACH-000821,-0.4518013290899999
ACH-000822,-0.465659954943
ACH-000823,-0.581994442223
ACH-000824,-0.124091573482
ACH-000827,-0.5756280535670001
ACH-000829,-0.25836175840799996
ACH-000831,-0.487047341659
ACH-000832,-0.36874886937299994
ACH-000833,-0.129418940844
ACH-000834,-0.300405047633
ACH-000835,-0.50822852412
ACH-000836,-0.624503924646
ACH-000837,-0.45651331463100003
ACH-000838,-0.389082300038
ACH-000839,-0.634052685319
ACH-000840,-0.516379834266
ACH-000841,-0.35110765026699997
ACH-000843,-0.495641603363
ACH-000846,-0.5358007475859999
ACH-000847,-0.7220598025730001
ACH-000848,-0.36473928619400003
ACH-000849,-0.457573010897
ACH-000851,-0.531273889528
ACH-000855,-0.448433474509
ACH-000856,-0.09083847627689999
ACH-000858,-0.541663535435
ACH-000859,-0.280182654335
ACH-000861,-0.37149892169200005
ACH-000862,-0.797982417132
ACH-000865,-0.407819990239
ACH-000866,-0.5930256979730001
ACH-000867,-0.521261240393
ACH-000869,-0.506408126447
ACH-000872,-0.560747881985
ACH-000873,-0.29544900009799996
ACH-000876,-0.334610138371
ACH-000878,-0.126070881184
ACH-000880,-0.47922176294200003
ACH-000881,-0.466629422825
ACH-000882,-0.40617047100599996
ACH-000884,-0.497470651831
ACH-000885,-0.40795667171899996
ACH-000887,-0.425541292567
ACH-000888,-0.598268892423
ACH-000889,-0.404781009775
ACH-000890,-0.503399455823
ACH-000896,-0.388911455718
ACH-000898,-0.425846751593
ACH-000900,-0.680072445271
ACH-000901,-0.4453280136399999
ACH-000905,-0.511835888978
ACH-000906,-0.410829846391
ACH-000907,-0.9345525080399999
ACH-000910,-0.293995759308
ACH-000911,-0.441961853656
ACH-000912,-0.668497159206
ACH-000913,-0.67221302234
ACH-000915,-0.4093617963699999
ACH-000916,-1.05631037547
ACH-000917,-0.406495711735
ACH-000921,-0.564129564988
ACH-000924,-0.343075839281
ACH-000926,-0.630710048894
ACH-000928,-0.607802272882
ACH-000929,-0.570847609136
ACH-000932,-0.7080560529600001
ACH-000935,-0.44118006759800005
ACH-000936,-0.364682911664
ACH-000937,-0.43463660579999996
ACH-000938,-0.462573403195
ACH-000939,-0.624083023747
ACH-000941,-0.514165336514
ACH-000943,-0.50972150158
ACH-000946,-0.598555263817
ACH-000947,-0.353345098407
ACH-000948,-0.7353309735870001
ACH-000950,-0.360062722894
ACH-000953,-0.616942497091
ACH-000957,-0.493102332921
ACH-000958,-0.397043267592
ACH-000960,-0.49767270114699996
ACH-000963,-0.47687043956999997
ACH-000968,-0.670056104539
ACH-000969,-0.595383244757
ACH-000973,-0.565902512097
ACH-000974,-0.506017276686
ACH-000975,-0.630269192423
ACH-000976,-0.554208782638
ACH-000978,-0.275484127078
ACH-000980,-0.368029377664
ACH-000984,-0.6106950149970001
ACH-000986,-0.6444051434470001
ACH-000988,-0.735798019769
ACH-000993,-0.536020748581
ACH-000994,-0.295895576911
ACH-000996,-0.489467452262
ACH-001001,-0.510358984018
ACH-001020,-0.36620311894
ACH-001028,-0.433591694279
ACH-001031,-0.533057765861
ACH-001038,-0.5133599442369999
ACH-001048,-0.34914141460000003
ACH-001050,-0.290343897431
ACH-001053,-0.382784979143
ACH-001054,-0.5833297929919999
ACH-001061,-0.624452702122
ACH-001067,-0.42221291349
ACH-001075,-0.47794611522200003
ACH-001096,-0.297925005272
ACH-001128,-0.713528230754
ACH-001134,-0.452905611089
ACH-001151,-0.497691098675
ACH-001163,-0.25860237099800004
ACH-001164,-0.417950516082
ACH-001173,-0.528174881879
ACH-001183,-0.0588368652699
ACH-001184,-0.7215322997560001
ACH-001190,-0.511492988453
