,HFE2 (148738)
ACH-000246,-0.299761209329
ACH-000248,-0.33188034161400004
ACH-000250,-0.320541563613
ACH-000251,-0.49474279462
ACH-000253,-0.297675809013
ACH-000255,-0.418908610606
ACH-000256,-0.344367133253
ACH-000257,-0.18104139323899998
ACH-000258,-0.212829282328
ACH-000259,-0.305816922373
ACH-000260,-0.251599473641
ACH-000261,-0.223365176559
ACH-000262,-0.514926244947
ACH-000263,0.0605771518466
ACH-000264,-0.5143317591009999
ACH-000265,-0.345577715758
ACH-000266,-0.36912460969000005
ACH-000272,-0.364722082752
ACH-000273,-0.508909506579
ACH-000274,-0.303229701274
ACH-000277,-0.295514417922
ACH-000278,-0.27645261565900003
ACH-000279,-0.09989434690469999
ACH-000280,-0.539157633221
ACH-000281,-0.35433490586499994
ACH-000288,-0.29184858412
ACH-000291,-0.196968655435
ACH-000293,-0.14415872433399998
ACH-000294,-0.203582505987
ACH-000295,-0.281309183782
ACH-000296,-0.539310614748
ACH-000302,-0.21893804983000004
ACH-000304,-0.387627109732
ACH-000307,-0.289049880506
ACH-000308,-0.210251144535
ACH-000310,-0.095759732476
ACH-000311,-0.41734125019199997
ACH-000312,-0.15849764339400002
ACH-000315,-0.16830957134799998
ACH-000316,-0.26396521739900003
ACH-000317,-0.160423412756
ACH-000318,-0.315798875346
ACH-000319,-0.65172472369
ACH-000320,-0.262230373048
ACH-000322,-0.38092338776699997
ACH-000323,-0.432249995804
ACH-000324,-0.45728352735699995
ACH-000329,-0.161523901737
ACH-000330,-0.46440930923999996
ACH-000331,-0.445948017052
ACH-000332,-0.366209290327
ACH-000334,-0.360137168172
ACH-000335,-0.21071731010000003
ACH-000336,-0.42903167715199997
ACH-000337,-0.445320482578
ACH-000339,-0.252883172144
ACH-000341,-0.3011167741
ACH-000348,-0.247113279916
ACH-000350,-0.5579310384839999
ACH-000352,-0.383388438923
ACH-000356,-0.36510733191100003
ACH-000361,-0.428957211136
ACH-000362,-0.121979295376
ACH-000363,-0.17398556879000002
ACH-000364,-0.386741760789
ACH-000365,-0.28883294795200004
ACH-000366,-0.145628870646
ACH-000368,-0.487719899048
ACH-000374,-0.130578350725
ACH-000375,-0.0565308766536
ACH-000376,-0.42487166137800003
ACH-000381,-0.482358821579
ACH-000383,-0.464718474304
ACH-000387,-0.292094959518
ACH-000389,-0.32556769686299997
ACH-000390,-0.463318554354
ACH-000393,-0.0104795426736
ACH-000395,-0.363419852183
ACH-000397,-0.267524566551
ACH-000401,-0.60818689469
ACH-000402,-0.298125626014
ACH-000403,-0.41772827518600003
ACH-000404,-0.355978312399
ACH-000406,-0.27791346411400003
ACH-000407,-0.194440022103
ACH-000408,-0.554686396574
ACH-000410,-0.503847503407
ACH-000411,-0.47097243090199997
ACH-000414,-0.221463318053
ACH-000415,-0.37570062150399997
ACH-000416,-0.41439058583899996
ACH-000420,-0.312987063141
ACH-000421,-0.442294218469
ACH-000424,-0.39273141383500004
ACH-000425,-0.46688092075800003
ACH-000426,-0.450844583463
ACH-000427,-0.423033174674
ACH-000433,-0.502371009497
ACH-000436,-0.43677313992600003
ACH-000444,-0.158994987158
ACH-000445,-0.413295339567
ACH-000448,-0.349832477931
ACH-000450,-0.308884769497
ACH-000452,-0.437987851127
ACH-000454,-0.632224365759
ACH-000458,-0.523789877236
ACH-000459,-0.23999915282499998
ACH-000460,-0.23481004468400002
ACH-000461,-0.311301570324
ACH-000463,-0.472622059054
ACH-000464,-0.507676948526
ACH-000466,-0.082097504416
ACH-000467,-0.39132159351400003
ACH-000468,-0.322022354275
ACH-000469,-0.300420851459
ACH-000470,-0.199746283596
ACH-000471,-0.18730475524700002
ACH-000472,-0.18438923884599998
ACH-000473,-0.418895909325
ACH-000475,-0.340100870629
ACH-000476,-0.211370436552
ACH-000477,-0.129015745485
ACH-000480,-0.274282093126
ACH-000481,-0.371332951264
ACH-000483,-0.282153698442
ACH-000484,-0.787979954429
ACH-000485,-0.228677591505
ACH-000486,-0.49039159435900004
ACH-000487,-0.23581416755399998
ACH-000488,-0.43796172497599994
ACH-000490,-0.5381010355610001
ACH-000491,-0.206503870409
ACH-000495,-0.259637944826
ACH-000496,-0.22807888178599997
ACH-000499,-0.0131556567554
ACH-000500,-0.8267019216500001
ACH-000502,-0.447812103138
ACH-000503,0.0785944497902
ACH-000505,-0.453199674776
ACH-000507,-0.306528230218
ACH-000510,-0.621400444691
ACH-000511,-0.319898739371
ACH-000512,-0.261465988215
ACH-000516,-0.304413607666
ACH-000517,-0.276921694856
ACH-000518,-0.356638054855
ACH-000520,-0.246153889195
ACH-000521,-0.48698959681299997
ACH-000522,-0.348870094687
ACH-000524,-0.360891797456
ACH-000527,-0.27671914237
ACH-000528,-0.463753837199
ACH-000537,-0.21332405115400002
ACH-000541,-0.447250688929
ACH-000542,-0.38306915631
ACH-000544,-0.524834590773
ACH-000545,-0.30584128681999995
ACH-000547,-0.43884191891999996
ACH-000548,-0.411384349409
ACH-000549,-0.407492492262
ACH-000550,-0.287771627469
ACH-000552,-0.49600269023800003
ACH-000556,-0.6931521587080001
ACH-000557,-0.124692122854
ACH-000570,-0.06655085123530001
ACH-000571,-0.257083610262
ACH-000573,-0.324169597576
ACH-000576,-0.362135625179
ACH-000580,0.0431846624335
ACH-000584,-0.232564857036
ACH-000585,-0.355421834273
ACH-000588,-0.654703311307
ACH-000589,-0.172361248459
ACH-000591,-0.050716157336599996
ACH-000593,-0.421767846617
ACH-000600,-0.374108370519
ACH-000601,-0.44270991115599995
ACH-000604,-0.00899802645459
ACH-000605,-0.35346530043200003
ACH-000606,-0.560106935457
ACH-000608,-0.253754541525
ACH-000614,-0.254010311376
ACH-000616,-0.602146146867
ACH-000618,-0.379479113921
ACH-000619,-0.296472450099
ACH-000620,-0.39735296761
ACH-000621,-0.23064162716699999
ACH-000622,-0.19089135289
ACH-000623,-0.28080042882100004
ACH-000624,-0.25368848767499996
ACH-000627,-0.47783728411700005
ACH-000630,-0.32561585763399997
ACH-000632,-0.23920224594
ACH-000633,-0.167296643923
ACH-000637,-0.22715160214699998
ACH-000638,-0.42453498689999997
ACH-000646,-0.579845026195
ACH-000647,-0.593820553313
ACH-000648,-0.147779427094
ACH-000649,-0.1344872357
ACH-000651,-0.367815318332
ACH-000652,-0.27020591164
ACH-000653,-0.444595715708
ACH-000657,-0.43558739510399996
ACH-000658,-0.496648371626
ACH-000661,-0.290849187545
ACH-000662,-0.13764949629599998
ACH-000663,-0.227562081265
ACH-000665,-0.35143546461499997
ACH-000671,-0.46942171558999995
ACH-000673,-0.361951360995
ACH-000676,-0.549877416613
ACH-000677,-0.28029021818300004
ACH-000681,-0.22880363439100002
ACH-000682,-0.6505844222680001
ACH-000683,-0.34796877538599996
ACH-000684,-0.344999980073
ACH-000688,-0.180452851928
ACH-000693,-0.36479159503499997
ACH-000694,-0.267941279143
ACH-000695,-0.323246524666
ACH-000696,-0.313368880814
ACH-000697,-0.431526842165
ACH-000699,-0.157556959616
ACH-000701,-0.277405915429
ACH-000706,-0.128866111334
ACH-000711,-0.395457934656
ACH-000713,-0.7384571327410001
ACH-000714,-0.64830517514
ACH-000718,-0.37195131550399996
ACH-000720,-0.328097084243
ACH-000721,-0.278135658632
ACH-000724,-0.290417905228
ACH-000725,-0.7539483480399999
ACH-000732,-0.514114961153
ACH-000734,-0.320845542201
ACH-000735,-0.468444958288
ACH-000736,-0.466150904656
ACH-000738,-0.239382684209
ACH-000746,-0.360222071662
ACH-000747,-0.6939027108600001
ACH-000748,-0.497822483112
ACH-000753,-0.511441553669
ACH-000756,-0.413312436979
ACH-000757,-0.527082024857
ACH-000758,-0.422329805241
ACH-000760,-0.695858170372
ACH-000763,-0.384354878137
ACH-000764,-0.35647699511299996
ACH-000765,-0.490320860872
ACH-000766,-0.372230111942
ACH-000767,-0.366926006757
ACH-000768,-0.33540100155200003
ACH-000769,-0.543833986801
ACH-000770,-0.12921186329099998
ACH-000771,-0.33538415516
ACH-000773,-0.530570907259
ACH-000776,-0.290468783272
ACH-000777,-0.209709702775
ACH-000778,-0.0928788301065
ACH-000781,-0.371061397182
ACH-000782,-0.329742585689
ACH-000783,-0.513411896024
ACH-000784,-0.254607848295
ACH-000785,-0.5242867498789999
ACH-000787,-0.371562529595
ACH-000788,-0.155034380235
ACH-000791,-0.41102707062700006
ACH-000792,-0.427976467168
ACH-000794,-0.400775393074
ACH-000796,-0.367565893097
ACH-000799,-0.39464986429399995
ACH-000800,-0.43522039954400005
ACH-000802,-0.387395809206
ACH-000804,-0.163220854493
ACH-000805,-0.23503129757
ACH-000809,-0.43339865591399995
ACH-000810,-0.105714725361
ACH-000811,-0.238031203557
ACH-000817,-0.519246869298
ACH-000819,-0.396522381346
ACH-000820,-0.632316740426
ACH-000821,-0.44814261249700005
ACH-000822,-0.368914971016
ACH-000823,-0.24056346266999998
ACH-000824,-0.123517148299
ACH-000827,-0.187709616182
ACH-000829,-0.381002795622
ACH-000831,-0.229960244542
ACH-000832,-0.43070772077799996
ACH-000833,-0.580506360614
ACH-000834,-0.27269810413199996
ACH-000835,-0.286994329289
ACH-000836,-0.40505275157799997
ACH-000837,-0.425964652941
ACH-000838,-0.33589239699900003
ACH-000839,-0.45304957261999995
ACH-000840,-0.348149451585
ACH-000841,-0.363156301636
ACH-000843,-0.49400953384499996
ACH-000846,-0.5198594320000001
ACH-000847,-0.20892578576499998
ACH-000848,-0.322373969304
ACH-000849,-0.108876887398
ACH-000851,-0.342316013529
ACH-000855,-0.284737313908
ACH-000856,-0.319976756095
ACH-000858,-0.521343610555
ACH-000859,-0.26603154822700004
ACH-000861,-0.40630178382700005
ACH-000862,-0.381246217746
ACH-000865,-0.328719180737
ACH-000866,-0.280707052007
ACH-000867,-0.486431287181
ACH-000869,-0.414456595188
ACH-000872,-0.186312222406
ACH-000873,-0.269202844183
ACH-000876,-0.168390650927
ACH-000878,-0.25242843266
ACH-000880,-0.34952262109
ACH-000881,-0.270385433274
ACH-000882,-0.368239907739
ACH-000884,-0.359219115773
ACH-000885,-0.36736112150600003
ACH-000887,-0.305878479898
ACH-000888,-0.35261702025200004
ACH-000889,-0.368780976915
ACH-000890,-0.33796899159000005
ACH-000896,-0.495247099805
ACH-000898,-0.36118330858000003
ACH-000900,-0.7734998886390001
ACH-000901,-0.19797369354299998
ACH-000905,-0.5682136047380001
ACH-000906,-0.160176430428
ACH-000907,-0.51618988341
ACH-000910,-0.278599909738
ACH-000911,-0.355823543837
ACH-000912,-0.498598536321
ACH-000913,-0.352408256902
ACH-000915,-0.33309249884799996
ACH-000916,-0.6773643084800001
ACH-000917,-0.34526025376100006
ACH-000921,-0.26150736086
ACH-000924,-0.415200595688
ACH-000926,-0.23457115963000003
ACH-000928,-0.35159195045999997
ACH-000929,-0.606172146215
ACH-000932,-0.41909413259000006
ACH-000935,-0.19095410869600002
ACH-000936,-0.48306957847800003
ACH-000937,-0.22617538897
ACH-000938,-0.34413650850500005
ACH-000939,-0.219143451455
ACH-000941,-0.437130499838
ACH-000943,-0.267259976857
ACH-000946,-0.166909175851
ACH-000947,-0.312818840107
ACH-000948,-0.28242607360800004
ACH-000950,-0.22898880757399998
ACH-000953,-0.372972735073
ACH-000957,-0.444572340214
ACH-000958,-0.048374173818499996
ACH-000960,-0.289977475086
ACH-000963,-0.535622021138
ACH-000968,-0.438963451321
ACH-000969,-0.488343212451
ACH-000973,-0.364506081872
ACH-000974,-0.534948336826
ACH-000975,-0.441270124976
ACH-000976,-0.267014298197
ACH-000978,-0.680564201411
ACH-000980,-0.33606594550999996
ACH-000984,-0.607556723155
ACH-000986,-0.349729584181
ACH-000988,-0.118816362405
ACH-000993,-0.48392643295500004
ACH-000994,-0.319154083403
ACH-000996,-0.47694333737499994
ACH-001001,-0.334060368257
ACH-001020,-0.418581840608
ACH-001028,-0.236529907591
ACH-001031,-0.357890961053
ACH-001038,-0.277333826826
ACH-001048,-0.269791983592
ACH-001050,-0.193203450913
ACH-001053,-0.219988097564
ACH-001054,-0.34871807774499997
ACH-001061,-0.29930061718199996
ACH-001067,-0.321835487595
ACH-001075,-0.288578812371
ACH-001096,-0.6093902347169999
ACH-001128,-0.25578025739
ACH-001134,-0.441493284788
ACH-001151,-0.35638030827600004
ACH-001163,-0.48778760365400003
ACH-001164,-0.417167546628
ACH-001173,-0.353003642728
ACH-001183,-0.216047076758
ACH-001184,-0.242442602417
ACH-001190,-0.459830883319
ACH-001192,-0.379798432041
ACH-001193,-0.46537005503600004
ACH-001196,-0.264857208716
ACH-001197,-0.240744593391
ACH-001205,-0.6112450661909999
ACH-001211,-0.40486627685800003
ACH-001212,-0.07826454268960001
ACH-001228,-0.400500767649
ACH-001232,-0.315652525724
ACH-001239,-0.16282184953
ACH-001274,-0.337613675976
ACH-001275,-0.3312877822
ACH-001277,-0.210023440235
ACH-001278,-0.536659790593
ACH-001280,-0.283413835779
ACH-001283,-0.28603693941799996
ACH-001289,-0.32377143275
ACH-001295,-0.16348514609
ACH-001300,-0.10524469051799999
ACH-001301,-0.244343050327
ACH-001302,-0.0261638858812
ACH-001303,-0.181192252248
ACH-001306,-0.353701239798
ACH-001318,-0.551466295792
ACH-001322,-0.183747775156
ACH-001328,-0.643991364992
ACH-001332,-0.492957199948
ACH-001333,-0.256921682698
ACH-001336,-0.44904513717699995
ACH-001340,-0.377490678064
ACH-001346,-0.573387199096
ACH-001353,-0.331373002241
ACH-001354,-0.222598382499
ACH-001367,-0.368879134274
ACH-001368,-0.465983453688
ACH-001374,-0.19788270053800003
ACH-001375,-0.355704897746
ACH-001377,-0.299196756098
ACH-001380,-0.33347252963
ACH-001391,-0.126238892558
ACH-001407,-0.249459968203
ACH-001408,-0.320634147803
ACH-001413,-0.5292038327849999
ACH-001430,-0.412192398553
ACH-001431,-0.37296204085699997
ACH-001450,-0.327484600194
ACH-001496,-0.288107867112
ACH-001500,-0.30579976874299997
ACH-001521,-0.08604014160980002
ACH-001523,-0.158307325687
ACH-001532,-0.346226991043
ACH-001536,-0.372671612849
ACH-001550,-0.16846683893800002
ACH-001552,-0.49160807600900003
ACH-001554,-0.378029572514
ACH-001645,-0.23170103647799997
ACH-001654,-0.260396878678
ACH-001715,-0.230403987407
ACH-001735,-0.08876780470210001
ACH-001736,-0.28032606067
ACH-001737,-0.475063004061
ACH-001740,-0.137807076008
ACH-001745,-0.208111240797
ACH-001750,-0.38033900246299995
ACH-001765,-0.271170333715
ACH-001956,-0.326794795907
ACH-001957,-0.177110429679
