,LRRC3C (100505591)
ACH-000004,-0.14933030831900002
ACH-000007,-0.173221314253
ACH-000009,-0.314257240619
ACH-000011,-0.33802892320600003
ACH-000012,-0.34727742505000003
ACH-000013,-0.301514379793
ACH-000014,-0.111765476587
ACH-000015,-0.20715786796
ACH-000017,-0.500195546582
ACH-000018,-0.266477464519
ACH-000019,-0.00400943635431
ACH-000021,-0.46080193291199995
ACH-000022,-0.218358210927
ACH-000025,-0.069704926361
ACH-000028,-0.16620342893200002
ACH-000030,-0.22224156595699998
ACH-000035,-0.368270851078
ACH-000036,-0.275002186486
ACH-000037,0.12410577388699999
ACH-000039,-0.027518732485799998
ACH-000040,-0.25430367646499996
ACH-000041,-0.16740362328800001
ACH-000042,-0.163410650044
ACH-000045,-0.16586489683
ACH-000047,-0.281905815298
ACH-000052,-0.078228787947
ACH-000053,-0.387057876646
ACH-000054,-0.373008593191
ACH-000055,-0.32306095433299997
ACH-000060,-0.245163075872
ACH-000067,-0.191974855924
ACH-000070,-0.351399864156
ACH-000075,-0.335321697678
ACH-000078,-0.20511013225299998
ACH-000082,-0.381693009468
ACH-000085,-0.133164661434
ACH-000086,-0.224035375415
ACH-000087,-0.188503688963
ACH-000092,-0.18859839867199998
ACH-000095,-0.386489063396
ACH-000097,-0.253518500142
ACH-000098,-0.347745660648
ACH-000099,-0.232315101637
ACH-000108,-0.374612529773
ACH-000113,-0.25204086183400004
ACH-000115,-0.21141913918400002
ACH-000116,-0.222522022461
ACH-000118,-0.333824397627
ACH-000120,-0.428676167825
ACH-000123,-0.23894358364
ACH-000127,-0.122914997324
ACH-000128,-0.192605084254
ACH-000132,-0.31256719587299997
ACH-000133,-0.249212735273
ACH-000137,-0.45684811764300004
ACH-000138,-0.593029496227
ACH-000142,-0.133765421395
ACH-000143,-0.0730385256672
ACH-000146,-0.18792031943300003
ACH-000148,-0.197176226342
ACH-000150,-0.289985848852
ACH-000152,-0.416911650891
ACH-000153,-0.144352080066
ACH-000159,-0.17365712790600002
ACH-000160,-0.32270175130199996
ACH-000163,-0.317820526721
ACH-000167,-0.16429355037
ACH-000168,-0.132171357809
ACH-000169,-0.296604567985
ACH-000178,-0.18360838508299998
ACH-000182,-0.379968447983
ACH-000183,-0.173258917515
ACH-000188,-0.396725695494
ACH-000189,-0.149520995358
ACH-000190,-0.070040589248
ACH-000198,-0.271768922493
ACH-000204,-0.07807762785519999
ACH-000206,-0.0231681178315
ACH-000207,-0.237696310537
ACH-000211,-0.248559987034
ACH-000215,-0.23496331270100002
ACH-000221,-0.29289417707800003
ACH-000222,-0.653690338286
ACH-000223,-0.036550500684300005
ACH-000226,-0.42839157006899997
ACH-000227,-0.36827797266400003
ACH-000228,-0.45448583718099994
ACH-000231,-0.141303511308
ACH-000232,-0.14067080088
ACH-000233,-0.17171277145
ACH-000234,-0.14679158396400002
ACH-000235,-0.307387566366
ACH-000237,-0.205989628111
ACH-000238,-0.555009946131
ACH-000243,-0.576812648933
ACH-000244,-0.299647260673
ACH-000246,-0.223367533231
ACH-000248,-0.539635124049
ACH-000250,-0.198033882327
ACH-000251,-0.37212124528000007
ACH-000253,-0.286554483722
ACH-000255,-0.29335747506
ACH-000256,-0.20999310385699999
ACH-000257,-0.155085101451
ACH-000258,-0.367427416439
ACH-000259,-0.28330828838000005
ACH-000260,-0.129497265979
ACH-000261,-0.21589714494800002
ACH-000262,-0.0416623162317
ACH-000263,-0.236731038422
ACH-000264,-0.35661944117100003
ACH-000265,-0.294085740209
ACH-000266,-0.21976993992899999
ACH-000272,-0.145654865243
ACH-000273,-0.15314146463
ACH-000274,-0.409765968049
ACH-000277,-0.09953757643930002
ACH-000278,-0.24769227825399998
ACH-000279,-0.24076441404100002
ACH-000280,-0.31277858497600003
ACH-000281,-0.35693046549199997
ACH-000288,-0.278479981479
ACH-000291,-0.38112878754
ACH-000293,-0.301023991368
ACH-000294,-0.139664537886
ACH-000295,-0.004492784466810001
ACH-000296,-0.38397112469899997
ACH-000302,-0.18510685051399997
ACH-000304,-0.294717169199
ACH-000307,-0.344747173758
ACH-000308,-0.276510002784
ACH-000310,-0.102380065657
ACH-000311,-0.443269634995
ACH-000312,-0.327881925048
ACH-000315,-0.309853197256
ACH-000316,-0.158427644453
ACH-000317,-0.384130555757
ACH-000318,-0.26007365669300003
ACH-000319,-0.155109511838
ACH-000320,-0.41945295626999995
ACH-000322,-0.458617300525
ACH-000323,-0.26900912073600003
ACH-000324,-0.38300109196599996
ACH-000329,-0.049831473226
ACH-000330,-0.444778355717
ACH-000331,-0.228692438464
ACH-000332,-0.279022482209
ACH-000334,-0.563623647955
ACH-000335,-0.36694573336499997
ACH-000336,-0.199423836908
ACH-000337,-0.35127792397600005
ACH-000339,-0.269968779153
ACH-000341,0.0136832996361
ACH-000348,-0.29165726539299996
ACH-000350,-0.449982317423
ACH-000352,-0.195250281992
ACH-000356,-0.648025939164
ACH-000361,-0.132779232479
ACH-000362,-0.263944306854
ACH-000363,-0.403189499626
ACH-000364,-0.265126747973
ACH-000365,-0.318980843633
ACH-000366,-0.059067238574900004
ACH-000368,-0.20427044922600002
ACH-000374,-0.39408231456200005
ACH-000375,-0.19616192891800002
ACH-000376,-0.176486739441
ACH-000381,-0.262363194624
ACH-000383,-0.276143374949
ACH-000387,-0.300553554629
ACH-000389,-0.0965855780555
ACH-000390,-0.262943534283
ACH-000393,-0.33668667091700005
ACH-000395,-0.22764548558800002
ACH-000397,-0.54208379905
ACH-000401,-0.315687743998
ACH-000402,0.015579891062399999
ACH-000403,-0.382095649092
ACH-000404,-0.0694072726618
ACH-000406,-0.290768622662
ACH-000407,-0.0773311520817
ACH-000408,-0.44486987089900004
ACH-000410,-0.134689298707
ACH-000411,-0.323200677652
ACH-000414,-0.383948742104
ACH-000415,-0.562530280069
ACH-000416,-0.22855205575399998
ACH-000420,-0.313523675379
ACH-000421,-0.246615081108
ACH-000424,-0.311962226452
ACH-000425,-0.23993819991999998
ACH-000426,-0.35240650105300003
ACH-000427,-0.6796587756069999
ACH-000433,-0.0815389258712
ACH-000436,-0.343700046967
ACH-000444,-0.253894258819
ACH-000445,-0.305092994188
ACH-000448,-0.270630727379
ACH-000450,-0.13153729337300002
ACH-000452,-0.303524659457
ACH-000454,0.0317127030791
ACH-000458,-0.370186209206
ACH-000459,-0.034221209642799996
ACH-000460,-0.31434519203899997
ACH-000461,-0.0962024152255
ACH-000463,-0.41625859518799996
ACH-000464,-0.340212936567
ACH-000466,-0.5902679275280001
ACH-000467,-0.322481109769
ACH-000468,-0.591638614947
ACH-000469,-0.260275358075
ACH-000470,-0.253935932376
