,HSF1 (3297)
ACH-000004,-0.138701843022
ACH-000007,-0.58507302455
ACH-000009,-0.38911044764200003
ACH-000011,-0.851813065777
ACH-000012,-0.977162864296
ACH-000013,-0.463581263629
ACH-000014,-0.6535731667520001
ACH-000015,-0.467440852574
ACH-000017,-1.38069543754
ACH-000018,-0.295099289115
ACH-000019,-0.8970757137819999
ACH-000021,-0.592645908283
ACH-000022,-0.358740647917
ACH-000025,-0.370858218146
ACH-000028,-0.784736306134
ACH-000030,-0.395493777322
ACH-000035,-0.564113081069
ACH-000036,-0.8031166442219999
ACH-000037,-0.609963420411
ACH-000039,-0.795053392122
ACH-000040,-0.53816616646
ACH-000041,-0.315717268907
ACH-000042,-0.782258456812
ACH-000045,-0.36641460114
ACH-000047,-0.403249366452
ACH-000052,-0.395811852026
ACH-000053,-0.668343680551
ACH-000054,-0.559742254809
ACH-000055,-1.0910351964799998
ACH-000060,-0.676859905106
ACH-000067,-0.443379212182
ACH-000070,-0.431105099425
ACH-000075,-0.703338385227
ACH-000078,-0.432245470407
ACH-000082,-0.163146684504
ACH-000085,-0.829656660206
ACH-000086,-0.775300191496
ACH-000087,-0.603614736571
ACH-000092,-0.400723785321
ACH-000095,-0.176132277623
ACH-000097,-0.6897782097059999
ACH-000098,-0.6360227411770001
ACH-000099,-0.508510996107
ACH-000108,-0.600962086327
ACH-000113,-0.817535131582
ACH-000115,-0.42591632261
ACH-000116,-0.660407177196
ACH-000118,-0.913937273987
ACH-000120,-0.277644952049
ACH-000123,-0.6468480332590001
ACH-000127,-0.695176618518
ACH-000128,-0.610431009528
ACH-000132,-0.332315837144
ACH-000133,-0.49802705838699995
ACH-000137,-0.751642358169
ACH-000138,-0.347281407712
ACH-000142,-0.6030511636779999
ACH-000143,-0.0029552298215500005
ACH-000146,-0.325385948094
ACH-000148,-0.43397125866400005
ACH-000150,-0.700546737442
ACH-000152,-0.5750285312860001
ACH-000153,-0.565777946313
ACH-000159,-0.7823489391959999
ACH-000160,-0.620618797788
ACH-000163,-0.8934667574040001
ACH-000167,-0.521516619128
ACH-000168,-0.31237588415399997
ACH-000169,-0.8419261869410001
ACH-000178,-0.749893726353
ACH-000182,-0.8503115480600001
ACH-000183,-0.757341201977
ACH-000188,-0.7329138735780001
ACH-000189,-0.703363324385
ACH-000190,-0.8104076039620001
ACH-000198,-0.608642931732
ACH-000204,-0.774163768486
ACH-000206,-0.7329767726790001
ACH-000207,-0.770394023709
ACH-000211,-0.614034539941
ACH-000215,-0.5512229001569999
ACH-000221,-0.21579925549000004
ACH-000222,-0.8027843827750001
ACH-000223,-0.6635820679760001
ACH-000226,-0.476566939699
ACH-000227,-0.230428607747
ACH-000228,-0.431240367642
ACH-000231,-0.514869642974
ACH-000232,-0.36915742408200003
ACH-000233,-1.02712967662
ACH-000234,-0.44165046491800003
ACH-000235,-0.534730672746
ACH-000237,-0.991141219401
ACH-000238,-0.801337439454
ACH-000243,-0.49452717954
ACH-000244,-0.642172471084
ACH-000246,-0.955107034768
ACH-000248,-1.1292826304
ACH-000250,-0.748832778575
ACH-000251,-0.31706191456300004
ACH-000253,-0.495301478444
ACH-000255,-0.974033825748
ACH-000256,-0.468582113745
ACH-000257,-0.492099397151
ACH-000258,-0.8019653815180001
ACH-000259,-0.5850181105110001
ACH-000260,-0.648888222589
ACH-000261,-0.498911808126
ACH-000262,-1.02692524506
ACH-000263,-0.699362510389
ACH-000264,-0.516965363108
ACH-000265,-0.536540133454
ACH-000266,-0.528985022122
ACH-000272,-0.545305973229
ACH-000273,-0.7382754260600001
ACH-000274,-0.48779490034100004
ACH-000277,-0.9570612807439999
ACH-000278,-0.39463787677100004
ACH-000279,-0.426545606695
ACH-000280,-0.721372118265
ACH-000281,-0.512628907772
ACH-000288,-0.296070002214
ACH-000291,-0.816047786098
ACH-000293,-0.621514310461
ACH-000294,-0.0625611276856
ACH-000295,-0.960636617737
ACH-000296,-0.465598320523
ACH-000302,-0.820981335208
ACH-000304,-0.629560317639
ACH-000307,-0.530704800921
ACH-000308,-0.606420636797
ACH-000310,-0.404973174782
ACH-000311,-0.735598933579
ACH-000312,-0.45589272492
ACH-000315,-0.277843517754
ACH-000316,-0.646957507152
ACH-000317,-0.955993817657
ACH-000318,-0.538403870667
ACH-000319,-0.5102093481759999
ACH-000320,-0.495927771492
ACH-000322,-0.594494864966
ACH-000323,-0.588545761363
ACH-000324,-0.85087230725
ACH-000329,-0.566407302467
ACH-000330,-0.6562620225600001
ACH-000331,-0.8316677887649999
ACH-000332,-0.438007532685
ACH-000334,0.0134331298175
ACH-000335,-0.889543783292
ACH-000336,-0.58164146155
ACH-000337,-0.445332932218
ACH-000339,-0.403874844534
ACH-000341,-0.695451633871
ACH-000348,-0.652989269338
ACH-000350,-0.493864915969
ACH-000352,-1.06880638172
ACH-000356,-0.40889179507299994
ACH-000361,-0.678190065624
ACH-000362,-0.5060461289829999
ACH-000363,-0.549699622456
ACH-000364,-0.773127978283
ACH-000365,-0.388292991336
ACH-000366,-1.10343319566
ACH-000368,-0.8335913051459999
ACH-000374,-0.339785940117
ACH-000375,-0.733511701333
ACH-000376,-0.74843006686
ACH-000381,-0.340816470724
ACH-000383,-0.5530034155870001
