,AKR1B15 (441282)
ACH-000004,0.0738749904023
ACH-000007,0.120580051181
ACH-000009,0.0985945837444
ACH-000011,0.264872165043
ACH-000012,0.018695511813299998
ACH-000013,0.132685045603
ACH-000014,-0.15270129752
ACH-000015,0.136983349658
ACH-000017,0.105608466895
ACH-000018,0.12059534352399999
ACH-000019,0.16121393292300001
ACH-000021,0.011418197254899998
ACH-000022,0.137048696831
ACH-000025,0.141956694175
ACH-000028,0.192490443637
ACH-000030,0.0637202443198
ACH-000035,0.058767298071800006
ACH-000036,0.0555555268089
ACH-000037,-0.115631514792
ACH-000039,0.132529458588
ACH-000040,-0.037906720105099996
ACH-000041,0.15259566850700002
ACH-000042,0.0647803550629
ACH-000045,-0.170706501888
ACH-000047,0.00768389460346
ACH-000052,0.245910006308
ACH-000053,0.0521026616974
ACH-000054,0.0631002957108
ACH-000055,-0.124928668168
ACH-000060,-0.087760757712
ACH-000067,0.024707027218999998
ACH-000070,0.144791672238
ACH-000075,0.243218509152
ACH-000078,-0.08761499679639999
ACH-000082,0.113216763886
ACH-000085,0.11211609798200001
ACH-000086,0.147136159868
ACH-000087,0.139290472829
ACH-000092,0.17651546040600002
ACH-000095,-0.00173742384535
ACH-000097,0.0284502225985
ACH-000098,0.105344804968
ACH-000099,0.123409169779
ACH-000108,-0.07869534476810001
ACH-000113,0.00192919162098
ACH-000115,0.20154926837099998
ACH-000116,0.0720760611867
ACH-000118,0.256839199973
ACH-000120,0.0819942467495
ACH-000123,0.178618593671
ACH-000127,0.0977979407793
ACH-000128,0.025220601070500004
ACH-000132,0.161268548332
ACH-000133,0.029945049291900002
ACH-000137,0.30150059074700003
ACH-000138,0.136076768728
ACH-000142,-0.0230969217432
ACH-000143,0.151637267784
ACH-000146,0.0108401726557
ACH-000148,0.010153266635500001
ACH-000150,0.0344370567078
ACH-000152,-0.186534929291
ACH-000153,-0.00572422880713
ACH-000159,-0.0690301817939
ACH-000160,0.145166323611
ACH-000163,0.0765446806961
ACH-000167,-0.0426743116108
ACH-000168,0.117971751372
ACH-000169,0.148206051989
ACH-000178,0.059677749734300005
ACH-000182,0.0686871734788
ACH-000183,0.0376087497922
ACH-000188,0.184775183327
ACH-000189,0.16521549522600001
ACH-000190,-0.105325546019
ACH-000198,0.15961114500499998
ACH-000204,0.19505439324999999
ACH-000206,0.301564845253
ACH-000207,-0.0292135575142
ACH-000211,0.00692995272108
ACH-000215,-0.0023520319086100003
ACH-000221,0.1336228056
ACH-000222,0.046517204177099994
ACH-000223,0.136508804485
ACH-000226,0.0147493048817
ACH-000227,0.0718462916464
ACH-000228,0.0792677302997
ACH-000231,-0.08501294459280001
ACH-000232,0.09003097682280001
ACH-000233,0.217007974067
ACH-000234,0.299928670829
ACH-000235,0.102389859719
ACH-000237,0.0537531852073
ACH-000238,-0.121445323479
ACH-000243,0.0750966609207
ACH-000244,-0.041629543890199995
ACH-000246,0.21928088692699998
ACH-000248,0.314017451683
ACH-000250,0.08016542859919999
ACH-000251,0.148102358575
ACH-000253,0.0721409182269
ACH-000255,0.127526830523
ACH-000256,0.0829103287756
ACH-000257,-0.09178663573960001
ACH-000258,0.313061417104
ACH-000259,0.07271031759089999
ACH-000260,0.155818962734
ACH-000261,0.12703258086400002
ACH-000262,-0.10570422702299999
ACH-000263,0.207121564097
ACH-000264,0.0272825207146
ACH-000265,0.10047852999700001
ACH-000266,0.157742320946
ACH-000272,-0.00398928579249
ACH-000273,0.0859768583017
ACH-000274,0.00815068317779
ACH-000277,0.149544381709
ACH-000278,0.148198499565
ACH-000279,-0.0394481865724
ACH-000280,-0.0032596565892800003
ACH-000281,0.250407664191
ACH-000288,-0.06464884120469999
ACH-000291,0.21537159456399999
ACH-000293,0.111373543962
ACH-000294,0.0635893289861
ACH-000295,-0.204840421096
ACH-000296,0.0672006582877
ACH-000302,0.151824991218
ACH-000304,0.0326464213749
ACH-000307,0.09739671696879999
ACH-000308,0.141930969199
ACH-000310,0.184728540158
ACH-000311,0.08457814012289999
ACH-000312,0.049659625502399996
ACH-000315,0.0801310597017
ACH-000316,0.106885286483
ACH-000317,0.0418033672682
ACH-000318,0.217721520743
ACH-000319,-0.047931549391099997
ACH-000320,0.329424604528
ACH-000322,-0.0817155439512
