,AFAP1L1 (134265)
ACH-000004,0.0541232339229
ACH-000007,-0.00611773595691
ACH-000009,0.028145070677400002
ACH-000011,-0.0355704808229
ACH-000012,-0.14772191837999998
ACH-000013,-0.15155318165200002
ACH-000014,-0.10428395944499999
ACH-000015,0.0301727480694
ACH-000017,-0.104698532577
ACH-000018,-0.100153076984
ACH-000019,0.136900546817
ACH-000021,-0.00517967191923
ACH-000022,-0.00841718565898
ACH-000025,-0.0514453586379
ACH-000028,0.181734468783
ACH-000030,0.0194762832917
ACH-000035,-0.051563053155500006
ACH-000036,-0.14964297808
ACH-000037,-0.124821026692
ACH-000039,0.164233010252
ACH-000040,-0.0628333207174
ACH-000041,-0.0931525522747
ACH-000042,-0.273385392676
ACH-000045,0.062035847130500005
ACH-000047,-0.118636998756
ACH-000052,-0.12460927639000001
ACH-000053,-0.045974104865399996
ACH-000054,-0.00728402552336
ACH-000055,-0.387687810707
ACH-000060,-0.0397646577386
ACH-000067,-0.211894574349
ACH-000070,-0.037933997347199995
ACH-000075,-0.222028504052
ACH-000078,0.121332021102
ACH-000082,0.0119362268087
ACH-000085,0.009617593384790001
ACH-000086,-0.07106622625
ACH-000087,-0.220138175047
ACH-000092,-0.11269873383300001
ACH-000095,-0.132680697387
ACH-000097,-0.142861219278
ACH-000098,-0.14261626797000002
ACH-000099,-0.162369539646
ACH-000108,-0.0855598785867
ACH-000113,-0.18675143865200003
ACH-000115,0.0313782978079
ACH-000116,-0.104619469806
ACH-000118,-0.0015498597081699999
ACH-000120,-0.16574169667199998
ACH-000123,0.245660125674
ACH-000127,-0.00198282047685
ACH-000128,0.0731733456774
ACH-000132,-0.0504663716092
ACH-000133,-0.0949764980894
ACH-000137,-0.09084856659469999
ACH-000138,-0.08391614639799999
ACH-000142,-0.11474168912699999
ACH-000143,0.0177159697128
ACH-000146,0.0180911244089
ACH-000148,0.0467737494257
ACH-000150,-0.012575871677999999
ACH-000152,-0.166223756173
ACH-000153,-0.168959223646
ACH-000159,-0.0453300826858
ACH-000160,-0.0786754588396
ACH-000163,0.0728015938236
ACH-000167,0.0333930932759
ACH-000168,0.0777202171881
ACH-000169,-0.0402804190416
ACH-000178,-0.239429737494
ACH-000182,-0.0754471236705
ACH-000183,-0.04202990628830001
ACH-000188,-0.153859347983
ACH-000189,0.09141620731820001
ACH-000190,-0.234444694289
ACH-000198,-0.0996749446876
ACH-000204,0.0287486834345
ACH-000206,-0.09915257062010001
ACH-000207,0.0358326484596
ACH-000211,-0.014507790738
ACH-000215,-0.0917480125471
ACH-000221,-0.07961415893149999
ACH-000222,-0.138484530069
ACH-000223,-0.12642288835999999
ACH-000226,-0.126854607426
ACH-000227,0.248273949714
ACH-000228,-0.126698095721
ACH-000231,-0.156666671658
ACH-000232,-0.0101389357673
ACH-000233,-0.0748087413268
ACH-000234,-0.0955616987228
ACH-000235,-0.0567944043738
ACH-000237,-0.0398697501474
ACH-000238,-0.0864737133821
ACH-000243,-0.0802772487638
ACH-000244,-0.0199803154863
ACH-000246,-0.167746333515
ACH-000248,-0.26711084564
ACH-000250,-0.15561130698
ACH-000251,-0.164486701666
ACH-000253,-0.149055134706
ACH-000255,-0.11215178439500001
ACH-000256,-0.12351953428500001
ACH-000257,-0.276434462419
ACH-000258,-0.0427154453478
ACH-000259,-0.149754478016
ACH-000260,-0.18199402000700002
ACH-000261,-0.0271392972878
ACH-000262,0.09313840591880002
ACH-000263,0.191542928727
ACH-000264,-0.0212145930492
ACH-000265,-0.05588869340890001
ACH-000266,-0.07897233391139999
ACH-000272,-0.024629354627900002
ACH-000273,-0.212750335027
ACH-000274,-0.18499460315900002
ACH-000277,-0.050112478498
ACH-000278,0.0553453566865
ACH-000279,0.08801116094070001
ACH-000280,0.09490056473369998
ACH-000281,-0.37509782813299997
ACH-000288,-0.0166303043773
ACH-000291,0.048092782874099994
