,PTTG1 (9232)
ACH-000004,-0.274146786917
ACH-000007,-0.38053202845899997
ACH-000009,-0.513166796997
ACH-000011,-0.41302973138300003
ACH-000012,-0.581483663253
ACH-000013,-0.114558310241
ACH-000014,-0.5880867815240001
ACH-000015,-0.45630964201499996
ACH-000017,-0.39824970536300003
ACH-000018,-0.480476991397
ACH-000019,-0.39610738874799994
ACH-000021,-0.416294088244
ACH-000022,-0.397386230379
ACH-000025,-0.268858806218
ACH-000028,-0.218777256878
ACH-000030,-0.16186221594
ACH-000035,-0.46624826177100004
ACH-000036,-0.805790917641
ACH-000037,-0.320296301236
ACH-000039,-0.389333001438
ACH-000040,-0.6254079864450001
ACH-000041,-0.308751840854
ACH-000042,-0.493312347515
ACH-000045,-0.21364983917
ACH-000047,-0.478919592941
ACH-000052,-0.41785386853
ACH-000053,-0.376459836381
ACH-000054,-0.364843383428
ACH-000055,-0.7814925650319999
ACH-000060,-0.6597825752300001
ACH-000067,-0.546239841091
ACH-000070,-0.44354881018299996
ACH-000075,-0.349697276427
ACH-000078,-0.20069843460499998
ACH-000082,-0.51153833641
ACH-000085,-0.634892659825
ACH-000086,-0.427140567922
ACH-000087,-0.17679041737999998
ACH-000092,-0.41092196589
ACH-000095,-0.587179278693
ACH-000097,-0.38565106993000003
ACH-000098,-0.299935956316
ACH-000099,-0.13238741694700001
ACH-000108,-0.248378503881
ACH-000113,-0.45312305249799995
ACH-000115,-0.33390535426999995
ACH-000116,-0.377862206924
ACH-000118,-0.627987657562
ACH-000120,-0.173034699329
ACH-000123,-0.48580101591799996
ACH-000127,-0.480429538243
ACH-000128,-0.08116052766760001
ACH-000132,-0.848884020097
ACH-000133,-0.511147273184
ACH-000137,-0.207971263834
ACH-000138,-0.45784614964599996
ACH-000142,-0.371561661021
ACH-000143,-0.337590235184
ACH-000146,-0.589549541944
ACH-000148,-0.5127232607100001
ACH-000150,-0.262034487298
ACH-000152,-0.533808618462
ACH-000153,0.0578164747255
ACH-000159,-0.408700343446
ACH-000160,-0.14268925105799998
ACH-000163,-0.6102985054860001
ACH-000167,-0.311943572372
ACH-000168,-0.741108452097
ACH-000169,-0.505964438537
ACH-000178,-0.5531684874989999
ACH-000182,-0.30765526369699997
ACH-000183,-0.7274487056910001
ACH-000188,-0.33120400019699997
ACH-000189,-0.27565282833
ACH-000190,-0.69870263247
ACH-000198,-0.332515270734
ACH-000204,-0.6136652877619999
ACH-000206,-0.5870072783
ACH-000207,-0.34314500765
ACH-000211,-0.485685614708
ACH-000215,-0.426863538595
ACH-000221,-0.16318735709899998
ACH-000222,-0.316834259269
ACH-000223,-0.574822276936
ACH-000226,-0.39544025055699994
ACH-000227,-0.610848550618
ACH-000228,-0.44825700164399995
ACH-000231,-0.605906006096
ACH-000232,-0.5088380555650001
ACH-000233,-0.446749946575
ACH-000234,-0.398739768464
ACH-000235,-0.325285390021
ACH-000237,-0.522556157904
ACH-000238,-0.263950230436
ACH-000243,-0.565670644809
ACH-000244,-0.872646908999
ACH-000246,-0.31872455291499996
ACH-000248,-0.48422761431199995
ACH-000250,-0.278282544507
ACH-000251,-0.459294151137
ACH-000253,-0.6851341287899999
ACH-000255,-0.37637824290700006
ACH-000256,-0.384401445823
ACH-000257,-0.9175062597399999
ACH-000258,-0.648291812536
ACH-000259,-0.176973654871
ACH-000260,-0.44595990191299995
ACH-000261,-0.346449074129
ACH-000262,-0.550064529231
ACH-000263,-0.21370356055599998
ACH-000264,-0.36552522464299997
ACH-000265,-0.392462589482
ACH-000266,-0.643035074037
ACH-000272,-0.304529654822
ACH-000273,-0.601061514352
ACH-000274,-0.714046024457
ACH-000277,-0.325608850618
ACH-000278,-0.360892872318
ACH-000279,-0.5429812806750001
ACH-000280,-0.38024997968099994
ACH-000281,-0.21281874969099998
ACH-000288,-0.310940491094
ACH-000291,-0.433933327668
ACH-000293,-0.48663026864299996
ACH-000294,-0.45668183649899996
ACH-000295,-0.32115139953899996
ACH-000296,-0.438754971938
ACH-000302,-0.211239343133
ACH-000304,-0.618410016048
ACH-000307,-0.44786228808399997
ACH-000308,-0.30467979039299997
ACH-000310,-0.496469043531
ACH-000311,-0.583968162538
ACH-000312,-0.234361810889
ACH-000315,-0.174893002589
ACH-000316,-0.503983992108
ACH-000317,-0.34662461600199995
ACH-000318,-0.205542678633
ACH-000319,-0.44864259638099996
ACH-000320,-0.466942712513
ACH-000322,-0.669251318798
ACH-000323,-0.549617192696
ACH-000324,-0.46378111326099997
ACH-000329,-0.652468559508
ACH-000330,-0.239523318638
ACH-000331,-0.580065953888
ACH-000332,-0.49475978396000003
ACH-000334,-0.655806147389
ACH-000335,-0.127991741281
ACH-000336,-0.40469554066
ACH-000337,-0.42923176759099996
ACH-000339,-0.41130615028800005
ACH-000341,-0.209696901483
ACH-000348,-0.7344334026360001
ACH-000350,-0.593243953834
ACH-000352,-0.432201722339
ACH-000356,-0.512082447701
ACH-000361,-0.63014578531
ACH-000362,-0.6203326618680001
ACH-000363,-0.621324932453
ACH-000364,-0.447667404037
ACH-000365,-0.30577772704
ACH-000366,-0.20834023719300002
ACH-000368,-0.6252395832100001
ACH-000374,-0.328006236545
ACH-000375,-0.359603943561
ACH-000376,-0.362299724508
ACH-000381,-0.49138457791400003
ACH-000383,-0.44481036193000006
ACH-000387,-0.575449257171
ACH-000389,-0.22246697355599998
ACH-000390,-0.35951748808399997
ACH-000393,-0.296400372777
ACH-000395,-0.23113440304299998
ACH-000397,-0.605332405819
ACH-000401,-0.327290756822
ACH-000402,-0.47435557111000004
ACH-000403,-0.47279632459700005
ACH-000404,-0.513292046458
ACH-000406,-0.5588125683899999
ACH-000407,-0.48935427443
ACH-000408,-0.334218676809
ACH-000410,-0.556422029654
ACH-000411,-0.06869210118369999
ACH-000414,-0.401096121496
ACH-000415,-0.39128144056100006
ACH-000416,-0.67995285543
ACH-000420,-0.6815835082439999
ACH-000421,-0.6931783400079999
ACH-000424,-0.23154416040800002
ACH-000425,-0.48202599981000005
ACH-000426,-0.8035016446780001
ACH-000427,-0.355165851185
ACH-000433,-0.510793981785
ACH-000436,-0.895023613736
ACH-000444,-0.463887755868
ACH-000445,-0.8418561231399999
ACH-000448,-0.445842690739
ACH-000450,-0.5643737319250001
ACH-000452,-0.296718467238
ACH-000454,-0.33820086453500003
ACH-000458,-0.39630415475999997
ACH-000459,-0.390515589421
ACH-000460,-0.566781818041
ACH-000461,-0.0661892113223
ACH-000463,-0.268309525276
ACH-000464,-0.718607131152
ACH-000466,-0.29671987018199997
ACH-000467,-0.524541879285
ACH-000468,-0.13430624685
ACH-000469,-0.7032482824099999
ACH-000470,-0.426170564603
ACH-000471,-0.199665882214
ACH-000472,-0.315503901869
ACH-000473,-0.422917461993
ACH-000475,-0.24829801317699998
ACH-000476,-0.512079344559
ACH-000477,-0.46169640635799997
ACH-000480,-0.32350373301
ACH-000481,-0.855046667947
ACH-000483,-0.274585799691
ACH-000484,-0.427959124987
ACH-000485,-0.683352635475
ACH-000486,-0.269830195939
ACH-000487,-0.636642719449
ACH-000488,-0.37327097287199995
ACH-000490,-0.7576082840100001
ACH-000491,-0.42573714236599997
ACH-000495,-0.388612478799
ACH-000496,-0.456606947761
ACH-000499,-0.456788545543
ACH-000500,-0.0705144916983
ACH-000502,-0.283358546234
ACH-000503,-0.503236839006
ACH-000505,-0.361878319581
ACH-000507,-0.497593440609
ACH-000510,-0.42196979207699997
ACH-000511,-0.576113553944
ACH-000512,-0.604151889128
ACH-000516,-0.36906553493600003
ACH-000517,-0.391808855657
ACH-000518,-0.413465229212
ACH-000520,-0.24157351827
ACH-000521,-0.455247369085
ACH-000522,-0.38613172876400004
ACH-000524,-0.45504646496600004
ACH-000527,-0.19841524238299998
ACH-000528,-0.24603512844300002
ACH-000537,-0.529700087677
ACH-000541,-0.506964994914
ACH-000542,-0.432910854516
ACH-000544,-0.493712549256
ACH-000545,-0.359267427452
ACH-000547,-0.533147507111
ACH-000548,-0.46422755327200005
ACH-000549,-0.44479599210799997
ACH-000550,-0.45451377006399996
ACH-000552,-0.41876541458300004
ACH-000556,-0.353029270157
ACH-000557,-0.757708711285
ACH-000570,-0.459912905755
ACH-000571,-0.534613397261
ACH-000573,-0.275037693122
ACH-000576,-0.6998346918199999
ACH-000580,-0.650860348962
ACH-000584,-0.20213293127999998
ACH-000585,-0.352430334726
ACH-000588,-0.510867407278
ACH-000589,-0.240296685502
ACH-000591,-0.43303015643700005
ACH-000593,-0.489657075291
ACH-000600,-0.14696311270600002
ACH-000601,-0.436091553143
ACH-000604,-0.443969083184
ACH-000605,-0.259351469719
