,GREB1 (9687)
ACH-000004,0.0450921080049
ACH-000007,0.0343511901419
ACH-000009,0.05646768194040001
ACH-000011,0.00326836210357
ACH-000012,0.180153017486
ACH-000013,0.033580178053900005
ACH-000014,0.148678347821
ACH-000015,0.0376597312145
ACH-000017,-0.162616990686
ACH-000018,0.0657825273059
ACH-000019,0.0824789901497
ACH-000021,0.184588019948
ACH-000022,-0.05935477430530001
ACH-000025,-0.035209662902
ACH-000028,0.17988584441
ACH-000030,0.13005036208100001
ACH-000035,0.29528086533799996
ACH-000036,0.180321904564
ACH-000037,0.0220441120433
ACH-000039,0.41993996729099997
ACH-000040,0.101787504726
ACH-000041,0.11521597381200001
ACH-000042,0.0780081457108
ACH-000045,0.06426674521980001
ACH-000047,0.08113480248669999
ACH-000052,0.223189645659
ACH-000053,0.06417549402150001
ACH-000054,0.139582999394
ACH-000055,-0.148095581704
ACH-000060,0.121014210764
ACH-000067,0.12394775262
ACH-000070,-0.00183179211679
ACH-000075,-0.358820483842
ACH-000078,0.119773056333
ACH-000082,0.0269406672858
ACH-000085,0.23590669348499999
ACH-000086,0.15315240461899998
ACH-000087,0.255009532641
ACH-000092,-0.018224032021599997
ACH-000095,0.136929650328
ACH-000097,0.0982445788696
ACH-000098,0.147170562259
ACH-000099,0.110709218246
ACH-000108,0.053643374776300004
ACH-000113,-0.0817195045138
ACH-000115,0.08405990314369999
ACH-000116,0.0906271536437
ACH-000118,0.176755146154
ACH-000120,0.08037316126069999
ACH-000123,0.16019347283500002
ACH-000127,0.0418352948545
ACH-000128,-0.054496446684499995
ACH-000132,0.0818854497666
ACH-000133,0.0140993536146
ACH-000137,0.0807826182015
ACH-000138,0.270869051091
ACH-000142,-0.004262838030389999
ACH-000143,0.100874546217
ACH-000146,0.0617653384251
ACH-000148,0.06384567383909999
ACH-000150,0.126425279645
ACH-000152,-0.014353794532000001
ACH-000153,0.40612729697300004
ACH-000159,0.18409480587699997
ACH-000160,0.166979761446
ACH-000163,0.041395976557
ACH-000167,0.144674667071
ACH-000168,0.119555228277
ACH-000169,-0.044007609039500004
ACH-000178,0.18946413382599997
ACH-000182,0.05210582008169999
ACH-000183,-0.139063953191
ACH-000188,0.00655870315809
ACH-000189,-0.029241865929900003
ACH-000190,0.131588423606
ACH-000198,-0.00544694911429
ACH-000204,-0.07700531018330001
ACH-000206,0.115151381871
ACH-000207,-0.183534360983
ACH-000211,0.0819026081669
ACH-000215,-0.0024184922905700003
ACH-000221,0.234678728271
ACH-000222,0.218399288393
ACH-000223,0.159713954801
ACH-000226,0.0687976723453
ACH-000227,-0.0456945215446
ACH-000228,0.222563057383
ACH-000231,0.14123262707599998
ACH-000232,0.207504864282
ACH-000233,-0.00855889037653
ACH-000234,-0.124387354955
ACH-000235,0.00845521382362
ACH-000237,0.128119902194
ACH-000238,-0.0982906492712
ACH-000243,0.169085820891
ACH-000244,0.256397663522
ACH-000246,0.00447510042493
ACH-000248,-0.0774202168445
ACH-000250,0.04249342298619999
ACH-000251,0.0235208093571
ACH-000253,-0.0527772698437
ACH-000255,0.261398263992
ACH-000256,0.14145335562300002
ACH-000257,0.355297818878
