,GUK1 (2987)
ACH-000410,-1.82468227317
ACH-000411,-1.28573572384
ACH-000414,-1.3410111455299998
ACH-000415,-1.50410109137
ACH-000416,-1.60693616528
ACH-000420,-1.47142626252
ACH-000421,-1.6063768450799998
ACH-000424,-1.2927701952500001
ACH-000425,-1.6345884831200002
ACH-000426,-1.4276943360499998
ACH-000427,-1.4485672857799998
ACH-000433,-1.14269811336
ACH-000436,-1.4923108572100001
ACH-000444,-1.3191885673000001
ACH-000445,-1.2742549271899999
ACH-000448,-1.53826542745
ACH-000450,-1.7360811957900002
ACH-000452,-1.8216737190999999
ACH-000454,-1.45664989218
ACH-000458,-1.44538119546
ACH-000459,-0.873749248875
ACH-000460,-1.4859370964399998
ACH-000461,-1.6018215234
ACH-000463,-1.2223515138299998
ACH-000464,-1.64111397061
ACH-000466,-1.88724828873
ACH-000467,-1.42672036032
ACH-000468,-1.66152254744
ACH-000469,-1.37945680261
ACH-000470,-1.8011291540599998
ACH-000471,-1.64324016995
ACH-000472,-1.91312994543
ACH-000473,-1.4655893398700002
ACH-000475,-1.46037430292
ACH-000476,-1.61670619505
ACH-000477,-1.3936576020299998
ACH-000480,-1.38084703278
ACH-000481,-1.8221495413799997
ACH-000483,-1.2764019138299998
ACH-000484,-1.29392016747
ACH-000485,-1.51359331391
ACH-000486,-1.38787226971
ACH-000487,-1.28304500342
ACH-000488,-1.30440798237
ACH-000490,-1.32446638722
ACH-000491,-1.34463233351
ACH-000495,-1.69705747637
ACH-000496,-1.49749658409
ACH-000499,-1.3153239563899999
ACH-000500,-1.72578674676
ACH-000502,-1.4454818541799999
ACH-000503,-0.975353904557
ACH-000505,-1.7685964563299998
ACH-000507,-1.5004369602399998
ACH-000510,-1.7496093373800001
ACH-000511,-1.54084206956
ACH-000512,-1.79996942553
ACH-000516,-0.8289346166320001
ACH-000517,-1.70193678507
ACH-000518,-1.4981577391799998
ACH-000520,-1.5261727694799998
ACH-000521,-1.79693191553
ACH-000522,-1.7098558739899998
ACH-000524,-1.04106496942
ACH-000527,-1.50941096074
ACH-000528,-1.33907951137
ACH-000537,-1.2208079075700002
ACH-000541,-1.61728607158
ACH-000542,-1.56751555117
ACH-000544,-1.2757443489799998
ACH-000545,-1.6914862892700002
ACH-000547,-1.34042651229
ACH-000548,-1.4561447020299998
ACH-000549,-1.3684001365799998
ACH-000550,-1.79338884716
ACH-000552,-1.4047143780899998
ACH-000556,-1.64356729257
ACH-000557,-1.8129589244
ACH-000570,-1.42401959113
ACH-000571,-1.94416567732
ACH-000573,-1.40717126141
ACH-000576,-1.28647445157
ACH-000580,-1.28612171857
ACH-000584,-1.6115063165299999
ACH-000585,-1.5328120173
ACH-000588,-1.6411429693200001
ACH-000589,-1.53970186637
ACH-000591,-1.2650807182
ACH-000593,-1.6463364198
ACH-000600,-1.46025007068
ACH-000601,-1.30457579662
ACH-000604,-2.011286395
ACH-000605,-1.7711232933400003
ACH-000606,-1.41340120186
ACH-000608,-0.8501730634100001
ACH-000614,-1.6014424028
ACH-000616,-1.6254614758500001
ACH-000618,-1.43505346882
ACH-000619,-1.59405804604
ACH-000620,-1.5062363331200002
ACH-000621,-1.31432810219
ACH-000622,-1.3134176630399998
ACH-000623,-1.27077213796
ACH-000624,-1.53825890554
ACH-000627,-1.70391118583
ACH-000630,-1.5646662530200002
ACH-000632,-1.6956031019600002
ACH-000633,-1.4689839033899998
ACH-000637,-1.23594916472
ACH-000638,-1.50619037752
ACH-000646,-1.2471182624600001
ACH-000647,-1.59485302845
ACH-000648,-1.25369216375
ACH-000649,-1.55904847805
ACH-000651,-1.63190609833
ACH-000652,-1.42771757944
ACH-000653,-1.63286875984
ACH-000657,-1.40620192468
ACH-000658,-1.7567068108500001
ACH-000661,-1.0812894894399998
ACH-000662,-1.8156488860099997
ACH-000663,-1.3906333834600002
ACH-000665,-1.57858081078
ACH-000671,-1.64476708467
ACH-000673,-1.63505073463
ACH-000676,-1.5817031325100002
ACH-000677,-1.3789418390000001
ACH-000681,-1.48385378417
ACH-000682,-1.5562726408899998
ACH-000683,-1.6934312626299999
ACH-000684,-1.4909176128100001
ACH-000688,-1.3651360166600002
ACH-000693,-1.3610310021799998
ACH-000694,-1.50175835906
ACH-000695,-1.5700702680399998
ACH-000696,-1.3962500519299998
ACH-000697,-1.10414671862
ACH-000699,-1.29367223974
ACH-000701,-1.4762008850200001
ACH-000706,-1.5858259211399999
ACH-000711,-1.4882991087000002
ACH-000713,-1.51738654079
ACH-000714,-1.7004063366799997
ACH-000718,-1.5688800757299999
ACH-000720,-1.4982904499899998
ACH-000721,-1.6224911642200002
ACH-000724,-1.18696034354
ACH-000725,-0.879235227704
ACH-000732,-1.37444327454
ACH-000734,-1.52178783421
ACH-000735,-1.49681526607
ACH-000736,-1.27971387873
ACH-000738,-1.4540415472
ACH-000746,-1.7148053518900002
ACH-000747,-1.29824723281
ACH-000748,-1.53233097186
ACH-000753,-1.49918214865
ACH-000756,-1.14339414296
ACH-000757,-1.63452177352
ACH-000758,-1.4998268569100002
ACH-000760,-1.4793032645700002
ACH-000763,-1.0487746694700002
ACH-000764,-1.69008528375
ACH-000765,-1.7994675013900003
ACH-000766,-1.6184048824500001
ACH-000767,-2.05343693783
ACH-000768,-1.49249358199
ACH-000769,-1.5256500460100002
ACH-000770,-1.5031297134900001
ACH-000771,-1.4471198340600002
ACH-000773,-1.25095866387
ACH-000776,-1.3791413067299998
ACH-000777,-1.47912316628
ACH-000778,-1.51064224169
ACH-000781,-1.5273415179499998
ACH-000782,-1.47357786027
ACH-000783,-1.5166183209900002
ACH-000784,-1.64046504245
ACH-000785,-1.20624240042
ACH-000787,-1.7186481801900002
ACH-000788,-1.5352627642299999
ACH-000791,-1.6517444691299998
ACH-000792,-1.39646843132
ACH-000794,-1.51987316857
ACH-000796,-1.5255382906000001
ACH-000799,-1.1897498686499999
ACH-000800,-1.67224888873
ACH-000802,-1.52400426111
ACH-000804,-1.3702282003100001
ACH-000805,-1.60105800205
ACH-000809,-1.5585822413
ACH-000810,-1.5903961745500002
ACH-000811,-1.5771665279
ACH-000817,-1.2280680584700001
ACH-000819,-1.6106619260600001
ACH-000820,-1.6088617563699998
ACH-000821,-1.3133756689700002
ACH-000822,-1.81262223013
ACH-000823,-1.64260995757
ACH-000824,-1.8961838742
ACH-000827,-1.3440066957799999
ACH-000829,-1.47441653635
ACH-000831,-1.18471937876
ACH-000832,-1.4915207332499998
ACH-000833,-1.6161922728
ACH-000834,-1.60019754338
ACH-000835,-1.4537581803600002
ACH-000836,-1.7323934836300001
ACH-000837,-1.62274272141
ACH-000838,-1.47765614242
ACH-000839,-1.7157185337099998
ACH-000840,-1.69635881424
ACH-000841,-1.4745894598299998
ACH-000843,-1.53222590389
ACH-000846,-1.61743498514
ACH-000847,-1.5196218745200003
ACH-000848,-1.51974364833
ACH-000849,-1.7011674818
ACH-000851,-1.4095349953299998
ACH-000855,-1.53570770511
ACH-000856,-1.35548790011
ACH-000858,-1.3892751759600002
ACH-000859,-1.74417994677
ACH-000861,-1.56230001427
ACH-000862,-1.64070102633
ACH-000865,-1.49039371301
ACH-000866,-1.4216697160299998
ACH-000867,-1.31823846864
ACH-000869,-1.63779143806
ACH-000872,-1.5593868015999999
ACH-000873,-1.52884570602
ACH-000876,-0.893635312197
ACH-000878,-1.52333056484
ACH-000880,-1.25750705694
ACH-000881,-1.40499398749
ACH-000882,-1.2360876993899998
ACH-000884,-1.6577950187700001
ACH-000885,-1.5084879076299997
ACH-000887,-1.60305412627
ACH-000888,-1.8029008044400001
ACH-000889,-1.61818827035
ACH-000890,-1.7363117148900002
ACH-000896,-1.50730339701
ACH-000898,-1.41891963393
ACH-000900,-1.57407703572
ACH-000901,-1.69046456174
ACH-000905,-1.64456890205
ACH-000906,-1.6388883500100002
ACH-000907,-1.08017574618
ACH-000910,-1.53744533955
ACH-000911,-1.36627615137
ACH-000912,-1.3198265685600001
ACH-000913,-1.64063888011
ACH-000915,-1.53251035699
ACH-000916,-1.69469307738
ACH-000917,-1.49938439743
ACH-000921,-1.52760908907
ACH-000924,-1.7566461592099998
ACH-000926,-1.79997673877
ACH-000928,-1.3123439294900001
ACH-000929,-1.74315336569
ACH-000932,-1.4266056332100001
ACH-000935,-1.08312192135
ACH-000936,-1.70468051296
ACH-000937,-1.6499094932799998
ACH-000938,-1.3893414343000001
ACH-000939,-1.82594312224
ACH-000941,-1.447255696
ACH-000943,-1.4607805266999998
ACH-000946,-1.24653614674
ACH-000947,-1.33011598624
ACH-000948,-1.31068448682
ACH-000950,-1.75609256714
ACH-000953,-1.6920873203100002
ACH-000957,-1.5251885475799998
ACH-000958,-1.2556890358
ACH-000960,-1.5852935278100002
ACH-000963,-1.7545971124000002
ACH-000968,-1.55060231771
ACH-000969,-1.6970782196599998
ACH-000973,-1.56906730093
ACH-000974,-1.4157775049399999
ACH-000975,-1.7965043100599998
ACH-000976,-1.6782681203799998
ACH-000978,-1.2232073420799998
ACH-000980,-1.5330441098899998
ACH-000984,-1.7440428788299998
ACH-000986,-1.40816561188
ACH-000988,-1.59435059005
ACH-000993,-1.14777528545
ACH-000994,-1.4229339558399998
ACH-000996,-1.5762207979299998
ACH-001001,-1.6661077987200001
ACH-001020,-1.6744313051700002
ACH-001028,-1.47847098808
ACH-001031,-1.32545872135
ACH-001038,-1.56052019516
ACH-001048,-1.57754371179
ACH-001050,-1.60084717516
ACH-001053,-1.71577478889
ACH-001054,-1.47513103657
ACH-001061,-1.62288135269
ACH-001067,-1.3834604088100002
ACH-001075,-1.3552963237200002
ACH-001096,-1.3067556641
ACH-001128,-1.53155755625
ACH-001134,-1.10526654696
ACH-001151,-1.49474443403
ACH-001163,-1.65889193431
ACH-001164,-1.38402442796
ACH-001173,-1.4658445892299998
ACH-001183,-1.0390790650700001
ACH-001184,-1.4600137273299998
ACH-001190,-1.73042372167
ACH-001192,-1.5173120773
ACH-001193,-1.7006032646399998
ACH-001196,-1.26946071172
ACH-001197,-1.2854536813
ACH-001205,-1.11740517597
ACH-001211,-1.3653840991400001
ACH-001212,-1.6997091844
ACH-001228,-1.77313558932
ACH-001232,-1.5050731376299997
ACH-001239,-1.61192542567
ACH-001274,-1.43255967081
ACH-001275,-1.46834791465
ACH-001277,-1.42099726058
ACH-001278,-1.54991855986
ACH-001280,-1.12157471734
ACH-001283,-1.4788804316799997
ACH-001289,-1.42748133478
ACH-001295,-1.5967316208700002
ACH-001300,-1.4227321953299998
ACH-001301,-1.48940398997
ACH-001302,-1.83101271426
ACH-001303,-1.3131403011299998
ACH-001306,-1.3670184287
ACH-001318,-1.55027043378
ACH-001322,-1.72013713896
ACH-001328,-1.4273554447
ACH-001332,-1.7464835385
ACH-001333,-1.90484479155
ACH-001336,-1.64229765276
ACH-001340,-1.3141833933700002
ACH-001346,-1.33580244067
ACH-001353,-1.65236813334
ACH-001354,-1.27049753596
ACH-001367,-1.85954144558
ACH-001368,-1.4903896631
ACH-001374,-1.67605016143
ACH-001375,-1.81989743652
ACH-001377,-1.2276415320799998
ACH-001380,-1.4607549428400002
ACH-001391,-1.71294294158
ACH-001407,-1.6114795117899998
ACH-001408,-1.43031723188
ACH-001413,-1.39861262143
ACH-001430,-1.8808924670599998
ACH-001431,-1.494015731
ACH-001450,-1.4927945885799998
ACH-001496,-1.66255851014
ACH-001500,-1.67594754348
ACH-001521,-1.02461020505
ACH-001523,-1.3151537102200002
ACH-001532,-1.3576740253
ACH-001536,-1.60657720692
ACH-001550,-1.7296243697
ACH-001552,-1.33819827038
ACH-001554,-1.34968040511
ACH-001645,-1.34018355905
ACH-001654,-1.5635090140299999
ACH-001715,-1.52777806799
ACH-001735,-1.48836699521
ACH-001736,-1.3449049598700002
ACH-001737,-1.34404599359
ACH-001740,-1.28878693438
ACH-001745,-1.47158157288
ACH-001750,-1.4287027072
ACH-001765,-1.5468560846500001
ACH-001956,-1.1610779284700001
ACH-001957,-1.59769716557
