,GSG2 (83903)
ACH-000004,0.0062238418874
ACH-000007,0.0675887287937
ACH-000009,-0.22697737409200003
ACH-000011,-0.22635100333
ACH-000012,-0.337491755665
ACH-000013,-0.113329374704
ACH-000014,0.0055927971464599996
ACH-000015,-0.258663195926
ACH-000017,-0.09738850003039999
ACH-000018,-0.055803524056199996
ACH-000019,-0.155567180937
ACH-000021,-0.111082086222
ACH-000022,-0.157810935221
ACH-000025,-0.10912684356699999
ACH-000028,-0.0728910556035
ACH-000030,0.0166665564118
ACH-000035,0.008229958885050001
ACH-000036,-0.134217870053
ACH-000037,-0.21967275881499998
ACH-000039,-0.06497815536830001
ACH-000040,-0.31406124660100004
ACH-000041,-0.351284347351
ACH-000042,-0.263631649504
ACH-000045,-0.277469346729
ACH-000047,-0.058121361394300006
ACH-000052,-0.126860683866
ACH-000053,-0.0429349167065
ACH-000054,-0.033337732768200005
ACH-000055,-0.09303754486549999
ACH-000060,-0.372979454323
ACH-000067,-0.33324317301199996
ACH-000070,-0.07934464242480001
ACH-000075,0.000661693872459
ACH-000078,-0.0008312382574489999
ACH-000082,-0.307814255193
ACH-000085,-0.15615145673800002
ACH-000086,-0.107198561551
ACH-000087,-0.176348989719
ACH-000092,-0.039176348014599995
ACH-000095,-0.132528203202
ACH-000097,-0.365923114556
ACH-000098,-0.131169977003
ACH-000099,-0.176984684905
ACH-000108,-0.0598424975975
ACH-000113,-0.128056194248
ACH-000115,0.018397643819099998
ACH-000116,-0.306044575906
ACH-000118,-0.106792717515
ACH-000120,-0.172580811011
ACH-000123,-0.217538340848
ACH-000127,-0.150813194019
ACH-000128,-0.137518940616
ACH-000132,-0.101593067949
ACH-000133,-0.24287973821199998
ACH-000137,-0.0870162144328
ACH-000138,-0.0729557003907
ACH-000142,-0.00873326953183
ACH-000143,0.129587004809
ACH-000146,-0.5029573976780001
ACH-000148,-0.11080997804300001
ACH-000150,-0.411573386982
ACH-000152,-0.176111140295
ACH-000153,-0.0353059213923
ACH-000159,0.009865812865639999
ACH-000160,0.301108908977
ACH-000163,0.0063221066866700005
ACH-000167,0.31417023783500003
ACH-000168,-0.148310281642
ACH-000169,-0.42848254783100004
ACH-000178,-0.08987408705450001
ACH-000182,-0.32655847644
ACH-000183,-0.118810257711
ACH-000188,-0.023441778697900005
ACH-000189,0.11625939023
