,ISY1 (57461)
ACH-000929,-0.9589327755570001
ACH-000932,-1.34974840771
ACH-000935,-1.34784553739
ACH-000936,-1.2695300596799999
ACH-000937,-1.4090201655
ACH-000938,-1.09151653277
ACH-000939,-1.4117889379700002
ACH-000941,-1.14673380059
ACH-000943,-1.23454321233
ACH-000946,-1.24182206108
ACH-000947,-1.33783544249
ACH-000948,-1.35710557065
ACH-000950,-1.19430632779
ACH-000953,-1.18734419686
ACH-000957,-1.12096269723
ACH-000958,-1.3437902044
ACH-000960,-1.2978172902200003
ACH-000963,-1.1256963200799999
ACH-000968,-1.12983011182
ACH-000969,-1.2688888402299998
ACH-000973,-1.26462961374
ACH-000974,-1.6976766246200001
ACH-000975,-1.5599613272200001
ACH-000976,-1.09800097305
ACH-000978,-1.33213271356
ACH-000980,-1.3193654344299999
ACH-000984,-1.40999392041
ACH-000986,-1.14504262167
ACH-000988,-1.05536380315
ACH-000993,-1.30410506604
ACH-000994,-1.2604907383700001
ACH-000996,-1.2188665434700001
ACH-001001,-1.2574738997
ACH-001020,-1.40284073803
ACH-001028,-1.36273211639
ACH-001031,-1.4650806671899999
ACH-001038,-1.55740766026
ACH-001048,-1.09678769297
ACH-001050,-1.1720218186700002
ACH-001053,-1.02406239923
ACH-001054,-1.3360813138299998
ACH-001061,-1.33333783765
ACH-001067,-1.5420054816600002
ACH-001075,-1.16401865281
ACH-001096,-1.3130559274299998
ACH-001128,-1.3609480407700003
ACH-001134,-1.26319009608
ACH-001151,-1.41622844443
ACH-001163,-1.30492929442
ACH-001164,-1.28874000675
ACH-001173,-1.3541039410100002
ACH-001183,-1.0387573720999999
ACH-001184,-1.39373406857
ACH-001190,-1.33763176225
ACH-001192,-1.37108925149
ACH-001193,-0.9998021290029999
ACH-001196,-1.27315713437
ACH-001197,-1.25916004975
ACH-001205,-1.3423381485299999
ACH-001211,-1.72348199755
ACH-001212,-1.13929256135
ACH-001228,-1.06873716075
ACH-001232,-1.13695047654
ACH-001239,-1.3881462686200001
ACH-001274,-1.14374079649
ACH-001275,-1.31868164558
ACH-001277,-1.3327058247299999
ACH-001278,-1.33264008268
ACH-001280,-1.4266290897100002
ACH-001283,-1.28386757354
ACH-001289,-1.3985274416999998
ACH-001295,-1.52784368574
ACH-001300,-1.47252328261
ACH-001301,-1.2007295452700002
ACH-001302,-1.18198680725
ACH-001303,-1.46537951616
ACH-001306,-1.2899696874200002
ACH-001318,-1.1725639243500001
ACH-001322,-1.24469076854
ACH-001328,-0.89619245736
ACH-001332,-0.813572921461
ACH-001333,-1.23122768742
ACH-001336,-0.984563770652
ACH-001340,-1.29979613036
ACH-001346,-1.0484157955700002
ACH-001353,-1.3437755011899999
ACH-001354,-1.2570051267
ACH-001367,-1.3113104548299999
ACH-001368,-1.5187322038799997
ACH-001374,-1.28796994105
ACH-001375,-1.2969139107799998
ACH-001377,-1.26911982169
ACH-001380,-1.57692620917
ACH-001391,-1.4705969760100002
ACH-001407,-1.1678135938299998
ACH-001408,-1.0828832742799999
ACH-001413,-1.32017979541
ACH-001430,-1.5141731826499998
ACH-001431,-1.4155225808899998
ACH-001450,-1.1245069965899999
ACH-001496,-1.4941804752899999
ACH-001500,-1.24202624464
ACH-001521,-1.03164901676
ACH-001523,-1.0124197643200001
ACH-001532,-1.5151463539899999
ACH-001536,-1.22598537628
ACH-001550,-1.4193444112600002
ACH-001552,-1.3368468043100001
ACH-001554,-1.37988699233
ACH-001645,-1.4899702866
ACH-001654,-1.0944302322200001
ACH-001715,-1.1224606115
ACH-001735,-1.2566273817799998
ACH-001736,-1.29522346319
ACH-001737,-1.5534353460499999
ACH-001740,-0.994084151036
ACH-001745,-1.1780438983600001
ACH-001750,-1.29094291957
ACH-001765,-1.40651413185
ACH-001956,-1.23057067173
ACH-001957,-1.20698371525
