,ISY1 (57461)
ACH-000004,-1.28473223196
ACH-000007,-1.1657877051799999
ACH-000009,-1.0980242353
ACH-000011,-1.19224333124
ACH-000012,-1.23087628753
ACH-000013,-1.1059370135
ACH-000014,-1.25742976355
ACH-000015,-1.19164619581
ACH-000017,-1.6426826682799998
ACH-000018,-1.03157933674
ACH-000019,-1.2390603417200001
ACH-000021,-1.41980906988
ACH-000022,-1.08523125439
ACH-000025,-1.1503294089
ACH-000028,-1.0717117300599999
ACH-000030,-1.09076598644
ACH-000035,-1.24157868685
ACH-000036,-1.2699026230700001
ACH-000037,-1.3319943670899999
ACH-000039,-1.19380584372
ACH-000040,-1.1562080371799999
ACH-000041,-1.22962655701
ACH-000042,-1.03150462332
ACH-000045,-1.31473310682
ACH-000047,-1.35335072086
ACH-000052,-1.41168873277
ACH-000053,-1.27994984807
ACH-000054,-1.16490644243
ACH-000055,-1.2828586478200001
ACH-000060,-1.0914709529200002
ACH-000067,-1.207540087
ACH-000070,-1.37621753727
ACH-000075,-1.23822505326
ACH-000078,-1.1637949572600002
ACH-000082,-1.5608559411200003
ACH-000085,-0.988625051672
ACH-000086,-1.0944212958
ACH-000087,-1.22300894366
ACH-000092,-1.15170977185
ACH-000095,-1.5119118545200003
ACH-000097,-1.27601269318
ACH-000098,-1.11265628922
ACH-000099,-1.35306086787
ACH-000108,-1.1735108023899998
ACH-000113,-1.4310201888499998
ACH-000115,-1.55436501381
ACH-000116,-1.32451354058
ACH-000118,-1.0938925690899999
ACH-000120,-1.17061427568
ACH-000123,-1.33080065561
ACH-000127,-1.13014118449
ACH-000128,-1.1407986119600002
ACH-000132,-1.75833833979
ACH-000133,-1.2005003753499999
ACH-000137,-1.1762258005500001
ACH-000138,-1.06013616526
ACH-000142,-1.12568327
ACH-000143,-1.3110334352700002
ACH-000146,-1.32924348581
ACH-000148,-1.12865282698
ACH-000150,-1.2517797210100001
ACH-000152,-1.2208706765000001
ACH-000153,-1.31755685038
ACH-000159,-1.54427940018
ACH-000160,-1.3264273914799998
ACH-000163,-0.9433838602200002
ACH-000167,0.270763155846
ACH-000168,-1.0743314697600002
ACH-000169,-1.2303115472600001
ACH-000178,-1.18757958359
ACH-000182,-1.39259764198
ACH-000183,-1.3855912140900002
ACH-000188,-1.24035899754
ACH-000189,-0.8878320860719999
ACH-000190,-1.34090340009
ACH-000198,-1.32775784699
ACH-000204,-1.3216733134799998
ACH-000206,-1.16992027327
ACH-000207,-1.33840449704
ACH-000211,-1.0220745513200002
ACH-000215,-1.3792587121000002
ACH-000221,-1.3138878459799999
ACH-000222,-1.2356394721500001
ACH-000223,-1.23775072091
ACH-000226,-1.08360084005
ACH-000227,-1.80733256557
ACH-000228,-1.264116044
ACH-000231,-1.4123564193
ACH-000232,-1.54404230079
ACH-000233,-1.16915897511
ACH-000234,-1.49895488361
ACH-000235,-1.29034609185
ACH-000237,-1.29482069001
ACH-000238,-0.890559993205
ACH-000243,-0.965182436298
ACH-000244,-1.08630148105
ACH-000246,-1.16287015285
ACH-000248,-1.38029294236
ACH-000250,-1.33237290851
ACH-000251,-0.9940124991310001
ACH-000253,-1.2539340524299998
ACH-000255,-1.0671286199299999
ACH-000256,-1.16240007191
ACH-000257,-1.31501110621
ACH-000258,-1.2799268132700001
ACH-000259,-1.20366493309
ACH-000260,-1.19657583565
ACH-000261,-1.1441263082200002
ACH-000262,-1.0441247102200002
ACH-000263,-1.5251879022400001
ACH-000264,-1.592732281
ACH-000265,-1.15612404726
ACH-000266,-1.2546458227500001
ACH-000272,-1.13888289705
ACH-000273,-0.9188226525290001
ACH-000274,-1.43613646859
ACH-000277,-1.25850932192
ACH-000278,-1.1614534590899999
ACH-000279,-1.7518067511900002
ACH-000280,-1.16852623395
ACH-000281,-1.3627435780300001
ACH-000288,-1.26928439513
ACH-000291,-1.32116937072
ACH-000293,-1.17991071363
ACH-000294,-1.14710526713
ACH-000295,-1.0898878045
ACH-000296,-1.03786624903
ACH-000302,-1.4751490529299998
ACH-000304,-1.0789439236
ACH-000307,-1.0
ACH-000308,-1.25521384402
ACH-000310,-1.59925702387
ACH-000311,-1.24207908531
ACH-000312,-1.09788784459
ACH-000315,-1.21138551575
ACH-000316,-1.01959844821
ACH-000317,-1.1221993470799998
ACH-000318,-1.2549259549299998
ACH-000319,-1.17955004888
ACH-000320,-1.1852032374700001
ACH-000322,-1.37826301632
ACH-000323,-1.19606745915
ACH-000324,-1.24717702638
ACH-000329,-1.30659469618
ACH-000330,-1.00533457971
ACH-000331,-1.12520923237
ACH-000332,-1.07594592482
ACH-000334,-1.62745016034
ACH-000335,-1.0593917865
ACH-000336,-1.44281602607
ACH-000337,-1.09232611574
ACH-000339,-1.25510891013
ACH-000341,-1.3141891719
ACH-000348,-1.11456037285
ACH-000350,-1.02703188387
ACH-000352,-1.31331864231
ACH-000356,-1.1436660834
ACH-000361,-1.06010683494
ACH-000362,-1.40716581588
ACH-000363,-1.4088718180700002
ACH-000364,-1.2704022851299999
ACH-000365,-1.54437014756
ACH-000366,-1.4303686645299998
ACH-000368,-1.02816110488
ACH-000374,-1.07955922877
ACH-000375,-1.3750405957
ACH-000376,-1.23341518656
ACH-000381,-1.16624225005
ACH-000383,-1.41658672645
ACH-000387,-1.42026171088
ACH-000389,-1.08817731176
ACH-000390,-1.4574517984
ACH-000393,-1.28533832466
ACH-000395,-1.21232307369
ACH-000397,-1.2335060751
ACH-000401,-0.983577578588
ACH-000402,-1.21087648813
ACH-000403,-1.1585510926
ACH-000404,-1.0319657575399999
ACH-000406,-1.37452087773
ACH-000407,-1.3431114115399998
ACH-000408,-0.9849787489
ACH-000410,-1.3121301779999999
ACH-000411,-1.13366656936
ACH-000414,-1.1794781924200002
ACH-000415,-1.13714109724
ACH-000416,-1.25553071213
ACH-000420,-1.05596549912
ACH-000421,-1.15821092452
ACH-000424,-1.32463585228
ACH-000425,-1.13501111979
ACH-000426,-1.06257142474
ACH-000427,-1.44072059872
ACH-000433,-1.2633365087000001
ACH-000436,-1.25194376364
ACH-000444,-1.08975095969
ACH-000445,-1.08621693096
ACH-000448,-1.4589780629299998
ACH-000450,-1.14164326253
ACH-000452,-1.0524110398
ACH-000454,-0.908738562045
ACH-000458,-1.12703161925
ACH-000459,-2.25464647103
ACH-000460,-1.1044547658
ACH-000461,-1.3483187366799998
ACH-000463,-1.10143974526
ACH-000464,-1.13516480699
ACH-000466,-1.04078458014
ACH-000467,-1.1845352843799999
ACH-000468,-1.2267845935100001
ACH-000469,-1.16974248901
ACH-000470,-1.51514979884
ACH-000471,-1.30428889111
ACH-000472,-1.18000223764
ACH-000473,-0.9126333659970001
ACH-000475,-1.3863242806799998
ACH-000476,-1.29889105385
ACH-000477,-1.17825403554
ACH-000480,-1.14454553277
ACH-000481,-1.28171438654
ACH-000483,-1.46821160789
ACH-000484,-1.15676415698
ACH-000485,-1.2769056579200002
ACH-000486,-1.26265327284
ACH-000487,-1.33536796635
ACH-000488,-1.1289239144499998
ACH-000490,-1.1014694982100002
ACH-000491,-1.4000368105899998
ACH-000495,-0.8755269921050001
ACH-000496,-1.15206736647
ACH-000499,-1.07532807797
ACH-000500,-1.40924810717
ACH-000502,-1.10406175705
ACH-000503,-0.930606118782
ACH-000505,-1.20348150177
ACH-000507,-1.30863964559
ACH-000510,-1.2003987056899998
ACH-000511,-1.0734574238099999
ACH-000512,-1.4121928546
ACH-000516,-1.24756259245
ACH-000517,-1.0353189199600001
ACH-000518,-1.11602995335
ACH-000520,-1.4393864897400002
ACH-000521,-1.14871887081
ACH-000522,-1.1488225099200002
ACH-000524,-1.5283284394499999
ACH-000527,-1.1147277786799998
ACH-000528,-1.06425793603
ACH-000537,-1.17652043552
ACH-000541,-1.16593600735
ACH-000542,-1.4801058766400002
ACH-000544,-1.06570964904
ACH-000545,-1.31646263108
ACH-000547,-1.37147408972
ACH-000548,-1.21366910611
ACH-000549,-1.1953364702399998
ACH-000550,-1.135243342
ACH-000552,-1.28242204901
ACH-000556,-1.0652821105299999
ACH-000557,-1.0494675096100001
ACH-000570,-1.1857997903200002
ACH-000571,-1.6127989647499998
ACH-000573,-1.5436350814500002
ACH-000576,-1.19936590021
ACH-000580,-1.3365222945
ACH-000584,-1.23550318918
ACH-000585,-1.09466846042
ACH-000588,-1.0658093977
ACH-000589,-1.27481958102
ACH-000591,-0.874405055901
ACH-000593,-1.0617853708
ACH-000600,-0.8834829121240001
ACH-000601,-1.2900935148200001
ACH-000604,-1.16278210145
ACH-000605,-1.3704728896599998
ACH-000606,-1.0220247872900001
ACH-000608,-1.55301777218
ACH-000614,-1.60264774984
ACH-000616,-1.24370683631
ACH-000618,-1.23228636517
ACH-000619,-1.0242213248799998
ACH-000620,-1.26883503803
ACH-000621,-1.4762285407700002
ACH-000622,-1.29012694121
ACH-000623,-1.0634311358700002
ACH-000624,-1.25877388038
ACH-000627,-1.03224123039
ACH-000630,-1.08183915003
ACH-000632,-1.28438372136
ACH-000633,-2.02606461494
ACH-000637,-1.09282724711
ACH-000638,-1.1072202905700002
ACH-000646,-1.28572904181
ACH-000647,-1.46919471647
ACH-000648,-1.19019195491
ACH-000649,-1.25718381144
ACH-000651,-1.35042022146
ACH-000652,-1.07564453788
ACH-000653,-1.34443306
ACH-000657,-1.41777296102
ACH-000658,-1.34235482799
ACH-000661,-1.5350203737600001
ACH-000662,-1.29519807778
ACH-000663,-1.2522300665100001
ACH-000665,-1.0939071897100001
ACH-000671,-1.17618480984
ACH-000673,-1.25281215153
ACH-000676,-1.24509392728
ACH-000677,-1.32918264739
ACH-000681,-1.21605128459
ACH-000682,-1.29383903439
ACH-000683,-1.2949022772499998
ACH-000684,-1.1238479150299998
ACH-000688,-1.69145968463
ACH-000693,-0.9826978099539999
ACH-000694,-1.1505591878299999
ACH-000695,-1.3013214985400001
ACH-000696,-1.2264476841399998
ACH-000697,-1.1931549402
ACH-000699,-1.738394113
ACH-000701,-1.09053670891
ACH-000706,-1.36680983129
ACH-000711,-1.44352436424
ACH-000713,-1.01264150479
ACH-000714,-1.48006885491
ACH-000718,-1.2715623947799999
ACH-000720,-0.9540788770290001
ACH-000721,-0.976620372876
ACH-000724,-1.00469374375
ACH-000725,-1.44227994101
ACH-000732,-1.0838221236399999
ACH-000734,-1.24464506934
ACH-000735,-1.08854498768
ACH-000736,-1.24989951373
ACH-000738,-1.22500263433
ACH-000746,-1.06321832383
ACH-000747,-1.01690294448
ACH-000748,-1.2171882374
ACH-000753,-1.0453403834100001
ACH-000756,-1.2012838171100002
ACH-000757,-1.29161788559
ACH-000758,-0.984854301872
ACH-000760,-1.36193728046
ACH-000763,-1.39603981345
ACH-000764,-1.24696634402
ACH-000765,-1.05027237542
ACH-000766,-1.28590515217
ACH-000767,-1.20562990101
ACH-000768,-1.23159110955
ACH-000769,-1.1720277329000002
ACH-000770,-1.26046678046
ACH-000771,-0.998696465566
ACH-000773,-1.20104455271
ACH-000776,-1.29377332425
ACH-000777,-0.9269376411470001
ACH-000778,-1.25520385412
ACH-000781,-1.10829446016
ACH-000782,-1.1837663777
ACH-000783,-1.1563813390200002
ACH-000784,-1.00871033119
ACH-000785,-1.5037902646099999
ACH-000787,-1.1640962041399998
ACH-000788,-1.40682651331
ACH-000791,-1.0909146968799999
ACH-000792,-1.2403129764899998
ACH-000794,-1.21749777529
ACH-000796,-1.12633535952
ACH-000799,-1.39911025988
ACH-000800,-1.1889334712000001
ACH-000802,-1.36663140498
ACH-000804,-1.2840879864799999
ACH-000805,-1.35885429523
ACH-000809,-1.25645677581
ACH-000810,-1.36462792886
ACH-000811,-1.1097550043100002
ACH-000817,-1.2844896096
ACH-000819,-1.1832340976
ACH-000820,-1.35676140341
ACH-000821,-1.1730304197399999
ACH-000822,-1.47169276216
ACH-000823,-1.0806165307200002
ACH-000824,-1.34760882539
ACH-000827,-1.23602623079
ACH-000829,-1.30911457136
ACH-000831,-1.18780291083
ACH-000832,-1.15596293295
ACH-000833,-1.00127772518
ACH-000834,-1.06412701677
ACH-000835,-1.19532025998
ACH-000836,-1.49130969066
ACH-000837,-1.1446566068600001
ACH-000838,-1.0944094932600001
ACH-000839,-1.1890911184100001
ACH-000840,-1.04354114929
ACH-000841,-0.93025662546
ACH-000843,-1.11315645085
ACH-000846,-1.1308524789299998
ACH-000847,-1.19437311848
ACH-000848,-1.11271605717
ACH-000849,-1.27024360433
ACH-000851,-1.10203515847
ACH-000855,-1.0115244643299999
ACH-000856,-1.42043400109
ACH-000858,-1.11252975932
ACH-000859,-1.22353298318
ACH-000861,-1.2875226662200001
ACH-000862,-1.10634431672
ACH-000865,-1.15186954633
ACH-000866,-1.39671802925
ACH-000867,-1.15879347418
ACH-000869,-1.38618421635
ACH-000872,-1.0373750138700002
ACH-000873,-1.1518222424
ACH-000876,-1.19115413019
ACH-000878,-0.939830776457
ACH-000880,-1.28210857391
ACH-000881,-1.15800257775
ACH-000882,-1.29472532319
ACH-000884,-1.0356815504999999
ACH-000885,-1.4043359916299998
ACH-000887,-1.10931409208
ACH-000888,-1.1316247824299999
ACH-000889,-1.63629226197
ACH-000890,-0.935901809769
ACH-000896,-1.1383124858
ACH-000898,-1.36940577926
ACH-000900,-1.2332054608499998
ACH-000901,-1.34105867367
ACH-000905,-1.26302887249
ACH-000906,-1.23321040327
ACH-000907,-1.04886585216
ACH-000910,-1.24418710207
ACH-000911,-1.24602782065
ACH-000912,-1.23604964995
ACH-000913,-1.05862622213
ACH-000915,-1.3623937714899998
ACH-000916,-1.10417503842
ACH-000917,-1.39308488019
ACH-000921,-1.18142028689
ACH-000924,-1.15974031477
ACH-000926,-1.17035548322
ACH-000928,-1.34097592778
