,IQCD (115811)
ACH-000004,-0.171187380083
ACH-000007,-0.033016359271
ACH-000009,-0.04711837456450001
ACH-000011,-0.038765072339499995
ACH-000012,0.0024373193488200005
ACH-000013,0.045468550053199996
ACH-000014,0.0685157244816
ACH-000015,0.0156697759598
ACH-000017,-0.077355994555
ACH-000018,0.084178293359
ACH-000019,0.118410484954
ACH-000021,-0.202129063734
ACH-000022,-0.04690018380469999
ACH-000025,-0.129285865009
ACH-000028,-0.0512384239767
ACH-000030,0.061854287956300005
ACH-000035,-0.159441920904
ACH-000036,0.0102689415735
ACH-000037,-0.227394745391
ACH-000039,0.06694584835030001
ACH-000040,-0.15077514549499998
ACH-000041,-0.296243402943
ACH-000042,-0.0843994605421
ACH-000045,-0.00397998158331
ACH-000047,-0.0745139103238
ACH-000052,-0.294196864281
ACH-000053,0.071516224643
ACH-000054,-0.128736237239
ACH-000055,0.14571026388699998
ACH-000060,-0.221113408752
ACH-000067,-0.21011674517099999
ACH-000070,-0.14020914258300002
ACH-000075,-0.186748439436
ACH-000078,0.0627667563746
ACH-000082,-0.0568053895155
ACH-000085,0.0397412981231
ACH-000086,-0.146100279693
ACH-000087,-0.197500409574
ACH-000092,-0.046707318118
ACH-000095,-0.10552109558900001
ACH-000097,-0.0997724750839
ACH-000098,0.0077196295338399995
ACH-000099,0.0215037310531
ACH-000108,0.027265298788000002
ACH-000113,0.0475199852613
ACH-000115,-0.158463491204
ACH-000116,-0.09571281531860001
ACH-000118,-0.103315314295
ACH-000120,0.07338534827939999
ACH-000123,-0.017680791958700003
ACH-000127,0.0342709628006
ACH-000128,0.0734658516291
ACH-000132,0.06604135558799999
ACH-000133,0.08366415183880001
ACH-000137,-0.156659534459
ACH-000138,-0.036712666743099996
ACH-000142,-0.138295031545
ACH-000143,0.015397495930399999
ACH-000146,-0.0167162404227
ACH-000148,0.0017271086627900002
ACH-000150,0.10321877340800001
ACH-000152,-0.0507919581812
ACH-000153,-0.184105527485
ACH-000159,-0.0366611358474
ACH-000160,-0.243017175834
ACH-000163,-0.0196288103593
ACH-000167,-0.120115435089
ACH-000168,-0.09073104188110001
ACH-000169,-0.123159693039
ACH-000178,0.0103164487405
ACH-000182,-0.20925295969399998
ACH-000183,-0.060086341894899996
ACH-000188,-0.0546273887576
ACH-000189,0.14461564144300001
ACH-000190,-0.20124144702799998
ACH-000198,-0.158498390149
ACH-000204,0.20140879204300002
ACH-000206,-0.0791201174687
ACH-000207,-0.158238972133
ACH-000211,-0.101049196343
ACH-000215,-0.09362090229879999
ACH-000221,0.110253975238
ACH-000222,0.0287117478743
ACH-000223,-0.09364226052300001
ACH-000226,-0.18015902335900003
ACH-000227,-0.303839244655
ACH-000228,-0.037708620383099994
ACH-000231,-0.08373287070110001
ACH-000232,-0.08162741900939999
ACH-000233,0.027639838426000003
ACH-000234,-0.06719043095369999
ACH-000235,-0.061370418725300004
ACH-000237,-0.107572574573
ACH-000238,0.0026712292105399997
ACH-000243,0.0317601462142
ACH-000244,-0.0708618491984
ACH-000246,0.0447058946331
ACH-000248,0.041272403595699995
ACH-000250,0.00467027607942
ACH-000251,0.17382599894200002
ACH-000253,-0.09353037792430001
ACH-000255,0.0361401826408
ACH-000256,-0.06736190318640001
ACH-000257,0.033455099605900006
ACH-000258,-0.0628882034435
ACH-000259,0.038045419383000004
ACH-000260,-0.0614925976523
ACH-000261,-0.0636627810465
ACH-000262,-0.044590985001
ACH-000263,0.0340857673124
ACH-000264,0.00334547304489
ACH-000265,-0.151844691952
ACH-000266,-0.0651844957973
ACH-000272,0.00630160298374
ACH-000273,-0.148000012401
ACH-000274,0.000157073041317
ACH-000277,-0.056230219038000004
ACH-000278,-0.263517296246
ACH-000279,-0.144530468439
ACH-000280,0.0802912460971
ACH-000281,0.0157266857314
ACH-000288,-0.106577664857
ACH-000291,-0.0804297332793
ACH-000293,0.0987489978803
ACH-000294,-0.27614992361699997
ACH-000295,-0.0026193967045799998
ACH-000296,-0.20469708769900002
ACH-000302,-0.0524628991297
ACH-000304,-0.140437470593
ACH-000307,0.0213233675407
ACH-000308,-0.12146716782099999
ACH-000310,0.241449965946
ACH-000311,0.015547221725000001
ACH-000312,0.028306176570099997
ACH-000315,-0.229136080245
ACH-000316,0.0531507540828
ACH-000317,0.131669704255
ACH-000318,-0.07221965051910001
ACH-000319,0.10981926972200001
ACH-000320,-0.0941450727627
ACH-000322,-0.31732753285799997
ACH-000323,-0.122416035031
ACH-000324,-0.019743924372400003
ACH-000329,-0.170700182729
ACH-000330,-0.147141684885
ACH-000331,-0.140957592231
ACH-000332,-0.0984110156922
ACH-000334,-0.253078937787
ACH-000335,0.0161592337832
ACH-000336,-0.170596426838
ACH-000337,0.00766624940123
ACH-000339,0.0248670895052
ACH-000341,-0.25515297015
ACH-000348,-0.06731000314640001
ACH-000350,0.048810734807900005
ACH-000352,-0.137434050731
ACH-000356,-0.167454078167
ACH-000361,-0.046749298166699996
ACH-000362,-0.117227066152
ACH-000363,-0.048421535515
ACH-000364,-0.111861036762
ACH-000365,0.0534875537203
ACH-000366,-0.102324262822
ACH-000368,-0.122230217216
ACH-000374,-0.0810971223217
ACH-000375,-0.0598514458842
ACH-000376,0.016284493112
ACH-000381,0.203099290997
ACH-000383,-0.009900954258459998
ACH-000387,-0.0413423763722
ACH-000389,-0.243463404382
ACH-000390,0.027418619345
ACH-000393,-0.115463937072
ACH-000395,0.020288064595599998
ACH-000397,-0.0740501129818
ACH-000401,-0.0737699577967
ACH-000402,-0.271917491807
ACH-000403,-0.101498756133
ACH-000404,-0.0929781285737
ACH-000406,0.00276834905622
ACH-000407,0.146858850855
ACH-000408,-0.040075487268400004
ACH-000410,-0.028491345771499997
ACH-000411,-0.048904497742300004
ACH-000414,0.0166035606425
ACH-000415,0.0345395324205
ACH-000416,-0.161454831028
ACH-000420,-0.213593161303
ACH-000421,-0.121881930033
ACH-000424,-0.11906442819299999
ACH-000425,-0.10715563830399999
ACH-000426,-0.204488038867
ACH-000427,-0.0264813466552
