,NDUFV1 (4723)
ACH-000004,-0.240013953588
ACH-000007,-0.0859433778538
ACH-000009,-0.248655810949
ACH-000011,0.0620610322514
ACH-000012,-0.268968270706
ACH-000013,-0.274725984547
ACH-000014,-0.12686951903899998
ACH-000015,-0.275895473532
ACH-000017,-0.144650450691
ACH-000018,-0.399591521457
ACH-000019,-0.8645504959200001
ACH-000021,-0.254494710909
ACH-000022,-0.14802217878499999
ACH-000025,-0.173098731028
ACH-000028,-0.422519357237
ACH-000030,-0.289398697531
ACH-000035,-0.22364617608100001
ACH-000036,-0.03893300888330001
ACH-000037,-0.56846852493
ACH-000039,-0.14693215955299999
ACH-000040,0.0722538444838
ACH-000041,-0.33885800985500003
ACH-000042,-0.0737202643344
ACH-000045,-0.66106902944
ACH-000047,-0.440519905446
ACH-000052,-0.235521129404
ACH-000053,-0.188432058089
ACH-000054,-0.360992231909
ACH-000055,-0.0271375692528
ACH-000060,-0.290995800117
ACH-000067,-0.0530225681021
ACH-000070,-0.381601627432
ACH-000075,-0.36813879225699997
ACH-000078,-0.289448797292
ACH-000082,-0.353566701063
ACH-000085,-0.036403668348
ACH-000086,-0.5401614845030001
ACH-000087,-0.282074412291
ACH-000092,-0.280887595817
ACH-000095,-0.10534249152599999
ACH-000097,-0.512142123988
ACH-000098,-0.089680363653
ACH-000099,-0.40275072959799996
ACH-000108,-0.187436533572
ACH-000113,-0.637820239479
ACH-000115,-0.573841125445
ACH-000116,-0.27906385585099996
ACH-000118,-0.6058287855510001
ACH-000120,-0.180305911107
ACH-000123,-0.299351367855
ACH-000127,-0.551309893286
ACH-000128,-0.31477543366
ACH-000132,-0.357091379824
ACH-000133,-0.259142755862
ACH-000137,-0.285319018046
ACH-000138,-0.39259907407399997
ACH-000142,-0.0632005265792
ACH-000143,-0.17311382958799998
ACH-000146,-0.10975796532700001
ACH-000148,-0.355090582284
ACH-000150,-0.23494226803800003
ACH-000152,-0.12461871899
ACH-000153,-0.300433651654
ACH-000159,-0.486052774998
ACH-000160,-0.568732580525
ACH-000163,-0.112281620329
ACH-000167,-0.118427904385
ACH-000168,-0.18409824228799998
ACH-000169,-0.460440728567
ACH-000178,-0.038465803968099996
ACH-000182,-0.380830199542
ACH-000183,-0.45877320482600004
ACH-000188,-0.22486548246899998
ACH-000189,-0.20767930225099998
ACH-000190,-0.424292449304
ACH-000198,-0.68756712612
ACH-000204,-0.40076192676100003
ACH-000206,-0.0750121549046
ACH-000207,-0.6196835729379999
ACH-000211,-0.301128019829
ACH-000215,-0.421000659093
ACH-000221,-0.571844081744
ACH-000222,-0.12927616920600002
ACH-000223,-0.121459119668
ACH-000226,-0.353122366321
ACH-000227,-0.565298801601
ACH-000228,-0.565508247182
ACH-000231,-0.062066773398400006
ACH-000232,-0.20725659789099998
ACH-000233,-0.364130281946
ACH-000234,-0.00881245766793
ACH-000235,-0.175524431675
ACH-000237,-0.0887626019127
ACH-000238,-0.0319870882813
ACH-000243,-0.06992835113819999
ACH-000244,-0.207360109075
ACH-000246,-0.42136898793099997
ACH-000248,-0.09161529478569999
ACH-000250,-0.113791898455
ACH-000251,-0.538178969594
ACH-000253,-0.169666611474
ACH-000255,-0.295405847856
ACH-000256,-0.236274993497
ACH-000257,-0.0481343443332
ACH-000258,0.170890747634
ACH-000259,-0.304624266002
ACH-000260,-0.11780664359300001
ACH-000261,-0.222155762295
ACH-000262,-0.380998799851
ACH-000263,-0.0858967032066
ACH-000264,-0.410761602214
ACH-000265,-0.179683928694
ACH-000266,-0.148985389877
ACH-000272,-0.115427033027
ACH-000273,-0.156853435602
ACH-000274,-0.20503449577500002
ACH-000277,-0.19226185625199999
ACH-000278,-0.20448791245900003
ACH-000279,-0.319195871046
ACH-000280,-0.278032974192
ACH-000281,-0.16878796515
ACH-000288,-0.39217694614200005
ACH-000291,-0.444533041083
ACH-000293,-0.529354894312
ACH-000294,0.213491662737
ACH-000295,-0.541044334101
ACH-000296,0.0440545540079
ACH-000302,-0.256766261659
ACH-000304,-0.521115847096
ACH-000307,-0.205664902412
ACH-000308,-0.468561751844
ACH-000310,-0.288802623907
ACH-000311,-0.183096183928
ACH-000312,-0.348097277919
ACH-000315,-0.187235349157
ACH-000316,-0.330837885399
ACH-000317,-0.270096999338
ACH-000318,-0.414089695428
ACH-000319,-0.22605395228
ACH-000320,-0.0675942487223
ACH-000322,-0.018961297358
ACH-000323,-0.46491128750699995
ACH-000324,-0.14069591008
ACH-000329,-0.7284373952259999
ACH-000330,-0.338736584304
ACH-000331,-0.121860035538
ACH-000332,-0.191386216348
ACH-000334,-0.22024462911200002
ACH-000335,-0.328033192692
ACH-000336,-0.234171671538
ACH-000337,-0.643141321047
ACH-000339,-0.243921014248
ACH-000341,-0.443059854472
ACH-000348,-0.281419219419
ACH-000350,-0.20110547921100003
ACH-000352,-0.299855772043
ACH-000356,-0.49915417593
ACH-000361,-0.358382250796
