,SETD1A (9739)
ACH-000004,-0.90466415567
ACH-000007,-1.40068562616
ACH-000009,-0.659462468075
ACH-000011,-1.1275510282799999
ACH-000012,-0.64984861042
ACH-000013,-1.22527713037
ACH-000014,-1.0688554664799998
ACH-000015,-0.8171090605410001
ACH-000017,-0.9230404978569999
ACH-000018,-1.01849261661
ACH-000019,-1.01422667703
ACH-000021,-0.8426827176039999
ACH-000022,-0.536986375797
ACH-000025,-0.918545496146
ACH-000028,-1.07035903579
ACH-000030,-0.569475978308
ACH-000035,-0.952783255864
ACH-000036,-0.9332483021629999
ACH-000037,-1.27777989436
ACH-000039,-1.28582692095
ACH-000040,-0.9083002680700001
ACH-000041,-1.06663503203
ACH-000042,-1.0247103741299999
ACH-000045,-1.25595326461
ACH-000047,-0.9581752080249999
ACH-000052,-0.941940408714
ACH-000053,-0.8913377833920001
ACH-000054,-1.03148672342
ACH-000055,-0.854321351815
ACH-000060,-0.974778868609
ACH-000067,-1.1088960942000001
ACH-000070,-0.9933973971850001
ACH-000075,-1.0712061281
ACH-000078,-0.8915910304189999
ACH-000082,-1.00317956795
ACH-000085,-0.753295782378
ACH-000086,-0.737539224193
ACH-000087,-1.0766711481
ACH-000092,-1.1260151889399999
ACH-000095,-1.0083428902299998
ACH-000097,-1.1957647959200002
ACH-000098,-0.979097192569
ACH-000099,-0.9845450578630001
ACH-000108,-0.582349429902
ACH-000113,-0.981614719676
ACH-000115,-1.31052795292
ACH-000116,-0.836886892241
ACH-000118,-0.884376933642
ACH-000120,-1.07867449797
ACH-000123,-0.994315023018
ACH-000127,-0.587690551674
ACH-000128,-1.03730777804
ACH-000132,-0.833799857888
ACH-000133,-1.10843130104
ACH-000137,-1.07162221391
ACH-000138,-0.659022171575
ACH-000142,-0.955828916259
ACH-000143,-0.857787301778
ACH-000146,-0.71969767363
ACH-000148,-1.14683050511
ACH-000150,-0.834761484911
ACH-000152,-0.810516745119
ACH-000153,-0.786009347121
ACH-000159,-0.880329575847
ACH-000160,-0.06520150931839999
ACH-000163,-0.71474658982
ACH-000167,-0.36866193512900003
