,PTAR1 (375743)
ACH-000178,-0.481595032114
ACH-000182,-0.21116476287900002
ACH-000183,-0.8291882441089999
ACH-000188,-0.257776221923
ACH-000189,-0.718230362884
ACH-000190,-0.566978856336
ACH-000198,0.0481509449763
ACH-000204,-0.537071905351
ACH-000206,-0.675116679419
ACH-000207,-0.372291769031
ACH-000211,-0.474978991909
ACH-000215,-0.072132663806
ACH-000221,-0.48431212843099997
ACH-000222,-0.9829575769009999
ACH-000223,-0.637830112756
ACH-000226,-0.5896339943869999
ACH-000227,-0.44420771320200003
ACH-000228,-0.441972360412
ACH-000231,-0.21277884603799999
ACH-000232,-0.28450021702399997
ACH-000233,-0.902678438359
ACH-000234,-0.9747481645630001
ACH-000235,-0.259478974215
ACH-000237,-1.0845554756
ACH-000238,-1.14405690989
ACH-000243,-0.591748569977
ACH-000244,-0.33413051930300003
ACH-000246,-0.391870855212
ACH-000248,-0.25843218633000004
ACH-000250,-0.428980227226
ACH-000251,-0.27944649455
ACH-000253,-0.651221595981
ACH-000255,-0.8986804684499999
ACH-000256,-0.0763747092697
ACH-000257,-1.0663724105399999
ACH-000258,-0.40041594098399996
ACH-000259,-0.19776620859000002
ACH-000260,-0.0160751882703
ACH-000261,-0.15906574186699998
ACH-000262,-0.507345162122
ACH-000263,-0.8186589911609999
ACH-000264,-0.44775085161399997
ACH-000265,-0.08303389974349999
ACH-000266,-0.24124495094700002
ACH-000272,-0.97206349295
ACH-000273,-0.25001495329
ACH-000274,-0.559430551642
ACH-000277,-0.537582382057
ACH-000278,-0.47807531505
ACH-000279,-0.530326509292
ACH-000280,-0.41601159131800003
ACH-000281,-0.330688303421
ACH-000288,-0.622537679128
ACH-000291,-0.782046400293
ACH-000293,-0.533317434898
ACH-000294,0.227475705477
ACH-000295,-0.5365992069600001
ACH-000296,-0.47092332773199996
ACH-000302,-0.281303571483
ACH-000304,-0.156876384455
ACH-000307,-0.35186821580899996
ACH-000308,-0.44163034759900005
ACH-000310,-0.28949835393
ACH-000311,-0.949569379863
ACH-000312,-0.271383755612
ACH-000315,-1.0266138462799999
ACH-000316,-0.18213497887000002
ACH-000317,-0.20241293706
ACH-000318,-0.548023861857
ACH-000319,-0.584178848329
ACH-000320,-0.50245548827
ACH-000322,-0.19661386705400002
ACH-000323,0.462383478384
ACH-000324,-0.26921835420699997
ACH-000329,-0.22319532479499998
ACH-000330,-0.786423065197
ACH-000331,-0.516199967522
ACH-000332,-0.658148812847
ACH-000334,-0.119386771832
ACH-000335,-0.205776153138
ACH-000336,-0.690312217367
ACH-000337,-0.50345670229
ACH-000339,-0.46898083175
ACH-000341,-0.0833443625473
ACH-000348,-0.514584442005
ACH-000350,-0.0882675607476
ACH-000352,-0.304856028191
ACH-000356,-0.54552325804
ACH-000361,-0.412947750018
ACH-000362,-0.6559079390829999
ACH-000363,-0.522602701146
ACH-000364,-0.568050876995
ACH-000365,-0.43202194461599996
ACH-000366,-0.349957355181
ACH-000368,-0.286437071616
ACH-000374,-0.365987512149
ACH-000375,-0.449567812049
ACH-000376,-0.282515564202
ACH-000381,-0.33645607859899995
ACH-000383,-0.337466754057
ACH-000387,-0.563424873345
ACH-000389,-0.177267759561
ACH-000390,-0.354485973009
ACH-000393,-0.49509811774400003
ACH-000395,-0.920091978151
ACH-000397,-0.413864864898
ACH-000401,-0.232695278101
ACH-000402,0.321510089067
ACH-000403,-0.058486991292199995
ACH-000404,-0.59503227374
ACH-000406,-0.26263146657200004
ACH-000407,-0.466597571778
ACH-000408,-0.5539966190810001
ACH-000410,-0.7009381242730001
ACH-000411,-1.05337641458
ACH-000414,-0.826762374772
ACH-000415,-0.246750678822
ACH-000416,-0.274720187689
ACH-000420,-0.646459337222
ACH-000421,-0.213949726523
ACH-000424,-0.678856074819
ACH-000425,-0.393902464311
ACH-000426,-0.23521078114500002
ACH-000427,-0.509103600057
ACH-000433,-0.0381226034546
ACH-000436,-0.5228352950899999
ACH-000444,-0.661939410723
ACH-000445,-0.23762736736600001
ACH-000448,-0.666014614305
ACH-000450,-0.500346662625
ACH-000452,-0.14974871720799998
ACH-000454,-0.890262066098
ACH-000458,-0.335526453681
ACH-000459,-0.57357166397
ACH-000460,-0.29144463867
ACH-000461,-0.7905633287549999
ACH-000463,-0.47942520730300003
ACH-000464,-0.249163035613
ACH-000466,-0.7385117077399999
ACH-000467,-0.738519671022
ACH-000468,-0.450773640237
ACH-000469,-0.549591090355
ACH-000470,-0.8166882612720001
ACH-000471,-1.08947554658
ACH-000472,-0.45484147601999997
ACH-000473,-0.829094417519
ACH-000475,-0.152031855194
ACH-000476,-0.14620957218800001
ACH-000477,-0.6642803979590001
ACH-000480,-0.624165215169
ACH-000481,-0.329937256232
ACH-000483,-0.499011595953
ACH-000484,-0.65223596241
ACH-000485,-0.0752940207108
ACH-000486,-0.478293480331
ACH-000487,-0.386062483367
ACH-000488,-0.710899058882
ACH-000490,-0.624826940374
ACH-000491,-0.292217898803
ACH-000495,-0.419244887158
ACH-000496,-0.8422309897
ACH-000499,-0.20288110878899998
ACH-000500,-0.477894000461
ACH-000502,-0.22858137380600002
ACH-000503,-0.39537112012100006
ACH-000505,-0.301247646273
ACH-000507,-0.24155382690299998
ACH-000510,-0.45553822632200003
ACH-000511,-0.480730125181
ACH-000512,-0.6303252235019999
ACH-000516,-0.34430078865999997
ACH-000517,-0.260008629648
ACH-000518,-0.305064628371
ACH-000520,-0.362735421128
ACH-000521,-1.2041550742
ACH-000522,-0.590832148417
ACH-000524,-0.19304856248500002
ACH-000527,-0.7340322897120001
ACH-000528,-1.30010913704
ACH-000537,-0.6524556504510001
ACH-000541,-0.580868822748
ACH-000542,-0.364913002301
ACH-000544,-0.5822212433780001
ACH-000545,-0.382318051669
ACH-000547,-0.539434638041
ACH-000548,-1.02031487596
ACH-000549,-0.625783050969
ACH-000550,-0.249512523486
ACH-000552,-0.328850640826
ACH-000556,-0.616377151718
ACH-000557,-0.617786057366
ACH-000570,-0.592287814748
ACH-000571,-0.24015006339000003
ACH-000573,-0.354401352655
ACH-000576,-0.420355859054
ACH-000580,-0.049331857063300004
ACH-000584,-0.513882208655
ACH-000585,-0.325786172122
ACH-000588,-0.636542251015
ACH-000589,-0.431275433473
ACH-000591,-0.106656864965
ACH-000593,-1.0089998507
ACH-000600,-1.08790764199
ACH-000601,-0.437636945567
ACH-000604,-0.0804891646435
ACH-000605,-0.24326099629999998
ACH-000606,-0.172922570043
ACH-000608,-0.7276208393770001
ACH-000614,-0.536104710558
ACH-000616,-0.895322037458
ACH-000618,-0.65304934484
ACH-000619,-0.430321299314
ACH-000620,-0.462316827553
ACH-000621,-0.472402806319
ACH-000622,-0.578501239385
ACH-000623,-0.283195135951
ACH-000624,-0.6838443044
ACH-000627,-0.802082087852
ACH-000630,-0.875102999824
ACH-000632,-0.205126269404
ACH-000633,-0.55006627568
ACH-000637,-0.670348067877
ACH-000638,-0.604007494213
ACH-000646,-0.488469789591
ACH-000647,-0.299828169341
ACH-000648,-0.55580115738
ACH-000649,-0.399197631172
ACH-000651,-0.193214649648
ACH-000652,-0.424561917636
ACH-000653,-0.998550121279
ACH-000657,-0.6420230227979999
ACH-000658,-0.6727196479880001
ACH-000661,-0.362619254983
ACH-000662,-0.703163350216
ACH-000663,-0.748393875449
ACH-000665,-0.305064006123
ACH-000671,-0.986254722835
ACH-000673,-0.41007823977499996
ACH-000676,-0.42542070817199995
ACH-000677,-0.9486903392380001
ACH-000681,-0.647466848837
ACH-000682,-0.6781682384639999
ACH-000683,-0.45195930141900004
ACH-000684,-0.402331568011
ACH-000688,-0.22102295913000003
ACH-000693,-0.32508598177299997
ACH-000694,-0.747382598606
ACH-000695,-0.8565822149500001
ACH-000696,-0.5316681657460001
ACH-000697,-0.9800339132029999
ACH-000699,-0.793619137146
ACH-000701,-0.22755472911400002
ACH-000706,-0.558269267531
ACH-000711,-1.13803786376
ACH-000713,-0.142911342517
ACH-000714,-0.152854323672
ACH-000718,-0.577098139565
ACH-000720,-0.540853781297
ACH-000721,-0.169291541009
ACH-000724,-0.215336974485
ACH-000725,-0.122151990507
ACH-000732,-0.595299891369
ACH-000734,-0.39413023576399997
ACH-000735,-0.24144421708799998
ACH-000736,-0.766071142732
ACH-000738,-0.285224044557
ACH-000746,-0.377714364557
ACH-000747,-0.371542755008
ACH-000748,-0.210164984566
ACH-000753,-0.913653273052
ACH-000756,-0.153150139278
ACH-000757,-0.404211194171
ACH-000758,-0.23756791058200002
ACH-000760,-0.218618033054
ACH-000763,-0.462265453235
ACH-000764,-0.32388148206
ACH-000765,-0.40024477971699995
ACH-000766,-0.59013981306
ACH-000767,-0.061277802738699996
ACH-000768,-0.8141782368639999
ACH-000769,-0.530532317254
ACH-000770,-0.09387750509189999
ACH-000771,-0.582979588488
ACH-000773,-0.497219747132
ACH-000776,-0.8160311866490001
ACH-000777,-0.314426037946
ACH-000778,-1.0656173443999999
ACH-000781,-0.557560221604
ACH-000782,-0.759826242493
ACH-000783,-0.388443950898
ACH-000784,-0.6335656438
ACH-000785,-0.656092264917
ACH-000787,-0.752111131766
ACH-000788,-0.43450069592600005
ACH-000791,-0.36646646414300005
ACH-000792,-0.276174605367
ACH-000794,-0.42510726539399996
ACH-000796,-0.530342154249
ACH-000799,-0.20171191564100002
ACH-000800,-0.0963096390065
ACH-000802,-0.368875171276
ACH-000804,-0.7241637486920001
ACH-000805,-0.156572760562
ACH-000809,-0.506887295025
ACH-000810,-0.369656573111
ACH-000811,-0.509891824049
ACH-000817,-0.7381610026800001
ACH-000819,-0.341750496391
ACH-000820,-0.772142361366
ACH-000821,-0.537935645528
ACH-000822,-0.42394802434600004
ACH-000823,-0.971167480911
ACH-000824,-0.234881026554
ACH-000827,-0.14304683793099998
ACH-000829,-0.767540442899
ACH-000831,-0.0867931090601
ACH-000832,-0.243375388245
ACH-000833,-0.389123431553
ACH-000834,-0.48813809378999995
ACH-000835,-0.236846076812
ACH-000836,-0.848937430987
ACH-000837,-0.522245229354
ACH-000838,-1.0270194358
ACH-000839,-0.6109989103100001
ACH-000840,-0.367420345439
ACH-000841,-0.491699013355
ACH-000843,-0.6600371130839999
ACH-000846,-0.533351529952
ACH-000847,-0.345775411891
ACH-000848,-0.352184509079
ACH-000849,-0.17346194228300002
ACH-000851,-0.36377227327
ACH-000855,-0.333588381364
ACH-000856,-0.9224008117829999
ACH-000858,-0.503603282503
ACH-000859,-0.625283388464
ACH-000861,-0.6219983047
ACH-000862,-0.7212375150839999
ACH-000865,-0.0920781773003
ACH-000866,-0.255177037474
ACH-000867,-0.39491047721999994
ACH-000869,-0.591476519355
ACH-000872,-0.599914871161
ACH-000873,-0.36920261652900005
ACH-000876,-0.265870800906
ACH-000878,-0.217185463579
ACH-000880,-0.716416648885
ACH-000881,-0.316613785169
ACH-000882,-0.6795313205079999
ACH-000884,-0.182554694041
ACH-000885,-0.421608788358
ACH-000887,-0.721165743326
ACH-000888,-0.319094077639
ACH-000889,-0.54982668825
ACH-000890,-0.53194051112
ACH-000896,-0.398417277562
ACH-000898,-0.225677890829
ACH-000900,-0.212125066004
ACH-000901,-0.375306824637
ACH-000905,-0.20743848253
ACH-000906,-0.200991548494
ACH-000907,-0.890503117606
ACH-000910,-1.0945144455700002
ACH-000911,-0.109355664219
ACH-000912,-0.142040485471
ACH-000913,-0.7479867780889999
ACH-000915,-0.393345961823
ACH-000916,-0.33870240204499996
ACH-000917,-0.142023646739
ACH-000921,-0.20238634486600002
ACH-000924,-0.6736275722310001
ACH-000926,-0.24029558568000003
ACH-000928,-0.48604797219800006
ACH-000929,-0.798837662666
ACH-000932,-0.423599365448
ACH-000935,-0.396906583657
ACH-000936,-0.378490373614
ACH-000937,-0.661647917071
ACH-000938,-0.606931405837
ACH-000939,-0.348469826638
ACH-000941,-1.30732366414
ACH-000943,-0.186445864709
ACH-000946,-0.45392730697800004
ACH-000947,-0.87219529059
ACH-000948,-0.721884639241
ACH-000950,-0.5820197174
ACH-000953,-0.626211094603
ACH-000957,-0.541177873916
ACH-000958,-0.321508940533
ACH-000960,-0.658830890441
ACH-000963,-0.09329596196869999
ACH-000968,-0.284556263941
ACH-000969,-0.341496962073
ACH-000973,-0.471633907891
ACH-000974,-0.302853757598
ACH-000975,-1.05429666441
ACH-000976,-0.370995645035
ACH-000978,-0.5699276924319999
ACH-000980,-0.408166133313
ACH-000984,-0.3722844505
ACH-000986,-0.422105621038
ACH-000988,-1.05685552639
ACH-000993,-0.264417258584
ACH-000994,-0.6228991401699999
ACH-000996,-0.484881170941
ACH-001001,0.028513235533500002
ACH-001020,-0.91867928612
ACH-001028,-0.645603771593
ACH-001031,-0.679850187746
ACH-001038,-0.319007461326
ACH-001048,-0.7536212486030001
ACH-001050,-0.954569552151
ACH-001053,-0.885212276581
ACH-001054,-0.5790205950330001
ACH-001061,-0.540167805493
ACH-001067,-0.227255797045
ACH-001075,-0.541924059732
ACH-001096,-0.7108648026719999
ACH-001128,-0.760338407705
ACH-001134,-0.5537878769860001
ACH-001151,-0.447715895326
ACH-001163,-0.626146217138
ACH-001164,-0.347244846271
ACH-001173,-0.11573476722
ACH-001183,-0.979211487224
ACH-001184,-0.653124834662
ACH-001190,-0.29827023659400004
ACH-001192,-0.0316627339046
ACH-001193,-0.8734369426540001
ACH-001196,-0.130710472608
ACH-001197,-0.676341473488
ACH-001205,-0.578941759523
ACH-001211,-0.378440810729
ACH-001212,-0.302780227264
ACH-001228,-0.486962318218
ACH-001232,-0.52959831422
ACH-001239,-0.160772425588
ACH-001274,-0.44340146793000007
ACH-001275,-0.283031698376
ACH-001277,-0.154012844802
ACH-001278,-0.578550544612
ACH-001280,-0.0257378048869
ACH-001283,-0.8985990904269999
ACH-001289,-0.433502387795
ACH-001295,-0.864821952336
ACH-001300,-0.872421248387
ACH-001301,-0.115780586637
ACH-001302,-0.20415809940699997
ACH-001303,-0.0468615563722
ACH-001306,-0.36954138472900006
ACH-001318,-0.6923974650660001
ACH-001322,-0.773840780755
ACH-001328,-0.734894766323
ACH-001332,-0.440241637412
ACH-001333,-0.573697036892
ACH-001336,-0.6113375513270001
ACH-001340,-0.837638895458
ACH-001346,-0.603589034174
ACH-001353,-0.564615311893
ACH-001354,-0.127505059335
ACH-001367,-0.24277036424400003
ACH-001368,-0.370231774766
ACH-001374,-0.7226270095909999
ACH-001375,-0.0558982101076
ACH-001377,-0.560958988871
ACH-001380,-0.41758450869
ACH-001391,-0.5245845974719999
ACH-001407,-1.18928186301
ACH-001408,-0.7688787238779999
ACH-001413,-0.391793464485
ACH-001430,-0.6956751910719999
ACH-001431,-0.289710685029
ACH-001450,-0.5837028899059999
ACH-001496,-0.7248625181039999
ACH-001500,-0.46490741447899997
ACH-001521,-0.294646313057
ACH-001523,-0.48093594055100003
ACH-001532,-0.524581365187
ACH-001536,-0.8791282876629999
ACH-001550,-0.562851882044
ACH-001552,-0.464827064421
ACH-001554,-0.714361869443
ACH-001645,-0.06258140024280001
ACH-001654,-0.535353829159
ACH-001715,-0.47412931837800004
ACH-001735,-0.550792682092
ACH-001736,-0.838018228547
ACH-001737,-0.181693977802
ACH-001740,-0.920800410229
ACH-001745,-0.9569370967640001
ACH-001750,-0.0507302609304
ACH-001765,-0.47057132462800005
ACH-001956,-0.537345555332
ACH-001957,-0.288783119256
