,SIGIRR (59307)
ACH-000004,0.25421680409200004
ACH-000007,0.320456826377
ACH-000009,0.249408811127
ACH-000011,0.127533153584
ACH-000012,0.21819443781
ACH-000013,0.264775275854
ACH-000014,0.189590509011
ACH-000015,0.287425225639
ACH-000017,-0.00880366634899
ACH-000018,0.284919676546
ACH-000019,0.341995700956
ACH-000021,0.281943841882
ACH-000022,0.267498205407
ACH-000025,0.062401215639500004
ACH-000028,0.27279963011999997
ACH-000030,0.253128321688
ACH-000035,0.17891452287999998
ACH-000036,-0.0862782611865
ACH-000037,0.330467128418
ACH-000039,0.305075474996
ACH-000040,0.088906253855
ACH-000041,0.121551850719
ACH-000042,0.222079224186
ACH-000045,0.30502447927799997
ACH-000047,0.254792708174
ACH-000052,0.181466041063
ACH-000053,0.177950261776
ACH-000054,0.19610199824000002
ACH-000055,0.238736614545
ACH-000060,0.233518104458
ACH-000067,0.137954910011
ACH-000070,0.13740646589000002
ACH-000075,0.0683325055311
ACH-000078,0.118680401801
ACH-000082,-0.09905488758610001
ACH-000085,0.399471890749
ACH-000086,0.11356744863900001
ACH-000087,0.0262409375266
ACH-000092,0.166872821097
ACH-000095,0.23165489431699998
ACH-000097,0.25199819919
ACH-000098,0.23365506762200003
ACH-000099,0.24736319181400002
ACH-000108,0.11403837640999999
ACH-000113,0.32446748863499997
ACH-000115,0.156202812132
ACH-000116,0.18134816105
ACH-000118,0.254054204362
ACH-000120,0.134331134472
ACH-000123,0.39632715412
ACH-000127,0.22821790308000003
ACH-000128,0.18431514744000002
ACH-000132,0.273999092328
ACH-000133,0.21646606786999997
ACH-000137,0.0471853038117
ACH-000138,0.219459884168
ACH-000142,0.195248574111
ACH-000143,0.191139013129
ACH-000146,0.09251158398810001
ACH-000148,0.14404349408
ACH-000150,0.114672621904
ACH-000152,0.39886044905199997
ACH-000153,0.376221773262
ACH-000159,0.176584051308
ACH-000160,0.225350885728
ACH-000163,0.321657287148
ACH-000167,-0.08236310012310001
ACH-000168,0.027171975712299998
ACH-000169,0.20403931875300002
ACH-000178,0.328031673733
ACH-000182,0.273337391398
ACH-000183,0.26595578557599997
ACH-000188,0.141643735313
ACH-000189,0.0035264057132399994
ACH-000190,0.420587371354
ACH-000198,0.118847604866
ACH-000204,-0.0038921714033699996
ACH-000206,0.11419142113299999
ACH-000207,0.013851977268700001
ACH-000211,0.24290960799800002
ACH-000215,0.053452291210599995
ACH-000221,0.43654323280100005
ACH-000222,0.496559086347
ACH-000223,0.23004889100900003
ACH-000226,0.184175003526
ACH-000227,0.287323966134
ACH-000228,0.31166922289
ACH-000231,0.206514412087
ACH-000232,0.209803985799
ACH-000233,0.158605554207
ACH-000234,0.16166959137700002
ACH-000235,0.18513049811700003
ACH-000237,0.104900259792
ACH-000238,0.22971066592300002
ACH-000243,0.23465514066399998
ACH-000244,-0.231985501469
ACH-000246,0.169369492117
ACH-000248,0.28118585037099997
ACH-000250,0.06312370774130001
ACH-000251,0.4857504522300001
ACH-000253,0.283667503849
ACH-000255,0.312798747565
ACH-000256,0.27433642301
ACH-000257,0.038396012026
ACH-000258,0.395029977136
ACH-000259,0.19724685911200002
ACH-000260,0.216204264793
ACH-000261,0.09577462769480001
ACH-000262,0.182000390666
ACH-000263,-0.21600078360599997
ACH-000264,0.04695121711630001
ACH-000265,0.338327444604
ACH-000266,0.35057172745899995
ACH-000272,0.23291248095199998
ACH-000273,0.145003902984
ACH-000274,0.125488304431
ACH-000277,0.146840096076
ACH-000278,0.139325777774
ACH-000279,0.18559268408799998
ACH-000280,0.143083947392
ACH-000281,0.38794888590800003
ACH-000288,0.0367707242364
ACH-000291,0.025214032958
ACH-000293,-0.0538807081769
ACH-000294,0.32793842540199997
ACH-000295,0.194800889216
ACH-000296,0.547430559894
ACH-000302,0.22641539485
ACH-000304,0.435116337545
ACH-000307,0.14204542811899998
ACH-000308,0.209956537776
ACH-000310,0.33242198190600003
ACH-000311,0.219812871766
ACH-000312,0.239115257247
ACH-000315,0.21671475821400002
ACH-000316,0.339324151357
ACH-000317,0.352817946602
ACH-000318,0.191877232711
ACH-000319,0.014992436575200002
ACH-000320,0.383627234172
ACH-000322,0.13810345903100002
ACH-000323,0.16981172846200002
ACH-000324,0.293423732632
ACH-000329,0.140595144397
ACH-000330,0.218727739412
ACH-000331,0.164109044203
ACH-000332,0.294770724134
ACH-000334,-0.00118123412849
ACH-000335,0.312980046102
ACH-000336,0.205991742268
ACH-000337,0.11894221899900001
ACH-000339,0.23272418550700003
ACH-000341,0.24249614519
ACH-000348,0.09214666644539998
ACH-000350,0.2811118837
ACH-000352,0.272351281342
ACH-000356,0.16935639178
ACH-000361,0.0378520705358
ACH-000362,0.259704236225
ACH-000363,-0.0185729860922
ACH-000364,0.33684637645599996
ACH-000365,0.159482852647
ACH-000366,0.184793025924
ACH-000368,0.232944363482
ACH-000374,-0.00990404132766
ACH-000375,0.08887566041760002
ACH-000376,0.159090974216
ACH-000381,0.114287844938
ACH-000383,0.23478398546999998
ACH-000387,0.267362081155
ACH-000389,0.158843735316
ACH-000390,0.30034065205
ACH-000393,0.046814216802
ACH-000395,0.36033270549900004
ACH-000397,0.21070453606800002
ACH-000401,0.26205980990600003
ACH-000402,0.174235955923
ACH-000403,0.274387211133
ACH-000404,0.25372672223299997
ACH-000406,0.180930089854
ACH-000407,0.0311150815144
ACH-000408,0.190928826474
ACH-000410,0.287140584403
ACH-000411,0.00241113252654
ACH-000414,0.36785404547
ACH-000415,0.209559769635
ACH-000416,0.177415003711
ACH-000420,0.08497265970730002
ACH-000421,0.104045528405
ACH-000424,-0.104999838936
ACH-000425,0.231709269987
ACH-000426,0.11732252105699999
ACH-000427,0.118317429462
ACH-000433,-0.130908846426
ACH-000436,0.18595768189800002
ACH-000444,0.269915843364
ACH-000445,0.10794267874399999
ACH-000448,0.16169768257
ACH-000450,0.0013582021821199998
ACH-000452,0.047704411918400004
ACH-000454,0.0443242665152
ACH-000458,0.00842793937244
ACH-000459,0.194130603416
ACH-000460,0.17669991104200003
ACH-000461,0.18905818472600003
ACH-000463,0.19259125606400002
ACH-000464,-0.00397245370559
ACH-000466,0.310240036221
ACH-000467,0.235839719739
ACH-000468,0.210692547428
ACH-000469,0.0860709551778
ACH-000470,0.109570090578
ACH-000471,0.18712462627
ACH-000472,0.189673385044
ACH-000473,0.288047764203
ACH-000475,0.221378368045
ACH-000476,0.158947559728
ACH-000477,0.113406048618
ACH-000480,0.12494980896600001
ACH-000481,0.310937525428
ACH-000483,-0.058156940869199994
ACH-000484,0.0881060767785
ACH-000485,0.278271484422
ACH-000486,0.09372762493270001
ACH-000487,0.22303599095600002
ACH-000488,0.18037974822299999
ACH-000490,0.175575906395
ACH-000491,0.0987467149285
ACH-000495,0.161111482816
ACH-000496,0.143329426921
ACH-000499,0.24170209191300002
ACH-000500,0.796517714427
ACH-000502,0.21929209026799998
ACH-000503,0.293579591638
ACH-000505,0.21478184200999997
ACH-000507,0.243746597516
ACH-000510,0.120172576975
ACH-000511,0.136193852687
ACH-000512,0.27765151975200003
ACH-000516,0.0933863887224
ACH-000517,0.274643995941
ACH-000518,0.215178740348
ACH-000520,0.06762982581930001
ACH-000521,0.216758338538
ACH-000522,0.130362814533
ACH-000524,0.28728316392700004
ACH-000527,0.170941205551
ACH-000528,0.266085746154
ACH-000537,0.024778203390099996
ACH-000541,0.273321732444
ACH-000542,0.345077611465
ACH-000544,0.279989825766
ACH-000545,0.26407320321600003
ACH-000547,0.151776408788
ACH-000548,0.32187173453400003
ACH-000549,0.202505219516
ACH-000550,0.045571221456599996
ACH-000552,0.240704772956
ACH-000556,0.0848744666663
ACH-000557,-0.10317655802100001
ACH-000570,0.0964781926332
ACH-000571,0.12001636885
ACH-000573,0.141486325088
ACH-000576,0.126803099437
ACH-000580,0.0363487448467
ACH-000584,0.234894154916
ACH-000585,0.28594500178599996
ACH-000588,0.286272377453
ACH-000589,0.19968343378800002
ACH-000591,-0.0810481892526
ACH-000593,0.10926606216700001
ACH-000600,0.20703391083
ACH-000601,0.12924563445
ACH-000604,0.343258194646
ACH-000605,0.237421058475
ACH-000606,0.329598025886
ACH-000608,0.171654413207
ACH-000614,-0.12017009498
ACH-000616,0.21148713660799998
ACH-000618,0.228593150549
ACH-000619,0.326853681271
ACH-000620,0.165296158355
ACH-000621,0.24537085337499998
ACH-000622,0.19212033413600002
ACH-000623,0.157025283693
ACH-000624,0.19797771474599998
ACH-000627,0.08315973450189999
ACH-000630,0.213119225155
ACH-000632,0.222875872491
ACH-000633,0.128229100691
ACH-000637,0.30416990857799997
ACH-000638,0.389427902081
ACH-000646,0.246376490508
ACH-000647,0.0714294803489
ACH-000648,0.20358471085299998
ACH-000649,0.179821584335
ACH-000651,0.249843303944
ACH-000652,0.354346343173
ACH-000653,0.10171821167000002
ACH-000657,0.25209951187
