,NTF4 (4909)
ACH-000004,-0.208766936397
ACH-000007,-0.144089018254
ACH-000009,-0.28023519558000004
ACH-000011,-0.051020600918500005
ACH-000012,-0.270007417229
ACH-000013,-0.34086935305699995
ACH-000014,-0.289961595987
ACH-000015,-0.281808022605
ACH-000017,-0.231322192126
ACH-000018,-0.29786218761100003
ACH-000019,-0.18966532348
ACH-000021,-0.1456676502
ACH-000022,-0.535814365527
ACH-000025,-0.0988698300079
ACH-000028,-0.32775742614
ACH-000030,-0.250579292194
ACH-000035,-0.139347249015
ACH-000036,-0.258351346032
ACH-000037,-0.0440104199982
ACH-000039,-0.004427059531529999
ACH-000040,-0.20145072959000002
ACH-000041,-0.028155115356
ACH-000042,-0.193004821042
ACH-000045,-0.400441246456
ACH-000047,-0.230159367593
ACH-000052,0.19744276500900002
ACH-000053,-0.257410221699
ACH-000054,-0.454966520163
ACH-000055,-0.144905526533
ACH-000060,-0.167469935036
ACH-000067,-0.37976577132600003
ACH-000070,-0.0582839605151
ACH-000075,-0.015575211661300001
ACH-000078,-0.216354264691
ACH-000082,-0.18085047557199999
ACH-000085,-0.154673003713
ACH-000086,-0.378695705435
ACH-000087,-0.34301536310999997
ACH-000092,-0.293084980529
ACH-000095,-0.30524472282299997
ACH-000097,-0.259333387473
ACH-000098,-0.394791989333
ACH-000099,-0.345968193128
ACH-000108,-0.36212930708400004
ACH-000113,-0.34261927578100004
ACH-000115,-0.19279168694200002
ACH-000116,-0.136721064222
ACH-000118,-0.16172767630899998
ACH-000120,-0.0485487878365
ACH-000123,-0.314760570475
ACH-000127,-0.224150193308
ACH-000128,-0.262844164401
ACH-000132,-0.0556009859081
ACH-000133,-0.224340226771
ACH-000137,-0.258518822342
ACH-000138,-0.253518031297
ACH-000142,-0.32918982269499997
ACH-000143,-0.30013911852499997
ACH-000146,-0.300859927144
ACH-000148,-0.266843821228
ACH-000150,-0.158720353505
ACH-000152,-0.384936410772
ACH-000153,-0.315203647576
ACH-000159,-0.306860835368
ACH-000160,-0.352466051868
ACH-000163,-0.186418854705
ACH-000167,-0.42980795556999996
ACH-000168,-0.493450280007
ACH-000169,-0.0485527870629
ACH-000178,-0.140341077234
ACH-000182,0.011725967798699999
ACH-000183,-0.321431302624
ACH-000188,-0.18657507715799998
ACH-000189,-0.438036248786
ACH-000190,-0.12799180013
ACH-000198,-0.3457492364
ACH-000204,-0.34878285786200003
ACH-000206,-0.528491922985
ACH-000207,-0.271896257506
ACH-000211,-0.194809439464
ACH-000215,-0.05270129792230001
ACH-000221,-0.21630942662500002
ACH-000222,-0.316921369034
ACH-000223,-0.218414421451
ACH-000226,0.015881852669
ACH-000227,-0.23352873629999998
ACH-000228,-0.267439954865
ACH-000231,-0.0236057227285
ACH-000232,-0.211268965601
ACH-000233,-0.43564566114299996
ACH-000234,-0.18593077727899998
ACH-000235,-0.335990363309
ACH-000237,-0.328221742756
ACH-000238,-0.150098073231
ACH-000243,-0.0799109788161
ACH-000244,-0.158000689779
ACH-000246,-0.341890545575
ACH-000248,-0.146225224193
ACH-000250,-0.28022801138799996
ACH-000251,-0.299002024501
ACH-000253,-0.40170827099600004
ACH-000255,-0.191397687003
ACH-000256,-0.27257679053399997
ACH-000257,0.140087846696
ACH-000258,-0.038303014135800006
ACH-000259,-0.38067719973700004
ACH-000260,-0.216079031525
ACH-000261,-0.115575054673
ACH-000262,-0.310915135116
ACH-000263,-0.323409232156
ACH-000264,-0.186923825639
ACH-000265,-0.249922438169
ACH-000266,-0.21161411711599998
ACH-000272,-0.139523793999
ACH-000273,-0.110841137787
ACH-000274,-0.21067573772300002
ACH-000277,-0.341567959548
ACH-000278,-0.403216834762
ACH-000279,-0.28994742677700003
ACH-000280,-0.289348436097
ACH-000281,-0.00933743518125
ACH-000288,-0.0819330960966
ACH-000291,-0.324542741199
ACH-000293,-0.392116475463
ACH-000294,-0.5978595203779999
ACH-000295,-0.08123929722360002
ACH-000296,-0.0766132624897
ACH-000302,-0.603203289396
ACH-000304,-0.19017468218199998
ACH-000307,-0.194003795935
ACH-000308,-0.420376780919
ACH-000310,-0.0822216027952
ACH-000311,-0.25517618235
ACH-000312,-0.348858971128
ACH-000315,-0.203110059375
ACH-000316,0.00530327502681
ACH-000317,-0.144370014133
ACH-000318,-0.46214820057899997
ACH-000319,-0.42170979028899996
ACH-000320,-0.108043828637
ACH-000322,-0.0426247782329
ACH-000323,-0.282689210126
ACH-000324,-0.24705875669100003
ACH-000329,-0.29255786605399997
ACH-000330,-0.0137502228788
ACH-000331,0.014702159376299997
ACH-000332,-0.262441781412
ACH-000334,-0.656486558353
ACH-000335,-0.449523145304
ACH-000336,-0.371103691671
ACH-000337,-0.140853631036
ACH-000339,-0.298564005521
ACH-000341,-0.375610022358
ACH-000348,-0.275332813896
ACH-000350,-0.297818890969
ACH-000352,-0.235963611829
ACH-000356,0.000818409652872
ACH-000361,-0.40120102022299997
ACH-000362,-0.276147741853
ACH-000363,-0.1859499991
ACH-000364,-0.366856001399
ACH-000365,-0.276773309606
