,ZC2HC1A (51101)
ACH-000004,-0.05357795056419999
ACH-000007,-0.0551775262822
ACH-000009,0.041704822535
ACH-000011,0.027993272782799998
ACH-000012,0.0316785996711
ACH-000013,0.031340182469200006
ACH-000014,-0.0103007058164
ACH-000015,0.0453173097858
ACH-000017,0.141698419455
ACH-000018,0.23330073302700002
ACH-000019,0.0686109871854
ACH-000021,0.141308891105
ACH-000022,0.142583724943
ACH-000025,0.0388739587039
ACH-000028,0.032377525096200004
ACH-000030,0.014018511530000001
ACH-000035,0.0359292580408
ACH-000036,-0.06938172160410001
ACH-000037,0.305429629325
ACH-000039,0.0650673567682
ACH-000040,0.2149574632
ACH-000041,-0.19360002773600002
ACH-000042,0.033810142143900004
ACH-000045,0.082969729222
ACH-000047,0.130439699747
ACH-000052,-0.333915540774
ACH-000053,-0.00441232535612
ACH-000054,0.129007019046
ACH-000055,-0.109815266875
ACH-000060,0.140418599767
ACH-000067,0.0901693413471
ACH-000070,0.0450859984181
ACH-000075,0.12953483328600002
ACH-000078,-0.16921859235700001
ACH-000082,0.0879867272933
ACH-000085,0.05297166455419999
ACH-000086,0.018701951085299998
ACH-000087,0.273969315742
ACH-000092,-0.228348692346
ACH-000095,0.197276585072
ACH-000097,0.0011229528040899999
ACH-000098,-0.08089736963069999
ACH-000099,-0.121231094311
ACH-000108,0.0206642072168
ACH-000113,0.0780697898999
ACH-000115,0.193342442188
ACH-000116,0.0739227153783
ACH-000118,0.0448587937697
ACH-000120,0.11323604229499999
ACH-000123,0.00805310139382
ACH-000127,0.0972169961799
ACH-000128,-0.0688764831864
ACH-000132,0.19842862247600002
ACH-000133,0.008330403829590001
ACH-000137,0.14151906748
ACH-000138,0.141542468055
ACH-000142,0.124776120524
ACH-000143,0.28310157305
ACH-000146,0.0752593701322
ACH-000148,-0.017983553727099998
ACH-000150,0.109306495494
ACH-000152,0.208755498678
ACH-000153,0.18819746396200002
ACH-000159,-0.025594184619200003
ACH-000160,0.006258087453149999
ACH-000163,0.150989685767
ACH-000167,-0.154004378497
ACH-000168,0.0534476215935
ACH-000169,0.135313114199
ACH-000178,0.106434576786
ACH-000182,0.06697886426699999
ACH-000183,-0.151559368975
ACH-000188,0.04333043815069999
ACH-000189,-0.13552211672
ACH-000190,0.272535217364
ACH-000198,0.0597899809959
ACH-000204,-0.0782889200648
ACH-000206,-0.0395739942868
ACH-000207,0.201842080188
ACH-000211,0.136054417219
ACH-000215,0.0258488511325
ACH-000221,0.123803928485
ACH-000222,0.19733568572000001
ACH-000223,-0.0252069322276
ACH-000226,0.246536963042
ACH-000227,-0.065348663342
ACH-000228,0.020184471823900003
ACH-000231,0.07733124703
ACH-000232,0.08226005335089999
ACH-000233,0.153654747605
ACH-000234,-0.16108848915899998
ACH-000235,0.0312868326849
ACH-000237,-0.00595532590015
ACH-000238,0.0078136311202
ACH-000243,-0.0023460159946
ACH-000244,0.179316196992
ACH-000246,0.15271524182399998
ACH-000248,-0.203488295789
ACH-000250,0.14312773651900002
ACH-000251,0.013547402133200001
ACH-000253,0.119492004429
ACH-000255,0.223796286798
ACH-000256,0.12973609754
ACH-000257,-0.236951239159
ACH-000258,0.253766897028
ACH-000259,0.177850951254
ACH-000260,0.0356995427487
ACH-000261,0.0550950994102
ACH-000262,0.417278323119
ACH-000263,0.0684520736562
ACH-000264,-0.146112539655
ACH-000265,0.0918342046717
ACH-000266,0.082307825768
ACH-000272,0.018839626315900002
ACH-000273,-0.007044664592970001
ACH-000274,0.0769406190535
ACH-000277,0.310866833774
ACH-000278,-0.0905767794305
ACH-000279,0.159768084713
ACH-000280,0.17852395368
ACH-000281,0.172978018227
ACH-000288,0.158560706112
ACH-000291,0.007040071061540001
ACH-000293,0.0840368560417
ACH-000294,-0.09369832999239999
ACH-000295,0.252313123374
ACH-000296,-0.10059229716
ACH-000302,0.028017741144099998
ACH-000304,-0.0507990644399
ACH-000307,-0.18645448300099998
ACH-000308,0.0801670233495
ACH-000310,-0.0628699658354
ACH-000311,0.101851271946
ACH-000312,0.171726206291
ACH-000315,0.155495360235
ACH-000316,0.0274844068167
ACH-000317,-0.218373837946
ACH-000318,0.174513818109
ACH-000319,0.168253237633
ACH-000320,0.367812406227
ACH-000322,0.25280002235300003
ACH-000323,0.0512289814446
ACH-000324,0.012532612024
