,CRIPAK (285464)
ACH-000004,0.112588179826
ACH-000007,0.057913904136800004
ACH-000009,0.0211815902522
ACH-000011,-0.158729554371
ACH-000012,-0.018888760975599998
ACH-000013,0.05353174242409999
ACH-000014,-0.10342584280200001
ACH-000015,-0.0931416127874
ACH-000017,-0.0119845991371
ACH-000018,-0.059230307842899996
ACH-000019,0.0189546468345
ACH-000021,-0.158016738897
ACH-000022,-0.219832780341
ACH-000025,-0.0691978757629
ACH-000028,0.0318576342493
ACH-000030,-0.087037409518
ACH-000035,0.170046397846
ACH-000036,-0.238749502491
ACH-000037,0.128810189709
ACH-000039,-0.0278751250446
ACH-000040,-0.233713219996
ACH-000041,-0.020714531139599996
ACH-000042,-0.108527329528
ACH-000045,-0.165816309042
ACH-000047,-0.00323937836943
ACH-000052,-0.226005550812
ACH-000053,0.00821390197822
ACH-000054,-0.110479848225
ACH-000055,0.08918457065600001
ACH-000060,-0.09901500722310001
ACH-000067,-0.185323970184
ACH-000070,-0.0616831518506
ACH-000075,-0.172823510969
ACH-000078,-0.26838209805999996
ACH-000082,0.270616139839
ACH-000085,-0.162841123904
ACH-000086,-0.0294438065235
ACH-000087,-0.137961471004
ACH-000092,0.137411560294
ACH-000095,-0.16696680940300002
ACH-000097,-0.0906343573667
ACH-000098,-0.018974049744900003
ACH-000099,-0.340979215233
ACH-000108,-0.17889473893399999
ACH-000113,-0.134180057456
ACH-000115,-0.20007355974
ACH-000116,-0.127513551246
ACH-000118,-0.021811831375599996
ACH-000120,0.007869116228450001
ACH-000123,0.005242436507029999
ACH-000127,-0.00297310680249
ACH-000128,-0.07665489445889999
ACH-000132,-0.105611398783
ACH-000133,-0.0298773656548
ACH-000137,0.0280428394013
ACH-000138,-0.06351776826309999
ACH-000142,-0.264726856485
ACH-000143,-0.138779673543
ACH-000146,-0.0260601949707
ACH-000148,-0.044263145095
ACH-000150,-0.140014182514
ACH-000152,-0.119571484633
ACH-000153,-0.219019324938
ACH-000159,0.0268024812935
ACH-000160,-0.0375860283881
ACH-000163,-0.109323023751
