,GIPR (2696)
ACH-000004,0.014399178491100001
ACH-000007,-0.0838622983273
ACH-000009,-0.0441019262318
ACH-000011,0.0662035040561
ACH-000012,-0.0171348829258
ACH-000013,-0.0355360746157
ACH-000014,0.0441558033282
ACH-000015,-0.021470891806000002
ACH-000017,0.0955408056078
ACH-000018,0.167183737635
ACH-000019,-0.0468440997404
ACH-000021,-0.086639288366
ACH-000022,0.274695789521
ACH-000025,0.249830492158
ACH-000028,-0.101232341219
ACH-000030,0.104959638815
ACH-000035,-0.049912584092300004
ACH-000036,0.04441189779369999
ACH-000037,0.20393428042599998
ACH-000039,-0.12841058642
ACH-000040,0.0826855482715
ACH-000041,0.12317682957800001
ACH-000042,0.0210351403866
ACH-000045,0.25201448794
ACH-000047,0.107850647664
ACH-000052,-0.187314676803
ACH-000053,-0.221671249123
ACH-000054,-0.058636253914
ACH-000055,-0.251278468734
ACH-000060,0.08595727803089999
ACH-000067,0.100041443173
ACH-000070,-0.172391453119
ACH-000075,-0.203348550532
ACH-000078,0.201610007421
ACH-000082,0.0475596841825
ACH-000085,-0.09601145825110001
ACH-000086,-0.053954641809000004
ACH-000087,-0.034681611840300004
ACH-000092,-0.042673464533699995
ACH-000095,-0.0100325680698
ACH-000097,-0.126230597974
ACH-000098,-0.08140653105330001
ACH-000099,0.220817828847
ACH-000108,-0.090793073502
ACH-000113,0.078405217424
ACH-000115,-0.283060631911
ACH-000116,-0.0840886565051
ACH-000118,0.09496759395410001
ACH-000120,0.0614924900583
ACH-000123,0.136108892949
ACH-000127,0.19806003998799998
ACH-000128,0.10626255350500001
ACH-000132,-0.030919786887699998
ACH-000133,0.07364084899130001
ACH-000137,-0.174030153258
ACH-000138,-0.140508776061
ACH-000142,-0.252447589337
ACH-000143,-0.159633923926
ACH-000146,0.0690726404445
ACH-000148,0.12108972694700001
ACH-000150,0.00470965021815
ACH-000152,-0.13842815886499998
ACH-000153,-0.43797515603200005
ACH-000159,-0.005813583977909999
ACH-000160,-0.0482263655298
ACH-000163,-0.0880798675636
ACH-000167,-0.257393280415
ACH-000168,-0.172545307137
ACH-000169,-0.023614888727400002
ACH-000178,0.101179757213
ACH-000182,0.134549338669
ACH-000183,-0.141902296854
ACH-000188,-0.07927090167260001
ACH-000189,-0.0841309695974
ACH-000190,0.18552051000599998
ACH-000198,0.121082419037
ACH-000204,-0.025757831159799998
ACH-000206,0.11032956199
ACH-000207,-0.29927435167599997
ACH-000211,-0.0122911521113
ACH-000215,0.015372360877399998
ACH-000221,-0.154717747561
ACH-000222,0.207708036962
ACH-000223,0.0774013883149
ACH-000226,0.027547465713800002
ACH-000227,0.11097240386900001
ACH-000228,-0.0511977635261
ACH-000231,0.022061279177299997
ACH-000232,0.0916345128276
ACH-000233,0.190562675605
ACH-000234,-0.16613292257
ACH-000235,-0.0190075512228
ACH-000237,0.0357632479406
ACH-000238,0.141037958252
ACH-000243,0.0361918266228
ACH-000244,-0.120170976143
ACH-000246,0.030628343330599998
ACH-000248,0.0934934058753
ACH-000250,-0.0485780609508
ACH-000251,-0.238359460663
ACH-000253,-0.08655807051650001
ACH-000255,-0.146294892673
ACH-000256,0.0521191099749
ACH-000257,0.182786846298
ACH-000258,0.42603303132700004
ACH-000259,0.08031769827639999
ACH-000260,0.0532750608127
ACH-000261,0.0611498661615
ACH-000262,-0.11375000182499999
ACH-000263,-0.024478323257900003
ACH-000264,0.10763023767
ACH-000265,-0.195917470551
ACH-000266,-0.0185043824908
ACH-000272,0.0900314972033
ACH-000273,0.06939086628610001
