,METRNL (284207)
ACH-000004,-0.05938656345380001
ACH-000007,-0.306021525057
ACH-000009,-0.228433120135
ACH-000011,-0.0726739614976
ACH-000012,-0.09109480211089999
ACH-000013,-0.20480199136100002
ACH-000014,0.12112156339000002
ACH-000015,-0.0687124551547
ACH-000017,-0.0976796360382
ACH-000018,0.00679767890409
ACH-000019,-0.37420188835199997
ACH-000021,-0.00046031690426099996
ACH-000022,-0.10927650183599999
ACH-000025,0.013651286512799999
ACH-000028,-0.169734786397
ACH-000030,-0.147852837376
ACH-000035,-0.0101236613497
ACH-000036,0.0636359718748
ACH-000037,0.061070137086500005
ACH-000039,-0.234353535636
ACH-000040,-0.121988416892
ACH-000041,-0.0703866640263
ACH-000042,-0.196839129102
ACH-000045,-0.09510955559810001
ACH-000047,-0.041339374738
ACH-000052,-0.0710012572657
ACH-000053,-0.147872188087
ACH-000054,-0.07391469047999999
ACH-000055,0.05822908988369999
ACH-000060,-0.18539704425099998
ACH-000067,0.0301638915202
ACH-000070,-0.0146212424638
ACH-000075,0.123634451481
ACH-000078,-0.0680945686849
ACH-000082,0.0228815333947
ACH-000085,-0.22493776379900002
ACH-000086,-0.119919165964
ACH-000087,0.138410947585
ACH-000092,0.265695361563
ACH-000095,-0.154851083913
ACH-000097,-0.141702151415
ACH-000098,-0.0729779787344
ACH-000099,-0.195225482372
ACH-000108,-0.0783184307966
ACH-000113,0.0225920031877
ACH-000115,-0.12918092504599998
ACH-000116,-0.10062020366499999
ACH-000118,0.0220871205516
ACH-000120,-0.09880268052039999
ACH-000123,-0.06991814420810001
ACH-000127,-0.018259681835
ACH-000128,0.026352031116700002
ACH-000132,0.118816556049
ACH-000133,0.0176626205376
ACH-000137,0.188841314469
ACH-000138,-0.164118991358
ACH-000142,-0.532776316194
ACH-000143,-0.19699011161600002
ACH-000146,0.0861066090337
ACH-000148,-0.144021451598
ACH-000150,0.0921663104328
ACH-000152,-0.261828854842
ACH-000153,0.083773227713
ACH-000159,-0.104647330708
ACH-000160,-0.399273072322
ACH-000163,-0.0481725151163
ACH-000167,0.111721531426
ACH-000168,0.0867897274133
ACH-000169,-0.0635979894623
ACH-000178,-0.0783333377284
ACH-000182,-0.146409351342
ACH-000183,0.0544889617253
ACH-000188,-0.0118987721504
ACH-000189,-0.008507800068859999
ACH-000190,-0.0265829172621
ACH-000198,-0.0640208987125
ACH-000204,-0.15107759385800001
ACH-000206,-0.0428204160204
ACH-000207,-0.0499764719301
ACH-000211,-0.148079909689
ACH-000215,-0.214106923994
ACH-000221,-0.217058991524
ACH-000222,-0.140999960308
ACH-000223,-0.0758353453718
ACH-000226,-0.09685581090880001
ACH-000227,-0.00646541860491
ACH-000228,-0.0193663450287
ACH-000231,-0.178504706622
ACH-000232,-0.042601217357599995
ACH-000233,0.0283763485481
ACH-000234,-0.19248661157900002
ACH-000235,-0.0716323856503
ACH-000237,-0.132341347886
ACH-000238,-0.03776224976880001
ACH-000243,-0.035050304814199996
ACH-000244,0.403529268736
ACH-000246,-0.212513431054
ACH-000248,-0.327370948968
ACH-000250,-0.138312246227
ACH-000251,0.20875733746199998
ACH-000253,-0.222170061461
ACH-000255,-0.061882436647100005
ACH-000256,-0.199209591444
ACH-000257,-0.236690764785
ACH-000258,-0.545932069511
ACH-000259,-0.150984240161
ACH-000260,-0.22613793737
ACH-000261,-0.123215303446
ACH-000262,-0.0343782789737
ACH-000263,-0.351371877883
ACH-000264,-0.0731360292078
ACH-000265,0.06388603001439999
ACH-000266,-0.282612307598
ACH-000272,-0.141275994196
ACH-000273,-0.0986715989541
ACH-000274,-0.105716273789
ACH-000277,-0.09499651613910001
ACH-000278,-0.137708158491
ACH-000279,-0.06483027809360001
