,MTAP (4507)
ACH-000004,0.012968156187200002
ACH-000007,0.0328808787341
ACH-000009,-0.202733694312
ACH-000011,-0.0102808737499
ACH-000012,0.0642984843917
ACH-000013,0.054292377902800004
ACH-000014,0.147573621312
ACH-000015,-0.129080758617
ACH-000017,0.13275505595599998
ACH-000018,-0.24576979227499998
ACH-000019,0.151040627674
ACH-000021,0.187774488654
ACH-000022,0.07223183751939999
ACH-000025,-0.030014545978
ACH-000028,0.0244338003313
ACH-000030,-0.10112513176000001
ACH-000035,0.0274879415247
ACH-000036,-0.0514032894338
ACH-000037,-0.0626000191477
ACH-000039,0.11803859158
ACH-000040,-0.0156726355919
ACH-000041,-0.170890846238
ACH-000042,0.0815583696313
ACH-000045,0.223751728887
ACH-000047,-0.116653281388
ACH-000052,-0.10158609167000002
ACH-000053,-0.015776889014
ACH-000054,0.014818655441
ACH-000055,-0.0494518319247
ACH-000060,-0.023758344291300002
ACH-000067,0.026847978810400002
ACH-000070,0.190313829251
ACH-000075,-0.0296186505042
ACH-000078,0.17320622296100002
ACH-000082,-0.15460140513
ACH-000085,-0.31511925786
ACH-000086,-0.0307773761025
ACH-000087,0.0728183547084
ACH-000092,-0.0303966792572
ACH-000095,-0.13131873266799998
ACH-000097,0.155102305973
ACH-000098,-0.160278039697
ACH-000099,0.13993270802000002
ACH-000108,0.0839966094554
ACH-000113,-0.012640854665700002
ACH-000115,0.0595081431168
ACH-000116,0.215712965409
ACH-000118,0.146595623248
ACH-000120,0.10612015616499999
ACH-000123,0.000968272212447
ACH-000127,-0.041859813165300006
ACH-000128,-0.142915223006
ACH-000132,0.19502203348900002
ACH-000133,0.0037799378506299997
ACH-000137,-0.156048491474
ACH-000138,-0.038702071549
ACH-000142,-0.0344920032358
ACH-000143,-0.10111596354699999
ACH-000146,0.0117596513567
ACH-000148,0.0263803362894
ACH-000150,0.265537927443
ACH-000152,0.0828342177591
ACH-000153,-0.18605170379099997
ACH-000159,-0.0650598808879
ACH-000160,-0.0257677205657
ACH-000163,0.137103466437
ACH-000167,-0.5333899038059999
ACH-000168,-0.0353439673763
ACH-000169,0.0483282444707
ACH-000178,0.166751809599
ACH-000182,-0.005931752685479999
ACH-000183,-0.0251977169282
ACH-000188,0.048457533645199995
ACH-000189,-0.169659952159
ACH-000190,0.430320715055
ACH-000198,0.063722250907
ACH-000204,0.225678252983
ACH-000206,-0.121349880021
ACH-000207,-0.00932298957539
ACH-000211,-0.00438433755496
ACH-000215,-0.046959496826
ACH-000221,0.143009621808
ACH-000222,0.111082583729
ACH-000223,0.0459659353251
ACH-000226,0.162914135552
ACH-000227,-0.215273757929
ACH-000228,0.07365088116660001
ACH-000231,-0.0162016154567
ACH-000232,-0.03515472604019999
ACH-000233,-0.0630801259096
ACH-000234,0.0555067778957
ACH-000235,0.0611395035836
ACH-000237,-0.06980675574569999
ACH-000238,-0.0592427411295
ACH-000243,0.126672589024
ACH-000244,0.307429366054
ACH-000246,0.122118247838
ACH-000248,0.21237971620299997
ACH-000250,-0.0561101906778
ACH-000251,0.18132221685
ACH-000253,0.0440562460494
ACH-000255,0.144786061305
ACH-000256,-0.06420127461519999
ACH-000257,0.319025262927
ACH-000258,-0.100073840811
ACH-000259,0.17465887057799998
ACH-000260,-0.0389611658943
ACH-000261,0.0547337255641
ACH-000262,-0.260719145645
ACH-000263,0.0657379036621
ACH-000264,-0.040095464419400005
ACH-000265,0.13540777991699998
ACH-000266,-0.020297383319599998
ACH-000272,0.116008772588
ACH-000273,0.025294667245
ACH-000274,-0.212272059746
ACH-000277,-0.101250094793
ACH-000278,-0.253800612124
ACH-000279,0.06516521883719999
ACH-000280,0.0956382999037
ACH-000281,0.0629524848703
ACH-000288,-0.0319764783768
ACH-000291,-0.0237205202881
ACH-000293,0.060191251235800006
ACH-000294,0.111834078831
ACH-000295,0.511393153477
ACH-000296,0.104559283388
ACH-000302,-0.033390761865
ACH-000304,-0.375917270551
ACH-000307,0.10394746495400001
ACH-000308,0.201446681935
ACH-000310,0.041152921779699994
ACH-000311,0.0315345162805
ACH-000312,0.235175645376
ACH-000315,0.23020856176899998
ACH-000316,-0.31926573371399997
ACH-000317,0.019413101066999998
ACH-000318,0.125125587105
ACH-000319,-0.137284663295
ACH-000320,0.160257816632
ACH-000322,-0.0720809232073
ACH-000323,0.176603861913
ACH-000324,-0.0771429382448
ACH-000329,0.08790457426660002
ACH-000330,0.0196067421494
ACH-000331,0.023505920649599995
ACH-000332,-0.0905372639899
ACH-000334,0.12966145193
ACH-000335,-0.15072725674
ACH-000336,-0.021913231340000002
ACH-000337,0.0759812160923
ACH-000339,0.0578033048504
ACH-000341,0.0747821774282
ACH-000348,-0.0623989871034
ACH-000350,-0.08861928859099999
ACH-000352,0.0871141217344
ACH-000356,-0.11624471152100001
ACH-000361,-0.08967570830710002
ACH-000362,0.15634014990599998
ACH-000363,-0.0663264446194
ACH-000364,0.0372788762165
ACH-000365,0.066702878593
ACH-000366,-0.17328164625599998
ACH-000368,0.0578566654914
ACH-000374,0.14372431467
ACH-000375,0.142957277697
ACH-000376,-0.0616295061359
ACH-000381,-0.0040829458826399994
ACH-000383,0.075548349658
ACH-000387,0.036961460869
ACH-000389,0.15366104357899998
ACH-000390,0.06457343026159999
ACH-000393,-0.299856263483
ACH-000395,-0.274647084215
ACH-000397,-0.034666140409400005
ACH-000401,0.0577684955982
ACH-000402,0.155518369579
ACH-000403,-0.0708021583947
ACH-000404,-0.0673405261108
ACH-000406,-0.0121141005099
ACH-000407,0.116645238086
ACH-000408,-0.049403728867800006
ACH-000410,0.0278305769335
ACH-000411,0.11585446255899999
ACH-000414,-0.018668243201599998
ACH-000415,0.0229604453901
ACH-000416,0.0864690280407
ACH-000420,-0.0268043234795
ACH-000421,0.00499739717967
ACH-000424,0.0881104030652
ACH-000425,0.06077403882259999
ACH-000426,0.185016722875
ACH-000427,-0.159304937955
ACH-000433,-0.140293289736
ACH-000436,-0.0334162345969
ACH-000444,0.18473922748399998
ACH-000445,0.17246137157000002
ACH-000448,0.0417571967255
ACH-000450,-0.103018774263
ACH-000452,0.049964805060400005
ACH-000454,0.00347156036296
ACH-000458,-0.0314791651183
ACH-000459,0.200682562817
ACH-000460,-0.124469165064
ACH-000461,0.131271227466
ACH-000463,0.186925063131
