,PRTFDC1 (56952)
ACH-000004,0.15302963901699998
ACH-000007,0.29762729989799996
ACH-000009,0.12258734543199999
ACH-000011,0.154534867733
ACH-000012,0.106894231545
ACH-000013,0.171971150742
ACH-000014,-0.0126264128751
ACH-000015,0.238107958673
ACH-000017,0.165256496446
ACH-000018,0.0985320219103
ACH-000019,0.203982018167
ACH-000021,0.0351254509051
ACH-000022,0.20864918145199998
ACH-000025,0.16017883427100002
ACH-000028,0.040563486394
ACH-000030,0.0391298644855
ACH-000035,0.154309772236
ACH-000036,0.146967720844
ACH-000037,-0.011624036506499999
ACH-000039,-0.0670801119223
ACH-000040,0.0599629706322
ACH-000041,0.122935008727
ACH-000042,0.18577977668499998
ACH-000045,0.135708933581
ACH-000047,0.181086852302
ACH-000052,0.29165492114999997
ACH-000053,0.157297418533
ACH-000054,0.295490227957
ACH-000055,0.17017632876699998
ACH-000060,0.192189734395
ACH-000067,0.24844188618000002
ACH-000070,0.24499558028299998
ACH-000075,0.48595055124799996
ACH-000078,0.057238552798600004
ACH-000082,0.0580371743694
ACH-000085,0.03212844946540001
ACH-000086,0.20752398710900002
ACH-000087,0.266520856871
ACH-000092,0.0998220992936
ACH-000095,0.161729981033
ACH-000097,0.20436133528499997
ACH-000098,0.23571712176600002
ACH-000099,0.12640542749000003
ACH-000108,0.173764198162
ACH-000113,0.178842158382
ACH-000115,0.170774588353
ACH-000116,0.249205537482
ACH-000118,0.0694919585481
ACH-000120,0.09539075050149999
ACH-000123,0.132849588741
ACH-000127,0.0650275178702
ACH-000128,0.414214684203
ACH-000132,0.049199153372599995
ACH-000133,0.23721881648600002
ACH-000137,0.25370240067
ACH-000138,0.08789018321360001
ACH-000142,0.375287036665
ACH-000143,0.09234816823519999
ACH-000146,0.107198465223
ACH-000148,0.106282760758
ACH-000150,0.247464789796
ACH-000152,0.26469317912900003
ACH-000153,-0.0376935500647
ACH-000159,0.108932800761
ACH-000160,0.0974026548591
ACH-000163,0.362079408146
ACH-000167,0.431886167167
ACH-000168,0.053593581596499996
ACH-000169,0.198437982687
ACH-000178,0.10762277124500001
ACH-000182,0.190366149593
ACH-000183,0.060588969360100005
ACH-000188,0.17381150785799998
ACH-000189,0.0532308405074
ACH-000190,0.084644326208
ACH-000198,0.0825659360473
ACH-000204,0.239186338437
ACH-000206,0.139639456108
ACH-000207,0.0794449128835
ACH-000211,0.173134759188
ACH-000215,0.192624473288
ACH-000221,0.206269483803
ACH-000222,0.2252991495
ACH-000223,0.0320732935245
ACH-000226,0.154395781703
ACH-000227,0.201223466591
ACH-000228,0.274525511574
ACH-000231,0.18997113149300002
ACH-000232,0.171210624969
ACH-000233,0.163157766249
ACH-000234,0.146361363009
ACH-000235,0.0121345822076
ACH-000237,0.237011032055
ACH-000238,0.109169773522
ACH-000243,0.0646835909701
ACH-000244,0.320531240743
ACH-000246,0.133308688658
ACH-000248,0.09199288538230001
ACH-000250,0.19064400940600001
ACH-000251,0.042464435399900004
ACH-000253,0.31983614973700003
ACH-000255,0.34993596003
ACH-000256,0.24667345326600001
ACH-000257,-0.0461420340404
ACH-000258,0.19796572170899998
ACH-000259,0.21405996171100003
ACH-000260,0.0846782753679
ACH-000261,0.137535910206
ACH-000262,0.24271072824999998
ACH-000263,0.316980768517
ACH-000264,0.162469385701
ACH-000265,0.169140685411
ACH-000266,0.163904465398
ACH-000272,0.157686422001
ACH-000273,0.253693921137
ACH-000274,0.121376400146
ACH-000277,0.307486238855
ACH-000278,0.28852365439
ACH-000279,0.257974155056
ACH-000280,0.285654240738
ACH-000281,-0.059900528925599994
ACH-000288,0.0639401115774
ACH-000291,0.042734330049
ACH-000293,0.191900839922
ACH-000294,0.0334439325526
ACH-000295,0.022699708336900003
ACH-000296,0.150281786589
ACH-000302,0.170778968213
ACH-000304,0.288112364951
ACH-000307,0.126239712245
ACH-000308,0.191223310686
ACH-000310,0.15026805915
ACH-000311,0.11659219134500001
ACH-000312,0.140632141009
ACH-000315,0.27201570596200003
ACH-000316,0.26910345509
ACH-000317,0.206344568152
ACH-000318,0.0279494849743
ACH-000319,0.18865966475499998
ACH-000320,0.199211052943
ACH-000322,0.212373297067
ACH-000323,-0.0639234669374
ACH-000324,0.17858320973000003
ACH-000329,0.164898241366
ACH-000330,0.126192476744
ACH-000331,0.039148848921800004
ACH-000332,0.0365103461073
ACH-000334,0.211820753262
ACH-000335,0.0109460570045
ACH-000336,0.08638793993300001
ACH-000337,0.260620626067
ACH-000339,0.142565114158
ACH-000341,0.34036995851400004
ACH-000348,0.151223819486
ACH-000350,0.18040906737999998
ACH-000352,0.261759720058
ACH-000356,0.0893732339255
ACH-000361,0.09195607263430002
ACH-000362,0.23297709496999996
ACH-000363,0.22867713981999996
ACH-000364,0.38092254149599997
ACH-000365,0.09406401289989999
ACH-000366,0.156317273683
ACH-000368,0.189191079763
ACH-000374,0.324771527439
ACH-000375,0.137104438712
ACH-000376,0.045532004119600004
ACH-000381,0.173120077057
ACH-000383,0.18677066236200002
ACH-000387,0.205677737044
ACH-000389,0.190613409842
ACH-000390,0.119654858851
ACH-000393,0.17657351458099999
ACH-000395,0.262901958615
ACH-000397,0.237633274994
ACH-000401,0.312679456028
ACH-000402,-0.0464419008768
ACH-000403,0.228157982993
ACH-000404,0.354187319177
ACH-000406,0.11420104207000001
ACH-000407,0.19952410359499997
ACH-000408,0.0776141098174
ACH-000410,0.206886570869
ACH-000411,0.11854077102600001
ACH-000414,0.0680270787006
ACH-000415,0.112026386642
ACH-000416,0.15927424365
ACH-000420,0.271812537786
ACH-000421,0.251582020487
ACH-000424,0.0793384930272
ACH-000425,0.20566377067299998
ACH-000426,0.20798386094000001
ACH-000427,0.471992429539
ACH-000433,0.055623330314499994
ACH-000436,0.22187316619800002
ACH-000444,0.12370906874399999
ACH-000445,0.298248607471
ACH-000448,0.221390748626
ACH-000450,0.229289095994
ACH-000452,0.176494698059
ACH-000454,0.21104221263
ACH-000458,0.304012731971
ACH-000459,0.12706602217000001
ACH-000460,0.218231234758
ACH-000461,0.140687173079
ACH-000463,0.146051928261
ACH-000464,0.120826425339
ACH-000466,0.143654956851
ACH-000467,0.0850250403767
ACH-000468,0.260777349161
ACH-000469,0.18763303857299998
ACH-000470,0.225950617516
ACH-000471,0.12383216740999999
ACH-000472,0.085447963407
ACH-000473,0.0968541166714
ACH-000475,0.13101748115700002
ACH-000476,0.06927089501780001
ACH-000477,-0.0563871548061
ACH-000480,0.19382771297
ACH-000481,0.0904354958019
ACH-000483,0.15471800321100002
ACH-000484,0.0905759306994
ACH-000485,0.22221315385499998
ACH-000486,0.225961068378
ACH-000487,0.118105996999
ACH-000488,0.101777510235
