,CINP (51550)
ACH-000004,-1.29554530422
ACH-000007,-1.00811023407
ACH-000009,-1.21389691452
ACH-000011,-1.29324970438
ACH-000012,-1.1514336818000002
ACH-000013,-1.04922607175
ACH-000014,-1.3401814415100002
ACH-000015,-1.0341969273799998
ACH-000017,-0.979050555248
ACH-000018,-1.06244191884
ACH-000019,-0.7138196675949999
ACH-000021,-1.12210377259
ACH-000022,-0.9551376837919999
ACH-000025,-1.0925743493
ACH-000028,-0.9032074554269999
ACH-000030,-0.8774207505
ACH-000035,-0.8376092755560001
ACH-000036,-1.05068885342
ACH-000037,-1.44925792939
ACH-000039,-0.976271516856
ACH-000040,-0.974860771462
ACH-000041,-1.1094834077
ACH-000042,-1.07821219535
ACH-000045,-1.0291968046200002
ACH-000047,-0.934653103989
ACH-000052,-0.9546116491709999
ACH-000053,-1.1784438421799999
ACH-000054,-0.904348940929
ACH-000055,-0.961266433881
ACH-000060,-1.34430753473
ACH-000067,-0.889776864428
ACH-000070,-1.03703401066
ACH-000075,-0.600250114088
ACH-000078,-1.1504125308
ACH-000082,-0.613628247961
ACH-000085,-1.23770734611
ACH-000086,-1.15638368468
ACH-000087,-1.2490060654100001
ACH-000092,-0.973062980627
ACH-000095,-0.870474829669
ACH-000097,-1.02903727833
ACH-000098,-1.28973771224
ACH-000099,-1.14025715707
ACH-000108,-1.1314010456999999
ACH-000113,-1.0276717759
ACH-000115,-1.12748488597
ACH-000116,-1.2502991196700002
ACH-000118,-0.919543535929
ACH-000120,-1.19761107153
ACH-000123,-0.9944394778100001
ACH-000127,-0.898611549473
ACH-000128,-1.04342984905
ACH-000132,-0.957123859895
ACH-000133,-0.959327830034
ACH-000137,-1.05416658668
ACH-000138,-1.03730389087
ACH-000142,-1.20940530291
ACH-000143,-1.31011956289
ACH-000146,-1.04515511001
ACH-000148,-1.26649742203
ACH-000150,-1.3569369518799999
ACH-000152,-0.724205352768
ACH-000153,-0.8713717497700001
ACH-000159,-1.02226645404
ACH-000160,-1.07062569396
ACH-000163,-1.0743388954700002
ACH-000167,-0.811424882843
ACH-000168,-1.03044344596
ACH-000169,-1.04475146575
ACH-000178,-1.11836410178
ACH-000182,-0.7308812321629999
ACH-000183,-1.38219950562
ACH-000188,-1.1154615694299999
ACH-000189,-1.4190707441400001
ACH-000190,-1.16088701682
ACH-000198,-1.0139258746200002
ACH-000204,-0.8594358691580001
ACH-000206,-1.16637862389
ACH-000207,-1.19271748842
ACH-000211,-0.974809675551
ACH-000215,-1.20279208061
ACH-000221,-0.658031716228
ACH-000222,-1.2068900444700001
ACH-000223,-0.678643984082
ACH-000226,-1.0882957028
ACH-000227,-0.880259156469
ACH-000228,-0.813240234631
ACH-000231,-0.698180922866
ACH-000232,-1.0157321071799998
ACH-000233,-1.22662903807
ACH-000234,-1.22873581982
ACH-000235,-1.01817154092
ACH-000237,-0.793968238198
ACH-000238,-1.04431998278
ACH-000243,-1.2804499022
ACH-000244,-1.0427321781899999
ACH-000246,-1.0467202914
ACH-000248,-1.00158765464
ACH-000250,-1.15943374029
ACH-000251,-0.83284170279
ACH-000253,-1.10020085382
ACH-000255,-0.956229970502
ACH-000256,-0.9055206381149999
ACH-000257,-1.06947955421
ACH-000258,-0.793887753468
ACH-000259,-1.35651777669
ACH-000260,-1.15615947774
ACH-000261,-1.04232949468
ACH-000262,-1.2716952387
ACH-000263,-1.09690468204
ACH-000264,-0.981222987045
ACH-000265,-1.02800611753
ACH-000266,-0.857911299462
ACH-000272,-1.5309809776899999
ACH-000273,-1.15542135091
ACH-000274,-0.914499839332
ACH-000277,-0.885616725393
ACH-000278,-0.8394408034149999
ACH-000279,-1.16030836161
ACH-000280,-0.852874916206
ACH-000281,-1.26345811058
ACH-000288,-1.36876239861
ACH-000291,-1.08846491142
ACH-000293,-0.8586377906479999
ACH-000294,-1.51782568837
ACH-000295,-0.7523632158679999
ACH-000296,-1.00616368209
ACH-000302,-0.8321926267890001
ACH-000304,-1.2076317187299999
ACH-000307,-1.20632883719
ACH-000308,-1.0147532809100002
ACH-000310,-0.9963469902140001
ACH-000311,-1.26010510874
ACH-000312,-1.11123571347
ACH-000315,-1.1224976254
ACH-000316,-0.92623322482
ACH-000317,-1.80285622057
ACH-000318,-1.0808233280700001
