,UPK3BL (100134938)
ACH-000004,0.0273706127689
ACH-000007,-0.168870591979
ACH-000009,0.0410560750011
ACH-000011,-0.555211522496
ACH-000012,-0.147601634235
ACH-000013,-0.022751748873099997
ACH-000014,-0.21177163432100002
ACH-000015,-0.0760907566709
ACH-000017,-0.0938906359608
ACH-000018,-0.145075091618
ACH-000019,-0.31547141577
ACH-000021,-0.22847964999499998
ACH-000022,-0.0659508456922
ACH-000025,-0.140264548596
ACH-000028,-0.29356347873000005
ACH-000030,-0.0433566743535
ACH-000035,-0.18318081765799998
ACH-000036,-0.302925003636
ACH-000037,-0.12751882454900001
ACH-000039,-0.299712013477
ACH-000040,-0.281471080874
ACH-000041,0.0161023542223
ACH-000042,-0.24206314914500002
ACH-000045,-0.16812851357900002
ACH-000047,-0.318308366542
ACH-000052,0.030070084177000002
ACH-000053,-0.219753657636
ACH-000054,-0.262603449866
ACH-000055,-0.196430534911
ACH-000060,-0.48065304164800005
ACH-000067,-0.235463062616
ACH-000070,-0.108099106128
ACH-000075,-0.29567984230300004
ACH-000078,0.122713023845
ACH-000082,-0.299245850019
ACH-000085,-0.639563711641
ACH-000086,0.11441903949200001
ACH-000087,-0.166398729764
ACH-000092,0.12786280906199998
ACH-000095,-0.0151516902566
ACH-000097,-0.492786790362
ACH-000098,-0.0342673763491
ACH-000099,-0.12476305877
ACH-000108,-0.104258110888
ACH-000113,-0.119722598474
ACH-000115,0.00537357090205
ACH-000116,-0.262493287285
ACH-000118,-0.12762535272
ACH-000120,-0.161471863682
ACH-000123,-0.0980915732714
ACH-000127,-0.060432244479900005
ACH-000128,-0.197827854869
ACH-000132,-0.0129706604489
ACH-000133,-0.380667950242
ACH-000137,-0.145605968766
ACH-000138,0.0491972397467
ACH-000142,-0.32161976270799997
ACH-000143,0.00252072130208
ACH-000146,-0.0500483385394
ACH-000148,-0.17537539075999997
ACH-000150,-0.121315902677
ACH-000152,0.172628627617
ACH-000153,-0.0384996024346
ACH-000159,-0.39623429627800005
ACH-000160,-0.00767613828645
ACH-000163,-0.226830847654
ACH-000167,-0.40520754487800004
ACH-000168,-0.0945813230123
ACH-000169,-0.09162378676289999
ACH-000178,-0.290903392484
ACH-000182,-0.297160395478
ACH-000183,-0.23149193251999997
ACH-000188,-0.17070411214499998
ACH-000189,-0.19555615871100002
ACH-000190,-0.282981424931
ACH-000198,-0.0699244459688
ACH-000204,-0.16772817436100002
ACH-000206,0.106780241294
ACH-000207,-0.019838618094799997
ACH-000211,-0.295578422226
ACH-000215,-0.13121980012
ACH-000221,-0.0563242249615
ACH-000222,0.22501292784899998
ACH-000223,-0.127585334646
ACH-000226,-0.275348078948
ACH-000227,0.176410821204
ACH-000228,0.032767737151
ACH-000231,-0.154254047665
ACH-000232,-0.033805489314500003
ACH-000233,-0.333812486011
ACH-000234,-0.115349338706
ACH-000235,-0.0319105205138
ACH-000237,-0.439543155912
ACH-000238,-0.288837665788
ACH-000243,-0.0843093568476
ACH-000244,-0.0879473868534
ACH-000246,-0.0460690874049
ACH-000248,0.0036108588772199995
ACH-000250,-0.294216076664
ACH-000251,0.07056216566330001
ACH-000253,-0.124309230581
ACH-000255,-0.106121081169
ACH-000256,-0.27959650237399997
ACH-000257,0.0514046848097
ACH-000258,-0.211306121307
ACH-000259,-0.11852684042199998
ACH-000260,-0.241467526329
ACH-000261,-0.06730166042550001
ACH-000262,-0.36209221537600006
ACH-000263,-0.258750246299
ACH-000264,-0.189188890097
ACH-000265,0.05605183303590001
ACH-000266,-0.24065628109
ACH-000272,-0.11751446626499999
ACH-000273,-0.27672876609200003
ACH-000274,-0.04556399505340001
ACH-000277,-0.14143354820499998
ACH-000278,-0.214825561776
ACH-000279,-0.137028353967
ACH-000280,-0.352982741084
ACH-000281,-0.0721101707014
ACH-000288,-0.366507202964
ACH-000291,-0.234844473046
ACH-000293,-0.291474864745
ACH-000294,-0.16031977580600001
ACH-000295,-0.06575172643640001
ACH-000296,0.0488688298993
ACH-000302,-0.132738195962
ACH-000304,-0.379230104543
ACH-000307,-0.22296090255399997
ACH-000308,-0.0300491277365
ACH-000310,0.300711233724
ACH-000311,-0.571518391744
ACH-000312,0.029334038025099998
ACH-000315,-0.323408960053
ACH-000316,-0.212339839951
ACH-000317,-0.0704291185862
ACH-000318,0.10124701547
ACH-000319,-0.17200415230000002
ACH-000320,0.0552971712616
ACH-000322,-0.225683299996
ACH-000323,-0.0569938726431
ACH-000324,-0.457563325787
ACH-000329,-0.06153170027319999
ACH-000330,-0.0949243426124
ACH-000331,-0.175301878897
ACH-000332,-0.0834023055776
ACH-000334,-0.0143910432225
ACH-000335,-0.150704860689
ACH-000336,-0.36731533281900003
ACH-000337,-0.362629214757
ACH-000339,-0.20425591766800003
ACH-000341,-0.160592803859
ACH-000348,-0.065686159507
ACH-000350,-0.267700531794
ACH-000352,-0.005479091205130001
ACH-000356,-0.20436962131900002
ACH-000361,-0.407027786601
ACH-000362,-0.334459643844
ACH-000363,-0.134161286406
ACH-000364,-0.250236927687
ACH-000365,-0.20479975818399998
ACH-000366,-0.0669741593561
ACH-000368,0.0447189881474
ACH-000374,-0.250531209556
ACH-000375,-0.22769884369899998
ACH-000376,-0.113791438368
ACH-000381,-0.30711537306200004
ACH-000383,-0.38563889529
ACH-000387,-0.129526773433
ACH-000389,-0.258880447384
ACH-000390,-0.258584764879
ACH-000393,-0.242027593267
ACH-000395,-0.543112668548
ACH-000397,-0.12422089182900001
ACH-000401,-0.10079320068
ACH-000402,-0.325639679588
ACH-000403,-0.0601141896738
ACH-000404,-0.293212560235
ACH-000406,-0.216668506758
ACH-000407,-0.127157469016
ACH-000408,-0.210064939888
ACH-000410,-0.128521677275
ACH-000411,-0.214338284048
ACH-000414,-0.0523840242129
ACH-000415,-0.10436175073
ACH-000416,0.0747448595038
ACH-000420,-0.282507031659
ACH-000421,-0.08191852022639999
ACH-000424,-0.16245840375099999
ACH-000425,-0.237155896871
ACH-000426,-0.211533954319
ACH-000427,-0.529356747471
ACH-000433,-0.570360312416
ACH-000436,-0.256414048545
ACH-000444,-0.012445256479
ACH-000445,-0.334454417313
ACH-000448,-0.20061015233399998
ACH-000450,-0.423456834539
ACH-000452,-0.42845891602799996
ACH-000454,-0.0886354208243
ACH-000458,-0.332698340679
ACH-000459,-0.293973626528
ACH-000460,-0.17551308159499998
ACH-000461,-0.021284274879700003
ACH-000463,-0.538796492084
ACH-000464,-0.387632046185
ACH-000466,-0.42554752148900005
ACH-000467,0.0013203752324500002
ACH-000468,-0.35984391684600003
ACH-000469,-0.42386815877800005
ACH-000470,-0.135989755743
ACH-000471,-0.19414289470499999
ACH-000472,-0.17339658787
ACH-000473,-0.22765408120900002
ACH-000475,-0.260549045945
ACH-000476,-0.468442340784
ACH-000477,-0.750499573299
ACH-000480,-0.134929405476
ACH-000481,-0.2283492613
ACH-000483,-0.19128928930300002
ACH-000484,-0.109465260802
ACH-000485,-0.14266552437899999
ACH-000486,-0.273734286166
ACH-000487,0.026701973196900004
ACH-000488,-0.154384434148
ACH-000490,-0.0973070828156
ACH-000491,-0.19255528508699998
ACH-000495,-0.364002667607
ACH-000496,-0.0798350768586
ACH-000499,-0.170870476388
ACH-000500,-0.36066987564
ACH-000502,-0.311894097597
ACH-000503,-0.0734539078894
ACH-000505,-0.231275264365
ACH-000507,-0.290500955293
ACH-000510,-0.26386672556400004
ACH-000511,-0.112497871454
ACH-000512,0.12407130486199999
ACH-000516,-0.19752552570999998
ACH-000517,-0.226738936986
ACH-000518,-0.304197146744
ACH-000520,-0.323960649934
ACH-000521,-0.143915200025
ACH-000522,-0.185969277522
ACH-000524,-0.24529762546199999
ACH-000527,-0.229122037242
ACH-000528,-0.17875643528000001
ACH-000537,-0.307842666578
ACH-000541,-0.39568885177900004
ACH-000542,-0.0653755797554
ACH-000544,-0.457617443728
ACH-000545,-0.292076733937
ACH-000547,-0.293247185657
ACH-000548,-0.0990564785967
ACH-000549,-0.225557391559
ACH-000550,-0.120969172309
ACH-000552,-0.0715425744352
ACH-000556,0.005806878582
ACH-000557,-0.0780621874293
ACH-000570,-0.33532728721
ACH-000571,-0.19391176717099998
ACH-000573,-0.341146848205
ACH-000576,-0.0704006523323
ACH-000580,-0.263032148179
ACH-000584,-0.10381170716
ACH-000585,-0.198407083171
ACH-000588,-0.206457895244
ACH-000589,-0.0517141367623
ACH-000591,-0.0038741681817500003
ACH-000593,-0.168255094437
ACH-000600,-0.191876731494
ACH-000601,-0.0505974543784
ACH-000604,-0.0520073157534
ACH-000605,-0.0344856384585
ACH-000606,-0.23507000848999998
ACH-000608,-0.154865044666
ACH-000614,-0.765818206051
ACH-000616,-0.32489475324
ACH-000618,0.037617443598000004
ACH-000619,-0.399398589508
ACH-000620,-0.23813824698000002
ACH-000621,-0.382225584956
ACH-000622,-0.0660171563375
ACH-000623,-0.0718078429917
ACH-000624,-0.32781605018300003
ACH-000627,-0.289253964071
ACH-000630,-0.216032484224
ACH-000632,-0.239289928208
ACH-000633,-0.12213242814000001
ACH-000637,-0.0655801681944
ACH-000638,-0.0926401549113
ACH-000646,-0.211557629901
ACH-000647,-0.00746208036341
ACH-000648,-0.354907037751
ACH-000649,-0.14520279926100002
ACH-000651,0.0550833394157
ACH-000652,-0.11805524521400002
ACH-000653,0.022297019289400002
ACH-000657,-0.09602175441239999
