,MSL1 (339287)
ACH-000004,-0.46544829276999994
ACH-000007,-0.8480674921950001
ACH-000009,-0.642064943079
ACH-000011,-0.47594077075900004
ACH-000012,-0.437776540818
ACH-000013,-0.694045328348
ACH-000014,-0.874641701134
ACH-000015,-0.280202568297
ACH-000017,-0.363157839406
ACH-000018,-0.403571669605
ACH-000019,-0.921932882903
ACH-000021,-0.182734299049
ACH-000022,-0.5066070253530001
ACH-000025,-0.508854813838
ACH-000028,-0.8572738690889999
ACH-000030,-0.29949283984499997
ACH-000035,-0.388232278085
ACH-000036,-0.7200903788869999
ACH-000037,-0.402746537446
ACH-000039,-0.228663670058
ACH-000040,-0.632742710844
ACH-000041,-0.0517489542593
ACH-000042,-0.47634817018799996
ACH-000045,-0.6710624180420001
ACH-000047,-0.540782017157
ACH-000052,-0.386683693045
ACH-000053,-0.20662575146200002
ACH-000054,-0.41409959611100006
ACH-000055,-0.355856165723
ACH-000060,-0.36446381622699997
ACH-000067,-0.6710745776899999
ACH-000070,-0.6842790270620001
ACH-000075,-0.177545392485
ACH-000078,-0.6510889728320001
ACH-000082,-0.401918667504
ACH-000085,-0.39910397104199996
ACH-000086,-0.490719017293
ACH-000087,-0.543021368943
ACH-000092,-0.450743288191
ACH-000095,-0.31838723353
ACH-000097,-0.780349959985
ACH-000098,-0.0714922843163
ACH-000099,-0.16164723370200001
ACH-000108,-0.449306747466
ACH-000113,-0.518862381077
ACH-000115,-0.695532469644
ACH-000116,-0.49824931411000006
ACH-000118,-0.622549740126
ACH-000120,-0.37754752809799996
ACH-000123,-0.202587618228
ACH-000127,-0.5536789191929999
ACH-000128,-0.09613209020369999
ACH-000132,-0.509147040487
ACH-000133,-0.515664463474
ACH-000137,-0.455302154563
ACH-000138,-0.6009197389450001
ACH-000142,-0.36367586708599997
ACH-000143,-0.661097383632
ACH-000146,-0.274105370172
ACH-000148,-0.383102404467
ACH-000150,-0.227454658557
ACH-000152,-0.272369303937
ACH-000153,-0.578583445058
ACH-000159,-0.441078225649
ACH-000160,-0.0658859528385
ACH-000163,-0.0151219015485
ACH-000167,0.290861259644
ACH-000168,-0.502580491809
ACH-000169,-0.49286252336900005
ACH-000178,-0.5914322866489999
ACH-000182,-0.599595158213
ACH-000183,-0.399015164867
ACH-000188,-0.648784356078
ACH-000189,-0.355213753431
ACH-000190,-0.082750464766
ACH-000198,-0.687158748351
ACH-000204,-0.289410143612
ACH-000206,-0.739726334571
ACH-000207,-0.46229507365199995
ACH-000211,-0.8783848127249999
ACH-000215,-0.69829722904
ACH-000221,-0.39118095773199996
ACH-000222,-0.609137878376
ACH-000223,-0.364791994903
ACH-000226,-0.583013859256
ACH-000227,-0.45080470529600003
ACH-000228,-0.519694425172
ACH-000231,-0.286808469525
ACH-000232,-0.270237920885
ACH-000233,-0.48612311422
ACH-000234,-0.44297520121600004
ACH-000235,-0.602445449421
ACH-000237,-0.353860124607
ACH-000238,-0.642175040862
ACH-000243,-0.7169298425660001
ACH-000244,-0.631138261848
ACH-000246,-0.316341038417
ACH-000248,-0.431335498273
ACH-000250,-0.378170656978
ACH-000251,-0.449819499384
ACH-000253,-0.254525899699
ACH-000255,-0.536256400806
ACH-000256,-0.47855432750200005
ACH-000257,-0.343718968525
ACH-000258,-0.667659076776
ACH-000259,-0.511398334892
ACH-000260,-0.404805035941
ACH-000261,-0.22912351741599998
ACH-000262,-0.585402788628
ACH-000263,0.0222357907204
ACH-000264,-0.675168887687
ACH-000265,-0.553927375905
ACH-000266,-0.8956566869329999
ACH-000272,0.0159941394153
ACH-000273,-0.289535977233
ACH-000274,-0.696069872754
ACH-000277,-0.132645808268
ACH-000278,-0.641940042301
ACH-000279,-0.144364007364
ACH-000280,-0.713447772213
ACH-000281,-0.852524827113
ACH-000288,-0.342027982485
ACH-000291,-0.17706937241700002
ACH-000293,-0.47642114103100003
ACH-000294,-0.705852601877
ACH-000295,-0.39663272497100005
ACH-000296,-0.5406131574040001
ACH-000302,-0.14399955279100002
ACH-000304,-0.582963817305
ACH-000307,-0.347448334068
ACH-000308,-0.41242744247199997
ACH-000310,-0.478390241862
ACH-000311,-0.45500227165
ACH-000312,-0.545606090518
ACH-000315,-0.618820063266
ACH-000316,-0.327215692362
ACH-000317,-0.34962866489600003
ACH-000318,-0.279822612966
ACH-000319,-0.240687758235
ACH-000320,-0.460375387844
ACH-000322,-0.457204059286
ACH-000323,-0.24440290967599998
ACH-000324,-0.452037858046
ACH-000329,-0.489123343645
ACH-000330,-0.579645938108
ACH-000331,-0.580669163975
ACH-000332,-0.613100159982
ACH-000334,-0.586935215217
ACH-000335,-0.5994297126179999
ACH-000336,-0.6457017347649999
ACH-000337,-0.5545025167140001
ACH-000339,-0.7236891818440001
ACH-000341,-0.26097463274599997
ACH-000348,-0.578286916917
ACH-000350,-0.35044215014700003
ACH-000352,-0.412004599992
ACH-000356,-0.53883306695
ACH-000361,-0.6082632110580001
ACH-000362,-0.517467183303
ACH-000363,-0.24472589239999998
ACH-000364,-0.549230134264
ACH-000365,-0.733456150923
ACH-000366,-0.22294207240299999
ACH-000368,-0.35522162988899997
ACH-000374,-0.74476248052
ACH-000375,-0.503315636766
ACH-000376,-0.302076763659
ACH-000381,-0.497361434048
ACH-000383,-0.384080224124
ACH-000387,-0.5852393056040001
ACH-000389,-0.661630462466
ACH-000390,-0.367226080735
ACH-000393,-0.33609847823600003
ACH-000395,-0.516194006057
ACH-000397,-0.7105552000309999
ACH-000401,-0.567772167645
ACH-000402,-0.0030916275705999995
ACH-000403,-0.59839656985
