,HNRNPLL (92906)
ACH-000004,0.252504680695
ACH-000007,0.159958398179
ACH-000009,0.0875694850785
ACH-000011,-0.272161128105
ACH-000012,0.190164876206
ACH-000013,-0.012664340568099999
ACH-000014,-0.199616325701
ACH-000015,-0.000319261578512
ACH-000017,0.0953448845968
ACH-000018,0.12584707004100001
ACH-000019,0.126450992029
ACH-000021,-0.0630886491119
ACH-000022,-0.17375214482299997
ACH-000025,0.0612082704115
ACH-000028,-0.00948595496442
ACH-000030,-0.033722095161200005
ACH-000035,-0.052727651467300005
ACH-000036,-0.00228597169983
ACH-000037,-0.116446651065
ACH-000039,-0.11271612570900001
ACH-000040,0.0975712703899
ACH-000041,-0.12120630819299999
ACH-000042,-0.0443800310603
ACH-000045,0.004963692400899999
ACH-000047,-0.0893595119177
ACH-000052,-0.0503505753105
ACH-000053,0.0166232253528
ACH-000054,-0.0630970918344
ACH-000055,-0.10709907067
ACH-000060,0.145165254901
ACH-000067,-0.0178595768438
ACH-000070,-0.061526703252600005
ACH-000075,-0.0582560859043
ACH-000078,0.0023441478934000002
ACH-000082,0.0731535288856
ACH-000085,0.00269202135768
ACH-000086,-0.0149736553822
ACH-000087,-0.0886381499992
ACH-000092,-0.197298213079
ACH-000095,0.06822594017969999
ACH-000097,-0.0412470602322
ACH-000098,-0.08824094298560001
ACH-000099,0.000120059499502
ACH-000108,0.030655488173199998
ACH-000113,-0.263311681981
ACH-000115,-0.14963367015100001
ACH-000116,-0.11810672776100001
ACH-000118,-0.055038401273600004
ACH-000120,-0.152229121411
ACH-000123,0.0714292196414
ACH-000127,-0.00277743805925
ACH-000128,-0.145963335153
ACH-000132,-0.24866859447200002
ACH-000133,-0.0261529610649
ACH-000137,-0.155631494142
ACH-000138,-0.0126349663182
ACH-000142,0.042539103549499996
ACH-000143,0.0520218378197
ACH-000146,-0.0793846288683
ACH-000148,-0.038278483557199997
ACH-000150,0.166241396271
ACH-000152,-0.202235137475
ACH-000153,0.0805850146557
ACH-000159,-0.054564193127
ACH-000160,-0.128355639068
ACH-000163,0.031921435551
ACH-000167,-0.175004077331
ACH-000168,-0.0623941068933
ACH-000169,-0.105481772132
ACH-000178,-0.110136012162
ACH-000182,0.05136514895909999
ACH-000183,0.054404287130699995
ACH-000188,0.023798600954900002
ACH-000189,0.0845826772701
ACH-000190,0.134133634548
ACH-000198,-0.118274325974
ACH-000204,-0.0549912328143
ACH-000206,-0.209669418696
ACH-000207,-0.08504360850789999
ACH-000211,0.028304753943900002
ACH-000215,-0.0225791769098
ACH-000221,-0.08123326236789999
ACH-000222,-0.094909051443
ACH-000223,-0.0743627077233
ACH-000226,-0.042878589004300006
ACH-000227,-0.053606350298199996
ACH-000228,-0.0328465219549
ACH-000231,0.0849427113615
ACH-000232,-0.10631769825500001
ACH-000233,-0.0394481636446
ACH-000234,-0.159824698171
ACH-000235,0.154761519148
ACH-000237,-0.114834406265
ACH-000238,-0.109600766971
ACH-000243,0.036460566565099994
ACH-000244,-0.256371256054
ACH-000246,0.034823567606800006
ACH-000248,0.0840215394657
ACH-000250,0.07680752271819999
ACH-000251,-0.242869619051
ACH-000253,-0.09107549883680001
ACH-000255,-0.08305572607060001
ACH-000256,-0.0841555970145
ACH-000257,0.16488184656899998
ACH-000258,-0.0402940182639
ACH-000259,-0.109097472453
ACH-000260,-0.12227425860300001
ACH-000261,-0.061247047479400005
ACH-000262,-0.0194054178755
ACH-000263,-0.299882506839
ACH-000264,-0.162883820207
ACH-000265,0.043093695049099996
ACH-000266,0.0048312147428100005
ACH-000272,0.0162851576368
ACH-000273,-0.11893655892100001
ACH-000274,-0.134408599202
ACH-000277,-0.0053792547683699996
ACH-000278,-0.131145523955
ACH-000279,0.00267696127935
ACH-000280,0.029054268199
ACH-000281,0.0264749641984
ACH-000288,-0.0642482681478
ACH-000291,-0.35152185960500004
ACH-000293,-0.32628487026999997
ACH-000294,0.232829211279
ACH-000295,-0.21405724034899998
ACH-000296,0.011933073211399999
ACH-000302,-0.0943910315261
ACH-000304,-0.21557263126899998
ACH-000307,-0.0553392583854
ACH-000308,-0.0821351999504
ACH-000310,0.102257608053
ACH-000311,0.051938693942499996
ACH-000312,-0.077477473964
ACH-000315,-0.08319253087939998
ACH-000316,0.0649676575127
ACH-000317,-0.095975027004
ACH-000318,-0.22399631501800002
ACH-000319,0.0406293868724
ACH-000320,-0.021075426745099997
ACH-000322,-0.0990546872469
ACH-000323,-0.162167707619
ACH-000324,-0.0794197959173
ACH-000329,0.0721822804567
ACH-000330,-0.12104302827199999
ACH-000331,-0.0933127991693
ACH-000332,-0.036810214895699994
ACH-000334,-0.204916481804
ACH-000335,-0.0348275178458
ACH-000336,0.05032730058780001
ACH-000337,-0.0240805035116
ACH-000339,-0.026386961585900003
ACH-000341,-0.17211716084399997
ACH-000348,-0.0949552145469
ACH-000350,-0.0899659770147
ACH-000352,-0.0243885641016
ACH-000356,-0.18660983079799998
ACH-000361,-0.0567164180495
ACH-000362,-0.0494840009137
ACH-000363,-0.0059929250985
ACH-000364,-0.260091925449
ACH-000365,0.0226237097551
ACH-000366,-0.123930233842
ACH-000368,-0.0638894678752
ACH-000374,0.153225049038
ACH-000375,-0.29876736502900003
