,PRPF8 (10594)
ACH-000004,-2.20744093045
ACH-000007,-1.51413113278
ACH-000009,-1.59432472192
ACH-000011,-1.6141409381
ACH-000012,-1.5409267706299998
ACH-000013,-1.9179711738299998
ACH-000014,-1.7510522063900003
ACH-000015,-1.6829681748199998
ACH-000017,-1.93567511754
ACH-000018,-1.36779655873
ACH-000019,-1.5285102731
ACH-000021,-1.5371524567800001
ACH-000022,-1.8017449581099998
ACH-000025,-1.37992870752
ACH-000028,-1.49171234764
ACH-000030,-1.64826357933
ACH-000035,-1.10721419597
ACH-000036,-1.64044480236
ACH-000037,-2.13581580505
ACH-000039,-1.79946152985
ACH-000040,-1.7007000332299997
ACH-000041,-1.7385456488799997
ACH-000042,-1.7968399126599996
ACH-000045,-1.9151672121099999
ACH-000047,-1.92875857998
ACH-000052,-1.14231658442
ACH-000053,-1.9414617146900002
ACH-000054,-1.6371309843000001
ACH-000055,-1.59200040256
ACH-000060,-1.7368598594799998
ACH-000067,-1.6164767772
ACH-000070,-1.62664938954
ACH-000075,-1.50939787322
ACH-000078,-1.8165419089099997
ACH-000082,-1.9477541294599998
ACH-000085,-1.61722061544
ACH-000086,-1.64986127092
ACH-000087,-1.53227399292
ACH-000092,-1.5094898588299999
ACH-000095,-1.7021060143200002
ACH-000097,-1.8098837293
ACH-000098,-1.7493516603
ACH-000099,-1.8483003644799998
ACH-000108,-1.5452397080000002
ACH-000113,-1.9556122654499999
ACH-000115,-1.92398423768
ACH-000116,-1.78617971995
ACH-000118,-1.55161560678
ACH-000120,-1.5462930291699999
ACH-000123,-1.63861068034
ACH-000127,-1.6187627319799998
ACH-000128,-1.67740509588
ACH-000132,-1.55016300859
ACH-000133,-1.7296005517
ACH-000137,-1.83239577213
ACH-000138,-1.90445197977
ACH-000142,-1.6670142469
ACH-000143,-2.0310825706099997
ACH-000146,-2.2278249307199998
ACH-000148,-1.78205728396
ACH-000150,-1.64308137528
ACH-000152,-1.60911647879
ACH-000153,-1.57938267488
ACH-000159,-1.7236946687
ACH-000160,-1.68349638222
ACH-000163,-1.5577875385
ACH-000167,-1.7804722419699999
ACH-000168,-1.4911912904299998
ACH-000169,-1.49974185706
ACH-000178,-1.63573314694
ACH-000182,-1.8008108485799998
ACH-000183,-2.06220281223
ACH-000188,-1.77419812075
ACH-000189,-1.3134152147799998
ACH-000190,-1.9111940008500001
ACH-000198,-2.04394491912
ACH-000204,-1.7328418747999998
ACH-000206,-1.9375797892700002
ACH-000207,-1.32671105573
ACH-000211,-1.60571530579
ACH-000215,-1.7602845297
ACH-000221,-1.79822533515
ACH-000222,-1.7893786926900002
ACH-000223,-1.7529765551599998
ACH-000226,-1.73617717873
ACH-000227,-2.06239342748
ACH-000228,-1.7424830158099998
ACH-000231,-1.6966442864500002
ACH-000232,-1.71322155211
ACH-000233,-1.84299888784
ACH-000234,-2.07377260403
ACH-000235,-1.7154970269299998
ACH-000237,-1.53304449601
ACH-000238,-1.63441347123
ACH-000243,-1.49453723491
ACH-000244,-1.90894904407
ACH-000246,-1.77512043029
ACH-000248,-1.3803515100400001
ACH-000250,-1.81705441385
ACH-000251,-1.59905292261
ACH-000253,-1.77982742593
ACH-000255,-1.32357474625
ACH-000256,-1.98964562222
ACH-000257,-1.44226960895
ACH-000258,-1.8473813567700001
ACH-000259,-1.6131445070100001
ACH-000260,-1.7116632839500001
ACH-000261,-1.8279238107
ACH-000262,-1.59822566835
ACH-000263,-2.03273609762
ACH-000264,-1.47683084699
ACH-000265,-1.44769956808
ACH-000266,-1.7820956716599998
ACH-000272,-1.7276513904599997
ACH-000273,-1.60499482712
ACH-000274,-2.08919225416
ACH-000277,-2.1464024573
ACH-000278,-1.5241899970299997
ACH-000279,-1.79044760933
ACH-000280,-1.8318387895200001
ACH-000281,-1.55694043974
ACH-000288,-1.69296695565
ACH-000291,-1.45356300629
ACH-000293,-2.19754964921
ACH-000294,-2.13608627933
ACH-000295,-1.46375811848
ACH-000296,-1.5791828321999999
ACH-000302,-1.8615875134900002
ACH-000304,-1.69565388835
ACH-000307,-1.7847516051900003
ACH-000308,-1.7580112686700002
ACH-000310,-1.7130102194299999
ACH-000311,-1.6802664189399998
ACH-000312,-1.5125238008200002
ACH-000315,-1.7787871278
ACH-000316,-1.6683127703100002
ACH-000317,-1.4123822781200002
ACH-000318,-1.5484955845100001
ACH-000319,-1.53112686391
ACH-000320,-1.51315836924
ACH-000322,-1.7315351617099997
ACH-000323,-1.76071039309
ACH-000324,-1.71842142045
ACH-000329,-1.7157929354600001
ACH-000330,-1.4435840049200002
ACH-000331,-1.50150751305
ACH-000332,-1.75900789643
ACH-000334,-2.34117650157
ACH-000335,-1.8442579126900003
ACH-000336,-1.97991247745
ACH-000337,-1.7088157692700001
ACH-000339,-1.65736870009
ACH-000341,-1.8722735270099997
ACH-000348,-1.88244009254
ACH-000350,-1.92863649488
ACH-000352,-2.1110519689099996
ACH-000356,-1.6497556595700003
ACH-000361,-1.53536998365
ACH-000362,-1.77384567091
ACH-000363,-2.01965509822
ACH-000364,-1.5452699626
ACH-000365,-1.8879112583200002
ACH-000366,-1.63132804275
ACH-000368,-1.54864712428
ACH-000374,-1.66793199854
ACH-000375,-1.78786849752
ACH-000376,-1.8534956216900003
ACH-000381,-1.5836209001700001
ACH-000383,-2.0117071026400004
ACH-000387,-1.93123722716
ACH-000389,-1.69265630458
ACH-000390,-1.47957966861
ACH-000393,-1.9114437519
ACH-000395,-1.90959191
ACH-000397,-1.5492371753999998
ACH-000401,-1.6959559808899998
ACH-000402,-1.5418499782
ACH-000403,-2.03503294354
ACH-000404,-1.2135576264
ACH-000406,-1.9619094732799998
ACH-000407,-1.6455357314899999
ACH-000408,-1.5276355498199998
ACH-000410,-1.3777696476299999
ACH-000411,-1.7099519248700001
ACH-000414,-1.6101438127899999
ACH-000415,-1.401017514
ACH-000416,-1.60922235641
ACH-000420,-1.35291453369
ACH-000421,-1.58024379029
ACH-000424,-1.59679677436
ACH-000425,-1.56973495586
ACH-000426,-2.1324728345299997
ACH-000427,-1.9680373140799998
ACH-000433,-1.9225465152599999
ACH-000436,-1.85113596447
ACH-000444,-1.54954305697
ACH-000445,-1.08920462233
ACH-000448,-1.8129124112700001
ACH-000450,-1.93017924314
ACH-000452,-1.66765932144
ACH-000454,-1.4690311063
ACH-000458,-1.4630837454499999
ACH-000459,-2.13714961223
ACH-000460,-1.5958688579799998
ACH-000461,-1.75715074008
ACH-000463,-1.4454627171899999
ACH-000464,-1.49117412915
ACH-000466,-1.79722121137
ACH-000467,-1.48490787431
ACH-000468,-1.63522702481
ACH-000469,-1.8824651126599998
ACH-000470,-1.8936526099700002
ACH-000471,-1.8343673534799998
ACH-000472,-1.6946140110899999
ACH-000473,-1.6503445703600002
ACH-000475,-1.72769586686
ACH-000476,-1.6737638471899998
ACH-000477,-1.37363173211
ACH-000480,-1.5178327107
ACH-000481,-1.7708396218200002
ACH-000483,-2.13625677042
ACH-000484,-1.98112179379
ACH-000485,-1.75012084646
ACH-000486,-1.6783743066299999
ACH-000487,-1.99268944428
ACH-000488,-1.79059561503
ACH-000490,-1.94307556255
ACH-000491,-1.83655467065
ACH-000495,-1.6758789650600001
ACH-000496,-1.50025395208
ACH-000499,-1.4198417931799998
ACH-000500,-1.4945301553900001
ACH-000502,-1.75806555238
ACH-000503,-1.4447635927000002
ACH-000505,-1.90375595771
ACH-000507,-1.54205625899
ACH-000510,-1.9356960063799997
ACH-000511,-1.4570517154299998
ACH-000512,-1.86382425115
ACH-000516,-1.64961761607
ACH-000517,-1.8632426389400003
ACH-000518,-1.24183156174
