,RABAC1 (10567)
ACH-000364,-0.12808009281899999
ACH-000365,-0.0628715465931
ACH-000366,-0.266982960396
ACH-000368,-0.0172354616261
ACH-000374,-0.0068944536517400005
ACH-000375,-0.308350270097
ACH-000376,-0.201676698686
ACH-000381,-0.185840309528
ACH-000383,-0.262342026377
ACH-000387,-0.13453788625399998
ACH-000389,0.0131196932267
ACH-000390,-0.195502242478
ACH-000393,-0.250470187509
ACH-000395,-0.48865375531099997
ACH-000397,-0.170327668909
ACH-000401,-0.19659493768599998
ACH-000402,-0.637373194634
ACH-000403,-0.213596703811
ACH-000404,0.118209656485
ACH-000406,-0.15148107600400001
ACH-000407,-0.128877401352
ACH-000408,-0.116295451373
ACH-000410,-0.156157179151
ACH-000411,-0.28564210631
ACH-000414,-0.23779591040800002
ACH-000415,-0.259151645705
ACH-000416,-0.160275063298
ACH-000420,-0.280934139954
ACH-000421,-0.224251490649
ACH-000424,0.01562072676
ACH-000425,-0.174133892852
ACH-000426,-0.144789164311
ACH-000427,-0.267706756323
ACH-000433,-0.0456489048771
ACH-000436,-0.149742934547
ACH-000444,-0.121271429636
ACH-000445,-0.287314687889
ACH-000448,-0.138322040089
ACH-000450,-0.0677442735962
ACH-000452,-0.257954806259
ACH-000454,-0.16881586633200002
ACH-000458,-0.45563455547700005
ACH-000459,-0.230423701486
ACH-000460,-0.356495652769
ACH-000461,-0.380924182973
ACH-000463,-0.16546922691500002
ACH-000464,-0.292738474324
ACH-000466,-0.21085572883
ACH-000467,-0.321774367559
ACH-000468,-0.38713433915600004
ACH-000469,-0.235473941247
ACH-000470,-0.210817995606
ACH-000471,-0.288844319184
ACH-000472,-0.248366834915
ACH-000473,0.0131632116315
ACH-000475,-0.253643310895
ACH-000476,-0.312037612355
ACH-000477,0.0858934498941
ACH-000480,-0.012267975839
ACH-000481,-0.29286429629099997
ACH-000483,-0.14632785626599998
ACH-000484,-0.588625949005
ACH-000485,-0.48798772735
ACH-000486,-0.403452863209
ACH-000487,-0.16862128683299998
ACH-000488,-0.201444552374
ACH-000490,-0.37044557772200004
ACH-000491,-0.29061888433899996
ACH-000495,0.0587853676557
ACH-000496,-0.212602751404
ACH-000499,0.070276429852
ACH-000500,-0.781105822479
ACH-000502,-0.19169398138500002
ACH-000503,-0.405654809251
ACH-000505,-0.12241656405500001
ACH-000507,-0.40939210874700005
ACH-000510,-0.51644968044
ACH-000511,-0.15505087608100002
ACH-000512,-0.00859359171277
ACH-000516,-0.119768770254
ACH-000517,-0.26127098158100004
ACH-000518,-0.18822553471099998
ACH-000520,-0.205554315823
ACH-000521,-0.244785412711
ACH-000522,-0.254190362359
ACH-000524,-0.312480485261
ACH-000527,-0.276031380423
ACH-000528,-0.0457509713575
ACH-000537,-0.008982333400950001
ACH-000541,-0.337042637157
ACH-000542,-0.259393190722
ACH-000544,0.00400812299076
ACH-000545,-0.0957857807514
ACH-000547,-0.305247499019
ACH-000548,-0.0650540767464
ACH-000549,0.09264506917639999
ACH-000550,0.0287183212462
ACH-000552,-0.264970989223
ACH-000556,-0.258309600146
ACH-000557,-0.16989771254299998
ACH-000570,-0.107653447698
ACH-000571,-0.39281262904299996
ACH-000573,-0.237381256805
ACH-000576,-0.109951553074
ACH-000580,-0.10863274707699999
ACH-000584,-0.228358928943
ACH-000585,-0.30822479356
ACH-000588,-0.152609485318
ACH-000589,-0.19258590195300002
ACH-000591,0.125193498899
ACH-000593,-0.27617259996800003
ACH-000600,-0.152527593078
ACH-000601,-0.214148815573
ACH-000604,-0.19481580905499998
ACH-000605,-0.217880478195
ACH-000606,-0.1420483477
ACH-000608,-0.347704623975
ACH-000614,0.00551825159982
ACH-000616,-0.286729832405
ACH-000618,-0.149639576957
ACH-000619,-0.142405955426
ACH-000620,-0.578046149687
ACH-000621,-0.25913696296100003
ACH-000622,-0.00114426352316
ACH-000623,-0.177468882938
ACH-000624,-0.139055459313
ACH-000627,-0.39713832205
ACH-000630,-0.123608267177
ACH-000632,-0.177126307635
ACH-000633,0.018130641602900004
ACH-000637,-0.176160836061
ACH-000638,-0.0276102142686
ACH-000646,-0.475849532905
ACH-000647,-0.12070354795600001
ACH-000648,-0.102400913544
ACH-000649,-0.156978951141
ACH-000651,-0.045224043537099995
ACH-000652,-0.0234383916323
ACH-000653,-0.09845359588
ACH-000657,-0.174520113193
ACH-000658,-0.0224968483442
ACH-000661,-0.267602940985
ACH-000662,-0.287062390042
ACH-000663,-0.502466882724
ACH-000665,-0.102239595891
ACH-000671,-0.07986284489460001
ACH-000673,-0.206998896085
ACH-000676,-0.14571441377699998
ACH-000677,-0.226872412863
ACH-000681,-0.327041734932
ACH-000682,-0.0282940940571
ACH-000683,-0.09875591827060001
ACH-000684,0.194600707702
ACH-000688,-0.212190892604
ACH-000693,-0.113049518524
ACH-000694,-0.24223171576400002
ACH-000695,-0.014310827050100002
ACH-000696,-0.207622053623
ACH-000697,-0.18165223375
ACH-000699,-0.378044443568
ACH-000701,-0.20744901824200002
ACH-000706,-0.308740140672
ACH-000711,-0.1710768798
ACH-000713,-0.296241791807
ACH-000714,-0.24003370888599998
ACH-000718,-0.30192712530099997
ACH-000720,-0.124064169274
ACH-000721,-0.189953073469
ACH-000724,-0.505600418222
ACH-000725,-0.293187351873
ACH-000732,-0.0130670637761
ACH-000734,-0.324180491211
ACH-000735,-0.339369037619
ACH-000736,-0.226020057274
ACH-000738,-0.145122094046
ACH-000746,-0.0814722349825
ACH-000747,-0.102553000721
ACH-000748,-0.16549551301100002
ACH-000753,-0.217397041466
ACH-000756,-0.26224255624299997
ACH-000757,-0.31093415806200003
ACH-000758,-0.133076995526
ACH-000760,-0.0856561548332
ACH-000763,0.0851043989429
ACH-000764,-0.154022030372
ACH-000765,-0.288442890197
ACH-000766,-0.405538311061
ACH-000767,0.172611116259
ACH-000768,-0.23221068569400002
ACH-000769,-0.0947707288902
ACH-000770,-0.285749589328
ACH-000771,-0.033752038983
ACH-000773,-0.43463057302100006
ACH-000776,-0.259865642226
ACH-000777,-0.429538685835
ACH-000778,-0.16523764882300002
ACH-000781,-0.235642193035
ACH-000782,0.05189050807
ACH-000783,-0.14016459593299999
ACH-000784,-0.23548463605999997
ACH-000785,-0.289506706967
ACH-000787,-0.21084590155000002
ACH-000788,-0.213986039949
ACH-000791,-0.160707989727
ACH-000792,-0.20152438466400002
ACH-000794,-0.0597579677044
ACH-000796,-0.25136358646699997
ACH-000799,-0.342192707642
ACH-000800,-0.209747171966
ACH-000802,-0.34572823017399995
ACH-000804,-0.159167445013
ACH-000805,-0.022483564682
ACH-000809,-0.167655916534
ACH-000810,-0.137024709362
ACH-000811,-0.303553726281
ACH-000817,-0.099725822935
ACH-000819,-0.212227079116
ACH-000820,-0.17371730581599998
ACH-000821,-0.242041003974
ACH-000822,-0.43315841474100003
ACH-000823,-0.212063745548
ACH-000824,-0.368322776619
ACH-000827,-0.161438652288
ACH-000829,-0.392134051525
ACH-000831,-0.20497653945900002
ACH-000832,-0.230370416621
ACH-000833,0.569310500469
ACH-000834,-0.09694025125389999
ACH-000835,-0.222441357479
ACH-000836,-0.253833676877
ACH-000837,-0.299457660869
ACH-000838,-0.23316147296999998
ACH-000839,0.0030673663628000003
ACH-000840,-0.381643546278
ACH-000841,-0.23577390953000002
ACH-000843,-0.226912572478
ACH-000846,-0.152700786657
ACH-000847,0.0344025854456
ACH-000848,-0.177028715927
ACH-000849,0.09892435150329999
ACH-000851,-0.106926924267
ACH-000855,-0.191449319202
ACH-000856,-0.40503364529200003
ACH-000858,-0.254148159307
ACH-000859,-0.208652188902
ACH-000861,-0.693477439725
ACH-000862,-0.286731017077
ACH-000865,-0.1700626599
ACH-000866,-0.224255919026
ACH-000867,-0.161506859386
ACH-000869,-0.0706656753399
ACH-000872,-0.21046080799400002
ACH-000873,-0.0245415699271
ACH-000876,-0.00917726266931
ACH-000878,-0.054969519545800004
ACH-000880,-0.249936783483
ACH-000881,-0.24364167946100002
ACH-000882,-0.00136587194621
ACH-000884,-0.23057994701499998
ACH-000885,-0.23528352295000002
ACH-000887,-0.109119595479
ACH-000888,-0.236100804586
ACH-000889,-0.239176531878
ACH-000890,-0.169940789544
ACH-000896,-0.275527833931
ACH-000898,-0.147042816085
ACH-000900,-0.464531351014
ACH-000901,-0.364712460041
ACH-000905,0.00210282229067
ACH-000906,-0.19973519464899997
ACH-000907,-0.20469631310699998
ACH-000910,-0.0521367842287
ACH-000911,-0.148363201699
ACH-000912,-0.24288594887499998
ACH-000913,0.0769171977136
ACH-000915,-0.34688403478200003
ACH-000916,-0.178320076203
ACH-000917,-0.09154917934969999
ACH-000921,-0.199480385283
ACH-000924,-0.167453236826
ACH-000926,-0.145936099529
ACH-000928,-0.345063801427
ACH-000929,-0.193773448406
ACH-000932,-0.22915715360999997
ACH-000935,0.0087315222225
ACH-000936,-0.125319898673
ACH-000937,-0.139280388474
ACH-000938,-0.0362347731677
ACH-000939,-0.0453258194685
ACH-000941,-0.32450501389
ACH-000943,-0.21270778608
ACH-000946,-0.0558233813511
ACH-000947,-0.09463323580739999
ACH-000948,-0.17515479805
ACH-000950,-0.274835334003
ACH-000953,-0.231351815509
ACH-000957,-0.447309504481
ACH-000958,-0.35816858242399996
ACH-000960,-0.0419804817602
ACH-000963,-0.10536011859099999
ACH-000968,-0.17309352247600002
ACH-000969,-0.296580907269
ACH-000973,-0.230382859072
ACH-000974,-0.294842095644
ACH-000975,-0.0926396976482
ACH-000976,-0.334348903007
ACH-000978,-0.502368405162
ACH-000980,-0.11295485106799999
ACH-000984,-0.0771836496538
ACH-000986,-0.141130271118
ACH-000988,-0.17440339102299998
ACH-000993,-0.584259847903
ACH-000994,-0.0591647267473
ACH-000996,-0.09251457230849999
ACH-001001,-0.282460596894
ACH-001020,-0.312460205603
ACH-001028,-0.266873258257
ACH-001031,-0.22343306699299997
ACH-001038,-0.11773460790200001
ACH-001048,-0.325024740138
ACH-001050,-0.08727381426210001
ACH-001053,-0.06943773133719999
ACH-001054,-0.147472390322
ACH-001061,-0.231761587056
ACH-001067,-0.25457838729000004
ACH-001075,-0.054235029661999994
ACH-001096,-0.128464093794
ACH-001128,-0.19510406167
ACH-001134,-0.0750264890597
ACH-001151,-0.189109156671
ACH-001163,-0.303869756334
ACH-001164,-0.31756006323
ACH-001173,-0.275524867229
ACH-001183,-0.22610495378400003
ACH-001184,-0.194703357052
ACH-001190,-0.289236656974
ACH-001192,-0.028878084877200002
ACH-001193,-0.10176524600299999
ACH-001196,-0.133836952315
ACH-001197,-0.424671022535
ACH-001205,-0.07200227012339999
ACH-001211,-0.11811066284399999
ACH-001212,-0.239297280386
ACH-001228,-0.36036980643100003
ACH-001232,-0.0521958532233
ACH-001239,0.039350883256
ACH-001274,-0.32294439768800004
ACH-001275,-0.130948007023
ACH-001277,-0.05833668364709999
ACH-001278,-0.25058721474199996
ACH-001280,-0.428494907668
ACH-001283,-0.24395532108600002
ACH-001289,-0.283286832386
ACH-001295,-0.161598817195
ACH-001300,-0.269491022969
ACH-001301,-0.303326423887
ACH-001302,-0.0904382881093
ACH-001303,-0.242078038361
ACH-001306,-0.0252692537104
ACH-001318,-0.037138559798300004
ACH-001322,-0.026447291123900003
ACH-001328,-0.238020660968
ACH-001332,0.00592881140089
ACH-001333,-0.14773871947
ACH-001336,-0.142873513184
ACH-001340,-0.184514486604
ACH-001346,0.00160571220607
ACH-001353,-0.206670896509
ACH-001354,-0.464897259648
ACH-001367,-0.278759374824
ACH-001368,0.00215377354314
ACH-001374,-0.25827722671
ACH-001375,-0.150819511799
ACH-001377,-0.051690819925800005
ACH-001380,-0.06124311592619999
ACH-001391,-0.283344919329
ACH-001407,-0.129517330705
ACH-001408,-0.23368111488
ACH-001413,-0.21544015579599998
ACH-001430,-0.0854816492942
ACH-001431,-0.19969267555
ACH-001450,-0.20324798480200001
ACH-001496,-0.214533334373
ACH-001500,-0.266719054808
ACH-001521,-0.41492195293000006
ACH-001523,-0.263311919733
ACH-001532,-0.17750176802200002
ACH-001536,-0.523762900853
ACH-001550,-0.40097785536799996
ACH-001552,0.0679914885144
ACH-001554,-0.142187966667
ACH-001645,-0.075642464259
ACH-001654,-0.224795855099
ACH-001715,-0.150549949131
ACH-001735,-0.103138662033
ACH-001736,-0.034209053031000004
ACH-001737,-0.438440596234
ACH-001740,-0.36939447446199997
ACH-001745,-0.241358638861
ACH-001750,-0.192683070238
ACH-001765,-0.16583883145199999
ACH-001956,-0.40479033583000007
ACH-001957,-0.165857863584
