,PTPN20B (26095)
ACH-000004,0.209901094575
ACH-000007,-0.0054422423467
ACH-000009,-0.167867295442
ACH-000011,0.051469203459
ACH-000012,-0.27026784258299996
ACH-000013,0.072321753411
ACH-000014,0.0641298243849
ACH-000015,-0.029530329838400003
ACH-000017,0.20193221417399998
ACH-000018,-0.10199654781999999
ACH-000019,0.105695427213
ACH-000021,0.0781460571138
ACH-000022,0.129958764891
ACH-000025,-0.154673788115
ACH-000028,-0.0334204486964
ACH-000030,-0.253880522175
ACH-000035,-0.124756329497
ACH-000036,-0.239404882711
ACH-000037,0.06755454589309999
ACH-000039,0.0418198964026
ACH-000040,-0.08985670807260002
ACH-000041,0.266077635702
ACH-000042,-0.047936060464199994
ACH-000045,-0.00809622200214
ACH-000047,0.205570029
ACH-000052,0.16404508563200002
ACH-000053,-0.22463150195099998
ACH-000054,0.15064805742999998
ACH-000055,0.23912415944
ACH-000060,0.22702004172200002
ACH-000067,-0.13175984592599999
ACH-000070,0.41286163098300005
ACH-000075,0.30694458655699997
ACH-000078,-0.204488322601
ACH-000082,0.324371861044
ACH-000085,0.0802526521678
ACH-000086,-0.16463236580399998
ACH-000087,0.10508266783399998
ACH-000092,-0.0594535146858
ACH-000095,0.180716269385
ACH-000097,-0.07456028887039999
ACH-000098,-0.030933292497
ACH-000099,-0.282108466721
ACH-000108,-0.123057049662
ACH-000113,0.0112592055816
ACH-000115,0.261292834214
ACH-000116,0.0799746443948
ACH-000118,-0.0223779510692
ACH-000120,0.0107922212233
ACH-000123,-0.130181154805
ACH-000127,0.00732263666192
ACH-000128,0.143018354471
ACH-000132,-0.07890099346530001
ACH-000133,0.08659428499980001
ACH-000137,-0.0804212998605
ACH-000138,0.0773884599063
ACH-000142,0.142959273367
ACH-000143,0.06536543416969999
ACH-000146,-0.099964779772
ACH-000148,-0.2285451618
ACH-000150,0.170341435718
ACH-000152,-0.008657664558440002
ACH-000153,0.0520905791725
ACH-000159,-0.0503985151693
ACH-000160,-0.010819338294799998
ACH-000163,-0.0015472019333999999
ACH-000167,-0.3748475615
ACH-000168,0.107130990814
ACH-000169,0.0271742764197
ACH-000178,-0.00219836830079
ACH-000182,-0.0976395701817
ACH-000183,0.042594335400300005
ACH-000188,-0.0667192455118
ACH-000189,-0.16538592233899999
ACH-000190,-0.0140484584323
ACH-000198,0.129619716663
ACH-000204,-0.11153590424599999
ACH-000206,0.019308412641200003
ACH-000207,-0.248784735786
ACH-000211,-0.020948074816299997
ACH-000215,0.057936146867899996
ACH-000221,0.321631568679
ACH-000222,-0.136142944993
ACH-000223,-0.150346364834
ACH-000226,-0.09673163853610002
