,GNB4 (59345)
ACH-000004,-0.016436062509700002
ACH-000007,0.0350886486282
ACH-000009,-0.281471893435
ACH-000011,-0.157294086679
ACH-000012,-0.145001584003
ACH-000013,-0.0714689169922
ACH-000014,-0.0334978785669
ACH-000015,-0.104032487825
ACH-000017,-0.100872454773
ACH-000018,-0.142200321971
ACH-000019,-0.0647628858258
ACH-000021,-0.0575377574592
ACH-000022,-0.0337816029858
ACH-000025,-0.3369429693
ACH-000028,0.053792438954300005
ACH-000030,-0.0529478837758
ACH-000035,-0.036149170053
ACH-000036,-0.194311680451
ACH-000037,0.11406328182700001
ACH-000039,-0.11989399332299999
ACH-000040,-0.0397901846297
ACH-000041,0.004472305359390001
ACH-000042,-0.205558499723
ACH-000045,-0.08404568819260001
ACH-000047,-0.17882387336
ACH-000052,0.151348241967
ACH-000053,-0.028936000951
ACH-000054,-0.362376679996
ACH-000055,-0.276215652785
ACH-000060,-0.28222651755399997
ACH-000067,0.0218234415973
ACH-000070,-0.12255653658700001
ACH-000075,0.241163397033
ACH-000078,0.011150557986299998
ACH-000082,-0.23923490939300002
ACH-000085,-0.0468848760044
ACH-000086,-0.134794041895
ACH-000087,0.216123607888
ACH-000092,-0.11518686802000001
ACH-000095,-0.044276611654300004
ACH-000097,-0.115691659108
ACH-000098,-0.19805500432700002
ACH-000099,-0.00727040355454
ACH-000108,-0.0776381559077
ACH-000113,-0.09107282901830001
ACH-000115,-0.370050822156
ACH-000116,-0.27995099085299996
ACH-000118,-0.19099220975499998
ACH-000120,-0.18018156906100002
ACH-000123,-0.21055377596500002
ACH-000127,-0.0434540405073
ACH-000128,-0.134152964984
ACH-000132,0.0583096786453
ACH-000133,-0.219823733194
ACH-000137,-0.12208338715700001
ACH-000138,-0.333971285257
ACH-000142,-0.29927614496800004
ACH-000143,0.060423509840699996
ACH-000146,-0.100434677035
ACH-000148,-0.163938455957
ACH-000150,0.131477753812
ACH-000152,-0.108214064899
ACH-000153,-0.300561205066
ACH-000159,0.011264992664
ACH-000160,-0.278904694193
ACH-000163,-0.0590232676183
ACH-000167,0.061288768668300006
ACH-000168,-0.173794269452
ACH-000169,-0.132893731716
ACH-000178,-0.0131903738154
ACH-000182,-0.295637304546
ACH-000183,-0.199109544158
ACH-000188,0.024497843598799997
ACH-000189,-0.144582534353
ACH-000190,-0.173709511056
ACH-000198,-0.05387477976840001
ACH-000204,-0.000520720620875
ACH-000206,-0.193381824427
ACH-000207,-0.242477081788
ACH-000211,-0.125345912377
ACH-000215,-0.16584380561200002
ACH-000221,-0.245526234205
ACH-000222,-0.0432963906776
ACH-000223,-0.0740479008384
ACH-000226,-0.00882735101892
ACH-000227,-0.144681272938
ACH-000228,-0.0771672796029
ACH-000231,-0.0341947593446
ACH-000232,-0.129673358804
ACH-000233,-0.023407929637400002
ACH-000234,-0.305556343125
ACH-000235,-0.133885262492
ACH-000237,-0.09415997396199999
ACH-000238,-0.10475872697699999
ACH-000243,-0.279890061406
ACH-000244,0.031559998763599995
ACH-000246,-0.09046020549
ACH-000248,0.0304915023393
ACH-000250,-0.108725621029
ACH-000251,-0.0877060286685
ACH-000253,0.014688384519
ACH-000255,-0.19938469564599998
ACH-000256,-0.050313790424499995
ACH-000257,-0.039751157784099996
ACH-000258,-0.315735552076
ACH-000259,-0.187532064366
ACH-000260,-0.077576115616
ACH-000261,-0.154043886715
ACH-000262,-0.42771632976499996
ACH-000263,-0.303485120193
ACH-000264,-0.0800102452408
ACH-000265,-0.192743895587
ACH-000266,-0.223592419994
ACH-000272,-0.223137534494
ACH-000273,-0.16399482194599999
ACH-000274,-0.0717968764127
ACH-000277,-0.151964616926
ACH-000278,-0.138032245065
ACH-000279,-0.174064326838
ACH-000280,-0.111850249051
ACH-000281,-0.13921752404999999
ACH-000288,-0.109683895615
ACH-000291,-0.0275336061553
ACH-000293,-0.0342461145963
ACH-000294,-0.274247182295
ACH-000295,-0.194861774302
ACH-000296,-0.288783363315
ACH-000302,0.0541765975514
ACH-000304,-0.429950137389
ACH-000307,0.014378383694799999
ACH-000308,-0.0786696729013
ACH-000310,-0.0699249664947
ACH-000311,-0.398360928826
ACH-000312,-0.105631236205
ACH-000315,0.114541079817
ACH-000316,-0.00534203679495
ACH-000317,-0.226846447369
ACH-000318,0.0035890115503
ACH-000319,-0.16782785390500002
ACH-000320,-0.415695909548
ACH-000322,0.0301880202053
ACH-000323,-0.0262096484467
ACH-000324,-0.176197881981
ACH-000329,-0.0487293301734
ACH-000330,-0.266399934545
ACH-000331,-0.11916324214400001
ACH-000332,-0.123826565366
ACH-000334,0.21501132256799999
ACH-000335,0.134953897488
ACH-000336,0.195924754281
ACH-000337,0.266630652642
ACH-000339,-0.09128191446429999
ACH-000341,-0.22318282591999997
ACH-000348,-0.0399488318872
ACH-000350,-0.21329904740400002
ACH-000352,-0.0753829418098
ACH-000356,-0.0491102502061
ACH-000361,-0.241931254898
ACH-000362,-0.0653730742507
ACH-000363,-0.0235153942121
ACH-000364,-0.162380385136
ACH-000365,-0.22293696580699998
ACH-000366,-0.155663773309
ACH-000368,-0.241629287202
ACH-000374,0.0311754338687
ACH-000375,-0.19902197854400003
ACH-000376,-0.072323086929
ACH-000381,-0.160816296112
ACH-000383,-0.010169707063399999
ACH-000387,-0.265453656093
ACH-000389,-0.163147491315
ACH-000390,-0.315599209199
ACH-000393,-0.142851917437
ACH-000395,-0.079570550408
ACH-000397,-0.124873396645
ACH-000401,0.015334968999
ACH-000402,-0.253382296858
ACH-000403,-0.00743046879327
ACH-000404,-0.458328883703
ACH-000406,-0.071019364281
ACH-000407,-0.351697021484
ACH-000408,-0.060140812889499996
ACH-000410,-0.102068329564
ACH-000411,-0.255676158333
ACH-000414,-0.236597443275
ACH-000415,-0.109608831763
ACH-000416,-0.062576287411
ACH-000420,-0.0527948278126
ACH-000421,0.000759926610641
