,PICK1 (9463)
ACH-000004,-0.15474018187000002
ACH-000007,-0.183164147058
ACH-000009,-0.021753485108099997
ACH-000011,-0.164329995939
ACH-000012,-0.188939801607
ACH-000013,-0.273798497532
ACH-000014,-0.30383793773
ACH-000015,-0.283488136445
ACH-000017,-0.142523769936
ACH-000018,-0.0614205104586
ACH-000019,-0.08921763482419999
ACH-000021,-0.163652845206
ACH-000022,-0.14701262803200002
ACH-000025,-0.273559308083
ACH-000028,-0.181258807212
ACH-000030,-0.240006691547
ACH-000035,-0.30986550583
ACH-000036,-0.22799749590399998
ACH-000037,0.038432185396400004
ACH-000039,-0.0328798384179
ACH-000040,-0.177700391829
ACH-000041,-0.258059993807
ACH-000042,-0.33058349236400003
ACH-000045,-0.269420372217
ACH-000047,-0.168296295799
ACH-000052,-0.15855445090700002
ACH-000053,-0.130848005511
ACH-000054,-0.046352009180699996
ACH-000055,-0.141147629281
ACH-000060,-0.19737906275699998
ACH-000067,-0.18337244230799998
ACH-000070,-0.144985408694
ACH-000075,-0.0939505373329
ACH-000078,-0.09810086187139999
ACH-000082,-0.08418187735439998
ACH-000085,-0.204364870772
ACH-000086,-0.00675513540486
ACH-000087,-0.0809940755199
ACH-000092,-0.322961694822
ACH-000095,-0.0779958893679
ACH-000097,-0.00938950658232
ACH-000098,-0.264087351327
ACH-000099,-0.107178960971
ACH-000108,-0.144517263908
ACH-000113,-0.20988918214699998
ACH-000115,-0.365489543409
ACH-000116,-0.0973437040283
ACH-000118,-0.216523564826
ACH-000120,-0.1708441013
ACH-000123,-0.19568969162799998
ACH-000127,-0.0721846909117
ACH-000128,-0.0917057515232
ACH-000132,0.014439504619999998
ACH-000133,-0.195153063028
ACH-000137,-0.138450346191
ACH-000138,-0.0169422613222
ACH-000142,0.042159370939
ACH-000143,-0.1491296889
ACH-000146,-0.113314990067
ACH-000148,-0.060050970240500004
ACH-000150,-0.157497101318
ACH-000152,-0.09018990469660002
ACH-000153,-0.105717770408
ACH-000159,0.134869908873
ACH-000160,0.109560214036
ACH-000163,0.015981190588
ACH-000167,0.267340711731
ACH-000168,-0.295433894166
ACH-000169,-0.18409125829700002
ACH-000178,-0.150373102652
ACH-000182,-0.0065946887376
ACH-000183,-0.141136208376
ACH-000188,-0.171296567194
ACH-000189,0.07150178224380001
ACH-000190,0.168987824008
ACH-000198,-0.06201996724119999
ACH-000204,-0.21921972473700002
ACH-000206,-0.190257458341
ACH-000207,-0.150607485471
ACH-000211,-0.219732620033
ACH-000215,-0.179534282214
ACH-000221,-0.17427881537999998
ACH-000222,-0.173368032366
ACH-000223,-0.104359875405
ACH-000226,-0.07367184655619999
ACH-000227,0.0244914105276
ACH-000228,-0.17906775523899998
ACH-000231,-0.326553761753
ACH-000232,-0.267331870738
ACH-000233,-0.371206680523
ACH-000234,0.0102000132732
ACH-000235,-0.0612379232264
ACH-000237,-0.122018162397
ACH-000238,-0.211412870433
ACH-000243,-0.277385032899
ACH-000244,-0.341321152773
ACH-000246,-0.0849309312448
ACH-000248,-0.154361818167
ACH-000250,-0.11816525389100001
ACH-000251,-0.120496937993
ACH-000253,0.0033800925934299995
ACH-000255,-0.302278675702
ACH-000256,-0.150448213539
ACH-000257,0.0569383764168
ACH-000258,-0.444025463459
ACH-000259,-0.17562770784
ACH-000260,-0.0650092824501
ACH-000261,-0.138621128609
ACH-000262,-0.0230800821125
ACH-000263,-0.317998277396
ACH-000264,-0.141569302434
ACH-000265,-0.164509037957
ACH-000266,-0.07057561420089999
ACH-000272,-0.22711290044500002
ACH-000273,-0.0902153030224
ACH-000274,-0.301242444521
ACH-000277,-0.200901507421
ACH-000278,-0.158141394622
ACH-000279,-0.116265254892
ACH-000280,-0.291913699945
ACH-000281,-0.185555711994
ACH-000288,-0.0124005594175
ACH-000291,-0.11490554195199999
ACH-000293,0.009723401110780001
ACH-000294,0.0194178068575
ACH-000295,-0.0380840388999
ACH-000296,-0.18917851270199998
ACH-000302,-0.21663680236699998
ACH-000304,-0.123242608266
ACH-000307,-0.12281465904100002
ACH-000308,-0.138264280973
ACH-000310,-0.100685221703
ACH-000311,-0.18362140010699998
ACH-000312,-0.196395043633
ACH-000315,-0.0913727656019
