,PCYT2 (5833)
ACH-000004,-0.187825201241
ACH-000007,-0.287833262863
ACH-000009,-0.152011879066
ACH-000011,-0.0023673427222199997
ACH-000012,-0.179145337381
ACH-000013,-0.148013788159
ACH-000014,-0.0719433814318
ACH-000015,-0.17468721989
ACH-000017,-0.182879751279
ACH-000018,-0.22290661927799998
ACH-000019,-0.592676877046
ACH-000021,-0.472670317461
ACH-000022,-0.0773166665972
ACH-000025,-0.0023385607151399997
ACH-000028,-0.100365911104
ACH-000030,-0.212865027071
ACH-000035,-0.161958379485
ACH-000036,-0.241392550603
ACH-000037,-0.32613473556600003
ACH-000039,0.11941024029000001
ACH-000040,-0.302175617962
ACH-000041,-0.00618752846887
ACH-000042,-0.279688112395
ACH-000045,-0.0367676730234
ACH-000047,-0.04597915790300001
ACH-000052,-0.498638005726
ACH-000053,-0.39255505458000006
ACH-000054,-0.236516945561
ACH-000055,-0.143881374137
ACH-000060,-0.122906672403
ACH-000067,-0.22336328299400002
ACH-000070,-0.7691227768089999
ACH-000075,0.15512354304099998
ACH-000078,-0.26174514588000003
ACH-000082,-0.164376242098
ACH-000085,-0.143334386746
ACH-000086,-0.0406171685399
ACH-000087,-0.0935519998563
ACH-000092,-0.0460957540676
ACH-000095,0.00398059951688
ACH-000097,0.027667334661400002
ACH-000098,0.0029900340352300003
ACH-000099,-0.0690555128592
ACH-000108,-0.0690204447756
ACH-000113,-0.147042088551
ACH-000115,-0.573156976795
ACH-000116,-0.229081984963
ACH-000118,-0.249045753653
ACH-000120,-0.316323705563
ACH-000123,-0.14493570431299999
ACH-000127,-0.248568564752
ACH-000128,0.0233845814397
ACH-000132,0.133490165765
ACH-000133,-0.353676448463
ACH-000137,0.0507476231663
ACH-000138,0.0462882082654
ACH-000142,-0.271992355196
ACH-000143,-0.170697412719
ACH-000146,-0.35683518623099997
ACH-000148,-0.187264331925
ACH-000150,-0.129787213981
ACH-000152,0.05540508450230001
ACH-000153,-0.140890383526
ACH-000159,-0.0855467628562
ACH-000160,-0.251788421148
ACH-000163,-0.275027866224
ACH-000167,-0.5343807021779999
ACH-000168,-0.132484513812
ACH-000169,-0.580367141346
ACH-000178,-0.153074390132
ACH-000182,-0.0711576253587
ACH-000183,-0.378876805115
ACH-000188,-0.184230219814
ACH-000189,-0.487642803046
ACH-000190,-0.297564744638
ACH-000198,-0.144626613496
ACH-000204,-0.459714486813
ACH-000206,-0.0181638937478
ACH-000207,-0.459527977635
ACH-000211,-0.015462649502
ACH-000215,-0.22220219596000002
ACH-000221,-0.256062521689
ACH-000222,-0.0620512940493
ACH-000223,-0.135402821133
ACH-000226,-0.0203039960185
ACH-000227,-0.0495838088238
ACH-000228,-0.09752345468769999
ACH-000231,-0.185561887483
ACH-000232,0.13774858220300001
ACH-000233,-0.293841853202
ACH-000234,-0.17933874137400002
ACH-000235,-0.139795919075
ACH-000237,-0.133379316987
ACH-000238,-0.229919186681
ACH-000243,-0.146071179616
ACH-000244,-0.535337192273
ACH-000246,0.03650413042930001
ACH-000248,-0.408723283315
ACH-000250,-0.0954435228485
ACH-000251,0.362570421072
ACH-000253,-0.31274694972399997
ACH-000255,-0.18067560923700002
ACH-000256,-0.129699715513
ACH-000257,-0.354497763944
ACH-000258,-0.15234931058499998
ACH-000259,-0.0708043371007
ACH-000260,0.0744482929163
ACH-000261,-0.200441074271
ACH-000262,0.23189857712200002
ACH-000263,-0.42892504633199996
ACH-000264,-0.35683191771300005
ACH-000265,-0.136701602904
ACH-000266,-0.19542374683
ACH-000272,-0.273050600576
ACH-000273,-0.27583211881299996
ACH-000274,-0.199583020732
ACH-000277,-0.291782266396
ACH-000278,-0.162449531983
ACH-000279,-0.05718911429740001
ACH-000280,-0.10205206607100001
ACH-000281,-0.211654120367
ACH-000288,-0.165416176455
ACH-000291,0.114070801317
ACH-000293,-0.0644830952244
ACH-000294,0.07084768028489999
ACH-000295,-0.240923847637
ACH-000296,0.214404386549
ACH-000302,0.0243772936416
ACH-000304,-0.215063866096
ACH-000307,-0.17666643019099998
ACH-000308,-0.13162985002900002
ACH-000310,-0.22057390102899999
ACH-000311,-0.517016458659
ACH-000312,-0.097463282794
ACH-000315,-0.38342087324199997
ACH-000316,0.263779573459
ACH-000317,-0.040859177665199996
ACH-000318,-0.170748196899
ACH-000319,-0.010731284308200001
ACH-000320,0.014335299448299999
ACH-000322,-0.24403792411699998
ACH-000323,-0.403672026647
ACH-000324,-0.00253787049623
ACH-000329,-0.211372974248
ACH-000330,-0.197933560618
ACH-000331,0.00479964878735
ACH-000332,-0.0936019215485
ACH-000334,-0.5138399525490001
ACH-000335,0.123405695559
ACH-000336,-0.11854595128900001
ACH-000337,-0.190888918068
ACH-000339,-0.0786979976219
ACH-000341,-0.527065115309
ACH-000348,-0.106363634474
ACH-000350,-0.21092394238899997
ACH-000352,-0.0795774191864
ACH-000356,-0.07870709392269999
ACH-000361,-0.0538779985757
ACH-000362,0.242421949593
ACH-000363,-0.231597445813
ACH-000364,0.0076537458433700006
ACH-000365,-0.213155475075
