,OSGIN1 (29948)
ACH-000004,-0.271106210414
ACH-000007,-0.08272100951139999
ACH-000009,-0.059737439896
ACH-000011,-0.0727213365029
ACH-000012,-0.102718293497
ACH-000013,-0.160228109575
ACH-000014,-0.0666593668986
ACH-000015,-0.044939309112999995
ACH-000017,-0.183886776793
ACH-000018,-0.21890462359700003
ACH-000019,-0.0876914224783
ACH-000021,-0.07008235828289999
ACH-000022,-0.125204105786
ACH-000025,-0.26744609723
ACH-000028,0.0349291071996
ACH-000030,0.12431102021700001
ACH-000035,-0.00560499175849
ACH-000036,-0.24237581671999997
ACH-000037,-0.0732301449142
ACH-000039,0.023986361906599998
ACH-000040,-0.298070634978
ACH-000041,-0.256695194199
ACH-000042,-0.10786047305600001
ACH-000045,-0.147702758069
ACH-000047,-0.26994033711
ACH-000052,-0.254400131514
ACH-000053,0.021470185812499997
ACH-000054,-0.150662314966
ACH-000055,-0.14531919286699999
ACH-000060,-0.13740545932
ACH-000067,-0.024539915753299998
ACH-000070,-0.117591631096
ACH-000075,-0.42602808856200003
ACH-000078,-0.0663618287646
ACH-000082,-0.198406200104
ACH-000085,-0.097666889915
ACH-000086,0.00465636949802
ACH-000087,-0.009323975195440001
ACH-000092,0.0222413061952
ACH-000095,-0.22884717330200002
ACH-000097,0.0210279841145
ACH-000098,-0.103239083885
ACH-000099,-0.0533397423826
ACH-000108,-0.0226064664591
ACH-000113,-0.25250186583399997
ACH-000115,-0.296688426998
ACH-000116,-0.196542613882
ACH-000118,0.0629291741824
ACH-000120,-0.228481082789
ACH-000123,-0.069476149041
ACH-000127,-0.102955558825
ACH-000128,-0.141845694637
ACH-000132,0.10341178022900001
ACH-000133,-0.311127672683
ACH-000137,-0.250457222096
ACH-000138,-0.137869354201
ACH-000142,-0.0360255920474
ACH-000143,-0.07512582809169999
ACH-000146,-0.177353674823
ACH-000148,-0.050727732621400005
ACH-000150,-0.0950689175801
ACH-000152,-0.127936968807
ACH-000153,-0.0780597305623
ACH-000159,-0.20616715888099998
ACH-000160,0.0208487219014
ACH-000163,-0.110302343138
ACH-000167,0.244774351497
ACH-000168,-0.205798568994
ACH-000169,-0.155793425204
ACH-000178,-0.18391371581
ACH-000182,-0.144550491305
ACH-000183,-0.274494345267
ACH-000188,-0.0424107441091
ACH-000189,0.10695359144300001
ACH-000190,-0.134693569079
ACH-000198,-0.270286171107
ACH-000204,-0.306000350933
ACH-000206,-0.0409592619161
ACH-000207,-0.20390080421300003
ACH-000211,-0.20874593869600003
ACH-000215,-0.0880983323597
ACH-000221,-0.232990924083
ACH-000222,0.068042860536
ACH-000223,-0.005523417181159999
ACH-000226,-0.18226877259399998
ACH-000227,-0.16441945566
ACH-000228,-0.159434445361
ACH-000231,-0.268009087096
ACH-000232,-0.106812553182
ACH-000233,-0.12458096798800002
ACH-000234,0.160853269799
ACH-000235,-0.141370808131
ACH-000237,-0.019806644877
ACH-000238,-0.226496295724
ACH-000243,0.00623728019859
ACH-000244,-0.48177180595299995
ACH-000246,-0.191834523056
