,C8A (731)
ACH-000004,0.04934386705780001
ACH-000007,0.129626999997
ACH-000009,0.035726982162300004
ACH-000011,0.272262035758
ACH-000012,0.185284374957
ACH-000013,0.16122406156
ACH-000014,0.119402558028
ACH-000015,0.18601062417300002
ACH-000017,0.19697192189100002
ACH-000018,0.292792141411
ACH-000019,0.14502907623199998
ACH-000021,0.170691065422
ACH-000022,-0.0518512736249
ACH-000025,0.237880896528
ACH-000028,0.0591757659232
ACH-000030,0.163433400888
ACH-000035,-0.0278182643072
ACH-000036,0.245221275531
ACH-000037,0.33348179536899997
ACH-000039,0.173370752643
ACH-000040,0.0342664834082
ACH-000041,0.157806492742
ACH-000042,0.260438106938
ACH-000045,0.245477403431
ACH-000047,0.12428982832699999
ACH-000052,0.207092545234
ACH-000053,0.17998814935600002
ACH-000054,0.0632814099242
ACH-000055,0.198461344573
ACH-000060,0.04796530471800001
ACH-000067,-0.00438248657533
ACH-000070,0.124119332204
ACH-000075,0.225704065905
ACH-000078,0.18615501882
ACH-000082,0.20729589828699999
ACH-000085,0.18668259991
ACH-000086,0.0895901851189
ACH-000087,0.24521416038600002
ACH-000092,0.08462389766270001
ACH-000095,0.18300651727000003
ACH-000097,0.0710220990888
ACH-000098,0.174427102553
ACH-000099,0.151375958629
ACH-000108,0.07734826457239999
ACH-000113,-0.023215637944
ACH-000115,0.08661887895239999
ACH-000116,0.186228821316
ACH-000118,-0.04846275789469999
ACH-000120,0.0731781928192
ACH-000123,0.18910937422600002
ACH-000127,0.100401040011
ACH-000128,0.150060596559
ACH-000132,0.0107899325273
ACH-000133,0.21580678413
ACH-000137,0.18936141945
ACH-000138,0.136194638908
ACH-000142,0.112717878164
ACH-000143,0.248273660595
ACH-000146,0.107899067852
ACH-000148,0.19248625306400002
ACH-000150,0.0709126773372
ACH-000152,0.179400390271
ACH-000153,0.304039099225
ACH-000159,0.184901512154
ACH-000160,0.0673851985632
ACH-000163,0.277849293791
ACH-000167,0.2224658693
ACH-000168,0.0424626276975
ACH-000169,0.22694813475
ACH-000178,0.116149054421
ACH-000182,0.26540860011100004
ACH-000183,0.0773058175335
ACH-000188,0.18017714047299999
ACH-000189,0.43020956015199996
ACH-000190,0.20844139642999998
ACH-000198,0.055990689665199996
ACH-000204,0.103746204221
ACH-000206,0.182720633659
ACH-000207,0.141612132324
ACH-000211,0.245440624041
ACH-000215,0.201261514745
ACH-000221,0.15153832365
ACH-000222,0.0807029079876
ACH-000223,0.0882414954574
ACH-000226,0.28970230292599997
ACH-000227,0.164778749699
ACH-000228,0.122220546247
ACH-000231,0.135688560405
ACH-000232,0.10783139485
ACH-000233,0.22195447460499998
ACH-000234,0.15900707
ACH-000235,0.0764445614187
ACH-000237,0.07687068106610001
ACH-000238,0.126850867954
ACH-000243,0.0767768391025
ACH-000244,0.158712989532
ACH-000246,0.10779935409800001
ACH-000248,0.07521612728589999
ACH-000250,0.14454814413
ACH-000251,0.145608369304
ACH-000253,0.20648187750500002
ACH-000255,0.191000860202
ACH-000256,0.118799725226
ACH-000257,0.10058263618300001
ACH-000258,0.0070774703986200005
ACH-000259,0.029270767392599997
ACH-000260,0.0556585444446
ACH-000261,0.15944236019000002
ACH-000262,0.08622427610210001
ACH-000263,0.326625013516
ACH-000264,0.158848808675
ACH-000265,0.113097149359
ACH-000266,0.10968111856599999
ACH-000272,0.0466138266261
ACH-000273,0.190700018839
ACH-000274,0.161512512312
ACH-000277,0.19363111030400001
ACH-000278,0.121637116632
ACH-000279,0.0573338093217
ACH-000280,0.13458987294000002
ACH-000281,0.272426120008
ACH-000288,0.188787024065
ACH-000291,0.24154481724399998
ACH-000293,0.20712327300900002
ACH-000294,0.015793203193
ACH-000295,0.11968668219499999
ACH-000296,0.293057435524
ACH-000302,0.132263332496
ACH-000304,0.16508812788
ACH-000307,0.11148806627999999
ACH-000308,0.223346615889
ACH-000310,-0.0877101114032
ACH-000311,-0.049408644081899995
ACH-000312,0.0365151414326
ACH-000315,0.19991279566599998
ACH-000316,0.182713417357
ACH-000317,0.10442042424100001
ACH-000318,-0.0427371667651
ACH-000319,0.24801371371800002
ACH-000320,-0.263408877747
ACH-000322,0.33982765469400006
ACH-000323,-0.00623190887957
ACH-000324,0.0573625095038
ACH-000329,0.141114369554
ACH-000330,0.0475332730145
ACH-000331,0.126947012664
ACH-000332,0.0811009755097
ACH-000334,0.28203185081
ACH-000335,0.0102159010031
ACH-000336,0.14777856547499998
ACH-000337,0.21301314850900002
ACH-000339,0.17260492944400002
ACH-000341,0.158892605526
ACH-000348,0.172114953062
ACH-000350,0.171889978074
ACH-000352,0.16451749574000002
ACH-000356,0.123350908222
ACH-000361,-0.081622781458
ACH-000362,0.08903358059010001
ACH-000363,0.30482270808
ACH-000364,0.085843070204
ACH-000365,0.19750942976100003
ACH-000366,0.06611128629459999
ACH-000368,0.18605252117899998
ACH-000374,0.15409133331900002
ACH-000375,0.115539249585
ACH-000376,0.07914009949339999
ACH-000381,0.163728341163
ACH-000383,0.10457538806500001
ACH-000387,0.0821615842847
ACH-000389,0.162141264079
ACH-000390,0.160663814728
ACH-000393,0.23775696154599998
ACH-000395,0.31852340194
ACH-000397,0.156266366867
ACH-000401,0.14361564349
ACH-000402,0.0642781170873
ACH-000403,0.106221253972
ACH-000404,0.19336926564100002
ACH-000406,0.0591493171779
ACH-000407,0.211232195229
ACH-000408,0.16686679100500001
ACH-000410,0.129254288435
ACH-000411,0.09360815481389999
ACH-000414,0.133243109927
ACH-000415,0.17791949643899999
ACH-000416,0.147089550375
ACH-000420,0.0139082536386
ACH-000421,0.170339781498
ACH-000424,0.20811137299199997
ACH-000425,0.125653009628
ACH-000426,0.259323217438
ACH-000427,0.27523649894499996
ACH-000433,0.318366620286
ACH-000436,0.0995219028336
ACH-000444,0.17623675431299998
