,CDK4 (1019)
ACH-000004,-0.602097033959
ACH-000007,-0.5838046314590001
ACH-000009,-0.422492908563
ACH-000011,-0.477317120247
ACH-000012,-0.591120509112
ACH-000013,-0.314725883087
ACH-000014,-0.343182773643
ACH-000015,-0.290338733209
ACH-000017,-0.858033610924
ACH-000018,-0.84414090434
ACH-000019,-1.36726632855
ACH-000021,-0.598527129699
ACH-000022,-0.409734310882
ACH-000025,-0.39430581009000004
ACH-000028,-1.0359272675700002
ACH-000030,-0.713052386042
ACH-000035,-0.522932196389
ACH-000036,-0.381826100929
ACH-000037,-0.590307082705
ACH-000039,-0.207762506043
ACH-000040,-1.2083470965799998
ACH-000041,-2.0314386388799996
ACH-000042,-0.759092499489
ACH-000045,-0.489091932227
ACH-000047,-0.24193838672600002
ACH-000052,-1.0599117232200002
ACH-000053,-1.0793533929999999
ACH-000054,-0.575913160508
ACH-000055,-0.298840359198
ACH-000060,-0.800723087646
ACH-000067,-1.0183498741500001
ACH-000070,-0.994217608219
ACH-000075,-0.9403136159450001
ACH-000078,-0.299512323694
ACH-000082,-1.5009556849399999
ACH-000085,-0.628895600777
ACH-000086,-0.52625900612
ACH-000087,-1.1607202699799999
ACH-000092,-0.842476993759
ACH-000095,-0.482819673059
ACH-000097,-1.3511680190900002
ACH-000098,-0.5320419711609999
ACH-000099,-0.6592007675689999
ACH-000108,-0.6682747168959999
ACH-000113,-0.516887723798
ACH-000115,-2.3287839045700003
ACH-000116,-0.129764565544
ACH-000118,-0.516992199277
ACH-000120,-0.836040868457
ACH-000123,-1.43770548911
ACH-000127,-0.946265474212
ACH-000128,-0.104732459469
ACH-000132,-0.168289082136
ACH-000133,-0.44298780469800003
ACH-000137,-0.176533503358
ACH-000138,-0.46211520764799996
ACH-000142,-0.7448705413269999
ACH-000143,-1.61588113004
ACH-000146,-0.458324782509
ACH-000148,-1.3657098572
ACH-000150,-0.904106854253
ACH-000152,-0.392675864133
ACH-000153,-1.45603598294
ACH-000159,-0.291197021327
ACH-000160,-0.316520785122
ACH-000163,-0.9873950705589999
ACH-000167,-0.7380799982240001
ACH-000168,-0.25063840336
ACH-000169,-0.6719379539810001
ACH-000178,-0.779066735658
ACH-000182,-0.565250635589
ACH-000183,-0.416073952433
ACH-000188,-0.549112310151
ACH-000189,-1.3204049414599999
ACH-000190,-0.48742238057
ACH-000198,-0.33871832035899996
ACH-000204,-0.263123188854
ACH-000206,-1.15545709939
ACH-000207,-0.381548655282
ACH-000211,-0.351480476816
ACH-000215,-0.7606945822310001
ACH-000221,-0.967706170426
ACH-000222,-0.562651044069
ACH-000223,-0.287577275285
ACH-000226,-0.673760038627
ACH-000227,-0.0647524468893
ACH-000228,-0.9455591610240001
ACH-000231,-0.340354746069
ACH-000232,-0.6760317918690001
ACH-000233,-0.8992356991439999
ACH-000234,-0.890872224123
ACH-000235,-0.752569184075
ACH-000237,-0.720884703242
ACH-000238,-0.380696416888
ACH-000243,-0.314763100779
ACH-000244,-0.6762738495039999
ACH-000246,-0.559046652024
ACH-000248,-1.06982188356
ACH-000250,-0.173233576004
ACH-000251,-2.22482335742
ACH-000253,-0.565677201452
ACH-000255,-0.441928874899
ACH-000256,-0.42506283251000004
ACH-000257,-0.180199478847
ACH-000258,-0.145110477839
ACH-000259,-0.585901460219
ACH-000260,-0.641645106352
ACH-000261,-0.508121366897
ACH-000262,-0.518471692193
ACH-000263,-0.552343793485
ACH-000264,-0.511852427154
ACH-000265,-0.42845951479999994
ACH-000266,-0.387928951988
ACH-000272,-0.31402459771499996
ACH-000273,-0.29663709195
ACH-000274,-1.83217315975
ACH-000277,-2.06846014664
ACH-000278,-0.273976962868
ACH-000279,-1.83774439176
ACH-000280,-0.721916453105
ACH-000281,-0.20416769240200003
ACH-000288,-0.32967741094700004
ACH-000291,-0.40839633402900005
ACH-000293,-0.20254542979600001
ACH-000294,-0.36385657885399997
ACH-000295,-0.186915222263
ACH-000296,-0.7090250899510001
ACH-000302,-0.288889461871
ACH-000304,-0.7706704268860001
ACH-000307,-0.157773795665
ACH-000308,-0.300325841246
ACH-000310,-0.270746348943
ACH-000311,-0.783050696932
ACH-000312,-0.466112344165
ACH-000315,-0.196006473303
ACH-000316,-1.33747983576
ACH-000317,-0.244881062698
ACH-000318,-0.613763566892
ACH-000319,-0.14963085709100002
ACH-000320,-0.982041090213
ACH-000322,-0.528761787545
ACH-000323,-0.0503965138025
ACH-000324,-0.47651573374
ACH-000329,-0.443799704575
ACH-000330,-1.2125911415200001
ACH-000331,-0.521141638253
ACH-000332,-0.491235223993
ACH-000334,-0.611730608678
ACH-000335,-0.641561021549
ACH-000336,-0.8296991764820001
ACH-000337,-1.54465262394
ACH-000339,-0.67302725027
ACH-000341,-0.220579148297
ACH-000348,-0.737980099834
ACH-000350,-1.1202078076100002
ACH-000352,-1.42140541141
ACH-000356,-0.441959680827
ACH-000361,-0.5022140911640001
ACH-000362,-0.44423825290799995
ACH-000363,-0.453856997884
ACH-000364,-0.5174028823210001
ACH-000365,-0.5159168490420001
ACH-000366,-0.515912462816
ACH-000368,-0.361507858952
ACH-000374,-0.712117555492
ACH-000375,-1.18704373497
ACH-000376,-0.621050071982
ACH-000381,-0.306807051902
ACH-000383,-0.172488199445
ACH-000387,-0.257343484741
ACH-000389,-0.435091406606
ACH-000390,-0.14713817383799999
ACH-000393,-0.39490383497000003
ACH-000395,-0.316502494188
ACH-000397,-0.175988107829
ACH-000401,-0.659301982857
ACH-000402,-0.732038485243
ACH-000403,-0.751364020633
