,URI1 (8725)
ACH-000004,-1.1432120881899999
ACH-000007,-0.893611943821
ACH-000009,-1.21597996188
ACH-000011,-0.758089593483
ACH-000012,-1.1910506362200002
ACH-000013,-1.18532860115
ACH-000014,-0.743641755545
ACH-000015,-1.09945762434
ACH-000017,-1.4884483604499998
ACH-000018,-0.9447234400799999
ACH-000019,-1.30096195467
ACH-000021,-1.25095350893
ACH-000022,-1.0552181511299998
ACH-000025,-1.11048497396
ACH-000028,-1.21604402604
ACH-000030,-1.4295134077200002
ACH-000035,-0.950315686251
ACH-000036,-1.18045129997
ACH-000037,-1.33390333716
ACH-000039,-1.23846635826
ACH-000040,-1.05145700655
ACH-000041,-1.67156832402
ACH-000042,-1.16404528449
ACH-000045,-1.0985607826100001
ACH-000047,-0.9287107809440001
ACH-000052,-0.997143525766
ACH-000053,-1.03833543335
ACH-000054,-0.843741914163
ACH-000055,-1.21736218138
ACH-000060,-0.9928492688989999
ACH-000067,-1.1383339743
ACH-000070,-0.7527679760629999
ACH-000075,-0.828111985308
ACH-000078,-1.4113588598
ACH-000082,-1.2791338484600001
ACH-000085,-1.21470052241
ACH-000086,-1.17499079309
ACH-000087,-1.26364666455
ACH-000092,-0.896013697638
ACH-000095,-1.3144152823200002
ACH-000097,-1.15975157301
ACH-000098,-1.3051514931100001
ACH-000099,-1.08453149733
ACH-000108,-1.29511130501
ACH-000113,-1.18586618765
ACH-000115,-1.20382791859
ACH-000116,-1.09624226729
ACH-000118,-1.24334686063
ACH-000120,-0.9630595749950001
ACH-000123,-1.15024949789
ACH-000127,-1.221705389
ACH-000128,-0.9778712677429999
ACH-000132,-1.28986407985
ACH-000133,-1.0
ACH-000137,-1.02133666009
ACH-000138,-1.0795278488700002
ACH-000142,-1.46372439825
ACH-000143,-1.15663807393
ACH-000146,-1.33534096274
ACH-000148,-1.0783064149200001
ACH-000150,-1.0753581245700001
ACH-000152,-0.859300656937
ACH-000153,-1.1596396834
ACH-000159,-1.16722667791
ACH-000160,-0.898932459084
ACH-000163,-1.00892454366
ACH-000167,-0.8397037555750001
ACH-000168,-1.06185016309
ACH-000169,-0.9625760482200001
ACH-000178,-1.12861553247
ACH-000182,-1.484286482
ACH-000183,-1.14848045705
ACH-000188,-1.51331799718
ACH-000189,-0.7717319170649999
ACH-000190,-0.940413098224
ACH-000198,-1.16470665157
ACH-000204,-1.31033168308
