,PRTN3 (5657)
ACH-000004,-0.0052420690980100005
ACH-000007,0.0767017636432
ACH-000009,0.0992407030019
ACH-000011,-0.056733384160000004
ACH-000012,0.119308546539
ACH-000013,0.0155000687028
ACH-000014,-0.109785567081
ACH-000015,0.0013657306390000002
ACH-000017,-0.0138672353311
ACH-000018,-0.0318769143629
ACH-000019,-0.017208042995599998
ACH-000021,0.08743116520260001
ACH-000022,-0.138004706216
ACH-000025,-0.254358316766
ACH-000028,-0.109986146095
ACH-000030,0.048632216021
ACH-000035,0.0589501502233
ACH-000036,0.10929687777899999
ACH-000037,0.0163396839335
ACH-000039,0.342933859018
ACH-000040,-0.045057649527400004
ACH-000041,-0.0878204814605
ACH-000042,0.103607021149
ACH-000045,-0.21596918746399998
ACH-000047,-0.043688529918400006
ACH-000052,0.596010893292
ACH-000053,0.0178656227254
ACH-000054,-0.0263895641791
ACH-000055,0.197835124602
ACH-000060,0.234159140567
ACH-000067,-0.188632627812
ACH-000070,-0.13109877531
ACH-000075,-0.0806481266852
ACH-000078,-0.0245685196023
ACH-000082,-0.059049142119199996
ACH-000085,0.053083286337999996
ACH-000086,-0.124158110471
ACH-000087,0.0662268765484
ACH-000092,-0.041317968911
ACH-000095,0.0553358790073
ACH-000097,0.011132572153
ACH-000098,-0.061346763365199994
ACH-000099,0.104301424737
ACH-000108,0.004785375492310001
ACH-000113,0.104086000373
ACH-000115,-0.0568651090814
ACH-000116,0.0778813967566
ACH-000118,0.05950248979830001
ACH-000120,0.23230673656800002
ACH-000123,0.026278641031800002
ACH-000127,0.093586790518
ACH-000128,-0.00942945031948
ACH-000132,-0.00546165225614
ACH-000133,0.120503007527
ACH-000137,-0.0881242362974
ACH-000138,0.0917980974528
ACH-000142,-0.0481286803818
ACH-000143,0.27815326990600003
ACH-000146,-0.092716846115
ACH-000148,0.166569950557
ACH-000150,-0.0066397702567400005
ACH-000152,-0.034809842853800003
ACH-000153,0.0189806106014
ACH-000159,-0.0033017583205799997
ACH-000160,0.167308826259
ACH-000163,-3.46469179396e-06
ACH-000167,-0.168946845864
ACH-000168,-0.042312123964099994
ACH-000169,0.00977029998181
ACH-000178,0.0376163840183
ACH-000182,0.0566522770415
ACH-000183,0.10412432575099999
ACH-000188,0.00360328469608
ACH-000189,0.20060411293900002
ACH-000190,0.15430567885399998
ACH-000198,0.246214119307
ACH-000204,0.0194142432632
ACH-000206,0.135900987533
ACH-000207,-0.155147584552
ACH-000211,0.042298378011400004
ACH-000215,-0.0319918641178
ACH-000221,-0.0803390474188
ACH-000222,0.143738280548
ACH-000223,0.015280800950499999
ACH-000226,0.0518042368865
ACH-000227,0.13439761833
ACH-000228,-0.02712233983
ACH-000231,0.10674918300200001
ACH-000232,0.0540618474902
ACH-000233,0.00472495843443
ACH-000234,-0.22091117004299998
ACH-000235,0.0549075964499
ACH-000237,-0.0781167060237
ACH-000238,0.0761090100231
ACH-000243,0.080837220843
ACH-000244,-0.06926749710630001
ACH-000246,-0.061823868956699994
ACH-000248,0.00437858064362
ACH-000250,-0.0314168914345
ACH-000251,0.09364018540710001
ACH-000253,0.0413786595635
ACH-000255,0.132708776558
ACH-000256,0.018916949285299998
ACH-000257,0.129202582475
ACH-000258,0.398463472804
ACH-000259,0.0604387878359
ACH-000260,0.0451061050666
ACH-000261,0.195073301671
ACH-000262,-0.28679245328200004
ACH-000263,0.030788810293200002
ACH-000264,0.0844917292069
ACH-000265,0.189907887597
ACH-000266,-0.0205822995068
ACH-000272,-0.040825603110400004
ACH-000273,0.170213219983
ACH-000274,-0.016331739283
ACH-000277,0.05950531922280001
ACH-000278,-0.185653030988
ACH-000279,-0.0329728336619
ACH-000280,0.0217669623276
ACH-000281,0.145383449088
ACH-000288,0.16350478570000002
ACH-000291,0.021398188176700004
ACH-000293,0.125011405661
ACH-000294,-0.118822849275
ACH-000295,-0.249326882423
ACH-000296,0.0048255190756999996
ACH-000302,0.0038638862128099996
ACH-000304,0.130500236862
ACH-000307,0.08788806497739998
ACH-000308,0.0509533470262
ACH-000310,0.0143606830689
ACH-000311,-0.00120228218401
ACH-000312,-0.009188593128629999
ACH-000315,-0.11772662019999999
ACH-000316,0.155105659749
ACH-000317,-0.0546295033794
ACH-000318,0.103577319044
ACH-000319,0.11612784372099999
ACH-000320,0.119374780668
ACH-000322,-0.036542793269
ACH-000323,0.106139502707
ACH-000324,0.14094042175000002
ACH-000329,0.130433381057
ACH-000330,0.0169735748257
ACH-000331,0.108653819342
ACH-000332,0.0836550504997
ACH-000334,0.0750031460186
ACH-000335,0.140922962009
ACH-000336,-0.080232046988
ACH-000337,-0.14932230945699998
ACH-000339,-0.0731115148557
ACH-000341,-0.0200297403891
ACH-000348,0.020718247748599997
ACH-000350,0.156748477345
ACH-000352,-0.0835008115349
ACH-000356,0.6189568738210001
ACH-000361,0.04361047545940001
ACH-000362,-0.052497745142800006
ACH-000363,-0.0215071056557
ACH-000364,0.138811853197
ACH-000365,-0.026482618295900002
