,STRA8 (346673)
ACH-000004,0.08993403555780001
ACH-000007,-0.210514578002
ACH-000009,-0.09346510008169999
ACH-000011,-0.145564197822
ACH-000012,-0.12368309761
ACH-000013,0.0339390057393
ACH-000014,-0.455282202204
ACH-000015,0.015372406388600001
ACH-000017,-0.032178431200799995
ACH-000018,0.000431699860615
ACH-000019,0.105928171206
ACH-000021,-0.404678248102
ACH-000022,-0.0998221507602
ACH-000025,0.0452121018071
ACH-000028,0.0237160529241
ACH-000030,-0.09838385515900001
ACH-000035,-0.13379243349099998
ACH-000036,-0.15283240418
ACH-000037,-0.207639618224
ACH-000039,-0.123791163263
ACH-000040,-0.372473322145
ACH-000041,-0.216855951177
ACH-000042,-0.12216475501499999
ACH-000045,-0.07423264167230001
ACH-000047,-0.103643117531
ACH-000052,-0.21312503094300003
ACH-000053,-0.19560782745000002
ACH-000054,-0.14623860582
ACH-000055,-0.293236340554
ACH-000060,-0.135227450302
ACH-000067,0.0022699707398099998
ACH-000070,0.0654168128821
ACH-000075,-0.25779148348
ACH-000078,-0.178044946171
ACH-000082,-0.0798884562093
ACH-000085,-0.206743000603
ACH-000086,0.0123630692458
ACH-000087,-0.08906815529680001
ACH-000092,-0.107245370337
ACH-000095,-0.030417833958400003
ACH-000097,-0.0740970463908
ACH-000098,-0.0688854726471
ACH-000099,-0.18398111833
ACH-000108,0.100082090179
ACH-000113,0.022306825199700002
ACH-000115,0.0705975608632
ACH-000116,-0.12011195286800001
ACH-000118,-0.0523444973262
ACH-000120,-0.186531357108
ACH-000123,-0.0142886648229
ACH-000127,-0.00369048757742
ACH-000128,-0.21128456485599997
ACH-000132,-0.180691053431
ACH-000133,-0.0824886989548
ACH-000137,0.013978266999999999
ACH-000138,-0.0453918319391
ACH-000142,-0.152349457608
ACH-000143,-0.1832538541
ACH-000146,-0.00621163120888
ACH-000148,-0.050348026038199996
ACH-000150,0.0279394853833
ACH-000152,-0.155505346241
ACH-000153,0.426523734352
ACH-000159,-0.249901262525
ACH-000160,0.042711835953
ACH-000163,0.08721249456739999
ACH-000167,-0.24575458914599999
ACH-000168,0.0802341086122
ACH-000169,-0.0033975002390799996
ACH-000178,-0.191830034463
ACH-000182,-0.024027841877599997
ACH-000183,-0.300365863087
ACH-000188,0.00172540865983
ACH-000189,0.208070526836
ACH-000190,-0.0134228400364
ACH-000198,0.020498746850400002
ACH-000204,-0.14918088199500001
ACH-000206,-0.016320394765899998
ACH-000207,-0.22594534766899999
ACH-000211,-0.10860269680500001
ACH-000215,-0.14385928730699998
ACH-000221,0.156619799954
ACH-000222,0.057498898656599996
ACH-000223,-0.09674091314099999
ACH-000226,-0.36150591989
ACH-000227,-0.235703758211
ACH-000228,-0.00531257669354
ACH-000231,-0.164554825154
ACH-000232,-0.35637576958899997
