,UVSSA (57654)
ACH-000004,-0.00998317412525
ACH-000007,-0.360307333111
ACH-000009,-0.210504099492
ACH-000011,-0.139662146499
ACH-000012,-0.160807706743
ACH-000013,-0.106777833501
ACH-000014,0.0110455992753
ACH-000015,-0.12494978386399999
ACH-000017,-0.115065174405
ACH-000018,-0.184815765389
ACH-000019,-0.38774649655500004
ACH-000021,-0.13089673805500002
ACH-000022,0.013836142705600001
ACH-000025,-0.08779940839749999
ACH-000028,-0.0143913865973
ACH-000030,-0.126749408693
ACH-000035,-0.16565383228
ACH-000036,-0.184442177369
ACH-000037,-0.120547533247
ACH-000039,-0.19737194710099998
ACH-000040,-0.22400916200100002
ACH-000041,-0.191586818204
ACH-000042,-0.18981564438499998
ACH-000045,-0.175454672976
ACH-000047,-0.0115921518379
ACH-000052,-0.29271922784000004
ACH-000053,-0.112763719385
ACH-000054,-0.137128579592
ACH-000055,-0.127858910571
ACH-000060,-0.15363804846100002
ACH-000067,-0.131640706847
ACH-000070,-0.023846590081400002
ACH-000075,-0.147924694265
ACH-000078,-0.105096006021
ACH-000082,-0.025913062961400002
ACH-000085,-0.018037829449200002
ACH-000086,-0.127809973914
ACH-000087,0.225139472068
ACH-000092,-0.11263613038300001
ACH-000095,-0.0790255772117
ACH-000097,-0.109899031394
ACH-000098,-0.11841311520600001
ACH-000099,-0.255546561823
ACH-000108,-0.192454373231
ACH-000113,-0.0795994173839
ACH-000115,-0.21969812974300001
ACH-000116,-0.0657944523005
ACH-000118,-0.18516975333799998
ACH-000120,-0.06758511103659999
ACH-000123,-0.27436088206799997
ACH-000127,-0.08424973033430001
ACH-000128,-0.136286038609
ACH-000132,-0.0669029264295
ACH-000133,-0.36405961793499997
ACH-000137,0.021059220277999998
ACH-000138,-0.127353157312
ACH-000142,-0.0640793295902
ACH-000143,-0.352739524724
ACH-000146,-0.17087545279
ACH-000148,-0.228819679995
ACH-000150,-0.26638450808200004
ACH-000152,-0.0147875238944
ACH-000153,-0.32998135566799996
ACH-000159,-0.08618382930639999
ACH-000160,-0.0371502065642
ACH-000163,-0.0336134917199
ACH-000167,-0.0156638467961
ACH-000168,-0.0789365541054
ACH-000169,-0.06435022717109999
ACH-000178,-0.228807974336
ACH-000182,-0.0743344132048
ACH-000183,-0.220134932207
ACH-000188,-0.140246460145
ACH-000189,-0.0177490581213
ACH-000190,0.0187245339987
ACH-000198,-0.137867095056
ACH-000204,-0.358124537653
ACH-000206,-0.00263412949035
ACH-000207,-0.311026820007
ACH-000211,-0.23392255750399998
ACH-000215,-0.093884941464
ACH-000221,-0.162872454327
ACH-000222,-0.09100794302310002
ACH-000223,-0.138764957091
ACH-000226,0.0583311210879
ACH-000227,-0.42006700869999997
ACH-000228,-0.054123143009199993
ACH-000231,-0.151192245049
ACH-000232,-0.29143108629299996
ACH-000233,-0.07732738919269999
ACH-000234,-0.0769445605851
ACH-000235,-0.028689839361200002
ACH-000237,-0.303768986166
ACH-000238,-0.211108328616
ACH-000243,-0.07323798359339999
ACH-000244,0.08946678450760001
ACH-000246,-0.0810071398691
ACH-000248,-0.19898408416700003
ACH-000250,-0.0913542362411
ACH-000251,-0.47245251309299996
ACH-000253,-0.16071185908900001
ACH-000255,-0.0254141585598
ACH-000256,0.0221049835665
ACH-000257,-0.331582149497
ACH-000258,-0.252842311972
ACH-000259,-0.09797224600360001
ACH-000260,-0.180757435471
ACH-000261,-0.11017668059
ACH-000262,-0.15793455506100001
ACH-000263,-0.303202778224
ACH-000264,-0.251881696318
ACH-000265,-0.058675707771100004
ACH-000266,-0.204769761212
ACH-000272,-0.0931154425082
ACH-000273,-0.361328771048
ACH-000274,-0.648200074345
ACH-000277,-0.13841971599300001
ACH-000278,-0.224362601193
ACH-000279,-0.278156265596
ACH-000280,0.217943995723
ACH-000281,-0.28003293557799996
ACH-000288,-0.13874419320999998
ACH-000291,-0.106850821685
ACH-000293,-0.161678876542
ACH-000294,-0.0981901018138
ACH-000295,-0.182796238608
ACH-000296,-0.103209926809
ACH-000302,-0.20614635692299998
ACH-000304,-0.260401855156
ACH-000307,-0.11311894613500001
ACH-000308,-0.227599543404
ACH-000310,-0.127222931196
ACH-000311,-0.23045851309700002
ACH-000312,-0.059483043527600005
ACH-000315,-0.231519963846
ACH-000316,-0.0684965258225
ACH-000317,0.0732610876085
ACH-000318,-0.09674592921189999
ACH-000319,-0.14758593051899999
ACH-000320,-0.153441375399
ACH-000322,-0.210877077084
ACH-000323,-0.258096970497
ACH-000324,-0.211679075955
ACH-000329,-0.18745941630100002
ACH-000330,-0.154206268483
ACH-000331,-0.146443183267
ACH-000332,-0.134617722027
ACH-000334,-0.426259437895
ACH-000335,-0.024951414022499997
ACH-000336,-0.165018317707
ACH-000337,-0.0337000045548
ACH-000339,-0.114436833053
ACH-000341,-0.038296264755000003
ACH-000348,-0.248158133776
ACH-000350,-0.145957565908
ACH-000352,-0.0675433743603
ACH-000356,-0.0747166560642
ACH-000361,0.0207329968266
ACH-000362,-0.0756660739145
ACH-000363,-0.189980766698
ACH-000364,0.122082847462
ACH-000365,-0.133140914866
ACH-000366,-0.259596353967
ACH-000368,-0.134067209998
ACH-000374,-0.0852954180153
ACH-000375,-0.31521894721099997
ACH-000376,-0.20151057955200002
ACH-000381,-0.18471212134
ACH-000383,-0.0810271179188
ACH-000387,-0.26863296017
ACH-000389,-0.281000530621
ACH-000390,-0.208978485794
ACH-000393,-0.105984618978
ACH-000395,-0.225336087031
ACH-000397,-0.208381398734
ACH-000401,-0.118687431841
ACH-000402,-0.249209177643
ACH-000403,-0.12143569142100001
ACH-000404,-0.22959341408700001
ACH-000406,-0.152235513751
ACH-000407,-0.0160103384066
ACH-000408,0.20592509289
ACH-000410,0.106248284221
ACH-000411,-0.160722789513
ACH-000414,0.0426065122898
ACH-000415,-0.391755636285
ACH-000416,-0.22866337836199999
ACH-000420,-0.11480426396099999
ACH-000421,-0.158706280255
ACH-000424,-0.17098182786600002
ACH-000425,-0.12904682539100001
ACH-000426,-0.23438498602699998
ACH-000427,-0.334268582192
ACH-000433,-0.295063997669
ACH-000436,-0.0780992581146
ACH-000444,0.006098525859290001
ACH-000445,-0.151283479203
ACH-000448,-0.24514730736499998
ACH-000450,0.044391706572099995
ACH-000452,-0.123104418253
ACH-000454,0.07071328614689999
ACH-000458,0.005546108451350001
ACH-000459,-0.0779159877429
ACH-000460,-0.118422703059
