,FAM133B (257415)
ACH-000004,-0.758041017878
ACH-000007,-0.6367957507
ACH-000009,-0.905135630529
ACH-000011,-0.604468421359
ACH-000012,-0.701979866844
ACH-000013,-0.6928812321269999
ACH-000014,-0.549891254043
ACH-000015,-0.655601893696
ACH-000017,-0.535997658789
ACH-000018,-0.801107901117
ACH-000019,-0.5718398354209999
ACH-000021,-0.921932646316
ACH-000022,-0.47418110436000005
ACH-000025,-0.709900532364
ACH-000028,-0.528997886799
ACH-000030,-0.763916342499
ACH-000035,-0.66363200567
ACH-000036,-0.7936369733290001
ACH-000037,-0.733273370323
ACH-000039,-0.922424164997
ACH-000040,-0.893272030712
ACH-000041,-0.31724407442499997
ACH-000042,-0.762522022933
ACH-000045,-0.742713868881
ACH-000047,-0.526230982705
ACH-000052,-0.462311409979
ACH-000053,-0.712854856349
ACH-000054,-0.525916354846
ACH-000055,-0.592921135606
ACH-000060,-0.598572078814
ACH-000067,-0.708302006569
ACH-000070,-0.582889169162
ACH-000075,-0.6981011859110001
ACH-000078,-0.728566260572
ACH-000082,-0.400440239256
ACH-000085,-0.606433273552
ACH-000086,-0.692657748298
ACH-000087,-0.523658454135
ACH-000092,-0.680582623162
ACH-000095,-0.691195779329
ACH-000097,-0.545492112499
ACH-000098,-0.609532526088
ACH-000099,-0.697683520618
ACH-000108,-0.860691714021
ACH-000113,-0.618591832418
ACH-000115,-0.33695711715800003
ACH-000116,-0.708824656465
ACH-000118,-0.554400464098
ACH-000120,-0.5642066903399999
ACH-000123,-0.7170312190889999
ACH-000127,-0.731634560112
ACH-000128,-0.8108109851369999
ACH-000132,-0.7078267379100001
ACH-000133,-0.5507384443460001
ACH-000137,-0.43899739586900005
ACH-000138,-0.565522963967
ACH-000142,-0.616166290691
ACH-000143,-0.7114703327680001
ACH-000146,-0.609684552565
ACH-000148,-0.593604917399
ACH-000150,-0.576197352292
ACH-000152,-0.48190720856299996
ACH-000153,-0.7825413940800001
ACH-000159,-0.735680325465
ACH-000160,-1.11347464209
ACH-000163,-0.7236258251369999
ACH-000167,-0.731189458619
ACH-000168,-0.545170359102
ACH-000169,-0.6734668263510001
ACH-000178,-0.627854847152
ACH-000182,-0.608650095567
ACH-000183,-0.6777882226049999
ACH-000188,-0.7447857050900001
ACH-000189,-0.922222715734
ACH-000190,-0.714046507138
ACH-000198,-0.686134927748
ACH-000204,-1.09476255642
ACH-000206,-0.499486935762
ACH-000207,-0.8974481981839999
ACH-000211,-0.663474544722
ACH-000215,-0.597714071928
ACH-000221,-0.529033083405
ACH-000222,-0.939661634526
ACH-000223,-0.986896552605
ACH-000226,-0.664210200051
ACH-000227,-0.8221970416869999
ACH-000228,-0.77990828484
ACH-000231,-0.701696657886
ACH-000232,-0.8222877993250001
ACH-000233,-0.6427475605640001
ACH-000234,-0.66685403823
ACH-000235,-0.679146239402
ACH-000237,-0.945980122222
ACH-000238,-0.9916999534729999
ACH-000243,-0.557562835513
ACH-000244,-0.581590095804
ACH-000246,-0.6835057516959999
ACH-000248,-0.602912243348
ACH-000250,-0.780080450483
ACH-000251,-0.431120110374
ACH-000253,-0.632425915366
ACH-000255,-0.767692541391
ACH-000256,-0.201646896542
ACH-000257,-0.509764339472
ACH-000258,-0.45939637636999997
ACH-000259,-0.7753132081209999
ACH-000260,-0.73336322958
ACH-000261,-0.604616186945
ACH-000262,-0.375482505212
ACH-000263,-0.368369013704
ACH-000264,-0.646442353242
ACH-000265,-0.660311356418
ACH-000266,-0.7691847091959999
ACH-000272,-0.8138767512389999
ACH-000273,-0.804764636875
ACH-000274,-0.717667549051
ACH-000277,-0.370854389171
ACH-000278,-0.8012289526549999
ACH-000279,-0.652980253641
ACH-000280,-0.5970598414899999
ACH-000281,-0.638766671581
ACH-000288,-0.7502359445610001
ACH-000291,-0.803736284946
ACH-000293,-0.6878647551279999
ACH-000294,-0.329857159338
ACH-000295,-0.897110549218
ACH-000296,-0.826230955494
ACH-000302,-0.560975181007
ACH-000304,-0.744115177526
ACH-000307,-0.60192733094
ACH-000308,-0.7058084139309999
ACH-000310,-0.8932832188050001
ACH-000311,-0.490349312676
ACH-000312,-0.644169385959
ACH-000315,-0.757474805012
ACH-000316,-0.5927541370589999
ACH-000317,-0.5947709727970001
ACH-000318,-0.370458155867
ACH-000319,-0.575872533441
ACH-000320,-0.850912652664
ACH-000322,-0.61999466204
ACH-000323,-1.0403229570799999
ACH-000324,-0.856555965115
ACH-000329,-0.808047332307
ACH-000330,-0.708803780824
ACH-000331,-0.853975564066
ACH-000332,-0.7357744863269999
ACH-000334,-0.8635753099269999
ACH-000335,-0.675307324659
ACH-000336,-0.84107684682
ACH-000337,-0.9162107519570001
ACH-000339,-0.8217693908310001
ACH-000341,-0.898609212544
ACH-000348,-0.682660821348
ACH-000350,-0.6433893478989999
ACH-000352,-0.432873341566
ACH-000356,-0.540015725932
ACH-000361,-0.465685083094
ACH-000362,-0.4734716537
ACH-000363,-0.715499917733
ACH-000364,-0.7380900911210001
