,UNC5B (219699)
ACH-000004,-0.27048514103599997
ACH-000007,-0.18645937768100002
ACH-000009,-0.10511465237999999
ACH-000011,-0.17768264493
ACH-000012,-0.221017895273
ACH-000013,-0.109652375907
ACH-000014,-0.293844284434
ACH-000015,-0.3088279234
ACH-000017,-0.365942370613
ACH-000018,-0.370990845964
ACH-000019,-0.437309715419
ACH-000021,-0.110328561977
ACH-000022,-0.264003188491
ACH-000025,-0.286163658095
ACH-000028,-0.236345637504
ACH-000030,-0.545775533215
ACH-000035,-0.261818509382
ACH-000036,-0.24167843342300002
ACH-000037,-0.210558106344
ACH-000039,-0.282717895434
ACH-000040,-0.358053521827
ACH-000041,-0.256052043395
ACH-000042,-0.19721221078899998
ACH-000045,-0.156557419005
ACH-000047,-0.174342874471
ACH-000052,-0.44996933752400003
ACH-000053,-0.101508577781
ACH-000054,-0.166522853248
ACH-000055,-0.09759427816420001
ACH-000060,-0.527757925541
ACH-000067,-0.414601336564
ACH-000070,-0.018791994093
ACH-000075,-0.19519757222800002
ACH-000078,-0.33847024014300003
ACH-000082,-0.2218702405
ACH-000085,-0.357478791416
ACH-000086,-0.365130906153
ACH-000087,-0.181460377305
ACH-000092,-0.130725738493
ACH-000095,-0.218044422287
ACH-000097,-0.148784991907
ACH-000098,-0.232986921144
ACH-000099,-0.045285217886800004
ACH-000108,-0.254972530904
ACH-000113,-0.24521224600699998
ACH-000115,-0.166181874207
ACH-000116,-0.298284046278
ACH-000118,-0.222107764221
ACH-000120,-0.0371312435084
ACH-000123,-0.102027529989
ACH-000127,-0.318772689855
ACH-000128,-0.0867304818134
ACH-000132,-0.16884912360100002
ACH-000133,-0.200917162352
ACH-000137,-0.0458679796792
ACH-000138,-0.155828208047
ACH-000142,-0.319153666863
ACH-000143,-0.356435231549
ACH-000146,-0.20241314703299998
ACH-000148,-0.15645302491
ACH-000150,-0.21183274386
ACH-000152,-0.293201389884
ACH-000153,-0.16981446945700002
ACH-000159,-0.192626318312
ACH-000160,-0.21121567882300002
ACH-000163,-0.353643702421
ACH-000167,-0.276487146807
ACH-000168,-0.258834930009
ACH-000169,-0.229035140627
ACH-000178,-0.272935458606
ACH-000182,-0.335443052629
ACH-000183,-0.29393573516
ACH-000188,-0.330241788423
ACH-000189,-0.307987493187
ACH-000190,-0.0709822922411
ACH-000198,-0.07362240159950001
ACH-000204,-0.4994759614
ACH-000206,-0.211404538437
ACH-000207,-0.292880790209
ACH-000211,-0.222656245561
ACH-000215,-0.28274333568599996
ACH-000221,-0.273826059366
ACH-000222,-0.08411791496570001
ACH-000223,-0.42231955645999997
ACH-000226,-0.281607498603
ACH-000227,-0.12448766494300001
ACH-000228,-0.310409384874
ACH-000231,-0.286898431245
ACH-000232,-0.23605410796999998
ACH-000233,-0.154064326117
ACH-000234,-0.350033870947
ACH-000235,-0.17318709376400002
ACH-000237,-0.33146272531800003
ACH-000238,-0.205445583801
ACH-000243,-0.139841334497
ACH-000244,0.0379791107541
ACH-000246,-0.127686818782
ACH-000248,-0.41830913544299997
ACH-000250,-0.24385058690000003
ACH-000251,-0.186598179098
ACH-000253,-0.231279271469
ACH-000255,-0.360558789791
ACH-000256,-0.33625172038900003
ACH-000257,-0.10231941834200001
ACH-000258,-0.49010037550200003
ACH-000259,-0.170569050053
ACH-000260,-0.165652399704
ACH-000261,-0.170035160803
