,UGT1A5 (54579)
ACH-000004,0.0113957269985
ACH-000007,0.0926624460158
ACH-000009,-0.0674201021708
ACH-000011,-0.0831540010013
ACH-000012,0.047432838183900004
ACH-000013,0.0752646979837
ACH-000014,-0.07655134506469999
ACH-000015,0.169866664586
ACH-000017,-0.050996326681
ACH-000018,0.46392652791100003
ACH-000019,0.0316635044841
ACH-000021,-0.0150599849177
ACH-000022,0.0521537601595
ACH-000025,0.0341732618876
ACH-000028,0.11001152933800001
ACH-000030,0.09821391537110001
ACH-000035,-0.08975678535360002
ACH-000036,0.048928423181
ACH-000037,-0.0121051837167
ACH-000039,-0.0697083237461
ACH-000040,0.0765258570714
ACH-000041,-0.016888485322399997
ACH-000042,0.119822038469
ACH-000045,-0.0031845310818799997
ACH-000047,0.026172044024799997
ACH-000052,0.08570905292719999
ACH-000053,0.00621982938789
ACH-000054,0.00680408699101
ACH-000055,0.00533363380322
ACH-000060,0.179621580121
ACH-000067,0.0345573291675
ACH-000070,-0.0797735235245
ACH-000075,-0.113052373963
ACH-000078,0.0381444762036
ACH-000082,0.104733937249
ACH-000085,0.301050974582
ACH-000086,0.034435816791599995
ACH-000087,0.21019261395599997
ACH-000092,-0.017627233936499998
ACH-000095,0.0393048886999
ACH-000097,0.11128612483200001
ACH-000098,-0.0159566905253
ACH-000099,0.008783669318520001
ACH-000108,-0.00584978016911
ACH-000113,0.07179807467410002
ACH-000115,0.09086164514089999
ACH-000116,0.105708079363
ACH-000118,0.00112650600127
ACH-000120,-0.014809907755
ACH-000123,-0.013285360442800001
ACH-000127,0.0749359629204
ACH-000128,0.0420094027066
ACH-000132,0.0741657426877
ACH-000133,0.069916875203
ACH-000137,0.388763648628
ACH-000138,0.091982780111
ACH-000142,0.0205794843746
ACH-000143,0.17714992415199998
ACH-000146,-0.20645038324499998
ACH-000148,0.0232797136625
ACH-000150,0.0676104809261
ACH-000152,-0.121675813271
ACH-000153,-0.162090980182
ACH-000159,0.0348543811067
ACH-000160,-0.0771583572466
ACH-000163,-0.0907370128748
ACH-000167,0.037686961732699996
ACH-000168,0.10000965136
ACH-000169,0.0373505079117
ACH-000178,0.0429104414009
ACH-000182,-0.0209759490995
ACH-000183,-0.011157091502200001
ACH-000188,0.0381999118445
ACH-000189,-0.133484593673
ACH-000190,0.259682256845
ACH-000198,0.19905619050700002
ACH-000204,-0.0434508660154
ACH-000206,0.206380559976
ACH-000207,0.40809843928000006
ACH-000211,0.052465739836300006
ACH-000215,0.13681821482599998
ACH-000221,0.0791802147463
ACH-000222,-0.129900590416
ACH-000223,0.0317941571671
ACH-000226,-0.076159617886
ACH-000227,0.138077601184
ACH-000228,0.16009150575300002
ACH-000231,0.044759697853
ACH-000232,0.0963453750295
ACH-000233,0.0624616112014
ACH-000234,-0.0290787982827
