,EEF1A2 (1917)
ACH-000004,0.0802116882993
ACH-000007,0.0731868378619
ACH-000009,0.08813078197049999
ACH-000011,-0.29021342799600003
ACH-000012,0.159575372047
ACH-000013,0.11405624711
ACH-000014,0.146736252932
ACH-000015,0.0866354824557
ACH-000017,-0.0939824957416
ACH-000018,-0.035286978690699994
ACH-000019,0.08605488766349999
ACH-000021,-0.0711206306658
ACH-000022,-0.127866392609
ACH-000025,0.050797642766199996
ACH-000028,-0.202816450666
ACH-000030,-0.06036890151
ACH-000035,-0.0550670367588
ACH-000036,-0.307340784401
ACH-000037,0.162083405584
ACH-000039,0.17798569352000002
ACH-000040,-0.016925233478200002
ACH-000041,-0.0524762372888
ACH-000042,-0.029295842279400002
ACH-000045,0.0507165030127
ACH-000047,0.0594998815736
ACH-000052,0.155091280246
ACH-000053,-0.015109017126799998
ACH-000054,0.00185109788332
ACH-000055,-0.07054614618989999
ACH-000060,-0.049300086762600004
ACH-000067,0.0852745798956
ACH-000070,0.102816319505
ACH-000075,-0.23099370641800002
ACH-000078,0.0194119231917
ACH-000082,-0.0660255760874
ACH-000085,0.0357250677795
ACH-000086,0.0234669248037
ACH-000087,0.0624620864257
ACH-000092,0.035878431910900004
ACH-000095,-0.026163694860200003
ACH-000097,-0.129269238339
ACH-000098,0.07471217086830001
ACH-000099,-0.0583393731421
ACH-000108,-0.11111881444800001
ACH-000113,-0.130518401919
ACH-000115,0.0349429349894
ACH-000116,-0.128100696188
ACH-000118,0.0101860512787
ACH-000120,-0.0297406463975
ACH-000123,-0.07091885527269999
ACH-000127,0.027777095973
ACH-000128,0.0823976113367
ACH-000132,-0.0413098547258
ACH-000133,-0.0203236171746
ACH-000137,0.265148259362
ACH-000138,-0.01648896937
ACH-000142,0.152942352265
ACH-000143,0.0829672011835
ACH-000146,0.0646943168791
ACH-000148,-0.05534945759050001
ACH-000150,-0.140618018234
ACH-000152,0.13826259287599998
ACH-000153,-0.00480478557295
ACH-000159,0.00313008355905
ACH-000160,0.0263155443978
ACH-000163,0.052163686268800004
ACH-000167,0.250448709424
ACH-000168,0.158564513954
ACH-000169,-0.253479649203
ACH-000178,-0.035868557243400004
ACH-000182,-0.045046530970800004
ACH-000183,0.10507212633199998
ACH-000188,0.146940389094
ACH-000189,-0.264958899122
ACH-000190,0.30159643671799996
ACH-000198,-0.005301763757100001
ACH-000204,0.113500195549
ACH-000206,-0.06727862858269999
ACH-000207,0.010002297273799999
ACH-000211,0.000575500143152
ACH-000215,0.023053141124900003
ACH-000221,0.068110155107
ACH-000222,-0.0501371908729
ACH-000223,0.0438068049359
ACH-000226,0.0401366714095
ACH-000227,0.219744301187
ACH-000228,0.20821968605900001
ACH-000231,-0.228241742482
ACH-000232,0.22975865471299997
ACH-000233,0.044080048245199996
ACH-000234,-0.056474342286800004
ACH-000235,-0.00403321011174
ACH-000237,-0.0677664354547
ACH-000238,-0.0988206429263
ACH-000243,0.08447225071839999
ACH-000244,-0.0138060535196
ACH-000246,-0.00178127305213
ACH-000248,-0.0224369169369
ACH-000250,0.07251877227530001
ACH-000251,0.101895024405
ACH-000253,-0.12126589807600001
ACH-000255,0.151628228313
ACH-000256,0.0865794377399
ACH-000257,-0.0348813710669
ACH-000258,0.0480121510178
ACH-000259,-0.0703551306162
ACH-000260,-0.170164773973
ACH-000261,-0.044446374230399995
ACH-000262,0.166000276351
ACH-000263,-0.00562228591119
ACH-000264,-0.0499900792171
ACH-000265,-0.0156973831102
ACH-000266,-0.00757428324456
ACH-000272,-0.00946529914456
ACH-000273,0.0208209071007
ACH-000274,-0.021264275268599996
ACH-000277,-0.0637023535506
ACH-000278,0.108833709672
ACH-000279,0.09419969841590001
ACH-000280,-0.0488619069362
ACH-000281,-0.0912493306298
ACH-000288,-0.0616452443867
ACH-000291,-0.0128543132604
ACH-000293,0.087788791918
ACH-000294,-0.07930022794269999
ACH-000295,-0.18382017973099998
ACH-000296,0.260341322253
ACH-000302,0.13525922701999998
ACH-000304,0.172927164852
ACH-000307,-0.00239327814525
ACH-000308,-0.0515910480173
ACH-000310,-0.03358616657
ACH-000311,-0.0325755119618
ACH-000312,-0.0513765136352
ACH-000315,0.00287715796291
ACH-000316,-0.11463819671700001
ACH-000317,0.139343457961
ACH-000318,0.048264714775300005
ACH-000319,-0.0436327996191
ACH-000320,-0.218786452767
ACH-000322,-0.151469116738
