,LTN1 (26046)
ACH-000004,-0.7794332277860001
ACH-000007,-0.25072737701
ACH-000009,-0.140459270353
ACH-000011,-0.26112167999200003
ACH-000012,-0.25221846741500004
ACH-000013,-0.135979013009
ACH-000014,0.0566966443611
ACH-000015,-0.265662579158
ACH-000017,-0.357077650549
ACH-000018,0.0352469500954
ACH-000019,-0.304794242861
ACH-000021,-0.00041597071543599993
ACH-000022,-0.228657180771
ACH-000025,-0.176255807009
ACH-000028,-0.087399042229
ACH-000030,-0.168021186886
ACH-000035,-0.16444992088500002
ACH-000036,-0.314219764459
ACH-000037,-0.419357562839
ACH-000039,-0.026453617136499998
ACH-000040,-0.152455336182
ACH-000041,0.0946208190105
ACH-000042,-0.109254594143
ACH-000045,-0.0765350946008
ACH-000047,-0.032790347374
ACH-000052,-0.138141952585
ACH-000053,-0.165642939965
ACH-000054,-0.238677622564
ACH-000055,-0.028487971204
ACH-000060,-0.299581901993
ACH-000067,-0.1343593633
ACH-000070,-0.238271046533
ACH-000075,-0.197197848143
ACH-000078,-0.18243285474399998
ACH-000082,-0.233931007868
ACH-000085,-0.38242539886699994
ACH-000086,-0.28681761623700003
ACH-000087,-0.325382496515
ACH-000092,-0.20254700164
ACH-000095,-0.205682105718
ACH-000097,-0.32060453374000003
ACH-000098,-0.07822649394789999
ACH-000099,-0.110783683119
ACH-000108,-0.053343722011199995
ACH-000113,-0.20243992944000003
ACH-000115,-0.201020690348
ACH-000116,-0.273625326377
ACH-000118,-0.09444977067970001
ACH-000120,-0.111204470243
ACH-000123,-0.338095451536
ACH-000127,-0.140912007547
ACH-000128,-0.160473758793
ACH-000132,-0.13279908350400002
ACH-000133,-0.265875151323
ACH-000137,-0.0313050972395
ACH-000138,-0.0423569697448
ACH-000142,-0.31680725818100003
ACH-000143,-0.41156241019199996
ACH-000146,-0.231820533561
ACH-000148,-0.21074969032000002
ACH-000150,-0.141211474695
ACH-000152,-0.225501356999
ACH-000153,-0.27451804832
ACH-000159,-0.20822557897100002
ACH-000160,-0.379858277089
ACH-000163,-0.21572354956700002
ACH-000167,-0.33487007624000004
ACH-000168,-0.275015657674
ACH-000169,-0.26277840459
ACH-000178,-0.231058953518
ACH-000182,-0.23885120135000001
ACH-000183,-0.207140237676
ACH-000188,-0.588826579836
ACH-000189,-0.234575873426
ACH-000190,-0.230899491787
ACH-000198,-0.0225914244166
ACH-000204,-0.20089722962200002
ACH-000206,-0.391624785197
ACH-000207,-0.09768483998849999
ACH-000211,-0.31401939713599997
ACH-000215,-0.14964687955199998
ACH-000221,-0.263243588689
ACH-000222,-0.24563615618700002
ACH-000223,-0.12691107760700002
ACH-000226,-0.266794087795
ACH-000227,-0.487020473301
ACH-000228,-0.13536904316099999
ACH-000231,-0.386834483746
ACH-000232,-0.151515510435
ACH-000233,-0.145129923697
ACH-000234,-0.141745078246
ACH-000235,-0.14413089752699998
ACH-000237,-0.25514735773
ACH-000238,-0.357761595604
ACH-000243,-0.19419440939100002
ACH-000244,-0.5450616678369999
ACH-000246,-0.27778820821
ACH-000248,-0.606722634683
ACH-000250,-0.47665643176100003
ACH-000251,0.244998324469
ACH-000253,-0.186884651681
ACH-000255,-0.239258234143
ACH-000256,-0.186293535881
ACH-000257,-0.342700014353
ACH-000258,-0.431735720223
ACH-000259,-0.112189028812
ACH-000260,-0.0836626209512
ACH-000261,-0.153179370472
ACH-000262,-0.134588705334
ACH-000263,0.459569498786
ACH-000264,-0.20459054920400002
ACH-000265,-0.154010072523
ACH-000266,-0.234522224057
ACH-000272,-0.0990475707498
ACH-000273,-0.160894068501
ACH-000274,-0.266403425448
ACH-000277,-0.117887944581
ACH-000278,-0.26677615746800004
ACH-000279,-0.21615904607900002
ACH-000280,-0.024006405121900002
ACH-000281,-0.025871906033299998
ACH-000288,-0.28993264609200003
ACH-000291,-0.0542053938222
ACH-000293,0.0901166762047
ACH-000294,-0.34213026976300004
ACH-000295,-0.30649112385
ACH-000296,-0.223162562663
ACH-000302,-0.28070659948300003
ACH-000304,0.181189141096
ACH-000307,-0.25570876923
ACH-000308,-0.287052855976
ACH-000310,-0.190664961637
ACH-000311,-0.244663178981
ACH-000312,-0.08472517090040001
ACH-000315,0.08582430382589999
ACH-000316,-0.245645210326
ACH-000317,0.0557484296701
ACH-000318,-0.34319604529
ACH-000319,-0.269628189401
ACH-000320,-0.18095415847
ACH-000322,-0.150693297282
ACH-000323,-0.0577495390645
ACH-000324,-0.257405467588
ACH-000329,-0.292165234553
ACH-000330,-0.139170098456
ACH-000331,-0.08986000911869998
ACH-000332,-0.186697343415
ACH-000334,-0.342548054115
ACH-000335,-0.23102477550099998
ACH-000336,-0.116034936972
ACH-000337,-0.05210623674959999
ACH-000339,-0.28416755792
ACH-000341,0.17318252102
ACH-000348,-0.218926165721
ACH-000350,-0.21044648254599999
ACH-000352,-0.0762575350546
ACH-000356,-0.123611057412
ACH-000361,-0.38130262638499995
ACH-000362,-0.30774065176
ACH-000363,-0.289181034324
ACH-000364,-0.18259191762600002
ACH-000365,-0.19012853414
ACH-000366,-0.114978315074
ACH-000368,-0.316170362014
ACH-000374,-0.31199491896
ACH-000375,-0.222013761424
ACH-000376,-0.228742142546
ACH-000381,-0.1956758625
ACH-000383,-0.278988494247
ACH-000387,-0.29285596893000004
ACH-000389,-0.20683531226399998
ACH-000390,-0.32910068780499996
ACH-000393,-0.13126224988399998
ACH-000395,0.026897853503400005
ACH-000397,-0.165142876932
ACH-000401,-0.100776006832
ACH-000402,-0.151976395546
ACH-000403,-0.292895438829
ACH-000404,0.110067228004
ACH-000406,-0.12306425689099999
ACH-000407,-0.09805001983480001
ACH-000408,-0.18919390655699997
ACH-000410,-0.153571879677
ACH-000411,-0.284872565729
ACH-000414,-0.129224027894
ACH-000415,-0.377348048435
ACH-000416,-0.30016846711
ACH-000420,-0.246115155977
ACH-000421,-0.185975230456
ACH-000424,-0.0944202046785
ACH-000425,-0.227392030191
ACH-000426,-0.217828269844
ACH-000427,-0.108803353376
ACH-000433,0.0693023142025
ACH-000436,0.052203234873299996
