,PSD4 (23550)
ACH-000004,-0.292460827037
ACH-000007,-0.425834764163
ACH-000009,-0.438228063282
ACH-000011,-0.326288860811
ACH-000012,-0.16316608626700002
ACH-000013,-0.23831070465799997
ACH-000014,-0.174925648543
ACH-000015,-0.281949105012
ACH-000017,-0.194596106219
ACH-000018,-0.19430358533599998
ACH-000019,-0.35622148200599996
ACH-000021,-0.0289274376448
ACH-000022,-0.196409400858
ACH-000025,-0.101402322254
ACH-000028,-0.201375734166
ACH-000030,-0.265094719504
ACH-000035,-0.601278499137
ACH-000036,-0.295301219866
ACH-000037,-0.390326591725
ACH-000039,-0.054173999865199995
ACH-000040,-0.24010593579199999
ACH-000041,-0.053053384303599994
ACH-000042,-0.18818720604699998
ACH-000045,-0.300936260699
ACH-000047,-0.411580107206
ACH-000052,-0.140115782487
ACH-000053,-0.181910723365
ACH-000054,-0.267815011667
ACH-000055,-0.32001997213399996
ACH-000060,-0.0974873629679
ACH-000067,-0.47887130562200003
ACH-000070,-0.0314408612356
ACH-000075,-0.328713310755
ACH-000078,-0.0446056747184
ACH-000082,-0.170988116718
ACH-000085,-0.211683045968
ACH-000086,-0.15500150197999998
ACH-000087,-0.447434757377
ACH-000092,-0.332435966688
ACH-000095,-0.14226756207
ACH-000097,-0.350244553715
ACH-000098,-0.332407186245
ACH-000099,-0.07461054617719999
ACH-000108,-0.251074275174
ACH-000113,-0.386440531915
ACH-000115,-0.249151663043
ACH-000116,-0.20188440242
ACH-000118,-0.39849482635
ACH-000120,-0.175176372053
ACH-000123,-0.339501596445
ACH-000127,-0.24802435878000004
ACH-000128,-0.155929580397
ACH-000132,-0.014802154041500001
ACH-000133,-0.252693331626
ACH-000137,-0.19748306432999999
ACH-000138,-0.141119860492
ACH-000142,-0.141415299514
ACH-000143,-0.436787749369
ACH-000146,-0.192449360583
ACH-000148,-0.28479313309300003
ACH-000150,-0.180127597704
ACH-000152,-0.18420930380199999
ACH-000153,-0.410763861097
ACH-000159,-0.13907509791300002
ACH-000160,-0.130193967653
ACH-000163,-0.460944821938
ACH-000167,-0.24970812064599998
ACH-000168,-0.0820887258303
ACH-000169,-0.316065961702
ACH-000178,-0.195867420316
ACH-000182,-0.379400216874
ACH-000183,-0.305088756001
ACH-000188,-0.150831021065
ACH-000189,-0.10955527902699999
ACH-000190,-0.395114303406
ACH-000198,-0.363754528027
ACH-000204,-0.18435733232700002
ACH-000206,-0.30870404770599996
ACH-000207,-0.15168291604800002
ACH-000211,-0.195445140563
ACH-000215,-0.19325689124200002
ACH-000221,-0.442583483746
ACH-000222,-0.572441595187
ACH-000223,-0.444129749739
ACH-000226,-0.160055840154
ACH-000227,-0.009402133599950001
ACH-000228,-0.48300582103999995
ACH-000231,-0.11523924634600001
ACH-000232,-0.09454899949539998
ACH-000233,-0.224146955099
