,GOLGA6L10 (647042)
ACH-000004,-0.42942701491400004
ACH-000007,-0.6628184166309999
ACH-000009,-0.7380675115819999
ACH-000011,-0.738230825873
ACH-000012,-0.520154589928
ACH-000013,-0.21548885630399997
ACH-000014,-0.307866463787
ACH-000015,-0.437666030329
ACH-000017,-0.214670442799
ACH-000018,-0.43492692020199997
ACH-000019,-0.08102627494239999
ACH-000021,-0.201249930436
ACH-000022,-0.7213602335609999
ACH-000025,-0.946093609243
ACH-000028,-0.20198531746800003
ACH-000030,-0.585515597887
ACH-000035,-0.222265398498
ACH-000036,-0.6374502914019999
ACH-000037,-0.209689708411
ACH-000039,-0.478688496291
ACH-000040,-0.278286395557
ACH-000041,-0.42462944646899997
ACH-000042,-0.761607693971
ACH-000045,-0.577494638231
ACH-000047,-0.534243371943
ACH-000052,-0.242194620069
ACH-000053,-0.576695940459
ACH-000054,-0.636027932545
ACH-000055,-0.139611494976
ACH-000060,-0.640202021632
ACH-000067,-0.554576467195
ACH-000070,-0.471937644475
ACH-000075,-0.559804590756
ACH-000078,-0.570026079725
ACH-000082,-0.272772326703
ACH-000085,-0.088122274759
ACH-000086,-0.528624840728
ACH-000087,-0.44749690111199997
ACH-000092,-0.393961649225
ACH-000095,-0.822514955881
ACH-000097,-0.5655633015420001
ACH-000098,-0.40810723827600004
ACH-000099,-0.39341061696
ACH-000108,-0.415995953749
ACH-000113,-0.437370302138
ACH-000115,-0.49341513677599996
ACH-000116,-0.877835442807
ACH-000118,-0.311020795872
ACH-000120,-0.197797997689
ACH-000123,-0.429768421637
ACH-000127,-0.384986759447
ACH-000128,-0.486007642149
ACH-000132,-0.46460694086800003
ACH-000133,-0.210244928408
ACH-000137,-0.16759221569399999
ACH-000138,-0.5039700889459999
ACH-000142,-0.692509094226
ACH-000143,-0.610576150907
ACH-000146,-0.577681666372
ACH-000148,-0.579258464974
ACH-000150,-0.359759363454
ACH-000152,-0.56345745203
ACH-000153,-0.7806607667759999
ACH-000159,-0.324402376667
ACH-000160,-0.286513060725
ACH-000163,-0.419728376495
ACH-000167,0.51864221831
ACH-000168,-0.623950085584
ACH-000169,-0.45085462806800003
ACH-000178,-0.693521392304
ACH-000182,-0.242813516653
ACH-000183,-0.20715999084800002
ACH-000188,-0.47013731917900003
ACH-000189,0.0532434133643
ACH-000190,-0.42526595636200004
ACH-000198,-0.263450401426
ACH-000204,-0.18262533494000002
ACH-000206,-0.7466068543359999
ACH-000207,-0.0564225581506
ACH-000211,-0.650907956786
ACH-000215,-0.423076955972
ACH-000221,-0.164730245029
ACH-000222,-0.533296736826
