,RGCC (28984)
ACH-000004,-0.34416862287100003
ACH-000007,-0.17516542712400002
ACH-000009,-0.00139607950197
ACH-000011,-0.110540949054
ACH-000012,-0.177946362572
ACH-000013,-0.202343303863
ACH-000014,-0.10514509630300001
ACH-000015,-0.020569296019
ACH-000017,-0.021408195935599998
ACH-000018,-0.133379941064
ACH-000019,-0.452232711944
ACH-000021,-0.048248670673599996
ACH-000022,-0.030734982419599998
ACH-000025,-0.015248188677100002
ACH-000028,-0.019321424316599996
ACH-000030,-0.155824412257
ACH-000035,-0.0687492346312
ACH-000036,0.07870640322360001
ACH-000037,-0.19843121305599998
ACH-000039,-0.12671079126499998
ACH-000040,-0.0730565087895
ACH-000041,-0.12686017087
ACH-000042,-0.0738618438994
ACH-000045,0.10514614271299999
ACH-000047,-0.232239809223
ACH-000052,-0.20322060079100002
ACH-000053,-0.0308319135658
ACH-000054,-0.0178859897887
ACH-000055,-0.107782512144
ACH-000060,-0.15895348651900001
ACH-000067,-0.416225774419
ACH-000070,-0.0685732309294
ACH-000075,-0.510552261862
ACH-000078,-0.164762593907
ACH-000082,-0.184821307502
ACH-000085,-0.132383013825
ACH-000086,-0.139730689586
ACH-000087,-0.306667525697
ACH-000092,-0.0592618462493
ACH-000095,-0.135340201601
ACH-000097,-0.18721346149700002
ACH-000098,-0.0862110663919
ACH-000099,-0.148576195634
ACH-000108,0.05115951462690001
ACH-000113,0.0160432185283
ACH-000115,-0.077559793245
ACH-000116,-0.123012068365
ACH-000118,-0.043853217203800005
ACH-000120,-0.0841512747205
ACH-000123,0.0779822019659
ACH-000127,-0.0303550861577
ACH-000128,-0.174776937599
ACH-000132,-0.287364744187
ACH-000133,-0.16864336598700003
ACH-000137,-0.034149727069099994
ACH-000138,-0.0874555331559
ACH-000142,-0.0796856638105
ACH-000143,0.0921340298423
ACH-000146,0.023349229114099996
ACH-000148,-0.19097075004900002
ACH-000150,-0.2715718539
ACH-000152,-0.105110356261
ACH-000153,0.26428994793099997
ACH-000159,-0.344950539108
ACH-000160,0.0829700771182
ACH-000163,-0.157463369094
ACH-000167,-0.07663161199230001
ACH-000168,0.0683167131346
ACH-000169,-0.122507968117
ACH-000178,0.0461870429201
ACH-000182,-0.102168832091
ACH-000183,-0.0221603967749
ACH-000188,-0.20482588810600003
ACH-000189,-0.395695372854
ACH-000190,-0.23924329701299998
ACH-000198,-0.0613794370835
ACH-000204,-0.104489199247
ACH-000206,0.0103290024584
ACH-000207,0.236140071795
ACH-000211,-0.121990580947
ACH-000215,-0.14656360313300001
ACH-000221,-0.202202779577
ACH-000222,0.0649301520028
ACH-000223,-0.20274373057700001
ACH-000226,-0.09858436409739998
ACH-000227,0.198285702093
ACH-000228,-0.120047881775
ACH-000231,-0.121514897327
ACH-000232,-0.062244638363300006
ACH-000233,-0.05543722372880001
ACH-000234,-0.33281922947299997
ACH-000235,0.0563060085793
ACH-000237,-0.264365920694
ACH-000238,-0.28372705119
ACH-000243,0.021772987141800003
ACH-000244,0.17599434342
ACH-000246,-0.17810329377700002
ACH-000248,-0.142689337759
ACH-000250,-0.178462424181
ACH-000251,-0.061357515371900005
ACH-000253,-0.30371076623300003
ACH-000255,-0.126894117505
ACH-000256,-0.052098219865300006
ACH-000257,0.141963396851
ACH-000258,-0.27019358510499997
ACH-000259,0.0670519177108
ACH-000260,-0.00672244871848
ACH-000261,0.155470165964
ACH-000262,-0.133504135262
ACH-000263,-0.334903731134
ACH-000264,-0.134817931225
ACH-000265,0.0521701644362
ACH-000266,-0.104973687549
ACH-000272,0.00414846901773
ACH-000273,-0.00203058620324
ACH-000274,-0.281556248988
ACH-000277,-0.282773229651
ACH-000278,-0.155630354676
ACH-000279,0.03647245555359999
ACH-000280,-0.18763805113499998
ACH-000281,-0.0975047954332
ACH-000288,-0.133649932513
ACH-000291,0.00304921645868
ACH-000293,-0.06918601514280001
ACH-000294,-0.095802973628
ACH-000295,-0.151269177418
ACH-000296,-0.340394231284
ACH-000302,-0.139182197611
ACH-000304,-0.202397365077
ACH-000307,-0.038578565189699994
ACH-000308,-0.07620610918330001
ACH-000310,-0.230032036291
ACH-000311,-0.0397567060823
ACH-000312,0.117166474031
ACH-000315,-0.041821889208699996
ACH-000316,-0.030347740391799997
ACH-000317,-0.12627287998700001
ACH-000318,-0.12092650491599999
ACH-000319,0.142371866548
ACH-000320,0.012268516977899999
ACH-000322,-0.123319982521
ACH-000323,-0.18084198133200002
ACH-000324,-0.0648078268011
ACH-000329,-0.11170010500399999
ACH-000330,0.106307608725
ACH-000331,-0.199890226642
ACH-000332,-0.0255156957534
ACH-000334,0.198387772143
ACH-000335,-0.13117456800400001
ACH-000336,-0.205159363851
ACH-000337,0.0401215151236
ACH-000339,-0.040898479784699994
ACH-000341,-0.0613943924315
ACH-000348,-0.140895487297
ACH-000350,0.0154749479884
ACH-000352,-0.12977119215
ACH-000356,-0.00810928194256
ACH-000361,-0.00025313314137500004
ACH-000362,0.126378494227
ACH-000363,-0.134735155791
ACH-000364,0.00649180465831
ACH-000365,-0.151312832288
ACH-000366,0.036477488302599996
ACH-000368,0.0131149564558
ACH-000374,-0.18329583227899998
ACH-000375,-0.265339731222
ACH-000376,-0.183524014934
ACH-000381,-0.163644906707
ACH-000383,-0.172569096911
ACH-000387,0.00558067468434
ACH-000389,0.0813031709471
ACH-000390,-0.189265522358
ACH-000393,-0.0442045557139
ACH-000395,-0.178489585409
ACH-000397,-0.19551161858199997
ACH-000401,-0.238635772199
ACH-000402,-0.502729212829
ACH-000403,-0.304009101917
ACH-000404,-0.0101781167384
ACH-000406,-0.07926104093110001
ACH-000407,0.0419179243167
ACH-000408,-0.176725548447
ACH-000410,-0.199658313875
ACH-000411,-0.180270641197
ACH-000414,0.0293036225162
ACH-000415,-0.36009449143100003
ACH-000416,-0.161445277404
ACH-000420,-0.164814851583
ACH-000421,-0.06278958958530001
ACH-000424,-0.36341466337399997
ACH-000425,-0.19215332526599999
ACH-000426,-0.30522991948
ACH-000427,-0.125183204077
ACH-000433,-0.110264394892
