,SFTA2 (389376)
ACH-000004,-0.061137000924000005
ACH-000007,-0.0771385074207
ACH-000009,0.049937520996900006
ACH-000011,-0.024394835333400002
ACH-000012,-0.17505838460099998
ACH-000013,-0.141829656009
ACH-000014,-0.0996361894768
ACH-000015,-0.0590447858655
ACH-000017,-0.09078919313310001
ACH-000018,-0.308367151076
ACH-000019,-0.176857096097
ACH-000021,-0.06812290740930001
ACH-000022,-0.0869768536971
ACH-000025,-0.18270031178399998
ACH-000028,-0.18098570840999997
ACH-000030,-0.0527253002705
ACH-000035,-0.020802934549900003
ACH-000036,-0.22277164114
ACH-000037,-0.270616120938
ACH-000039,-0.270053625824
ACH-000040,-0.27294858568
ACH-000041,0.0121482660257
ACH-000042,0.0553302640391
ACH-000045,-0.0155286722422
ACH-000047,-0.17592658404
ACH-000052,-0.0776996972973
ACH-000053,-0.0182987695742
ACH-000054,-0.10821405644200001
ACH-000055,-0.0218304162837
ACH-000060,-0.271282380645
ACH-000067,-0.0804365778388
ACH-000070,-0.07043299329960001
ACH-000075,-0.41886599171300004
ACH-000078,-0.0634646046968
ACH-000082,-0.196683369391
ACH-000085,-0.24854062437399999
ACH-000086,-0.09645341705180001
ACH-000087,-0.403077225461
ACH-000092,-0.257085096177
ACH-000095,-0.10587758649599999
ACH-000097,-0.14779926037399999
ACH-000098,-0.0654417132758
ACH-000099,-0.005557898045899999
ACH-000108,-0.07382001819110001
ACH-000113,-0.12475642456599999
ACH-000115,-0.100847214482
ACH-000116,-0.09086116924460001
ACH-000118,-0.103041888235
ACH-000120,0.118619701819
ACH-000123,0.0948013000802
ACH-000127,-0.09610695036110001
ACH-000128,-0.18716750373100002
ACH-000132,0.012225956002
ACH-000133,-0.213456151796
ACH-000137,0.14773975840700002
ACH-000138,-0.133938368709
ACH-000142,-0.08638047356589999
ACH-000143,0.0643123394316
ACH-000146,0.010168953670399999
ACH-000148,0.10131925702099999
ACH-000150,-0.13395963417
ACH-000152,-0.113609564182
ACH-000153,-0.0369037702198
ACH-000159,-0.023748857395900002
ACH-000160,-0.167741059124
ACH-000163,-0.16867289330200003
ACH-000167,-0.514632108663
ACH-000168,0.007570731856449999
ACH-000169,-0.0969074279635
ACH-000178,-0.159894804429
ACH-000182,-0.14531287466700002
ACH-000183,-0.0432792305391
ACH-000188,-0.22634636982700002
ACH-000189,-0.131229317604
ACH-000190,-0.256639215456
ACH-000198,-0.15463788672700002
ACH-000204,-0.26385361599199997
ACH-000206,-0.24379191774199999
ACH-000207,-0.442764215454
ACH-000211,-0.0605722807589
ACH-000215,-0.11658450012800001
ACH-000221,0.0606690663246
ACH-000222,-0.056918383233799996
ACH-000223,-0.304949247368
ACH-000226,-0.174542568032
ACH-000227,0.051207536210500004
ACH-000228,-0.197845584962
ACH-000231,-0.258335911207
ACH-000232,-0.013015482781499998
ACH-000233,-0.0169374934469
ACH-000234,-0.0849561882539
ACH-000235,-0.041816321883300006
ACH-000237,-0.20015858971900002
ACH-000238,-0.316893545243
ACH-000243,-0.0381184844703
ACH-000244,-0.23156454593800002
ACH-000246,-0.122279090073
ACH-000248,-0.209284407229
ACH-000250,-0.26440438003
ACH-000251,-0.137620424574
ACH-000253,-0.246740663579
ACH-000255,-0.135787233212
ACH-000256,0.019760514131799998
ACH-000257,0.156538319611
ACH-000258,-0.0244685538011
ACH-000259,-0.0792822763109
ACH-000260,0.00842094920941
ACH-000261,-0.0978585938521
ACH-000262,-0.00539206389662
ACH-000263,-0.155830807888
ACH-000264,-0.13523012603
ACH-000265,-0.0757418489572
ACH-000266,-0.136103412361
ACH-000272,-0.08804746823460001
ACH-000273,-0.125816684671
ACH-000274,-0.272781077426
ACH-000277,0.05198773982800001
ACH-000278,-0.160593689894
ACH-000279,-0.0600619839938
ACH-000280,-0.06202308536040001
ACH-000281,-0.136074641695
ACH-000288,-0.189051745067
ACH-000291,-0.0013607551756099998
ACH-000293,-0.22270342041900001
ACH-000294,0.0168508920768
ACH-000295,-0.446215929482
ACH-000296,-0.22874018832100002
ACH-000302,-0.105696008084
ACH-000304,0.00383361320558
ACH-000307,-0.017821558589800002
ACH-000308,-0.036474690423800006
ACH-000310,-0.0152249147789
ACH-000311,-0.0245588172771
ACH-000312,-0.039208106167000004
ACH-000315,-0.094966193505
ACH-000316,-0.206838846573
ACH-000317,-0.23880096434599998
ACH-000318,-0.171292639586
ACH-000319,-0.13497877349600002
ACH-000320,-0.09164585016030001
ACH-000322,-0.088779707044
ACH-000323,0.155013227426
ACH-000324,-0.159093012586
ACH-000329,-0.0824930389409
ACH-000330,-0.077903121708
ACH-000331,-0.216657777608
ACH-000332,-0.13212818349000002
ACH-000334,-0.378150119411
ACH-000335,-0.151428348464
ACH-000336,-0.071610764814
ACH-000337,-0.13575881467
ACH-000339,-0.051221683365400006
ACH-000341,-0.128497747454
ACH-000348,-0.217978469137
ACH-000350,0.180898363338
ACH-000352,0.08808238907600001
ACH-000356,-0.258959891945
ACH-000361,0.114671006907
ACH-000362,0.0310687261837
ACH-000363,-0.10151990394400001
ACH-000364,-0.170813508522
ACH-000365,0.09514552822619998
ACH-000366,-0.020257224024900003
ACH-000368,-0.447901699345
ACH-000374,-0.301776584034
ACH-000375,-0.07039590523139999
ACH-000376,-0.021545561979299997
ACH-000381,0.0665302735951
ACH-000383,-0.08431724570139998
ACH-000387,-0.21740347749000002
ACH-000389,-0.10825556683399999
ACH-000390,0.0956262415996
ACH-000393,-0.17813352675799998
ACH-000395,-0.0697389245322
ACH-000397,-0.33659519724
ACH-000401,-0.11369504373
ACH-000402,-0.17284903722300002
ACH-000403,-0.162177798586
ACH-000404,-0.0210403494978
ACH-000406,-0.013715763350200002
ACH-000407,-0.156735676917
ACH-000408,0.142753258738
ACH-000410,-0.15633128731100002
ACH-000411,-0.270542901161
ACH-000414,-0.08693526361670001
ACH-000415,-0.222420225878
ACH-000416,0.0501389224355
ACH-000420,0.0142927369225
ACH-000421,-0.0613957485771
ACH-000424,-0.275664780193
ACH-000425,-0.103471053782
ACH-000426,-0.022756614514099997
ACH-000427,0.0694140035586
ACH-000433,-0.227874713234
ACH-000436,0.0318519945835
ACH-000444,0.0218501366221
ACH-000445,-0.17142390695999998
ACH-000448,-0.0717771659443
ACH-000450,-0.32247365297499997
