,PNN (5411)
ACH-000662,-1.37930708916
ACH-000663,-0.971816311723
ACH-000665,-0.8788540537289999
ACH-000671,-0.829808538704
ACH-000673,-0.866495296009
ACH-000676,-0.819100478803
ACH-000677,-0.727056986561
ACH-000681,-0.622425694534
ACH-000682,-0.725797424376
ACH-000683,-0.567667194787
ACH-000684,-0.717241056237
ACH-000688,-0.734962372992
ACH-000693,-0.7527913704639999
ACH-000694,-0.8884792393950001
ACH-000695,-0.506617436109
ACH-000696,-0.652854163712
ACH-000697,-1.01553475984
ACH-000699,-0.933951785415
ACH-000701,-0.391576883314
ACH-000706,-0.79825212517
ACH-000711,-0.9991571411560001
ACH-000713,-0.8954175254510001
ACH-000714,-1.16583763599
ACH-000718,-0.880856506496
ACH-000720,-0.78209185167
ACH-000721,-0.9763223797920001
ACH-000724,-0.9139547196179999
ACH-000725,-0.859849737791
ACH-000732,-0.8719540435809999
ACH-000734,-0.7262897334430001
ACH-000735,-0.8610241205399999
ACH-000736,-0.950277388925
ACH-000738,-0.749446309586
ACH-000746,-0.956337298879
ACH-000747,-0.5498584462489999
ACH-000748,-0.853101383575
ACH-000753,-0.5801794235059999
ACH-000756,-0.796178621423
ACH-000757,-0.542988148558
ACH-000758,-0.925308383689
ACH-000760,-1.06035456754
ACH-000763,-1.1050974819700001
ACH-000764,-0.744482684359
ACH-000765,-0.692862384747
ACH-000766,-0.47312457596100005
ACH-000767,-0.593816410241
ACH-000768,-0.8203960820280001
ACH-000769,-0.979459484985
ACH-000770,-0.831000660564
ACH-000771,-0.633571689507
ACH-000773,-0.841056309535
ACH-000776,-0.9411875390440001
ACH-000777,-0.690451260177
ACH-000778,-0.5508299558349999
ACH-000781,-0.702697665914
ACH-000782,-1.08603838964
ACH-000783,-0.883600375099
ACH-000784,-0.828243031274
ACH-000785,-0.638934147403
ACH-000787,-0.742484195495
ACH-000788,-0.879175892601
ACH-000791,-1.01901598452
ACH-000792,-0.8060940978919999
ACH-000794,-0.892298372999
ACH-000796,-0.928647901368
ACH-000799,-1.19207964472
ACH-000800,-0.6311111076070001
ACH-000802,-0.838258993109
ACH-000804,-0.769333383748
ACH-000805,-0.690460373881
ACH-000809,-0.829321363017
ACH-000810,-0.9406299510100001
ACH-000811,-0.713113459077
ACH-000817,-0.951290218902
ACH-000819,-0.627913212664
ACH-000820,-1.0754057536
ACH-000821,-0.7142693737270001
ACH-000822,-0.8994690953450001
ACH-000823,-0.595060370117
ACH-000824,-0.910551496463
ACH-000827,-0.913382963477
ACH-000829,-0.49492487665
ACH-000831,-0.8704353253899999
ACH-000832,-0.686484107181
ACH-000833,-0.7204927744130001
ACH-000834,-0.5835949062
ACH-000835,-0.7692049713169999
ACH-000836,-1.06205179589
ACH-000837,-0.57729983044
ACH-000838,-0.6834211204430001
ACH-000839,-0.7380340320280001
ACH-000840,-0.644513994133
ACH-000841,-0.316371219035
ACH-000843,-0.9298593456890001
ACH-000846,-0.661510644718
ACH-000847,-0.847499049228
ACH-000848,-0.789738890281
ACH-000849,-0.7840176418639999
ACH-000851,-0.902670966717
ACH-000855,-0.679177995397
ACH-000856,-0.6986698306710001
ACH-000858,-0.776720509292
ACH-000859,-0.5870118906139999
ACH-000861,-0.983010270051
ACH-000862,-0.43864685481000004
ACH-000865,-0.754281093635
ACH-000866,-0.831865498794
ACH-000867,-1.11239144177
ACH-000869,-0.68245090634
ACH-000872,-0.592367615912
ACH-000873,-1.02352843861
ACH-000876,-0.882072889702
ACH-000878,-0.802167207443
ACH-000880,-0.5828576304950001
ACH-000881,-0.806053767568
ACH-000882,-0.6410588445250001
ACH-000884,-0.6409468422460001
ACH-000885,-0.698839157035
ACH-000887,-0.673245515024
ACH-000888,-0.722310088924
ACH-000889,-0.7703133322229999
ACH-000890,-0.583815458377
ACH-000896,-0.8698469832860001
ACH-000898,-0.841397932949
ACH-000900,-0.893595443309
ACH-000901,-0.649107378734
ACH-000905,-0.691081142062
ACH-000906,-0.621931951998
ACH-000907,-1.4898423141
ACH-000910,-0.6956464955760001
ACH-000911,-0.662287891509
ACH-000912,-0.709966154154
ACH-000913,-0.681769284421
ACH-000915,-0.773269744704
ACH-000916,-0.908356184346
ACH-000917,-0.672098959703
ACH-000921,-1.01069666974
ACH-000924,-0.781978781439
ACH-000926,-0.6793547854009999
ACH-000928,-0.47226172618600004
ACH-000929,-1.1998257208
ACH-000932,-0.638403334761
ACH-000935,-0.45029907510899997
ACH-000936,-0.708950996887
ACH-000937,-0.82473685412
ACH-000938,-1.02482688783
ACH-000939,-0.919586510956
ACH-000941,-0.897528311604
ACH-000943,-0.8521499378790001
ACH-000946,-0.908357061983
ACH-000947,-0.847368066286
ACH-000948,-0.823232929175
ACH-000950,-0.7681996409090001
ACH-000953,-0.806679934544
ACH-000957,-1.0662557622799997
ACH-000958,-0.663744019653
ACH-000960,-0.951630640868
ACH-000963,-0.745848253857
ACH-000968,-0.872662479262
ACH-000969,-0.822458989786
ACH-000973,-0.8424708923950001
ACH-000974,-0.773289042516
ACH-000975,-0.719710300283
ACH-000976,-0.8976331905060001
ACH-000978,-1.0584803187799998
ACH-000980,-0.8527634253290001
ACH-000984,-0.978433877191
ACH-000986,-0.848305920127
ACH-000988,-0.661653797671
ACH-000993,-0.682984554741
ACH-000994,-0.740492550595
ACH-000996,-1.10800075407
ACH-001001,-0.816255411253
ACH-001020,-0.59009330289
ACH-001028,-0.866702067481
ACH-001031,-0.671146977299
ACH-001038,-0.9771412759389999
ACH-001048,-0.9766695763500001
ACH-001050,-0.975566731724
ACH-001053,-0.43481123710600006
ACH-001054,-0.8557264663899999
ACH-001061,-0.9853710410430001
ACH-001067,-0.785397364439
ACH-001075,-0.839409385556
ACH-001096,-0.823991305046
ACH-001128,-0.809052927931
ACH-001134,-0.542868401703
ACH-001151,-0.828211395866
ACH-001163,-0.861976858422
ACH-001164,-0.688797707104
ACH-001173,-0.9412167622290001
ACH-001183,-0.72846120427
ACH-001184,-0.579667275648
ACH-001190,-1.2270775363200002
ACH-001192,-0.8864837726270001
ACH-001193,-0.785374467749
ACH-001196,-0.789242796135
ACH-001197,-0.8100657247220001
ACH-001205,-0.80075323366
ACH-001211,-1.25754401524
ACH-001212,-0.9587596553929999
ACH-001228,-1.3211726754200002
ACH-001232,-0.7587245034829999
ACH-001239,-0.752769254744
ACH-001274,-0.844494197459
ACH-001275,-1.1134370609100002
ACH-001277,-0.6753628739509999
ACH-001278,-0.655114793922
ACH-001280,-1.01904559107
ACH-001283,-0.8522412995800001
ACH-001289,-0.91680357771
ACH-001295,-0.732870392579
ACH-001300,-0.814681728848
ACH-001301,-0.958300564497
ACH-001302,-0.7885473474160001
ACH-001303,-0.7737455644769999
ACH-001306,-0.9241967118150001
ACH-001318,-0.745989457939
ACH-001322,-1.08881182646
ACH-001328,-1.00630733934
ACH-001332,-0.6719080429909999
ACH-001333,-0.6152691498189999
ACH-001336,-0.535438906338
ACH-001340,-0.8211405848019999
ACH-001346,-0.863379628299
ACH-001353,-0.7077994942329999
ACH-001354,-1.5295291944100002
ACH-001367,-0.671985646055
ACH-001368,-0.870991448735
ACH-001374,-0.826392578902
ACH-001375,-1.02808471612
ACH-001377,-0.6918512253139999
ACH-001380,-0.860172137061
ACH-001391,-0.972922428671
ACH-001407,-0.773811557519
ACH-001408,-0.95070422171
ACH-001413,-1.08618893729
ACH-001430,-0.713514751605
ACH-001431,-1.0166252169499999
ACH-001450,-0.776282478875
ACH-001496,-0.9384859204170001
ACH-001500,-0.862967023009
ACH-001521,-0.5709333487680001
ACH-001523,-0.734639614177
ACH-001532,-0.695542935817
ACH-001536,-0.842120450405
ACH-001550,-1.02749362581
ACH-001552,-0.644082942939
ACH-001554,-0.7828093397579999
ACH-001645,-1.0526273039899998
ACH-001654,-0.382517083006
ACH-001715,-0.622861752795
ACH-001735,-0.942642285951
ACH-001736,-0.874535043696
ACH-001737,-0.43960234818099997
ACH-001740,-0.664359165502
ACH-001745,-0.750026058292
ACH-001750,-0.657032740272
ACH-001765,-0.790809073272
ACH-001956,-0.861196426167
ACH-001957,-0.9400138012929999
