,SGCG (6445)
ACH-000004,0.0440545998068
ACH-000007,-0.18320391565699998
ACH-000009,0.023694963073
ACH-000011,-0.08806569730460001
ACH-000012,-0.0945890191732
ACH-000013,-0.0316671396372
ACH-000014,-0.0354045853667
ACH-000015,-0.122115260512
ACH-000017,-0.125726222181
ACH-000018,0.0886308902696
ACH-000019,-0.04511942161140001
ACH-000021,-0.215923303849
ACH-000022,0.039817851555800005
ACH-000025,-0.171719225158
ACH-000028,0.021365437245099997
ACH-000030,-0.0388014205836
ACH-000035,0.103287363662
ACH-000036,-0.0643217709038
ACH-000037,0.148016016237
ACH-000039,-0.0309009900459
ACH-000040,0.0291633071722
ACH-000041,0.0225268834724
ACH-000042,-0.14989479912599998
ACH-000045,0.0405772833467
ACH-000047,0.19921131190900002
ACH-000052,-0.051535213855800004
ACH-000053,0.00960718548978
ACH-000054,-0.05122952407240001
ACH-000055,-0.166201010574
ACH-000060,0.0991638649524
ACH-000067,0.0505471426831
ACH-000070,0.027982111248300003
ACH-000075,-0.18321525458000001
ACH-000078,-0.39402943562200005
ACH-000082,0.195137675585
ACH-000085,-0.149220669597
ACH-000086,-0.128512029901
ACH-000087,0.232785080756
ACH-000092,-0.16165823897099998
ACH-000095,-0.005884784233510001
ACH-000097,-0.059322507556600006
ACH-000098,-0.214487110259
ACH-000099,-0.073580516165
ACH-000108,0.0527038744955
ACH-000113,-0.07945627723330001
ACH-000115,0.0156274944606
ACH-000116,0.08324695107160002
ACH-000118,-0.194582321691
ACH-000120,0.0862282520778
ACH-000123,-0.09081738202810001
ACH-000127,-0.0348105204164
ACH-000128,-0.101846467404
ACH-000132,-0.10525010253900001
ACH-000133,-0.182425316866
ACH-000137,0.013357480343899998
ACH-000138,-0.0397097476653
ACH-000142,0.101903697089
ACH-000143,0.0753853328605
ACH-000146,-0.0839621306318
ACH-000148,0.0112804690497
ACH-000150,0.0066334355255899995
ACH-000152,-0.21378873663400003
ACH-000153,0.12819675689
ACH-000159,-0.17662095418600002
ACH-000160,0.023983274578
ACH-000163,0.0027984119793099996
ACH-000167,-0.0657805068195
ACH-000168,0.09730605353749999
ACH-000169,-0.14060194775999998
ACH-000178,0.111673321166
ACH-000182,0.0100996228547
ACH-000183,0.0852566896472
ACH-000188,-0.187120980125
ACH-000189,-0.321195017431
ACH-000190,-0.10761010457
ACH-000198,0.0750223048248
ACH-000204,0.145210820382
ACH-000206,-0.280354496345
ACH-000207,-0.027855327469799997
ACH-000211,-0.10055605173900001
ACH-000215,-0.136657333444
ACH-000221,-0.0642737170799
ACH-000222,-0.0278870014615
ACH-000223,-0.0596268428676
ACH-000226,0.0430942101026
ACH-000227,-0.16105416280999998
ACH-000228,-0.330737485317
ACH-000231,-0.0150498211666
ACH-000232,-0.0100208342505
ACH-000233,-0.099210571235
ACH-000234,-0.199886864518
ACH-000235,-0.128431856023
ACH-000237,0.0198200315972
ACH-000238,-0.18459883541799998
ACH-000243,0.0303194707847
ACH-000244,-0.194403620052
ACH-000246,-0.038119147460500005
ACH-000248,-0.0535425122104
ACH-000250,-0.0182496651545
ACH-000251,-0.0904703230393
ACH-000253,-0.139766562512
ACH-000255,-0.0715224634321
ACH-000256,-0.141997333113
ACH-000257,-0.103485419967
ACH-000258,-0.225137455443
ACH-000259,-0.15536517997000002
ACH-000260,-0.0200567460125
ACH-000261,0.0445270413844
ACH-000262,-0.041024890503400004
ACH-000263,0.010127345153799998
ACH-000264,0.0319113767617
ACH-000265,-0.136143200069
ACH-000266,-0.0650031039833
ACH-000272,0.025965678796900003
ACH-000273,-0.07359583410389998
ACH-000274,-0.0543515907355
ACH-000277,0.116400237586
ACH-000278,0.0385217503271
ACH-000279,0.000835025728413
ACH-000280,-0.0633433165282
ACH-000281,0.05626338844480001
ACH-000288,-0.17335736339000002
ACH-000291,-0.0374738026735
ACH-000293,0.024086297047599996
ACH-000294,-0.101806955232
ACH-000295,0.472448268378
ACH-000296,0.189049723055
ACH-000302,0.00211619934733
ACH-000304,0.266187210139
ACH-000307,0.104008845559
ACH-000308,0.0966792322655
ACH-000310,-0.319337420241
ACH-000311,0.000219647726277
ACH-000312,-0.043056855882800005
ACH-000315,-0.384962904878
ACH-000316,0.0711121142286
ACH-000317,-0.111144522736
ACH-000318,-0.106721370517
ACH-000319,-0.010226832134299998
ACH-000320,-0.216574611369
ACH-000322,-0.24088324386999999
ACH-000323,0.156904487849
ACH-000324,0.010055839547200001
ACH-000329,-0.052505524920800004
ACH-000330,0.00974454470499
ACH-000331,-0.0972813751468
ACH-000332,-0.0650690277889
ACH-000334,-0.0447285371029
ACH-000335,-0.232310737262
ACH-000336,-0.0684258604779
ACH-000337,0.0351846791092
ACH-000339,0.0913766143253
ACH-000341,0.18227917317200001
ACH-000348,-0.120910414281
ACH-000350,0.06141878946359999
ACH-000352,-0.0781295843375
ACH-000356,-0.131100983059
ACH-000361,-0.26637161050700003
ACH-000362,-0.032108146970700004
ACH-000363,-0.0146872628968
ACH-000364,-0.23822630858600002
ACH-000365,-0.121450462738
ACH-000366,-0.09616488724950001
ACH-000368,0.275991751769
ACH-000374,-0.0358988146209
ACH-000375,-0.06500804571169999
ACH-000376,-0.04269763102969999
ACH-000381,-0.07609902642130001
ACH-000383,-0.173841365334
ACH-000387,-0.011882138308399999
ACH-000389,-0.09018488665860001
ACH-000390,-0.10118295590399999
ACH-000393,-0.201245000232
ACH-000395,-0.488294352429
ACH-000397,0.0036680777348000004
ACH-000401,-0.12238953386
