,VAT1L (57687)
ACH-000004,0.0870245920182
ACH-000007,0.239037877305
ACH-000009,0.0400045875166
ACH-000011,-0.056674796051599995
ACH-000012,0.08724397229460001
ACH-000013,-0.043234552445
ACH-000014,0.00246184736359
ACH-000015,0.278561182466
ACH-000017,-0.0213316198528
ACH-000018,-0.00512971552774
ACH-000019,-0.0748391295433
ACH-000021,0.12502314992
ACH-000022,0.112249828499
ACH-000025,0.0408090655633
ACH-000028,0.107526859016
ACH-000030,0.011105353175099999
ACH-000035,-0.00952907129887
ACH-000036,0.200508176514
ACH-000037,-0.11716519639499999
ACH-000039,0.341848395012
ACH-000040,0.127064315609
ACH-000041,0.251466667071
ACH-000042,-0.00203965866382
ACH-000045,0.10326962434699999
ACH-000047,-0.103381193366
ACH-000052,-0.18846011052900002
ACH-000053,0.17149056702399998
ACH-000054,-0.150682940638
ACH-000055,0.0170305436778
ACH-000060,-0.057575973774800004
ACH-000067,0.040522985393800004
ACH-000070,-0.285366861699
ACH-000075,-0.11663959706299999
ACH-000078,0.11741144873199999
ACH-000082,-0.020608535061700003
ACH-000085,0.038491122615699994
ACH-000086,-0.0297525562553
ACH-000087,0.022294139878700003
ACH-000092,0.055107031794499994
ACH-000095,-0.0119143644829
ACH-000097,-0.025038671598799998
ACH-000098,-0.23393856991700002
ACH-000099,0.0646459515075
ACH-000108,0.15398774472899998
ACH-000113,-0.035768020197400004
ACH-000115,-0.00505969870157
ACH-000116,0.0553693844752
ACH-000118,0.11040225677000001
ACH-000120,-0.068161141899
ACH-000123,-0.11104619841499999
ACH-000127,-0.0929313220215
ACH-000128,0.0213129461601
ACH-000132,-0.151548191938
ACH-000133,-0.033608904177
ACH-000137,0.0334377087293
ACH-000138,0.08169400047989998
ACH-000142,0.0289629874515
ACH-000143,-0.159502119864
ACH-000146,-0.017789776102799998
ACH-000148,0.044726506740800004
ACH-000150,0.160014123921
ACH-000152,-0.0285111794373
ACH-000153,0.016159835532
ACH-000159,-0.0336062131678
ACH-000160,0.226787098794
ACH-000163,0.125215046972
ACH-000167,0.223555439288
ACH-000168,-0.24945495500700002
ACH-000169,-0.0169203984739
ACH-000178,-0.068169828098
ACH-000182,-0.052533464200400004
ACH-000183,-0.026547074001500002
ACH-000188,-0.0170573028417
ACH-000189,0.45531031000600003
ACH-000190,-0.0463670762816
ACH-000198,-0.0540271036295
ACH-000204,-0.170947995639
ACH-000206,0.138283096415
ACH-000207,-0.333706783151
ACH-000211,-0.09665508840569999
ACH-000215,-0.004004652618599999
ACH-000221,0.019111968140099998
ACH-000222,-0.05521277376630001
ACH-000223,-0.0059070817642200004
ACH-000226,0.07128660052510001
ACH-000227,-0.336797427656
ACH-000228,0.0498704127895
ACH-000231,0.0234359571091
ACH-000232,-0.00388627503253
ACH-000233,0.0163278489141
ACH-000234,-0.04580848150880001
ACH-000235,-0.0962613259993
ACH-000237,0.139339367815
ACH-000238,0.0086223304479
ACH-000243,0.053153837510199996
ACH-000244,0.428623638738
ACH-000246,0.0790674116175
ACH-000248,-0.0524306315906
ACH-000250,-0.0229635514605
ACH-000251,-0.0661054924968
ACH-000253,0.0671273522328
ACH-000255,0.0312753411029
ACH-000256,-0.0709647539315
ACH-000257,0.08047747176730001
ACH-000258,-0.00959406081913
ACH-000259,0.10243831286800001
ACH-000260,-0.11003477865599999
ACH-000261,-0.09119050439069999
ACH-000262,-0.341950766568
ACH-000263,0.041623821930400005
ACH-000264,0.0248869693463
ACH-000265,0.220303407849
ACH-000266,0.075213360761
ACH-000272,-0.0180883371564
ACH-000273,0.0580135104282
ACH-000274,0.057223566924400004
ACH-000277,-0.0695494351199
ACH-000278,-0.028167347022199998
ACH-000279,-0.08032637340639999
ACH-000280,0.00836263723078
ACH-000281,0.118548886798
ACH-000288,0.00600538253256
ACH-000291,0.0113928181764
ACH-000293,0.0373296208195
ACH-000294,-0.218704770654
ACH-000295,-0.042726869619000005
ACH-000296,-0.163243531188
ACH-000302,0.0393357128064
ACH-000304,0.156712619355
ACH-000307,-0.0223894755338
ACH-000308,-0.022807942870400003
ACH-000310,0.181040591005
ACH-000311,0.0334939447744
ACH-000312,0.213601843477
ACH-000315,-0.0886473447736
ACH-000316,-0.293618303664
ACH-000317,0.106862511865
ACH-000318,0.107301526123
ACH-000319,0.08901517601089999
ACH-000320,0.39473611912900003
ACH-000322,-0.019036165094999998
ACH-000323,0.05533698323919999
ACH-000324,-0.0800405773891
ACH-000329,-0.187762371302
ACH-000330,0.121232812656
ACH-000331,-0.0420953285877
ACH-000332,0.045636065457399996
ACH-000334,0.18059053626600002
ACH-000335,-0.027858418209199997
ACH-000336,-0.31126401671799997
ACH-000337,0.007795316197319999
ACH-000339,-0.00018096102119799997
ACH-000341,-0.08761638571210001
ACH-000348,-0.121448837457
ACH-000350,0.0361041976924
ACH-000352,-0.056492559859300004
ACH-000356,-0.0466607003807
ACH-000361,0.09395205490650001
ACH-000362,0.0459913646263
ACH-000363,-0.034151793146000003
ACH-000364,0.0151301836823
ACH-000365,-0.0233513694924
ACH-000366,-0.030648872245900002
ACH-000368,0.00228080669737
ACH-000374,0.0855378131393
ACH-000375,0.221984044109
ACH-000376,-0.061308420615400004
ACH-000381,0.130584961088
ACH-000383,-0.0187530204136
ACH-000387,-0.000427425444562
ACH-000389,-0.023542931104799998
ACH-000390,0.08512174536480001
ACH-000393,-0.02771731852
ACH-000395,0.28024018749699997
ACH-000397,-0.0216157882032
ACH-000401,-0.288749230253
ACH-000402,-0.08647866757200001
ACH-000403,-0.0442754703784
ACH-000404,-0.0790067257666
ACH-000406,-0.0116349133436
ACH-000407,0.12966454709300002
ACH-000408,0.153929760069
ACH-000410,0.0490296549294
ACH-000411,-0.265411056299
ACH-000414,0.04940023597030001
ACH-000415,0.0609921602053
ACH-000416,-0.0682279898595
ACH-000420,0.206850023374
ACH-000421,-0.027826656646699997
ACH-000424,0.295971761968
ACH-000425,0.177113578992
ACH-000426,-0.0801480478838
ACH-000427,-0.26261057476599997
ACH-000433,-0.0289825860646
ACH-000436,0.165964737958
ACH-000444,0.009229449177700001
ACH-000445,0.278344761459
ACH-000448,-0.0807678710289
ACH-000450,0.044482688665800005
ACH-000452,0.135103801792
ACH-000454,-0.0170886967798
ACH-000458,-0.198692750743
ACH-000459,0.0408058307213
ACH-000460,-0.037832142264300005
ACH-000461,-0.25044243578200004
ACH-000463,0.0260429575085
ACH-000464,0.0198143491654
ACH-000466,0.0625639333547
ACH-000467,0.0733477278026
ACH-000468,0.157384982711
ACH-000469,0.035684716886699996
ACH-000470,0.0299864549902
ACH-000471,-0.07341050330019999
ACH-000472,-0.0266442057801
ACH-000473,-0.0311346933429
ACH-000475,-0.114071478607
ACH-000476,-0.0657734485071
ACH-000477,0.14880877227800002
ACH-000480,0.137673977427
ACH-000481,-0.182096035153
ACH-000483,-0.11035301854699998
ACH-000484,-0.321881796425
ACH-000485,0.0131114429811
ACH-000486,0.0899619435898
ACH-000487,0.04288031711490001
ACH-000488,0.0359751716569
ACH-000490,-0.07820986386810001
ACH-000491,0.0129725728467
ACH-000495,0.0616993807574
ACH-000496,0.159717645395
ACH-000499,0.139588048589
ACH-000500,-0.158086263874
ACH-000502,0.0404988392089
ACH-000503,-0.151440746503
ACH-000505,-0.229448688574
ACH-000507,-0.0172327620114
ACH-000510,-0.10180753862299999
ACH-000511,0.10284879535000001
ACH-000512,-0.0132250791121
ACH-000516,-0.038036897843199996
ACH-000517,-0.0690805159122
ACH-000518,-0.0340372660865
ACH-000520,-0.0641377511658
ACH-000521,-0.049982834216400006
ACH-000522,-0.0410479761602
ACH-000524,-0.0482268744876
