,TPRX1 (284355)
ACH-000004,0.0844938358081
ACH-000007,0.227537577668
ACH-000009,-0.0200768534592
ACH-000011,-0.147072938113
ACH-000012,0.0409275569159
ACH-000013,-0.203932193296
ACH-000014,-0.0614732642866
ACH-000015,-0.140875942376
ACH-000017,0.024456232047500002
ACH-000018,0.039549353237
ACH-000019,0.20499791088599997
ACH-000021,-0.06807566746799999
ACH-000022,-0.0729152169788
ACH-000025,0.057144755268199995
ACH-000028,0.138446598897
ACH-000030,-0.144140252494
ACH-000035,-0.124300387044
ACH-000036,-0.0208937150645
ACH-000037,-0.0204653256166
ACH-000039,0.111531078628
ACH-000040,0.136440241173
ACH-000041,0.0564870571463
ACH-000042,-0.0014733938261300003
ACH-000045,-0.030014562879300002
ACH-000047,-0.0918321661991
ACH-000052,0.011619781359600002
ACH-000053,-0.29399416516800003
ACH-000054,0.0663859080535
ACH-000055,-0.00710509872919
ACH-000060,0.0098536303669
ACH-000067,0.051549816785699996
ACH-000070,-0.170744220446
ACH-000075,-0.0514820707662
ACH-000078,0.049604947844699994
ACH-000082,0.04254905363250001
ACH-000085,-0.132245643169
ACH-000086,-0.0440504620574
ACH-000087,-0.038190250573
ACH-000092,0.0600591644779
ACH-000095,-0.141247136699
ACH-000097,-0.09136187991189999
ACH-000098,-0.0380401153126
ACH-000099,0.01083025634
ACH-000108,-0.132916538343
ACH-000113,-0.0436772311601
ACH-000115,-0.16339661056399998
ACH-000116,0.0952083154882
ACH-000118,0.0553063322446
ACH-000120,-0.114920245407
ACH-000123,0.0014363429045
ACH-000127,-0.0489376072939
ACH-000128,0.047424205811
ACH-000132,-0.029202081680299998
ACH-000133,-0.0515018543724
ACH-000137,-0.223396009651
ACH-000138,-0.102794722944
ACH-000142,-0.166360300582
ACH-000143,0.314150212792
ACH-000146,-0.116037833456
ACH-000148,-0.0323139572067
ACH-000150,-0.009803625210049998
ACH-000152,-0.12451035591600002
ACH-000153,-0.360891289718
ACH-000159,-0.040808119081199995
ACH-000160,-0.00552534230458
ACH-000163,-0.205007599784
ACH-000167,0.12184259562699999
ACH-000168,-0.25587556581500004
ACH-000169,-0.058399790071099994
ACH-000178,-0.0938056823671
ACH-000182,-0.127245485911
ACH-000183,-0.218241077544
ACH-000188,-0.006497971213390001
ACH-000189,-0.134039502877
ACH-000190,0.16792087317
ACH-000198,-0.05006371637080001
ACH-000204,0.0620132284028
ACH-000206,-0.055941717703300003
ACH-000207,-0.13214426096100002
ACH-000211,-0.141009788672
ACH-000215,-0.010737505614799999
ACH-000221,-0.09826383365319999
ACH-000222,-0.06879074389939999
ACH-000223,0.0725843588579
ACH-000226,0.0171368116552
ACH-000227,0.272758649663
ACH-000228,0.0997927210537
ACH-000231,0.0757500657017
ACH-000232,0.08600712147780001
ACH-000233,-0.0589997806884
ACH-000234,-0.043430886324500005
ACH-000235,-0.0523189290013
ACH-000237,-0.132214725566
ACH-000238,-0.057592489851900006
ACH-000243,0.11144844712600001
ACH-000244,0.0589793041473
ACH-000246,-0.119315167936
ACH-000248,0.0882868789446
ACH-000250,0.0394919070657
ACH-000251,-0.15787228462000003
ACH-000253,-0.0117485385674
ACH-000255,-0.0797822168641
ACH-000256,-0.168978851978
ACH-000257,-0.222523547801
ACH-000258,-0.0850190475636
ACH-000259,-0.051685023003400006
ACH-000260,0.0749788788857
ACH-000261,0.0252711894708
ACH-000262,-0.05551307105119999
ACH-000263,-0.17514641080200002
ACH-000264,0.146559498545
ACH-000265,-0.116572846519
ACH-000266,-0.014791840568600001
ACH-000272,0.0027774771642199996
ACH-000273,0.042188488480900004
ACH-000274,-0.037521244986400006
ACH-000277,0.104553806398
ACH-000278,-0.0763955971372
ACH-000279,-0.0318374803924
ACH-000280,-0.153183613943
ACH-000281,0.17675046530699998
ACH-000288,0.0445851876435
ACH-000291,-0.22491238040999997
ACH-000293,-0.21674473376999998
ACH-000294,-0.335842674741
ACH-000295,-0.0153832296459
ACH-000296,0.0751996729583
ACH-000302,-0.37141644214599995
ACH-000304,0.128623694647
ACH-000307,0.11503181018200001
ACH-000308,-0.048771493918900004
ACH-000310,0.279655375824
ACH-000311,-0.047424033083499996
ACH-000312,0.057925968876900005
ACH-000315,-0.302967188
ACH-000316,0.07268979593
ACH-000317,0.023582350188500002
ACH-000318,-0.31151836018199996
ACH-000319,-0.39369877455700003
ACH-000320,0.11620713513
ACH-000322,0.102705820646
ACH-000323,-0.045982797067599994
ACH-000324,-0.0445733222033
ACH-000329,0.0008364355738049999
ACH-000330,0.15564185835
ACH-000331,0.0601487186388
ACH-000332,-0.031559547352299995
ACH-000334,-0.276241701486
ACH-000335,0.03473891271519999
ACH-000336,-0.12825503316099998
ACH-000337,-0.169600257249
ACH-000339,-0.00820963321654
ACH-000341,-0.311088473593
ACH-000348,-0.0799134600141
ACH-000350,-0.0889715789985
ACH-000352,-0.133160904257
ACH-000356,-0.127223310656
ACH-000361,-0.0975915542585
ACH-000362,-0.110091765323
ACH-000363,0.028221774899
ACH-000364,-0.0533247062111
ACH-000365,0.0
ACH-000366,-0.18006868215799998
ACH-000368,0.0190386799932
ACH-000374,0.11344018142699999
ACH-000375,-0.263243604501
ACH-000376,0.0406291850329
ACH-000381,0.06892095201939999
ACH-000383,-0.110816763023
ACH-000387,0.0774199227208
ACH-000389,0.11446032284000002
ACH-000390,0.146723505332
ACH-000393,-0.0334638061893
ACH-000395,0.0169824663065
ACH-000397,-0.09736359941060001
ACH-000401,-0.213869240592
ACH-000402,-0.24978911823000002
ACH-000403,-0.0865272942725
ACH-000404,-0.187318018607
ACH-000406,-0.0241206911868
ACH-000407,-0.0206805400132
ACH-000408,-0.00517161695974
ACH-000410,0.032486479206699996
ACH-000411,0.08765589089739999
ACH-000414,-0.04582062125440001
ACH-000415,-0.00883845054075
ACH-000416,0.041079750832300005
ACH-000420,-0.00182309575293
ACH-000421,0.0458276574088
ACH-000424,0.0720495255888
ACH-000425,-0.0229562498856
ACH-000426,-0.0067360052561400005
ACH-000427,-0.0223132312594
ACH-000433,0.017338243891400002
ACH-000436,0.12934929979
ACH-000444,0.070523971012
ACH-000445,0.144947833259
ACH-000448,0.0145802397872
ACH-000450,-0.2601689521
ACH-000452,0.015142014177999999
ACH-000454,0.230274300381
ACH-000458,-0.0431109596187
ACH-000459,0.0198554557698
ACH-000460,-0.07490203004689999
ACH-000461,0.0102302450233
ACH-000463,0.0212177277567
ACH-000464,0.069658610656
ACH-000466,0.0259929991922
ACH-000467,0.022714347591599997
ACH-000468,-0.215902488954
ACH-000469,-0.0223182947571
ACH-000470,-0.0779698405385
ACH-000471,-0.10026032139900001
ACH-000472,-0.16603465304099999
ACH-000473,-0.152084292258
ACH-000475,0.004560270714249999
ACH-000476,0.0362667399102
ACH-000477,-0.04904829557109999
ACH-000480,0.10195280542099999
ACH-000481,-0.21314327485399998
ACH-000483,-0.127540605906
ACH-000484,-0.150455646867
ACH-000485,-0.061916577208400006
ACH-000486,-0.0623278894526
ACH-000487,-0.044732972295000006
ACH-000488,-0.050208392897899995
ACH-000490,-0.137249252074
ACH-000491,-0.0152754387312
ACH-000495,-0.0252974018548
ACH-000496,0.11318435003900001
ACH-000499,-0.150043242129
ACH-000500,-0.668053930542
ACH-000502,-0.0288136352237
ACH-000503,-0.169411510326
ACH-000505,-0.17949135151
ACH-000507,0.058434820086000004
ACH-000510,-0.0981045190921
ACH-000511,-0.18790428853900001
ACH-000512,0.07350021592730001
ACH-000516,0.0200913785147
ACH-000517,-0.0597147836587
ACH-000518,-0.0881536844035
ACH-000520,-0.0237371490583
ACH-000521,0.11921456157400001
ACH-000522,0.0735809514054
ACH-000524,0.022288449331799996
ACH-000527,-0.0747490008105
ACH-000528,0.0499538410144
ACH-000537,0.15301786323
ACH-000541,-0.133927523847
ACH-000542,-0.0653609735696
ACH-000544,-0.147425601678
ACH-000545,0.0367464384367
ACH-000547,0.00973323140142
ACH-000548,-0.131483724386
ACH-000549,-0.088300564255
ACH-000550,0.041640811451300004
ACH-000552,-0.17987744712099998
ACH-000556,-0.105283832137
ACH-000557,-0.0542976472815
ACH-000570,-0.0420033414721
ACH-000571,-0.13212925693299998
ACH-000573,-0.10366618388599999
ACH-000576,-0.0666152317078
ACH-000580,-0.162970420675
ACH-000584,-0.047563930308
ACH-000585,-0.15613034407
ACH-000588,-0.114157688151
ACH-000589,0.0533590643443
ACH-000591,0.0241364040584
ACH-000593,-0.117860808651
ACH-000600,0.0414729858272
ACH-000601,-0.006353677680829999
ACH-000604,0.054673111804
ACH-000605,-0.07844668192149999
ACH-000606,0.108171674599
ACH-000608,0.0250823405288
ACH-000614,0.0947375248093
ACH-000616,-0.08490002603360002
ACH-000618,0.0553353856322
ACH-000619,0.0138131986437
ACH-000620,-0.093918421261
ACH-000621,-0.138737163969
ACH-000622,-0.162291141114
ACH-000623,0.053906842743499994
ACH-000624,-0.0059687208406999995
ACH-000627,-0.149076427932
ACH-000630,0.08177569745680001
ACH-000632,-0.0317132927934
ACH-000633,-0.047012387813599996
ACH-000637,-0.0297810170485
ACH-000638,0.00648666513577
ACH-000646,0.0547820849051
ACH-000647,0.10875202830399999
ACH-000648,0.133212853424
ACH-000649,-0.162133182485
ACH-000651,-0.0786358262771
ACH-000652,-0.126310153055
ACH-000653,-0.231878005635
ACH-000657,-0.14456379801799998
ACH-000658,-0.0104472028366
ACH-000661,-0.0899578270333
ACH-000662,-0.7122966372130001
ACH-000663,0.006037161549689999
ACH-000665,0.0077645940168
ACH-000671,0.0235480260922
ACH-000673,-0.00239618012993
ACH-000676,0.109449705981
ACH-000677,-0.106398731338
ACH-000681,-0.134400928412
ACH-000682,-0.0211331297807
ACH-000683,-0.0482876297738
ACH-000684,0.129044608092
ACH-000688,-0.10068745708900001
ACH-000693,-0.00892163442033
ACH-000694,-0.0671986612176
ACH-000695,0.133746283707
ACH-000696,-0.058014560498
ACH-000697,-0.0802047967715
ACH-000699,-0.0932089541099
ACH-000701,-0.0351526633682
ACH-000706,0.00325750345447
ACH-000711,0.0145517263604
ACH-000713,-0.139840842263
ACH-000714,-0.011885454276700002
ACH-000718,-0.0886249953362
ACH-000720,-0.167744029443
ACH-000721,-0.0743778396579
ACH-000724,-0.0475922996485
ACH-000725,-0.155857019707
ACH-000732,-0.0345941328005
ACH-000734,-0.08692817615810002
ACH-000735,-0.09470907097999999
ACH-000736,-0.251562622231
ACH-000738,-0.0185853203743
ACH-000746,-0.048075235653300005
ACH-000747,-0.0168435783706
ACH-000748,0.05404916272390001
ACH-000753,0.0687952604007
ACH-000756,-0.254320138362
ACH-000757,-0.18301081737799998
ACH-000758,-0.119750869804
ACH-000760,-0.0938550412295
ACH-000763,0.051581533970300006
ACH-000764,-0.00389579444888
ACH-000765,-0.0982377318729
ACH-000766,0.0264833353367
ACH-000767,-0.07927452624739999
ACH-000768,0.189530761961
ACH-000769,0.09743440717700001
ACH-000770,0.0922883151823
ACH-000771,0.018540794484500002
ACH-000773,-0.16101830932
ACH-000776,-0.19049174845
ACH-000777,-0.356355059604
ACH-000778,-0.014492512070599999
ACH-000781,0.0022236990372399997
