,HTATIP2 (10553)
ACH-000004,0.09554827680099999
ACH-000007,0.186414879875
ACH-000009,0.023355768167400003
ACH-000011,0.0368184490526
ACH-000012,0.0011839638719600002
ACH-000013,0.10994764906099999
ACH-000014,-0.0873093552987
ACH-000015,0.14268478010500002
ACH-000017,-0.06241446146099999
ACH-000018,-0.0947025335152
ACH-000019,-0.06031351069969999
ACH-000021,0.0430379744052
ACH-000022,0.144335505477
ACH-000025,0.023702917371999997
ACH-000028,-0.121682569186
ACH-000030,-0.0824492844156
ACH-000035,0.0600140795981
ACH-000036,0.148675412831
ACH-000037,0.18716229895300002
ACH-000039,0.128157186186
ACH-000040,-0.0158233045655
ACH-000041,0.116826222582
ACH-000042,0.138344263554
ACH-000045,-0.06964063056469999
ACH-000047,0.0719967961404
ACH-000052,0.522976308323
ACH-000053,0.0405147893514
ACH-000054,0.18246489096500002
ACH-000055,-0.131313775568
ACH-000060,-0.111197435085
ACH-000067,-0.0164241152891
ACH-000070,-0.296709893999
ACH-000075,-0.0654020540151
ACH-000078,0.137786092778
ACH-000082,0.00689391517542
ACH-000085,0.0959977774469
ACH-000086,0.16836663756099998
ACH-000087,0.11695614329000002
ACH-000092,0.05674832020880001
ACH-000095,-0.054646043264100004
ACH-000097,-0.06653493917190001
ACH-000098,-0.128488516664
ACH-000099,0.041203046335499996
ACH-000108,0.0546825335768
ACH-000113,0.103305771217
ACH-000115,-0.057716991194
ACH-000116,0.0129274782735
ACH-000118,-0.00398666504573
ACH-000120,0.10295272244999999
ACH-000123,0.112228617117
ACH-000127,0.094752220165
ACH-000128,0.13358787781099998
ACH-000132,0.10753297671599998
ACH-000133,-0.20612632885
ACH-000137,-0.0379790186494
ACH-000138,0.029733876447799998
ACH-000142,0.23966625610999998
ACH-000143,0.0607322631006
ACH-000146,0.135864663094
ACH-000148,0.0485289133794
ACH-000150,0.19446415659699998
ACH-000152,0.102384535447
ACH-000153,-0.248839271314
ACH-000159,-0.13932651102
ACH-000160,0.418158443409
ACH-000163,0.024811442313200004
ACH-000167,0.16019983884000003
ACH-000168,-0.21563706343199998
ACH-000169,0.0765100706706
ACH-000178,-0.0162974962068
ACH-000182,0.129308452966
ACH-000183,0.0863060905787
ACH-000188,0.0113022545096
ACH-000189,-0.104374418991
ACH-000190,0.61381709327
ACH-000198,0.11834186664
ACH-000204,-0.07656634679560001
ACH-000206,0.213302541268
ACH-000207,-0.42323197347400004
ACH-000211,0.18676968686
ACH-000215,-0.032216342138799994
ACH-000221,0.028913247133400002
ACH-000222,0.17909172155499997
ACH-000223,-0.0457538035683
ACH-000226,-0.200049440975
ACH-000227,-0.155364505967
ACH-000228,0.208215691955
ACH-000231,0.007053299719869999
ACH-000232,0.136620911088
ACH-000233,-0.0387955064345
ACH-000234,0.00505903364262
ACH-000235,0.09952648089960002
ACH-000237,0.0127331461746
ACH-000238,0.0558840541632
ACH-000243,0.0174982842676
ACH-000244,-0.233740509432
ACH-000246,-0.0568078190539
ACH-000248,0.09539629260610001
ACH-000250,0.0792613093277
ACH-000251,-0.044212654331199995
ACH-000253,-0.14083024582800002
ACH-000255,-0.100832967382
ACH-000256,-0.17748602060199997
ACH-000257,0.21856172427499998
ACH-000258,-0.251492166314
ACH-000259,0.0617282850257
ACH-000260,-0.025419576104200002
ACH-000261,0.061503050096500006
ACH-000262,-0.09836109259189998
ACH-000263,0.316183274294
ACH-000264,0.20798527565900002
ACH-000265,-0.0263822468268
ACH-000266,-0.0165229902842
ACH-000272,0.0371111486273
ACH-000273,-0.00271997869636
ACH-000274,-0.05358736198130001
ACH-000277,0.121447457292
ACH-000278,-0.0366685181212
ACH-000279,0.140735642475
ACH-000280,0.301145196723
ACH-000281,0.054910347499
ACH-000288,0.00939893347527
ACH-000291,0.043348565205199995
ACH-000293,-0.26403822494600004
ACH-000294,0.124165334491
ACH-000295,0.15252048941500002
ACH-000296,-0.171089196335
ACH-000302,0.168653642566
