,ADO (84890)
ACH-000004,0.0548580228539
ACH-000007,0.0534831222578
ACH-000009,-0.0849465729177
ACH-000011,-0.230917846076
ACH-000012,-0.0214834893921
ACH-000013,0.00910577134759
ACH-000014,0.030911083345900002
ACH-000015,0.0403272826463
ACH-000017,0.12393296319199999
ACH-000018,-0.316879434307
ACH-000019,-0.048270563613300004
ACH-000021,0.17148458090500002
ACH-000022,-0.0712171558237
ACH-000025,-0.33322337870200003
ACH-000028,-0.108572662424
ACH-000030,-0.19023474143599997
ACH-000035,-0.14014486441
ACH-000036,-0.028348143271400002
ACH-000037,0.112798624059
ACH-000039,0.18999836673
ACH-000040,-0.204218199224
ACH-000041,-0.273966995887
ACH-000042,-0.00320432686756
ACH-000045,-0.138605694713
ACH-000047,-0.0376175330885
ACH-000052,-0.050121739610299997
ACH-000053,-0.012088913385299998
ACH-000054,-0.095050387863
ACH-000055,0.00134811204725
ACH-000060,-0.125125745834
ACH-000067,-0.305243924482
ACH-000070,0.00544634761344
ACH-000075,-0.277194266901
ACH-000078,-0.298070193809
ACH-000082,-0.116326545545
ACH-000085,-0.261021628025
ACH-000086,-0.18452380742
ACH-000087,-0.0829339180865
ACH-000092,0.0229138317349
ACH-000095,0.0006065111530269999
ACH-000097,0.0186900903923
ACH-000098,-0.15559728513
ACH-000099,-0.42182658241899995
ACH-000108,0.0727760981356
ACH-000113,0.0214832054108
ACH-000115,0.09575456109239999
ACH-000116,-0.07262591273539999
ACH-000118,-0.174676679087
ACH-000120,-0.309408731757
ACH-000123,0.00323860058538
ACH-000127,-0.195410283905
ACH-000128,-0.0671547493116
ACH-000132,-0.055415089234300004
ACH-000133,-0.0571571795608
ACH-000137,0.161673820803
ACH-000138,0.195140797833
ACH-000142,-0.0495639505255
ACH-000143,-0.11568158276799999
ACH-000146,0.06021571868419999
ACH-000148,-0.0840810249801
ACH-000150,-0.134450402086
ACH-000152,-0.18793508488
ACH-000153,0.0438731565478
ACH-000159,-0.12116216010700001
ACH-000160,0.270960081112
ACH-000163,-0.033541995942000004
ACH-000167,0.440112581698
ACH-000168,-0.0709579592873
ACH-000169,-0.236913829592
ACH-000178,-0.0987295953065
ACH-000182,-0.0424306469824
ACH-000183,-0.144727917388
ACH-000188,-0.12169702738600001
ACH-000189,-0.288330477918
ACH-000190,0.29778972531500003
ACH-000198,-0.017715424516700003
ACH-000204,-0.0901166208182
ACH-000206,-0.014836786796899998
ACH-000207,-0.514095460902
ACH-000211,0.00434203535416
ACH-000215,-0.0126080510015
ACH-000221,-0.198169464382
ACH-000222,0.18291337285700002
ACH-000223,-0.201952743225
ACH-000226,-0.25371338818100003
ACH-000227,-0.151831352817
ACH-000228,-0.262857564846
ACH-000231,-0.203425207269
ACH-000232,-0.143765346894
ACH-000233,-0.258444498315
ACH-000234,-0.0109631855855
ACH-000235,-0.038300703888800004
ACH-000237,-0.21413307423
ACH-000238,-0.022215595094900002
ACH-000243,0.10860754300999999
ACH-000244,-0.07391620360880001
ACH-000246,0.0451971620581
ACH-000248,-0.049480431240400004
ACH-000250,-0.111429433654
ACH-000251,-0.167492140416
ACH-000253,-0.191845201977
ACH-000255,-0.215117919423
ACH-000256,-0.24637072579500002
ACH-000257,-0.214295861905
ACH-000258,-0.527721780338
ACH-000259,-0.127611062475
ACH-000260,-0.108685091973
ACH-000261,-0.0179884147637
ACH-000262,-0.20982115270399998
ACH-000263,-0.412760797263
ACH-000264,-0.207935294373
ACH-000265,-0.0764519919032
ACH-000266,0.0494110167282
ACH-000272,-0.053851657293999995
ACH-000273,-0.056160208767
ACH-000274,0.0708257454545
ACH-000277,-0.06957380278260002
ACH-000278,-0.09664296825009999
ACH-000279,-0.29707575986400003
ACH-000280,0.09648279954230002
ACH-000281,-0.0113202031336
ACH-000288,-0.161536126888
ACH-000291,-0.123886990706
ACH-000293,-0.326965331706
ACH-000294,-0.25927564074000004
ACH-000295,-0.271734142347
ACH-000296,-0.369869958915
ACH-000302,0.0009460157575249999
ACH-000304,-0.19304818186099998
ACH-000307,-0.0486290373759
ACH-000308,-0.04619216484230001
ACH-000310,-0.062739260622
ACH-000311,0.0694897735443
ACH-000312,-0.384559544358
ACH-000315,-0.029783309907299996
ACH-000316,-0.23845415275600002
ACH-000317,-0.0793570915508
ACH-000318,-0.0770217696883
ACH-000319,-0.28639671908799996
ACH-000320,0.17727015522599998
ACH-000322,0.072067436783
ACH-000323,-0.154132714452
ACH-000324,-0.0479516829509
ACH-000329,-0.14352266379599998
ACH-000330,-0.0930151504002
ACH-000331,-0.27289906103100003
ACH-000332,-0.0199587335049
ACH-000334,-0.27106896112
ACH-000335,-0.272835218429
ACH-000336,-0.369152292536
ACH-000337,-0.0239480358919
ACH-000339,-0.18578131216899998
ACH-000341,-0.07848498218660001
ACH-000348,0.0566706149312
ACH-000350,0.155627060993
ACH-000352,-0.049063185788699996
ACH-000356,-0.059491928792
ACH-000361,-0.0655160624844
ACH-000362,-0.192082070198
ACH-000363,-0.0619548585812
ACH-000364,-0.09632484559110001
ACH-000365,-0.00265546670838
ACH-000366,-0.179817867394
ACH-000368,-0.08988809981080001
ACH-000374,-0.211479650207
ACH-000375,0.046176383437299996
ACH-000376,-0.09843460993589999
ACH-000381,0.051774664072900003
ACH-000383,0.01476684122
ACH-000387,0.043863230532599995
ACH-000389,-0.218345750779
ACH-000390,-0.09443085789769999
ACH-000393,-0.0190884260674
ACH-000395,0.0850677412644
ACH-000397,0.042622343064400006
ACH-000401,-0.059928841247899996
ACH-000402,-0.25945365519200003
ACH-000403,0.0075665456170099996
ACH-000404,-0.08322944666139999
ACH-000406,0.00564481497671
ACH-000407,-0.182308220141
ACH-000408,0.19788925990200001
ACH-000410,-0.0540557446893
ACH-000411,-0.0849164930108
ACH-000414,0.13953727948300002
ACH-000415,-0.09621379800889998
ACH-000416,-0.147869602469
ACH-000420,-0.0444664183557
ACH-000421,-0.0547097175604
ACH-000424,-0.33574798681900003
ACH-000425,0.0238722559968
ACH-000426,-0.165754378829
ACH-000427,-0.202579461912
ACH-000433,-0.0400538987379
ACH-000436,-0.09875905904760002
ACH-000444,-0.138847204171
ACH-000445,-0.155750657628
ACH-000448,0.14318452488
ACH-000450,0.2168808011
ACH-000452,-0.22956086409
ACH-000454,0.0288002063081
ACH-000458,-0.12901845861400002
ACH-000459,0.17005462454
ACH-000460,-0.040023970805
ACH-000461,-0.038814808293699994
ACH-000463,-0.0855713105605
ACH-000464,-0.185571760533
ACH-000466,-0.278921194305
ACH-000467,-0.0288536163721
ACH-000468,0.0212735031165
ACH-000469,-0.193497343046
ACH-000470,-0.199273285946
ACH-000471,-0.053579437979800006
ACH-000472,-0.182168950828
ACH-000473,-0.020312673758200003
